timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.10445968  2.21289942 -0.14336248 -0.80981195 -0.55116166  0.43458589
 -0.13806441 -0.35737643  1.76631558 -0.62906391  0.        ]",-1.08152,[ 0.46505456  4.10295975],-0.283050889534,[ 0.55771995  2.93924522],[-0.11890313 -0.09199646],"[[-0.08520433 -0.02396193 -0.06456265  0.05224396]
 [ 0.00425376  0.00414851  0.          0.        ]]"
1,"[ 1.10639489  2.21310296 -0.11539147 -0.67806017 -0.55116046  0.43458503
 -0.05155392  0.1700948   1.77106744 -0.56242739  0.        ]",-1.11454,[-0.3060867   3.44520096],-0.281682167203,[ 0.63988268  2.865839  ],[-0.11890313 -0.09199646],"[[-0.06667729  0.01584087 -0.06456265  0.05224396]
 [ 1.84233494  3.96294087  0.          0.        ]]"
2,"[ 1.10821899  2.20075143 -0.07862767 -0.28809096 -0.55115926  0.43458417
 -0.11032788  0.68728198  1.76969051 -0.41610069  0.        ]",-1.17396,[ 0.66603561  2.49433828],-0.277913252282,[ 0.79176164  2.75410223],[-0.11890313 -0.09199646],"[[-0.04235998  0.1340452  -0.06456265  0.05224396]
 [ 0.59356639  7.84455334  0.          0.        ]]"
3,"[ 1.10944046  2.1384281  -0.02084473  0.33935825 -0.55115807  0.4345833
  0.01306602  1.19402873  1.7317189  -0.18270759  0.        ]",-1.16568,[ 1.72591196  2.38153754],-0.269379814196,[ 0.95154709  2.585464  ],[-0.11890313 -0.09199646],"[[ -4.18462577e-03   3.29095716e-01  -6.45626502e-02   5.22439555e-02]
 [  3.21530089e+00   1.16478283e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 1.10266996  1.97017289  0.13539535  1.13715111 -0.55115687  0.43458244
  0.19623394  1.6906737   1.58214166  0.18894964  0.        ]",-1.06997,[ 1.87052328  2.89312967],-0.249923076707,[ 1.07709408  2.35488558],[-0.11890313 -0.09199646],"[[  0.09916651   0.59945154  -0.06456265   0.05224396]
 [  7.1070463   15.37533537   0.           0.        ]]"
5,"[ 1.05586656  1.63730717  0.40333784  1.94980907 -0.55115567  0.43458158
  0.37585706  2.17747142  1.21628353  0.59636107  0.        ]",-1.00454,[ 0.85495201  2.84626286],-0.213235144978,[ 1.10680616  2.07670045],[-0.11890313 -0.09199646],"[[  0.2795951    0.94361702  -0.06456265   0.05224396]
 [ 10.92347767  19.02902278   0.           0.        ]]"
6,"[ 0.92025077  1.11072716  0.75074905  2.50659298 -0.55115448  0.43458072
  0.52504022  2.65462058  0.61944252  0.79022308  0.        ]",-0.954511,[ 1.06518205  1.2617643 ],-0.155208372864,[ 1.02899766  1.79184258],[-0.11890313 -0.09199646],"[[  0.52986203   1.36013114  -0.06456265   0.05224396]
 [ 14.09316139  22.61042852   0.           0.        ]]"
7,"[  6.41677184e-01   4.38340294e-01   1.12170119e+00   2.45377500e+00
  -5.51153279e-01   4.34579863e-01   6.98433063e-01   3.12226307e+00
  -2.09376815e-04   5.26899783e-01   0.00000000e+00]",-0.813915,[ 0.31652914  3.15652059],-0.0768847148995,[ 0.93145931  1.61235571],[-0.11890313 -0.09199646],"[[  0.84868358   1.84755928  -0.06456265   0.05224396]
 [ 17.77723142  26.12067196   0.           0.        ]]"
8,"[ 0.21248409 -0.21289697  1.40389214  1.49443526 -0.55115208  0.434579
  0.7411394   3.58067168 -0.2161335  -0.11348413  0.        ]",-0.782421,[ 1.49654178  2.26873741],-0.00916883311365,[ 0.8596651   1.56878495],[-0.11890313 -0.09199646],"[[  1.2133332    2.40449863  -0.06456265   0.05224396]
 [ 18.68464186  29.56186101   0.           0.        ]]"
9,"[-0.34238822 -0.56600112  1.49752633 -0.3605087  -0.55115089  0.43457814
  0.91024322  3.24709282  0.15573673 -0.54370773  0.        ]",-0.737605,[ 2.09030674  2.91788223],-0.0815564915572,[ 0.73806053  1.60457766],[-0.11890313 -0.09199646],"[[  1.6230846    3.02958353  -0.06456265   0.05224396]
 [ 22.27760034  27.05861543   0.           0.        ]]"
10,"[-0.97148866 -0.57032935  1.28946374 -0.99348643 -0.55114969  0.43457728
  1.07577682 -0.41492104  0.34023962 -0.48847998  0.        ]",-0.648413,[ 0.78570782  2.04186179],-0.0956967290028,[ 0.33905923  1.6985985 ],[-0.11890313 -0.09199646],"[[  2.10392267   3.22111966  -0.06456265   0.05224396]
 [ 25.7947257   -0.42749072   0.           0.        ]]"
11,"[-1.48392772 -0.57448707  0.70564019 -0.79279646 -0.55114849  0.43457642
  1.19814782 -0.88809098  0.31399911 -0.48481177  0.        ]",-0.686575,[-0.58080463  1.83211962],-0.0925161266695,[ 0.17646044  1.77159476],[-0.11890313 -0.09199646],"[[  2.64590391   3.16041086  -0.06456265   0.05224396]
 [ 28.39480996  -3.97899313   0.           0.        ]]"
12,"[-1.64867386 -0.57286126 -0.08036953 -0.55903839 -0.55114729  0.43457556
  1.06345677 -0.74060782  0.31538144 -0.50552329  0.        ]",-0.803088,[ 0.42737716  1.04046363],-0.0942085795015,[ 0.21545912  1.80923796],[-0.11890313 -0.09199646],"[[  3.18508809   3.08977062  -0.06456265   0.05224396]
 [ 25.53314648  -2.87204014   0.           0.        ]]"
13,"[-1.43476072 -0.56836394 -0.82657757 -0.41447079 -0.5511461   0.4345747
  1.11930449 -0.56793192  0.34135696 -0.49385719  0.        ]",-0.72796,[ 0.90671209  3.47028622],-0.0962077232429,[ 0.36825457  1.81274676],[-0.11890313 -0.09199646],"[[  3.70765731   3.04597584  -0.06456265   0.05224396]
 [ 26.71981724  -1.57599342   0.           0.        ]]"
14,"[-0.85745937 -0.56498735 -1.38467323 -0.33981657 -0.5511449   0.43457384
  1.26336772 -0.46075414  0.35620164 -0.44048362  0.        ]",-0.778146,[ 2.38189026  2.50844943],-0.094247519448,[ 0.58170766  1.78542614],[-0.11890313 -0.09199646],"[[  4.27276558   3.02329359  -0.06456265   0.05224396]
 [ 29.78080686  -0.77155546   0.           0.        ]]"
15,"[-0.00995123 -0.5631337  -1.50144865 -0.30443207 -0.5511437   0.43457298
  1.42196068 -0.40521729  0.33074821 -0.36953482  0.        ]",-0.827433,[ 0.47191608  1.8172584 ],-0.0868600211846,[ 0.73822027  1.77032995],[-0.11890313 -0.09199646],"[[  4.9021914    3.01252211  -0.06456265   0.05224396]
 [ 33.15054516  -0.35471861   0.           0.        ]]"
16,"[ 0.77981647 -0.56224414 -0.99666385 -0.28848234 -0.55114251  0.43457212
  1.47900563 -0.37883645  0.2612401  -0.32556713  0.        ]",-0.891274,[ 0.4509238   0.15610539],-0.0758964453503,[ 0.8225342   1.77851439],[-0.11890313 -0.09199646],"[[  5.5773646    3.00766205  -0.06456265   0.05224396]
 [ 34.36273431  -0.15671773   0.           0.        ]]"
17,"[ 1.10941658 -0.56167541 -0.02584023 -0.27859254 -0.55114131  0.43457126
  1.53100828 -0.37517024  0.17714541 -0.3413275   0.        ]",-0.825204,[ 0.75978712  1.2573152 ],-0.0669635975304,[ 0.84145516  1.7225132 ],[-0.11890313 -0.09199646],"[[  6.27570683   3.00464699  -0.06456265   0.05224396]
 [ 35.46780731  -0.12920572   0.           0.        ]]"
