timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.32316647  2.656142   -0.2410394  -0.70902017 -1.49942959 -1.21066052
 -0.21994496 -0.37061103  2.77490717  1.1367568   0.        ]",-1.02464,[ 3.04858966  7.12944809],-0.408314681119,[ 2.00622153  7.98829842],[-0.71438974 -0.22363146],"[[-0.00216485  0.02873332 -0.17328126 -0.13817115]
 [ 0.00242691 -0.00152917  0.          0.        ]]"
1,"[ 1.32219237  2.65313207 -0.18188468 -0.53969151 -1.49942814 -1.21065963
 -0.13301399  0.12966415  2.76993199  1.24272741  0.        ]",-0.989063,[ 2.22415497  8.28772698],-0.412259293121,[ 2.42785192  7.80121326],[-0.71438974 -0.22363146],"[[ 0.03755829  0.06841544 -0.17328126 -0.13817115]
 [ 3.95672919  3.95655439  0.          0.        ]]"
2,"[ 1.30644669  2.62974681 -0.00700608 -0.0396776  -1.4994267  -1.21065875
 -0.04780012  0.62003692  2.71709612  1.55198756  0.        ]",-1.13573,[ 4.52394258  5.69125767],-0.421265630029,[ 2.99854302  7.66653156],[-0.71438974 -0.22363146],"[[ 0.15558356  0.18647321 -0.17328126 -0.13817115]
 [ 7.83292456  7.83629248  0.          0.        ]]"
3,"[ 1.23906453  2.54477219  0.27344639  0.75834572 -1.49942526 -1.21065787
  0.03573713  1.10069556  2.51280416  2.01525452  0.        ]",-1.12719,[ 2.93111123  8.48322018],-0.427021198563,[ 3.44864535  7.49035263],[-0.71438974 -0.22363146],"[[  0.35036675   0.3813548   -0.17328126  -0.13817115]
 [ 11.63285409  11.63917721   0.           0.        ]]"
4,"[ 1.06518822  2.33741016  0.62812942  1.75908318 -1.49942382 -1.21065698
  0.11764574  1.57181494  2.03743474  2.47862032  0.        ]",-1.15559,[ 3.41999659  7.26264454],-0.416232831556,[ 3.7135849   7.19223118],[-0.71438974 -0.22363146],"[[  0.62040375   0.65153722  -0.17328126  -0.13817115]
 [ 15.35870004  15.3665965    0.           0.        ]]"
5,"[ 0.72796562  1.94596517  0.98598395  2.75299501 -1.49942238 -1.2106561
  0.19798077  2.03355829  1.28268619  2.65151074  0.        ]",-1.02627,[ 3.8240996   7.49100619],-0.373254853203,[ 3.74674392  6.64346504],[-0.71438974 -0.22363146],"[[  0.96423756   0.99552421  -0.17328126  -0.13817115]
 [ 19.01296748  19.01984764   0.           0.        ]]"
6,"[ 0.20073639  1.34454208  1.22479036  3.38679622 -1.49942093 -1.21065522
  0.2767964   2.48608986  0.51822199  2.2494682   0.        ]",-0.762076,[ 3.73370639  5.8800409 ],-0.288056325822,[ 3.9058156   5.84568501],[-0.71438974 -0.22363146],"[[  1.38046188   1.41184533  -0.17328126  -0.13817115]
 [ 22.59812108  22.60023762   0.           0.        ]]"
7,"[-0.46617684  0.59517342  1.18651251  3.21251475 -1.49941949 -1.21065433
  0.35412732  2.92960272  0.25748059  1.37531535  0.        ]",-0.440743,[ 4.41402745  4.60003449],-0.178072996237,[ 3.77234221  5.23821259],[-0.71438974 -0.22363146],"[[  1.86771264   1.8990581   -0.17328126  -0.13817115]
 [ 26.115739    26.10930254   0.           0.        ]]"
8,"[-1.10468023 -0.10868924  0.74092394  1.87403923 -1.49941805 -1.21065345
  0.42996331  3.36435436  0.72861408  0.75690243  0.        ]",-0.427189,[ 4.02150483  4.45357395],-0.15043468375,[ 3.74942398  4.81521893],[-0.71438974 -0.22363146],"[[  2.42463876   2.45575543  -0.17328126  -0.13817115]
 [ 29.56535598  29.54908916   0.           0.        ]]"
9,"[-1.43966395 -0.45828921 -0.10136259 -0.57124544 -1.49941661 -1.21065256
  0.50422892  3.02131152  1.23551351  1.0507892   0.        ]",-0.426526,[ 3.96811812  5.16962145],-0.224347403379,[ 3.82408547  4.74857616],[-0.71438974 -0.22363146],"[[  3.04985291   3.0805775   -0.17328126  -0.13817115]
 [ 32.94354116  26.83504928   0.           0.        ]]"
10,"[-1.20346026 -0.4508282  -1.07922003 -1.32353626 -1.49941517 -1.21065168
  0.57690372 -0.542595    1.16229756  1.2538311   0.        ]",-0.531623,[ 2.69222699  4.51980918],-0.232106903001,[ 2.33205009  5.25215054],[-0.71438974 -0.22363146],"[[  3.74188887   3.2569526   -0.17328126  -0.13817115]
 [ 36.2493651   -1.36219857   0.           0.        ]]"
11,"[-0.3537803  -0.46004671 -1.69366409 -0.99534987 -1.49941372 -1.2106508
  0.64816742 -0.95650187  1.14763214  1.20304389  0.        ]",-0.599315,[ 1.80797175  5.5002182 ],-0.226650437062,[ 2.26537466  5.06985569],[-0.71438974 -0.22363146],"[[  4.4993998    3.17989103  -0.17328126  -0.13817115]
 [ 39.49100241  -4.63698893   0.           0.        ]]"
12,"[ 0.73041604 -0.45979322 -1.45978263 -0.65096589 -1.49941228 -1.21064991
  0.71802287 -0.77866679  1.15105629  1.20407179  0.        ]",-0.657118,[ 2.10329889  5.8542714 ],-0.227068357608,[ 2.52978134  4.7998476 ],[-0.71438974 -0.22363146],"[[  5.32110164   3.09926251  -0.17328126  -0.13817115]
 [ 42.66858315  -3.22998009   0.           0.        ]]"
13,"[ 1.31901618 -0.45470142 -0.35307973 -0.44238119 -1.49941084 -1.21064903
  0.7864941  -0.59166803  1.09849146  1.20392368  0.        ]",-0.699309,[ 2.66066039  5.02576941],-0.22192582359,[ 2.93128157  4.97265005],[-0.71438974 -0.22363146],"[[  6.20572335   3.05032718  -0.17328126  -0.13817115]
 [ 45.78320122  -1.75046834   0.           0.        ]]"
14,"[ 0.83272487 -0.4506436   0.89953519 -0.33565984 -1.4994094  -1.21064815
  0.85360929 -0.4780536   1.0448073   1.1240718   0.        ]",-0.590239,[ 3.41865056  4.44978178],-0.210335775039,[ 3.20765996  5.33949566],[-0.71438974 -0.22363146],"[[  7.1520185    3.0252121   -0.17328126  -0.13817115]
 [ 48.83613847  -0.85156507   0.           0.        ]]"
15,"[-0.47657852 -0.44838626  1.18304039 -0.28533874 -1.49940796 -1.21064726
  0.91939575 -0.41971653  1.08344112  1.00630172  0.        ]",-0.477127,[ 3.08060527  4.09429138],-0.205245437584,[ 3.26334357  5.66152096],[-0.71438974 -0.22363146],"[[  8.15876598   3.01334523  -0.17328126  -0.13817115]
 [ 51.82863737  -0.39000992   0.           0.        ]]"
16,"[-1.41788819 -0.44729991  0.05811572 -0.262731   -1.49940651 -1.21064638
  0.98387986 -0.39214537  1.21089049  0.9791014   0.        ]",-0.47943,[ 3.23217544  4.39191826],-0.2168036266,[ 2.91206264  5.57128429],[-0.71438974 -0.22363146],"[[  9.22476908   3.00800801  -0.17328126  -0.13817115]
 [ 54.76189863  -0.17187112   0.           0.        ]]"
17,"[-0.89531382 -0.44681321 -1.42653741 -0.25289537 -1.49940507 -1.21064549
  1.04708738 -0.37974315  1.29814046  1.09898287  0.        ]",-0.593822,[ 3.4843095   4.67567446],-0.23434837054,[ 2.73957372  5.36002159],[-0.71438974 -0.22363146],"[[ 10.34885482   3.00568484  -0.17328126  -0.13817115]
 [ 57.63709429  -0.07374726   0.           0.        ]]"
18,"[ 0.6437934  -0.4466036  -1.51972073 -0.24871338 -1.49940363 -1.21064461
  1.10904356 -0.37434435  1.22947201  1.24253996  0.        ]",-0.687625,[ 1.77869014  4.66290113],-0.237832119856,[ 2.79356742  4.94663048],[-0.71438974 -0.22363146],"[[  1.15298734e+01   3.00469685e+00  -1.73281264e-01  -1.38171154e-01]
 [  6.04553728e+01  -3.10335800e-02   0.00000000e+00   0.00000000e+00]]"
19,"[ 1.29548298 -0.44651545  0.05858205 -0.24696538 -1.49940219 -1.21064373
  1.16977313 -0.37204838  1.07514143  1.22253736  0.        ]",-0.651033,[ 2.89109398  5.19108283],-0.22119336464,[ 3.07643056  5.21012878],[-0.71438974 -0.22363146],"[[  1.27666978e+01   3.00428385e+00  -1.73281264e-01  -1.38171154e-01]
 [  6.32178601e+01  -1.28690898e-02   0.00000000e+00   0.00000000e+00]]"
