timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.03954,"[ 1.28236054  2.62701615 -0.22194403 -0.52925515 -0.8640498  -1.66025691
 -0.23159384 -0.37002694  2.20237149  1.57610255  0.        ]",[ 1.37071245  7.51453318],-0.366516909019,[ 1.29541266  6.66182423],[-0.61027259 -0.19837305],"[[-0.01795509  0.06939247 -0.09942644 -0.19283729]
 [-0.00107522 -0.00143927  0.          0.        ]]"
1,-1.10273,"[ 1.28225634  2.62153189 -0.16330922 -0.36345398 -0.86404926 -1.66025466
 -0.1430449   0.13148992  2.19624468  1.68107036  0.        ]",[ 2.05251421  6.13822472],-0.372794696422,[ 1.75422025  6.54138613],[-0.61027259 -0.19837305],"[[ 0.02169877  0.10907638 -0.09942644 -0.19283729]
 [ 3.95330561  3.95664372  0.          0.        ]]"
2,-1.22101,"[ 1.26907403  2.59094946  0.01045431  0.12454162 -0.86404871 -1.66025241
 -0.05624447  0.62307944  2.14022009  1.9869273   0.        ]",[ 2.27265149  5.43337201],-0.388971422231,[ 2.26895261  6.40619183],[-0.61027259 -0.19837305],"[[ 0.13965652  0.22713591 -0.09942644 -0.19283729]
 [ 7.82960193  7.83637856  0.          0.        ]]"
3,-1.27993,"[ 1.20574164  2.49484002  0.28990447  0.89816519 -0.86404817 -1.66025016
  0.02884912  1.10493002  1.93192627  2.44289395  0.        ]",[ 2.55103765  6.24743286],-0.407071014294,[ 2.777385    6.25233221],[-0.61027259 -0.19837305],"[[  0.33437462   0.42201916  -0.09942644  -0.19283729]
 [ 11.62967483  11.63925531   0.           0.        ]]"
4,-1.36268,"[ 1.03683559  2.27425827  0.64487986  1.85727314 -0.86404762 -1.66024791
  0.11228494  1.5772169   1.45490746  2.89437033  0.        ]",[ 3.75286342  5.03097554],-0.413702008199,[ 3.17007232  5.90902567],[-0.61027259 -0.19837305],"[[  0.6043499    0.69220301  -0.09942644  -0.19283729]
 [ 15.35571595  15.36666212   0.           0.        ]]"
5,-1.35062,"[ 0.70432804  1.87105202  1.00584124  2.78954217 -0.86404708 -1.66024565
  0.19411877  2.04010419  0.70591709  3.05412411  0.        ]",[ 3.88423897  3.57914834],-0.391621407097,[ 3.37116122  5.40334034],[-0.61027259 -0.19837305],"[[  0.94812632   1.0361912   -0.09942644  -0.19283729]
 [ 19.01021645  19.01990169   0.           0.        ]]"
6,-0.895055,"[ 0.17965938  1.26472387  1.25195199  3.34554407 -0.86404653 -1.6602434
  0.27440463  2.49375814 -0.04236794  2.6476212   0.        ]",[ 3.49710429  5.98265116],-0.326193950303,[ 3.29000568  4.69618702],[-0.61027259 -0.19837305],"[[  1.3642979    1.45251339  -0.09942644  -0.19283729]
 [ 22.59558827  22.60029507   0.           0.        ]]"
7,-0.54532,"[-0.48914839  0.52345072  1.22548995  3.09257726 -0.86404599 -1.66024115
  0.35317567  2.93837498 -0.28362813  1.78927274  0.        ]",[ 2.46555082  4.68006906],-0.222953421769,[ 2.94014192  4.21253586],[-0.61027259 -0.19837305],"[[  1.85149935   1.93972763  -0.09942644  -0.19283729]
 [ 26.11331264  26.10940145   0.           0.        ]]"
8,-0.517125,"[-1.13565926 -0.15549383  0.79428474  1.70243347 -0.86404544 -1.6602389
  0.43041892  3.37421551  0.1906366   1.20342199  0.        ]",[ 2.44753567  4.99687661],-0.158656607284,[ 2.95400786  4.03735733],[-0.61027259 -0.19837305],"[[  2.40837621   2.49642785  -0.09942644  -0.19283729]
 [ 29.56281052  29.54929097   0.           0.        ]]"
9,-0.598956,"[-1.48408711 -0.46647152 -0.03591819 -0.73481691 -0.8640449  -1.66023665
  0.50605615  3.00885576  0.67192891  1.51663413  0.        ]",[ 3.57912971  2.91824669],-0.218694974638,[ 3.19219184  4.08243465],[-0.61027259 -0.19837305],"[[  3.03353591   3.12125554  -0.09942644  -0.19283729]
 [ 32.94058844  26.66584915   0.           0.        ]]"
