timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.18548633  2.5353157  -0.00942656 -0.55817009 -0.05255177  0.11144588
 -0.24418957 -0.36753129  1.43879762  0.0222032   0.        ]",-0.97112,[ 0.99941403  4.97714063],-0.215942331784,[ 0.56808329  5.10817432],[-0.31124055 -0.11201057],"[[ 0.07684766  0.06060069 -0.00707945  0.01356362]
 [-0.00220164  0.00446033  0.          0.        ]]"
1,"[ 1.1801516   2.53046339  0.04884082 -0.40023838 -0.05255174  0.11144581
 -0.14405452  0.13922146  1.4243292   0.12755108  0.        ]",-0.868521,[ 0.26361937  7.01959946],-0.214926845539,[ 0.75424474  4.86952019],[-0.31124055 -0.11201057],"[[ 0.11645595  0.10040142 -0.00707945  0.01356362]
 [ 3.94988115  3.96242703  0.          0.        ]]"
2,"[ 1.16035032  2.5020764   0.17815867  0.06404031 -0.05255171  0.11144575
 -0.11964719  0.63608835  1.35976623  0.38232349  0.        ]",-1.01365,[ 0.39613601  5.13113853],-0.211748290557,[ 0.94203746  4.54317904],[-0.31124055 -0.11201057],"[[  2.05118319e-01   2.18586857e-01  -7.07944990e-03   1.35636225e-02]
 [  4.91317554e+00   7.84318202e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 1.11958935  2.41050487  0.33941214  0.8008474  -0.05255168  0.11144568
 -0.08243255  1.12309018  1.19891301  0.71167289  0.        ]",-1.05791,[ 0.54486513  4.0076117 ],-0.205281572839,[ 1.21987414  4.11484528],[-0.31124055 -0.11201057],"[[  3.18117606e-01   4.13614406e-01  -7.07944990e-03   1.35636225e-02]
 [  6.38194304e+00   1.16468930e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 1.0407469   2.1978253   0.54137215  1.71630045 -0.05255164  0.11144561
 -0.03102648  1.60041629  0.87824686  1.05272326  0.        ]",-0.940081,[ 1.25064902  5.06960277],-0.193246364911,[ 1.45902157  3.72272897],[-0.31124055 -0.11201057],"[[  4.66110820e-01   6.83958140e-01  -7.07944990e-03   1.35636225e-02]
 [  8.41081119e+00   1.53750476e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.88590588  1.80658281  0.79769978  2.60992024 -0.05255161  0.11144554
  0.0650294   2.06819961  0.34903297  1.27137181  0.        ]",-0.940679,[ 0.9110292   3.87653683],-0.173071538859,[ 1.196226    3.46001124],[-0.31124055 -0.11201057],"[[  6.72360149e-01   1.02811756e+00  -7.07944990e-03   1.35636225e-02]
 [  1.22018951e+01   1.90286970e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.60570385  1.21575506  1.07954346  3.15023685 -0.05255158  0.11144547
  0.15033544  2.52670761 -0.30324823  1.14289842  0.        ]",-0.828839,[ 0.80292982  2.98949071],-0.143350722144,[ 0.55311799  3.17098236],[-0.31124055 -0.11201057],"[[  9.50173179e-01   1.44462366e+00  -7.07944990e-03   1.35636225e-02]
 [  1.55687103e+01   2.26099455e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.18040533  0.49078097  1.29745215  2.9249106  -0.05255155  0.11144541
  0.22318742  2.97612371 -0.75072359  0.5640714   0.        ]",-0.769573,[ 0.84550101  3.4339711 ],-0.105034705852,[-0.2172488   3.12940693],[-0.31124055 -0.11201057],"[[  1.29039189e+00   1.93204261e+00  -7.07944990e-03   1.35636225e-02]
 [  1.84439956e+01   2.61202438e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-0.3706515  -0.17637347  1.34482043  1.61834876 -0.05255152  0.11144534
  0.29890104  3.41665281 -0.64417747 -0.13015228  0.        ]",-0.83736,[-0.41975789  4.66011875],-0.0613975346407,[-0.87841237  3.39931941],[-0.31124055 -0.11201057],"[[  1.68925381e+00   2.48897109e+00  -7.07944990e-03   1.35636225e-02]
 [  2.14322229e+01   2.95612124e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-0.90657761 -0.48665431  1.1552145  -0.68962211 -0.05255149  0.11144527
  0.24611916  3.0510947  -0.11529525 -0.25420504  0.        ]",-0.726552,[-1.37630262  3.37482872],-0.0255156315448,[-1.25386822  3.54499412],[-0.31124055 -0.11201057],"[[  2.09700926e+00   3.11404254e+00  -7.07944990e-03   1.35636225e-02]
 [  1.93490669e+01   2.67061407e+01   0.00000000e+00   0.00000000e+00]]"
10,"[-1.27189758 -0.47263743  0.83064064 -1.35091001 -0.05255145  0.1114452
  0.13606149 -0.62105247 -0.00206061 -0.10947802  0.        ]",-0.526202,[-1.39526333  3.88430809],-0.0253329064901,[-1.04262745  3.66866064],[-0.31124055 -0.11201057],"[[  2.44040509e+00   3.28059848e+00  -7.07944990e-03   1.35636225e-02]
 [  1.50053851e+01  -1.97559712e+00   0.00000000e+00   0.00000000e+00]]"
11,"[-1.46592558 -0.48524712  0.51172365 -1.00294412 -0.05255142  0.11144513
  0.02821414 -1.01738491 -0.04705776 -0.15941706  0.        ]",-0.559277,[ 0.2082367   3.42991373],-0.0222972478275,[-1.0211885   3.76044726],[-0.31124055 -0.11201057],"[[  2.69780578e+00   3.19277054e+00  -7.07944990e-03   1.35636225e-02]
 [  1.07489386e+01  -5.07120648e+00   0.00000000e+00   0.00000000e+00]]"
12,"[-1.56663705 -0.48624453  0.20350081 -0.65580203 -0.05255139  0.11144507
  0.04371444 -0.81194946 -0.06679251 -0.21962341  0.        ]",-0.587033,[-0.69270448  3.74203461],-0.0252238987938,[-0.91754085  3.71604371],[-0.31124055 -0.11201057],"[[  2.91892246e+00   3.10554410e+00  -7.07944990e-03   1.35636225e-02]
 [  1.13606946e+01  -3.46663582e+00   0.00000000e+00   0.00000000e+00]]"
13,"[-1.60063884 -0.48132257 -0.08562453 -0.44787287 -0.05255136  0.111445
 -0.0314736  -0.60700794 -0.06300331 -0.25274873  0.        ]",-0.593431,[-0.3921862   4.43892689],-0.0286769679521,[-0.83065569  3.66519761],[-0.31124055 -0.11201057],"[[  3.11636282e+00   3.05320857e+00  -7.07944990e-03   1.35636225e-02]
 [  8.39322621e+00  -1.86592101e+00   0.00000000e+00   0.00000000e+00]]"
14,"[-1.59012492 -0.47721627 -0.30776246 -0.34202912 -0.05255133  0.11144493
 -0.07502619 -0.48391865 -0.05201785 -0.26476605  0.        ]",-0.643274,[-0.55503335  3.20081125],-0.030686041893,[-0.80591571  3.62423229],[-0.31124055 -0.11201057],"[[ 3.26698106  3.02648342 -0.00707945  0.01356362]
 [ 6.67432279 -0.90452149  0.          0.        ]]"
15,"[-1.56256152 -0.47490921 -0.4677948  -0.29226817 -0.05255129  0.11144486
 -0.13405354 -0.42103492 -0.04189776 -0.26574863  0.        ]",-0.682688,[-1.36827673  2.21550644],-0.0315795289196,[-0.75627965  3.5790329 ],[-0.31124055 -0.11201057],"[[ 3.3770934   3.01389158 -0.00707945  0.01356362]
 [ 4.34467314 -0.41336381  0.          0.        ]]"
16,"[-1.54603335 -0.4737959  -0.53395585 -0.26995426 -0.05255126  0.11144479
 -0.2365509  -0.39139911 -0.03728152 -0.26605724  0.        ]",-0.682598,[-1.1895773  2.4171285],-0.0319846467425,[-0.69642216  3.55331373],[-0.31124055 -0.11201057],"[[ 3.42339915  3.00823865 -0.00707945  0.01356362]
 [ 0.29938221 -0.18189237  0.          0.        ]]"
17,"[-1.55837641 -0.4732968  -0.48574585 -0.26025937 -0.05255123  0.11144472
 -0.33701924 -0.37809216 -0.04004664 -0.27185554  0.        ]",-0.669342,[-0.50840581  2.85178343],-0.0323066831181,[-0.66261333  3.56513762],[-0.31124055 -0.11201057],"[[ 3.38960254  3.00578128 -0.00707945  0.01356362]
 [-3.66583    -0.07795921  0.          0.        ]]"
18,"[-1.58428992 -0.47308183 -0.35142725 -0.25614163 -0.0525512   0.11144466
 -0.3861827  -0.37230656 -0.04897125 -0.28200113  0.        ]",-0.645024,[-1.08777944  3.38436127],-0.0326002931877,[-0.66796553  3.60305095],[-0.31124055 -0.11201057],"[[ 3.29681775  3.00473733 -0.00707945  0.01356362]
 [-5.60618332 -0.03277222  0.          0.        ]]"
