timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.06657,"[ 1.22956007  2.76450156 -0.26828793 -1.08506402 -0.81272274 -1.03473663
 -0.28409599 -0.3744546   2.16781871  0.77652979  0.        ]",[-0.52128228  6.01977202],-0.318205296874,[ 0.43083027  5.79880047],[-0.362786  -0.1129358],"[[-0.0741772  -0.04719987 -0.09354983 -0.1195689 ]
 [-0.00069752 -0.00086855  0.          0.        ]]"
1,-1.09615,"[ 1.2271144   2.76622704 -0.29865795 -0.90379992 -0.81272189 -1.03473529
 -0.33162396  0.12500052  2.16826078  0.77663406  0.        ]",[ 0.20881985  4.93126213],-0.318264622662,[ 0.81512225  5.59578419],[-0.362786  -0.1129358],"[[-0.09489642 -0.00748118 -0.09354983 -0.1195689 ]
 [-2.06434738  3.95953622  0.          0.        ]]"
2,-0.99941,"[ 1.22205868  2.75645431 -0.34632281 -0.36549267 -0.81272105 -1.03473395
 -0.31169257  0.61442406  2.16978232  0.82889996  0.        ]",[ 2.23869799  6.43057633],-0.320414162139,[ 1.29083836  5.35103893],[-0.362786  -0.1129358],"[[-0.12750063  0.11064748 -0.09354983 -0.1195689 ]
 [-1.19894652  7.84039715  0.          0.        ]]"
3,-1.16555,"[ 1.22471126  2.69196504 -0.3230473   0.50405704 -0.81272021 -1.03473261
 -0.22006791  1.09400707  2.15545676  1.03850061  0.        ]",[ 1.09697341  4.61926545],-0.327606815996,[ 1.90345871  5.02684212],[-0.362786  -0.1129358],"[[ -0.11156487   0.30561044  -0.09354983  -0.1195689 ]
 [  2.77933819  11.6432345    0.           0.        ]]"
4,-1.0879,"[ 1.2331954   2.50769187 -0.18404867  1.6166817  -0.81271936 -1.03473127
 -0.13023951  1.56409942  2.04702373  1.43464127  0.        ]",[ 3.79641842  5.3878332 ],-0.336605322815,[ 2.42731237  4.66003609],[-0.362786  -0.1129358],"[[ -0.01684715   0.57587528  -0.09354983  -0.1195689 ]
 [  6.67963032  15.37083144   0.           0.        ]]"
5,-1.15671,"[ 1.21662002  2.13441347  0.06800936  2.76266682 -0.81271852 -1.03472993
 -0.04215074  2.02488013  1.72251004  1.90712227  0.        ]",[ 2.76525194  2.79286614],-0.337024625205,[ 2.63533211  4.29730701],[-0.362786  -0.1129358],"[[  0.15511675   0.91995166  -0.09354983  -0.1195689 ]
 [ 10.50438936  19.02461999   0.           0.        ]]"
6,-1.07656,"[ 1.12157004  1.53556108  0.41744917  3.57110974 -0.81271767 -1.0347286
  0.0442578   2.47651883  1.12484668  2.20854041  0.        ]",[ 1.92042798  3.75309105],-0.315165883036,[ 2.78628325  3.75272298],[-0.362786  -0.1129358],"[[  0.40284218   1.33637709  -0.09354983  -0.1195689 ]
 [ 14.25619353  22.60596081   0.           0.        ]]"
7,-0.888845,"[ 0.88217172  0.76209735  0.81614147  3.55070067 -0.81271683 -1.03472726
  0.1290316   2.9191895   0.43199803  2.03956721  0.        ]",[ 2.50799356  4.48149358],-0.259112537987,[ 2.70688915  3.27513528],[-0.362786  -0.1129358],"[[  0.72489169   1.82371637  -0.09354983  -0.1195689 ]
 [ 17.93701837  26.11625135   0.           0.        ]]"
8,-0.732146,"[  4.45287203e-01   2.44452077e-03   1.16475992e+00   2.27908574e+00
  -8.12715988e-01  -1.03472592e+00   2.12176505e-01   3.35309587e+00
   1.00277180e-01   1.38976954e+00   0.00000000e+00]",[ 2.17909326  2.6684603 ],-0.174321087763,[ 2.40468383  3.01624751],[-0.362786  -0.1129358],"[[  1.11985204   2.38056428  -0.09354983  -0.1195689 ]
 [ 21.54711811  29.55712743   0.           0.        ]]"
9,-0.608675,"[-0.18514013 -0.42496863  1.31163672 -0.2504528  -0.81271514 -1.03472458
  0.29363359  3.05009974  0.4441834   0.87445416  0.        ]",[ 2.1778486   2.48715339],-0.135584644207,[ 2.11267114  3.07028389],[-0.362786  -0.1129358],"[[  1.58629003   3.00555225  -0.09354983  -0.1195689 ]
 [ 25.08393436  27.15465164   0.           0.        ]]"
10,-0.504914,"[-0.89589695 -0.43664173  1.09339782 -1.15513299 -0.8127143  -1.03472324
  0.37335959 -0.37272064  0.65073409  0.91894154  0.        ]",[ 1.14872444  4.2811005 ],-0.156546783821,[ 1.72015858  3.48687124],[-0.362786  -0.1129358],"[[  2.12269877e+00   3.20416482e+00  -9.35498280e-02  -1.19568901e-01]
 [  2.85455890e+01   1.29859711e-02   0.00000000e+00   0.00000000e+00]]"
11,-0.5605,"[-1.44241195 -0.43970479  0.43241163 -0.91341324 -0.81271346 -1.0347219
  0.45152876 -0.83688341  0.63273019  0.9291528   0.        ]",[ 1.66725964  2.65056193],-0.155878182668,[ 1.48289847  3.4856627 ],[-0.362786  -0.1129358],"[[  2.7276635    3.15118048  -0.09354983  -0.1195689 ]
 [ 31.93964883  -3.66765327   0.           0.        ]]"
12,-0.552648,"[-1.51405814 -0.43723625 -0.53496446 -0.61262908 -0.81271261 -1.03472056
  0.52815418 -0.71515904  0.64336757  0.92360921  0.        ]",[ 0.82706616  4.82227014],-0.156311218268,[ 1.413867    3.30315351],[-0.362786  -0.1129358],"[[  3.39983767   3.08526989  -0.09354983  -0.1195689 ]
 [ 35.26668161  -2.7024314    0.           0.        ]]"
13,-0.655379,"[-0.93061593 -0.43213632 -1.38867471 -0.42437728 -0.81271177 -1.03471922
  0.58749269 -0.56267182  0.66727142  0.9700146   0.        ]",[ 2.06833992  3.22731994],-0.162447302484,[ 1.32797348  3.21289253],[-0.362786  -0.1129358],"[[  4.13102172   3.04391168  -0.09354983  -0.1195689 ]
 [ 37.84313315  -1.49327066   0.           0.        ]]"
14,-0.716859,"[ 0.12456491 -0.4284009  -1.59873389 -0.3266653  -0.81271093 -1.03471788
  0.66142555 -0.46687147  0.64212559  1.05248184  0.        ]",[ 2.0484377   3.46654257],-0.167775904502,[ 1.34891045  3.24819326],[-0.362786  -0.1129358],"[[  4.92009266   3.02238301  -0.09354983  -0.1195689 ]
 [ 41.05326228  -0.73361427   0.           0.        ]]"
