timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.19679218  2.54683348 -0.05181091 -0.50329284 -0.81776743 -1.71343289
 -0.24434996 -0.36778609  2.11369018  1.75336305  0.        ]",-1.18049,[ 1.33121304  6.91423179],-0.37284964961,[ 1.0359956   5.54637146],[-0.34099713 -0.11171079],"[[ 0.0545114   0.07468811 -0.09558368 -0.19551964]
 [-0.00078231  0.00456603  0.          0.        ]]"
1,"[ 1.1926798   2.54111771  0.00658248 -0.34435308 -0.81776666 -1.71342906
 -0.14579742  0.13825383  2.10038824  1.85879354  0.        ]",-1.36071,[ 1.40272778  3.68060999],-0.378827294329,[ 1.48030818  5.36686802],[-0.34099713 -0.11171079],"[[ 0.09417108  0.11449094 -0.09558368 -0.19551964]
 [ 3.95359433  3.9625304   0.          0.        ]]"
2,"[ 1.16757728  2.51014991  0.17862138  0.12229965 -0.81776588 -1.71342523
 -0.04919085  0.63427676  2.02409428  2.16254377  0.        ]",-1.35083,[ 0.98734423  5.60705416],-0.394058102716,[ 1.93098104  5.16239738],[-0.34099713 -0.11171079],"[[ 0.21213459  0.23266704 -0.09558368 -0.19551964]
 [ 7.82988989  7.8421486   0.          0.        ]]"
3,"[ 1.08521108  2.41434923  0.45136386  0.86108705 -0.81776511 -1.7134214
  0.04426843  1.12047505  1.78811733  2.6040558   0.        ]",-1.4152,[ 2.43149848  5.51387968],-0.410470000919,[ 2.36220574  4.8918395 ],[-0.34099713 -0.11171079],"[[  0.40635616   0.42766473  -0.09558368  -0.19551964]
 [ 11.57990176  11.64493      0.           0.        ]]"
4,"[ 0.8925073   2.19613073  0.79082322  1.77531401 -0.81776433 -1.71341756
  0.13715525  1.59702037  1.28933691  3.01846519  0.        ]",-1.49516,[ 2.40687736  4.98884573],-0.414717953619,[ 2.65520811  4.47869873],[-0.34099713 -0.11171079],"[[  0.67534601   0.69796096  -0.09558368  -0.19551964]
 [ 15.30694379  15.37222576   0.           0.        ]]"
5,"[ 0.53584811  1.79894236  1.12448204  2.66096387 -0.81776356 -1.71341373
  0.2282587   2.06408038  0.54379714  3.11767975  0.        ]",-1.44648,[ 4.12916877  3.40410806],-0.389820864396,[ 2.69199991  3.96458459],[-0.34099713 -0.11171079],"[[  1.01815687   1.04205934  -0.09558368  -0.19551964]
 [ 18.96242969  19.02535904   0.           0.        ]]"
6,"[-0.00558961  1.2034598   1.33035615  3.18344401 -0.81776278 -1.7134099
  0.31763872  2.52182241 -0.16268755  2.64808543  0.        ]",-1.14422,[ 2.86441362  3.24247891],-0.321775884659,[ 2.46831083  3.48892951],[-0.34099713 -0.11171079],"[[  1.43338239   1.45848968  -0.09558368  -0.19551964]
 [ 22.54876408  22.60565305   0.           0.        ]]"
7,"[-0.67382693  0.4774864   1.25533041  2.92992112 -0.81776201 -1.71340606
  0.40533188  2.97044394 -0.34153149  1.76594586  0.        ]",-0.742577,[ 3.18767152  3.64793421],-0.217663666172,[ 2.09355736  3.18569946],[-0.34099713 -0.11171079],"[[  1.91965669   1.94581016  -0.09558368  -0.19551964]
 [ 26.06741494  26.11466941   0.           0.        ]]"
8,"[-1.29416935 -0.18484352  0.77996993  1.58962759 -0.81776123 -1.71340223
  0.49132335  3.41020737  0.16278115  1.2164436   0.        ]",-0.784134,[ 1.34680165  3.06865558],-0.157966751174,[ 1.94723094  3.29083538],[-0.34099713 -0.11171079],"[[  2.47562445   2.50261493  -0.09558368  -0.19551964]
 [ 29.51778813  29.55447927   0.           0.        ]]"
9,"[-1.5911715  -0.48411554 -0.07071116 -0.74627356 -0.81776045 -1.7133984
  0.57552589  3.0380686   0.61266252  1.57218269  0.        ]",-0.865753,[ 1.61125621  0.77061726],-0.220442250843,[ 1.93875754  3.17845726],[-0.34099713 -0.11171079],"[[  3.09989197   3.12754565  -0.09558368  -0.19551964]
 [ 32.8963834   26.64390905   0.           0.        ]]"
10,"[-1.30829972 -0.46762274 -1.02513972 -1.39503427 -0.81775968 -1.71339457
  0.65793473 -0.65475578  0.50880456  1.75021064  0.        ]",-0.872122,[ 1.07226154  3.47146064],-0.233541306097,[ 1.22299004  3.49038243],[-0.34099713 -0.11171079],"[[  3.79099179   3.28982167  -0.09558368  -0.19551964]
 [ 36.20301082  -2.2399039    0.           0.        ]]"
11,"[-0.42572278 -0.48188401 -1.58879446 -1.02720493 -0.8177589  -1.71339073
  0.73874823 -1.03839585  0.50183411  1.67875691  0.        ]",-0.908873,[ 1.07332026  4.7133954 ],-0.225362131993,[ 1.12983012  3.52170181],[-0.34099713 -0.11171079],"[[  4.5475855    3.19761101  -0.09558368  -0.19551964]
 [ 39.44562919  -5.2405931    0.           0.        ]]"
12,"[ 0.65450466 -0.48340088 -1.30232581 -0.66732662 -0.81775813 -1.7133869
  0.8179639  -0.82296523  0.51408791  1.67351307  0.        ]",-1.05512,[ 0.87720918  2.55826044],-0.2254519957,[ 1.37751293  3.53064585],[-0.34099713 -0.11171079],"[[  5.36838926   3.10785957  -0.09558368  -0.19551964]
 [ 42.62413982  -3.5555868    0.           0.        ]]"
13,"[ 1.19796241 -0.47847982 -0.18530497 -0.4527333  -0.81775735 -1.71338307
  0.88349278 -0.61238169  0.46827524  1.67209739  0.        ]",-1.03231,[ 3.04005661  2.66797789],-0.222875397525,[ 1.79903853  3.60400057],[-0.34099713 -0.11171079],"[[  6.24725318   3.05425802  -0.09558368  -0.19551964]
 [ 45.25348086  -1.90849033   0.           0.        ]]"
14,"[ 0.67091033 -0.47430005  1.02423369 -0.34372322 -0.81775658 -1.71337924
  0.95983999 -0.48649156  0.41995161  1.59339305  0.        ]",-0.919922,[ 1.50777911  3.69797227],-0.211759318459,[ 2.10609961  3.62799573],[-0.34099713 -0.11171079],"[[  7.18305916   3.02694239  -0.09558368  -0.19551964]
 [ 48.31690657  -0.92383107   0.           0.        ]]"
15,"[-0.6431152  -0.47194329  1.2667215  -0.29253405 -0.8177558  -1.7133754
  1.03467554 -0.42230908  0.45981504  1.47865959  0.        ]",-0.707848,[ 2.59049307  4.01982223],-0.201346156575,[ 2.05932355  3.5573225 ],[-0.34099713 -0.11171079],"[[  8.17952514   3.01408704  -0.09558368  -0.19551964]
 [ 51.3196845   -0.42182399   0.           0.        ]]"
16,"[-1.56744468 -0.47080497  0.14561845 -0.26959661 -0.81775503 -1.71337157
  1.10802948 -0.39209595  0.58396109  1.45386294  0.        ]",-0.750026,[ 2.5701823   3.20398321],-0.206271714857,[ 1.73165274  3.43836975],[-0.34099713 -0.11171079],"[[  9.23545027   3.00831994  -0.09558368  -0.19551964]
 [ 54.26302104  -0.1855113    0.           0.        ]]"
17,"[-1.0368269  -0.47029459 -1.31134908 -0.25963551 -0.81775425 -1.71336774
  1.17993109 -0.37853985  0.66836436  1.57362022  0.        ]",-0.792481,[ 1.80603753  4.6676492 ],-0.224221508194,[ 1.53064311  3.34597373],[-0.34099713 -0.11171079],"[[ 10.34965755   3.00581409  -0.09558368  -0.19551964]
 [ 57.14809258  -0.07948301   0.           0.        ]]"
18,"[ 0.5032524  -0.47007477 -1.4096333  -0.25540572 -0.81775347 -1.71336391
  1.25040908 -0.37264911  0.6018512   1.71691278  0.        ]",-0.982368,[ 3.11789004  2.53710173],-0.235095430679,[ 1.58404052  3.43181634],[-0.34099713 -0.11171079],"[[  1.15209932e+01   3.00474979e+00  -9.55836837e-02  -1.95519644e-01]
 [  5.99760515e+01  -3.34099649e-02   0.00000000e+00   0.00000000e+00]]"
19,"[ 1.17582484 -0.46998228  0.13492348 -0.25363948 -0.8177527  -1.71336007
  1.31949158 -0.3701471   0.45082902  1.69925007  0.        ]",-1.01966,[ 2.47181992  2.6847596 ],-0.224989779796,[ 1.94973898  3.60298944],[-0.34099713 -0.11171079],"[[  1.27483264e+01   3.00430535e+00  -9.55836837e-02  -1.95519644e-01]
 [  6.27480276e+01  -1.38422050e-02   0.00000000e+00   0.00000000e+00]]"
20,"[-0.04824237 -0.46994387  1.33589015 -0.25291128 -0.81775192 -1.71335624
  1.38720619 -0.36910238  0.41763144  1.52729145  0.        ]",-0.789784,[ 1.64753965  4.16801968],-0.204369061484,[ 2.11115122  3.63895845],[-0.34099713 -0.11171079],"[[  1.40305485e+01   3.00412213e+00  -9.55836837e-02  -1.95519644e-01]
 [  6.54651288e+01  -5.67264267e-03   0.00000000e+00   0.00000000e+00]]"
21,"[-1.51184075 -0.46992798  0.36207813 -0.25261384 -0.81775115 -1.71335241
  1.45357994 -0.36867182  0.56347104  1.44416673  0.        ]",-0.755884,[ 2.04012525  2.7021127 ],-0.20393668164,[ 1.73142517  3.50005555],[-0.34099713 -0.11171079],"[[  1.53665730e+01   3.00404731e+00  -9.55836837e-02  -1.95519644e-01]
 [  6.81284412e+01  -2.30687301e-03   0.00000000e+00   0.00000000e+00]]"
22,"[-0.89435904 -0.46992134 -1.41110805 -0.25249303 -0.81775037 -1.71334858
  1.51863936 -0.36849617  0.67019615  1.59045164  0.        ]",-0.818452,[ 2.81453155  3.99827743],-0.226079947993,[ 1.54116213  3.39977717],[-0.34099713 -0.11171079],"[[  1.67553347e+01   3.00401694e+00  -9.55836837e-02  -1.95519644e-01]
 [  7.07390296e+01  -9.34862341e-04   0.00000000e+00   0.00000000e+00]]"
23,"[ 0.91108674 -0.46991845 -1.03026087 -0.25244394 -0.8177496  -1.71334475
  1.58241043 -0.36842505  0.55342986  1.7348312   0.        ]",-1.00719,[ 1.3592163   3.08265509],-0.234265974849,[ 1.70117176  3.51964903],[-0.34099713 -0.11171079],"[[  1.81957896e+01   3.00400462e+00  -9.55836837e-02  -1.95519644e-01]
 [  7.32979376e+01  -3.80435678e-04   0.00000000e+00   0.00000000e+00]]"
24,"[ 0.73751035 -0.46991707  0.96462471 -0.25242373 -0.81774882 -1.71334091
  1.64491864 -0.36839637  0.40809711  1.61749568  0.        ]",-0.79015,[ 3.19417546  5.17618294],-0.213844347853,[ 2.09102917  3.68549585],[-0.34099713 -0.11171079],"[[  1.96869145e+01   3.00399958e+00  -9.55836837e-02  -1.95519644e-01]
 [  7.58061884e+01  -1.58042021e-04   0.00000000e+00   0.00000000e+00]]"
25,"[-1.20504053 -0.4699163   0.88863402 -0.25241508 -0.81774804 -1.71333708
  1.70618894 -0.36838481  0.50801419  1.44513302  0.        ]",-0.729151,[ 3.0302433  2.3122169],-0.200574964534,[ 1.84845459  3.59013772],[-0.34099713 -0.11171079],"[[  2.12277061e+01   3.00399744e+00  -9.55836837e-02  -1.95519644e-01]
 [  7.82647847e+01  -6.94195823e-05   0.00000000e+00   0.00000000e+00]]"
26,"[-1.14270741 -0.46991577 -1.21788174 -0.25241102 -0.81774727 -1.71333325
  1.76624583 -0.36838008  0.66734187  1.55805695  0.        ]",-0.82504,[ 1.11748626  3.20258296],-0.222555500326,[ 1.54532063  3.45746231],[-0.34099713 -0.11171079],"[[  2.28171814e+01   3.00399646e+00  -9.55836837e-02  -1.95519644e-01]
 [  8.06747096e+01  -3.43301035e-05   0.00000000e+00   0.00000000e+00]]"
27,"[ 0.8898755  -0.46991533 -1.05881681 -0.25240877 -0.81774649 -1.71332942
  1.8251133  -0.36837808  0.55666123  1.73435332  0.        ]",-1.00856,[ 1.16710316  2.88875102],-0.234394681296,[ 1.70780206  3.54157233],[-0.34099713 -0.11171079],"[[  2.44543765e+01   3.00399593e+00  -9.55836837e-02  -1.95519644e-01]
 [  8.30369265e+01  -2.05383054e-05   0.00000000e+00   0.00000000e+00]]"
28,"[ 0.55070648 -0.46991493  1.11465397 -0.25240723 -0.81774572 -1.71332558
  1.88281486 -0.36837716  0.40557597  1.5928981   0.        ]",-0.918251,[ 1.75755827  2.47664921],-0.21099750761,[ 2.08423972  3.72108006],[-0.34099713 -0.11171079],"[[  2.61383467e+01   3.00399558e+00  -9.55836837e-02  -1.95519644e-01]
 [  8.53523798e+01  -1.51736080e-05   0.00000000e+00   0.00000000e+00]]"
29,"[-1.47883434 -0.46991455  0.45110626 -0.25240597 -0.81774494 -1.71332175
  1.93937357 -0.36837666  0.55498912  1.44256087  0.        ]",-0.664609,[ 2.98165121  4.07888337],-0.203228269836,[ 1.70435572  3.58411813],[-0.34099713 -0.11171079],"[[  2.78681661e+01   3.00399530e+00  -9.55836837e-02  -1.95519644e-01]
 [  8.76219955e+01  -1.31242484e-05   0.00000000e+00   0.00000000e+00]]"
30,"[-0.47703646 -0.46991417 -1.57871305 -0.25240481 -0.81774417 -1.71331792
  1.99481204 -0.36837632  0.66291751  1.63680961  0.        ]",-0.916155,[ 1.11266707  2.33939781],-0.230410931535,[ 1.54020143  3.47272491],[-0.34099713 -0.11171079],"[[  2.96429270e+01   3.00399505e+00  -9.55836837e-02  -1.95519644e-01]
 [  8.98466808e+01  -1.23693718e-05   0.00000000e+00   0.00000000e+00]]"
