timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.63123,"[ 1.40672282  2.69007132 -0.41064466 -1.13349735  1.47848405  1.26406216
 -0.20827124 -0.37039496  0.13942493 -1.43675555  0.        ]",[  0.51303584  10.52528772],-0.171961527938,[ 0.67466992  9.43899822],[-0.86535895 -0.21173811],"[[-0.06813812 -0.06722453  0.17089947  0.14608852]
 [ 0.00327911  0.00495818  0.          0.        ]]"
1,-0.70376,"[ 1.40835047  2.69303018 -0.37964357 -0.96000105  1.47848307  1.26406148
 -0.16419827  0.12805976  0.14567489 -1.36512436  0.        ]",[ 1.17310878  9.06081686],-0.163752601039,[ 0.83654505  9.14428806],[-0.86535895 -0.21173811],"[[-0.04772596 -0.02740643  0.17089947  0.14608852]
 [ 2.0311881   3.96366176  0.          0.        ]]"
2,-0.670508,"[ 1.40920567  2.68713504 -0.25813116 -0.44493309  1.47848209  1.2640608
 -0.07912982  0.6165535   0.14216261 -1.11809142  0.        ]",[ 0.83594352  9.47606399],-0.134912095465,[ 1.08705235  8.74108028],[-0.86535895 -0.21173811],"[[ 0.03217012  0.09079201  0.17089947  0.14608852]
 [ 5.94540416  7.84325616  0.          0.        ]]"
3,-0.691333,"[ 1.38689267  2.62977297 -0.0301158   0.38946615  1.47848111  1.26406012
 -0.00984293  1.09540702  0.04494548 -0.69268226  0.        ]",[ 0.75658749  7.73410674],-0.0822528992736,[ 1.0958302   8.18688107],[-0.86535895 -0.21173811],"[[  0.18306423   0.28581429   0.17089947   0.14608852]
 [  9.1334704   11.6462905    0.           0.        ]]"
4,-0.522689,"[ 1.3043682   2.45645645  0.27687349  1.46250257  1.47848013  1.26405943
  0.05126842  1.56478401 -0.2633021  -0.19458211  0.        ]",[ 0.92798059  8.63038753],-0.0233400964827,[ 0.6070435   7.42016697],[-0.86535895 -0.21173811],"[[  0.39394414   0.55614234   0.17089947   0.14608852]
 [ 11.94535931  15.37406774   0.           0.        ]]"
5,-0.530686,"[ 1.11431752  2.09780699  0.634465    2.57747029  1.47847915  1.26405875
  0.12594574  2.02481028 -0.85783369  0.1711792   0.        ]",[ 0.19784103  7.06651702],-0.0955449330819,[-0.13977598  6.45705414],[-0.86535895 -0.21173811],"[[  0.66732268   0.90028118   0.17089947   0.14608852]
 [ 15.38145307  19.02759136   0.           0.        ]]"
6,-0.580258,"[ 0.79975929  1.51541944  0.95621148  3.38191442  1.47847817  1.26405807
  0.13641548  2.47580535 -1.59652163  0.1166087   0.        ]",[-0.8913929   6.77407241],-0.189164636979,[-0.54087216  5.58771563],[-0.86535895 -0.21173811],"[[  0.97978126   1.31677086   0.17089947   0.14608852]
 [ 15.86319326  22.60940397   0.           0.        ]]"
7,-0.727247,"[ 0.45525904  0.75599903  1.14070314  3.40361938  1.47847719  1.26405738
  0.05302945  2.91798235 -2.07000293 -0.39424418  0.        ]",[-0.99289038  5.80297557],-0.253388231688,[-1.03848302  5.54140377],[-0.86535895 -0.21173811],"[[  1.25854938   1.80419393   0.17089947   0.14608852]
 [ 12.02639319  26.12120433   0.           0.        ]]"
8,-0.859513,"[  1.88001359e-01   1.71584725e-03   1.20447854e+00   2.22884865e+00
   1.47847621e+00   1.26405670e+00  -3.74583046e-02   3.35140999e+00
  -2.03533465e+00  -1.00381904e+00   0.00000000e+00]",[-1.83999963  5.54945076],-0.271210405487,[-1.98281646  6.2467103 ],[-0.86535895 -0.21173811],"[[  1.45730613   2.36115617   0.17089947   0.14608852]
 [  7.86282517  29.56354473   0.           0.        ]]"
9,-0.88173,"[ 0.02848659 -0.43474553  1.21425999 -0.1656549   1.47847523  1.26405602
 -0.12682708  3.77624553 -1.59428961 -1.32929592  0.        ]",[-2.3223424   7.44501203],-0.243453704613,[-2.91858888  6.97074461],[-0.86535895 -0.21173811],"[[  1.57331069   2.986281     0.17089947   0.14608852]
 [  3.75074414  32.93768157   0.           0.        ]]"
10,-0.590034,"[-0.01908215 -0.4393718   1.21322048 -1.4275261   1.47847425  1.26405534
 -0.21451987 -0.34374451 -1.33418681 -1.32437429  0.        ]",[-0.70440157  8.21355736],-0.217958880209,[-0.96535784  8.12209511],[-0.86535895 -0.21173811],"[[ 1.60784016  3.27657814  0.17089947  0.14608852]
 [-0.28422104  0.2166511   0.          0.        ]]"
11,-0.568829,"[ 0.02722458 -0.45043559  1.2142546  -1.12072582  1.47847328  1.26405465
 -0.27501529 -0.99985549 -1.40607361 -1.33760932  0.        ]",[-0.19775498  8.4594292 ],-0.225768105458,[-0.5223338  8.2472868],[-0.86535895 -0.21173811],"[[ 1.57422655  3.20588393  0.17089947  0.14608852]
 [-3.06776785 -4.99419559  0.          0.        ]]"
12,-0.606374,"[ 0.12169149 -0.45316092  1.21103331 -0.72771129  1.4784723   1.26405397
 -0.29071069 -0.8377557  -1.49005136 -1.33796707  0.        ]",[-0.23129273  8.06961458],-0.233832496947,[-0.31276387  7.9798193 ],[-0.86535895 -0.21173811],"[[ 1.50562508  3.11574452  0.17089947  0.14608852]
 [-3.78995461 -3.70679896  0.          0.        ]]"
13,-0.680548,"[ 0.23706094 -0.44831489  1.19731447 -0.48032431  1.47847132  1.26405329
 -0.30898063 -0.62954525 -1.54379961 -1.3246803   0.        ]",[-0.42204936  6.96204668],-0.238056433951,[-0.26661873  7.72501421],[-0.86535895 -0.21173811],"[[ 1.42139153  3.05894386  0.17089947  0.14608852]
 [-4.63060262 -2.0531899   0.          0.        ]]"
14,-0.657079,"[ 0.38335214 -0.44377969  1.16396247 -0.35173533  1.47847034  1.2640526
 -0.34330377 -0.49818122 -1.57361533 -1.30547245  0.        ]",[-0.03219604  7.50031626],-0.239553876885,[-0.24281518  7.49500751],[-0.86535895 -0.21173811],"[[ 1.31293394  3.02932529  0.17089947  0.14608852]
 [-6.20989795 -1.00989603  0.          0.        ]]"
15,-0.66618,"[ 0.54576029 -0.44113489  1.10454528 -0.29058711  1.47846936  1.26405192
 -0.34340172 -0.42964673 -1.58875853 -1.28418749  0.        ]",[-0.48223025  7.46289416],-0.239475378526,[-0.24379833  7.25521278],[-0.86535895 -0.21173811],"[[ 1.18869075  3.01520756  0.17089947  0.14608852]
 [-6.21440884 -0.46559512  0.          0.        ]]"
16,-0.679637,"[ 0.72178958 -0.43983653  1.00989543 -0.26296827  1.47846838  1.26405124
 -0.38222273 -0.39697086 -1.59532835 -1.26122133  0.        ]",[-0.60898691  7.20421373],-0.238435111592,[-0.29702306  7.022264  ],[-0.86535895 -0.21173811],"[[ 1.04648054  3.00882286  0.17089947  0.14608852]
 [-8.00066175 -0.20608373  0.          0.        ]]"
17,-0.708238,"[ 0.92694516 -0.43924923  0.84968628 -0.25090839  1.4784674   1.26405056
 -0.43118255 -0.3821907  -1.59542937 -1.23341797  0.        ]",[-0.39822209  6.33457906],-0.236402666095,[-0.44762087  6.73536491],[-0.86535895 -0.21173811],"[[  0.86386459   3.00603327   0.17089947   0.14608852]
 [-10.25342647  -0.08870026   0.           0.        ]]"
18,-0.772453,"[ 1.13307183 -0.43899504  0.60756759 -0.24576731  1.47846642  1.26404987
 -0.46103725 -0.37573208 -1.58806849 -1.202112    0.        ]",[-1.1929529   5.22340256],-0.233369282775,[-0.72175974  6.39102554],[-0.86535895 -0.21173811],"[[  0.64501336   3.00484376   0.17089947   0.14608852]
 [-11.62711876  -0.03740655   0.           0.        ]]"
19,-0.800099,"[ 1.3141298  -0.43888787  0.25022997 -0.24361444  1.47846544  1.26404919
 -0.54208292 -0.37297814 -1.57016942 -1.16779434  0.        ]",[-1.22400153  4.87475343],-0.229039822022,[-0.97516888  6.07714939],[-0.86535895 -0.21173811],"[[  0.37505559   3.0043456    0.17089947   0.14608852]
 [-15.35623147  -0.01553543   0.           0.        ]]"
20,-0.751207,"[ 1.40924214 -0.43884342 -0.25952709 -0.24272515  1.47846446  1.26404851
 -0.62152415 -0.37182467 -1.53617535 -1.13401974  0.        ]",[-1.21512749  7.11175061],-0.223067555529,[-1.22297585  5.8147893 ],[-0.86535895 -0.21173811],"[[  3.12562480e-02   3.00413982e+00   1.70899472e-01   1.46088517e-01]
 [ -1.90115217e+01  -6.37531601e-03   0.00000000e+00   0.00000000e+00]]"
21,-0.791729,"[ 1.30908504 -0.43882518 -0.87831128 -0.24236171  1.47846348  1.26404783
 -0.69939271 -0.37134826 -1.48405704 -1.11276841  0.        ]",[-2.15091052  5.77853282],-0.21608427519,[-1.53509414  5.70748472],[-0.86535895 -0.21173811],"[[ -3.84922873e-01   3.00405572e+00   1.70899472e-01   1.46088517e-01]
 [ -2.25944504e+01  -2.59230892e-03   0.00000000e+00   0.00000000e+00]]"
22,-0.789031,"[ 0.91833715 -0.43881771 -1.47187431 -0.24221434  1.4784625   1.26404714
 -0.77571972 -0.37115365 -1.41932924 -1.11923338  0.        ]",[-1.81660739  5.6685941 ],-0.209854831239,[-2.14769173  5.9014082 ],[-0.86535895 -0.21173811],"[[ -8.72048914e-01   3.00402163e+00   1.70899472e-01   1.46088517e-01]
 [ -2.61064500e+01  -1.04741205e-03   0.00000000e+00   0.00000000e+00]]"
23,-0.761838,"[ 0.22706953 -0.43881463 -1.81306956 -0.24215485  1.47846152  1.26404646
 -0.85053567 -0.37107486 -1.35881345 -1.1654071   0.        ]",[-3.62514385  6.96683006],-0.20729103182,[-2.86097264  6.4764328 ],[-0.86535895 -0.21173811],"[[ -1.42871738e+00   3.00400787e+00   1.70899472e-01   1.46088517e-01]
 [ -2.95489246e+01  -4.22369380e-04   0.00000000e+00   0.00000000e+00]]"
24,-0.72274,"[-0.60773391 -0.43881333 -1.65453879 -0.24213078  1.47846054  1.26404578
 -0.92387049 -0.37104319 -1.32919249 -1.24910015  0.        ]",[-3.25537512  7.07313953],-0.211174361865,[-3.57507849  7.41263723],[-0.86535895 -0.21173811],"[[ -2.05355158e+00   3.00400232e+00   1.70899472e-01   1.46088517e-01]
 [ -3.29232504e+01  -1.71563271e-04   0.00000000e+00   0.00000000e+00]]"
25,-0.721892,"[-1.23917182 -0.43881272 -0.89443961 -0.24212087  1.47845956  1.26404509
 -0.99575347 -0.37103053 -1.35554607 -1.34373373  0.        ]",[-3.56427982  6.14364614],-0.22157549906,[-3.77503061  8.39437103],[-0.86535895 -0.21173811],"[[ -2.74520207e+00   3.00400004e+00   1.70899472e-01   1.46088517e-01]
 [ -3.62307765e+01  -7.17453743e-05   0.00000000e+00   0.00000000e+00]]"
26,-0.596648,"[-1.25731974 -0.4388124   0.22993055 -0.24211658  1.47845858  1.26404441
 -1.06621336 -0.37102549 -1.44027098 -1.40040449  0.        ]",[-3.73158773  9.03334108],-0.234221456159,[-3.09513664  8.92181969],[-0.86535895 -0.21173811],"[[ -3.50234613e+00   3.00399906e+00   1.70899472e-01   1.46088517e-01]
 [ -3.94728254e+01  -3.24142512e-05   0.00000000e+00   0.00000000e+00]]"
27,-0.603303,"[-0.49028304 -0.43881219  1.10077373 -0.24211449  1.4784576   1.26404373
 -1.13527831 -0.37102349 -1.5448984  -1.37324403  0.        ]",[-1.31306112  8.74443397],-0.241994450726,[-1.16122246  8.67100239],[-0.86535895 -0.21173811],"[[ -4.32368722e+00   3.00399858e+00   1.70899472e-01   1.46088517e-01]
 [ -4.26506933e+01  -1.71618198e-05   0.00000000e+00   0.00000000e+00]]"
28,-0.628533,"[ 0.68721223 -0.43881203  1.0312456  -0.24211324  1.47845663  1.26404305
 -1.20297594 -0.37102268 -1.59840409 -1.26272965  0.        ]",[-0.55916518  8.56408545],-0.238864448392,[-0.3828842  7.4873271],[-0.86535895 -0.21173811],"[[ -5.20795446e+00   3.00399831e+00   1.70899472e-01   1.46088517e-01]
 [ -4.57656506e+01  -1.14352206e-05   0.00000000e+00   0.00000000e+00]]"
29,-0.748759,"[ 1.39509472 -0.43881188 -0.08454553 -0.24211243  1.47845565  1.26404236
 -1.23140024 -0.371022   -1.54877321 -1.1437354   0.        ]",[-1.67171839  7.12670032],-0.225083383681,[-1.03402674  6.20924425],[-0.86535895 -0.21173811],"[[ -6.13639006e+00   3.00399813e+00   1.70899472e-01   1.46088517e-01]
 [ -4.70735502e+01  -6.73159493e-06   0.00000000e+00   0.00000000e+00]]"
30,-0.782152,"[ 0.9669254  -0.43881174 -1.42460965 -0.24211176  1.47845467  1.26404168
 -1.29719484 -0.37102202 -1.42533078 -1.11710974  0.        ]",[-2.95079853  6.13265801],-0.210314214131,[-2.07122326  6.1301384 ],[-0.86535895 -0.21173811],"[[ -7.10823595e+00   3.00399799e+00   1.70899472e-01   1.46088517e-01]
 [ -5.01009507e+01  -7.60131396e-06   0.00000000e+00   0.00000000e+00]]"
31,-0.730608,"[-0.35686204 -0.4388116  -1.76657976 -0.24211102  1.47845369  1.264041
 -1.36168683 -0.37102201 -1.33317774 -1.22079455  0.        ]",[-2.53844738  7.52671305],-0.209229542788,[-3.30713201  7.33343554],[-0.86535895 -0.21173811],"[[ -8.14002854e+00   3.00399783e+00   1.70899472e-01   1.46088517e-01]
 [ -5.30684194e+01  -8.25377273e-06   0.00000000e+00   0.00000000e+00]]"
