timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.802623,"[ 1.26287231  2.60986556 -0.21454224 -1.19796681 -0.56193273  0.6227733
 -0.23928746 -0.37000139  1.92577698 -0.78064343  0.        ]",[ 0.98594377  6.46400002],-0.287354307344,[ 1.70494008  6.9978013 ],[-0.52999312 -0.19086924],"[[-0.02391378 -0.09206029 -0.0646188   0.07193182]
 [ 0.00442772 -0.00349767  0.          0.        ]]"
1,-0.860747,"[ 1.26310598  2.61427251 -0.1567105  -1.03356451 -0.56193243  0.62277295
 -0.15053639  0.13226779  1.93096543 -0.67632766  0.        ]",[ 2.34944719  5.01749454],-0.284457862309,[ 1.93246269  6.84102726],[-0.52999312 -0.19086924],"[[ 0.01529112 -0.05241689 -0.0646188   0.07193182]
 [ 3.90308307  3.95465103  0.          0.        ]]"
2,-0.719986,"[ 1.25112649  2.61306432  0.01526765 -0.54311717 -0.56193214  0.62277261
 -0.06227416  0.62459331  1.90858082 -0.36602683  0.        ]",[ 1.55098123  7.58351409],-0.274126259985,[ 2.24155998  6.58792114],[-0.52999312 -0.19086924],"[[ 0.13225354  0.0656033  -0.0646188   0.07193182]
 [ 7.78026455  7.83443917  0.          0.        ]]"
3,-0.830904,"[ 1.19004634  2.56433337  0.2931707   0.25506652 -0.56193185  0.62277227
  0.02424836  1.10716786  1.75107751  0.11640946  0.        ]",[ 1.84329209  6.26763806],-0.251849241876,[ 2.46068716  6.16655922],[-0.52999312 -0.19086924],"[[  0.32599213   0.26044844  -0.0646188    0.07193182]
 [ 11.58102394  11.63738853   0.           0.        ]]"
4,-0.849722,"[ 1.02434901  2.4041983   0.64760642  1.28849866 -0.56193155  0.62277192
  0.10908004  1.58016703  1.3221616   0.63489791  0.        ]",[ 1.37464128  5.16492437],-0.211907261001,[ 2.12179422  5.58411121],[-0.52999312 -0.19086924],"[[  0.59499923   0.53059587  -0.0646188    0.07193182]
 [ 15.30750852  15.36488882   0.           0.        ]]"
5,-0.676428,"[ 0.69541906  2.0629118   1.0101549   2.3746251  -0.56193126  0.62277158
  0.19227862  2.04375276  0.5788046   0.90154419  0.        ]",[ 1.3588119  5.6003044],-0.151127804784,[ 0.58880615  5.13442516],[-0.52999312 -0.19086924],"[[  0.93781418   0.87454957  -0.0646188    0.07193182]
 [ 18.96225407  19.01822421   0.           0.        ]]"
6,-0.606857,"[ 0.17337764  1.4996276   1.26111153  3.18050605 -0.56193097  0.62277124
  0.27390353  2.49808458 -0.24508803  0.59197771  0.        ]",[-0.6595334   2.89597811],-0.0789178683116,[-0.98329973  4.78174686],[-0.52999312 -0.19086924],"[[  1.3530287    1.29083881  -0.0646188    0.07193182]
 [ 22.54787203  22.59866191   0.           0.        ]]"
7,-0.545432,"[-0.40671183  0.75572646  1.26578238  3.25340422 -0.56193067  0.62277089
  0.20447177  2.94357915 -0.59610708 -0.20556952  0.        ]",[-2.75599579  5.01252821],-0.0591382976203,[-1.67782962  4.71510744],[-0.52999312 -0.19086924],"[[  1.77338366   1.77803711  -0.0646188    0.07193182]
 [ 19.4978837   26.10949706   0.           0.        ]]"
8,-0.608405,"[-0.85249749  0.00572614  1.07914297  2.18684067 -0.56193038  0.62277055
  0.10572036  3.38031074 -0.28469524 -0.82999762  0.        ]",[-1.47086085  5.0623443 ],-0.0942957330884,[-2.00930285  5.05585194],[-0.52999312 -0.19086924],"[[  2.11982115   2.33475934  -0.0646188    0.07193182]
 [ 15.15994473  29.55132788   0.           0.        ]]"
9,-0.644878,"[-1.13348142 -0.44440766  0.83838831 -0.06329808 -0.56193008  0.62277021
  0.00884628  3.80843838  0.26837443 -0.82164896  0.        ]",[-1.49085814  3.5286162 ],-0.108118227921,[-1.24938524  5.23055696],[-0.52999312 -0.19086924],"[[  2.38033105   2.95963868  -0.0646188    0.07193182]
 [ 10.90447243  32.92542195   0.           0.        ]]"
10,-0.285682,"[-1.28599553 -0.45978732  0.63543864 -1.29052736 -0.56192979  0.62276986
 -0.08622986 -0.27973255  0.44594613 -0.59780513  0.        ]",[-0.83867408  5.80562663],-0.103151023935,[-1.20894241  5.35677338],[-0.52999312 -0.19086924],"[[ 2.55651588  3.25603413 -0.0646188   0.07193182]
 [ 6.7279799   0.70794618  0.          0.        ]]"
11,-0.26513,"[-1.356792   -0.46773093  0.50871386 -1.03513543 -0.5619295   0.62276952
 -0.16485828 -0.95543202  0.4164728  -0.64750048  0.        ]",[ 0.55962286  6.15056454],-0.104168764558,[-0.96529984  5.43188524],[-0.52999312 -0.19086924],"[[ 2.65641959  3.19438859 -0.0646188   0.07193182]
 [ 3.27400035 -4.61701371  0.          0.        ]]"
12,-0.359745,"[-1.40850817 -0.46911386  0.39263894 -0.68462203 -0.5619292   0.62276918
 -0.11589257 -0.81313056  0.38793534 -0.71315543  0.        ]",[-0.89902938  5.46045454],-0.107149104498,[-0.94293499  5.40420866],[-0.52999312 -0.19086924],"[[ 2.74348069  3.11006201 -0.0646188   0.07193182]
 [ 5.42495546 -3.49558925  0.          0.        ]]"
13,-0.345346,"[-1.44382855 -0.46427319  0.29373971 -0.46155029 -0.56192891  0.62276883
 -0.19936713 -0.61684683  0.37446873 -0.75439578  0.        ]",[-1.67804629  6.80129062],-0.109713092798,[-0.72826236  5.35578299],[-0.52999312 -0.19086924],"[[ 2.81518904  3.05631621 -0.0646188   0.07193182]
 [ 1.75809778 -1.94874791  0.          0.        ]]"
14,-0.465644,"[-1.44162144 -0.45996338  0.30059711 -0.34505508 -0.56192861  0.62276849
 -0.29029023 -0.49158326  0.36412249 -0.7780653   0.        ]",[-0.52609706  4.16389751],-0.111056422871,[-0.46999875  5.31379366],[-0.52999312 -0.19086924],"[[ 2.81027736  3.0281599  -0.0646188   0.07193182]
 [-2.23595862 -0.96159135  0.          0.        ]]"
15,-0.356598,"[-1.40937593 -0.45747438  0.39043111 -0.28951308 -0.56192832  0.62276815
 -0.33669998 -0.42592574  0.35111352 -0.79101545  0.        ]",[-0.1739878   6.35362177],-0.111234471348,[-0.26132116  5.28312731],[-0.52999312 -0.19086924],"[[ 2.74510344  3.01470522 -0.0646188   0.07193182]
 [-4.27464195 -0.44416906  0.          0.        ]]"
16,-0.401219,"[-1.35491692 -0.45625563  0.51245753 -0.26438545 -0.56192803  0.6227678
 -0.35045498 -0.39454187  0.33664067 -0.79725268  0.        ]",[-0.83824042  5.5926581 ],-0.110695498539,[-0.09029662  5.24972057],[-0.52999312 -0.19086924],"[[ 2.65354815  3.00861079 -0.0646188   0.07193182]
 [-4.87887519 -0.1968453   0.          0.        ]]"
17,-0.456766,"[-1.26012192 -0.45570458  0.67542156 -0.25340119 -0.56192773  0.62276746
 -0.42380813 -0.380324    0.31811706 -0.79903529  0.        ]",[-0.32571556  4.12597607],-0.109447145701,[ 0.27429307  5.18114233],[-0.52999312 -0.19086924],"[[ 2.5236408   3.00594514 -0.0646188   0.07193182]
 [-8.1011221  -0.08480066  0.          0.        ]]"
18,-0.410958,"[-1.1042066  -0.45546599  0.87000865 -0.24871488 -0.56192744  0.62276712
 -0.44951437 -0.37410408  0.29467476 -0.79564166  0.        ]",[ 1.00288282  4.47655074],-0.107361679448,[ 0.66986609  5.0702076 ],[-0.52999312 -0.19086924],"[[ 2.35028847  3.00480759 -0.0646188   0.07193182]
 [-9.23034828 -0.03578509  0.          0.        ]]"
19,-0.399209,"[-0.95325357 -0.45536532  1.00712139 -0.24675169 -0.56192715  0.62276677
 -0.35522251 -0.37144893  0.27623833 -0.78924506  0.        ]",[ 0.23290607  4.98027077],-0.105380902434,[ 0.75752056  4.96837807],[-0.52999312 -0.19086924],"[[ 2.20723973  3.00433101 -0.0646188   0.07193182]
 [-5.08832935 -0.01486213  0.          0.        ]]"
