timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.960152,"[ 1.2939162   2.77298724 -0.25953712 -0.84781231  0.34413191  1.43944083
 -0.25368897 -0.37396494  1.15591736 -1.52053827  0.        ]",[ 1.70378789  6.26148678],-0.241358125237,[ 1.53644383  7.30920649],[-0.58196789 -0.19449219],"[[-0.03761461  0.00506036  0.03987266  0.1639901 ]
 [ 0.00443759 -0.00171695  0.          0.        ]]"
1,-0.924675,"[ 1.29489265  2.77139134 -0.20071532 -0.66588862  0.34413175  1.43943903
 -0.16914062  0.12349071  1.15597855 -1.41277536  0.        ]",[ 2.30693874  7.03775499],-0.232516715052,[ 1.74649835  7.13563156],[-0.58196789 -0.19449219],"[[  2.14832707e-03   4.47387562e-02   3.98726602e-02   1.63990101e-01]
 [  3.95869665e+00   3.95637026e+00   0.00000000e+00   0.00000000e+00]]"
2,-0.933842,"[ 1.28488499  2.75175893 -0.02645094 -0.12763847  0.3441316   1.43943723
 -0.08626262  0.61109994  1.11757975 -1.0961035   0.        ]",[ 1.79609423  5.73181586],-0.204806231549,[ 2.0471344   6.85842037],[-0.58196789 -0.19449219],"[[ 0.12021241  0.16279289  0.03987266  0.1639901 ]
 [ 7.83483559  7.83611353  0.          0.        ]]"
3,-0.773854,"[ 1.22663529  2.67136427  0.25456961  0.73474129  0.34413144  1.43943543
 -0.00501583  1.08905001  0.93399688 -0.61422863  0.        ]",[ 3.61596865  6.32503714],-0.155261091668,[ 2.25281405  6.43262959],[-0.58196789 -0.19449219],"[[  0.31503306   0.35767099   0.03987266   0.1639901 ]
 [ 11.63468361  11.63900616   0.           0.        ]]"
4,-0.584301,"[ 1.06417591  2.46675929  0.61329296  1.82321333  0.34413128  1.43943363
  0.07464627  1.55751461  0.47695825 -0.1160831   0.        ]",[ 2.02140406  6.01137468],-0.0822245404698,[ 1.84663677  5.84934521],[-0.58196789 -0.19449219],"[[  0.58510558   0.62785008   0.03987266   0.1639901 ]
 [ 15.36041698  15.36643605   0.           0.        ]]"
5,-0.494307,"[ 0.73824376  2.07255437  0.98130558  2.91719046  0.34413113  1.43943183
  0.15277739  2.0166554  -0.27685276  0.10363199  0.        ]",[-0.12631894  5.39929379],-0.0255323100048,[ 0.61799645  5.33982372],[-0.58196789 -0.19449219],"[[  0.92897238   0.97183397   0.03987266   0.1639901 ]
 [ 19.0145481   19.0196975    0.           0.        ]]"
6,-0.541137,"[ 0.27825716  1.45891829  1.2220262   3.63933067  0.34413097  1.43943003
  0.13412961  2.46682273 -1.02109083 -0.2327215   0.        ]",[-0.50626047  4.46428289],-0.11376199135,[-0.46358821  5.02910995],[-0.58196789 -0.19449219],"[[  1.30050959   1.38816652   0.03987266   0.1639901 ]
 [ 18.14240954  22.6015881    0.           0.        ]]"
7,-0.622647,"[-0.187575    0.68570011  1.27223236  3.50441016  0.34413081  1.43942823
  0.08373072  2.90810864 -1.3073624  -0.95261843  0.        ]",[-1.07160985  4.71667042],-0.182059054963,[-1.40380991  5.14710808],[-0.58196789 -0.19449219],"[[  1.63970739   1.87542774   0.03987266   0.1639901 ]
 [ 15.78529876  26.11285199   0.           0.        ]]"
8,-0.723498,"[-0.55699044 -0.05102381  1.19013886  2.11649648  0.34413066  1.43942643
 -0.00747578  3.34070224 -1.02756966 -1.52984996  0.        ]",[-3.1926497   6.85548472],-0.206114045533,[-2.18867278  5.54483318],[-0.58196789 -0.19449219],"[[  1.91261871   2.43222066   0.03987266   0.1639901 ]
 [ 11.51965103  29.55500679   0.           0.        ]]"
9,-0.783458,"[-0.79351485 -0.4326374   1.0725677  -0.48429015  0.3441305   1.43942463
 -0.09695292  3.01183065 -0.48806441 -1.56836025  0.        ]",[-2.46112429  3.89964238],-0.182123335858,[-2.57575154  5.84986353],[-0.58196789 -0.19449219],"[[  2.10103422   3.05717491   0.03987266   0.1639901 ]
 [  7.33488418  26.9383573    0.           0.        ]]"
