timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.39823955  2.69262914 -0.16396245 -0.76766915  1.42426906 -0.48591044
 -0.20676249 -0.37119309  0.19041598  0.60609     0.        ]",-0.568244,[-0.62150169  8.30306448],-0.0890295785456,[-1.38630033  8.07167625],[-0.85897505 -0.22194779],"[[ 0.09475917  0.01719954  0.16388361 -0.05508047]
 [-0.00046333 -0.00087015  0.          0.        ]]"
1,"[ 1.4010418   2.69030924 -0.20136543 -0.59432068  1.42426815 -0.48591031
 -0.26020982  0.12762929  0.19046398  0.59925283  0.        ]",-0.577864,[-0.38606541  7.70173599],-0.0883267830779,[-1.03895664  7.75627804],[-0.85897505 -0.22194779],"[[ 0.07006684  0.05691975  0.16388361 -0.05508047]
 [-2.46057397  3.95968791  0.          0.        ]]"
2,"[ 1.40439985  2.66880613 -0.29864914 -0.08210343  1.42426725 -0.48591019
 -0.29236503  0.61652723  0.18532522  0.59488229  0.        ]",-0.517898,[-0.50423123  8.67765598],-0.0875360740038,[-0.66229028  7.33934116],[-0.85897505 -0.22194779],"[[  6.00539490e-03   1.75060526e-01   1.63883613e-01  -5.50804671e-02]
 [ -3.94063686e+00   7.84144816e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 1.39858499  2.58634022 -0.44749687  0.73685044  1.42426635 -0.48591006
 -0.33403922  1.09576249  0.16345023  0.59978975  0.        ]",-0.62418,[-0.61320628  5.99411316],-0.0866455926125,[-0.51246142  6.82423067],[-0.85897505 -0.22194779],"[[ -0.09205335   0.37006686   0.16388361  -0.05508047]
 [ -5.85884596  11.64649064   0.           0.        ]]"
4,"[ 1.36734212  2.38108671 -0.65787532  1.76694414  1.42426544 -0.48590994
 -0.38425509  1.56551284  0.10912161  0.59657807  0.        ]",-0.565335,[-0.77575201  6.50160385],-0.0831421546848,[-0.5179683   6.13012505],[-0.85897505 -0.22194779],"[[ -0.23242088   0.6404187    0.16388361  -0.05508047]
 [ -8.17021638  15.37622982   0.           0.        ]]"
5,"[  1.28173282e+00   1.98985117e+00  -9.34501880e-01   2.79563366e+00
   1.42426454e+00  -4.85909811e-01  -4.47451692e-01   2.02595027e+00
   1.87501314e-03   5.67786946e-01   0.00000000e+00]",-0.584135,[-0.43204003  3.43394453],-0.075078985351,[-0.47745162  5.30663872],[-0.85897505 -0.22194779],"[[ -0.42501018   0.98462394   0.16388361  -0.05508047]
 [-11.07907278  19.03203551   0.           0.        ]]"
6,"[ 1.11348937  1.38506679 -1.24155702  3.46206612  1.42426364 -0.48590969
 -0.47985536  2.47716665 -0.18378402  0.53061754  0.        ]",-0.49099,[ 0.0190205   4.23907846],-0.0678913528879,[-0.32738328  4.32754421],[-0.85897505 -0.22194779],"[[ -0.66155638   1.40121074   0.16388361  -0.05508047]
 [-12.57057352  22.61464225   0.           0.        ]]"
7,"[ 0.87205068  0.62770742 -1.50753204  3.3058234   1.42426273 -0.48590956
 -0.4728283   2.9193812  -0.47116134  0.52770117  0.        ]",-0.504094,[-0.48024759  3.48102111],-0.0789887363632,[-0.27879673  3.70720863],[-0.85897505 -0.22194779],"[[ -0.90972415   1.88873199   0.16388361  -0.05508047]
 [-12.24713348  26.12579663   0.           0.        ]]"
8,"[ 0.56173618 -0.08803338 -1.70805305  1.95681482  1.42426183 -0.48590943
 -0.50886416  3.35286149 -0.86874457  0.53371348  0.        ]",-0.640039,[-0.38558257  2.32209528],-0.115195795033,[-0.75654411  3.59801078],[-0.85897505 -0.22194779],"[[ -1.17130891   2.44578111   0.16388361  -0.05508047]
 [-13.90581891  29.56762997   0.           0.        ]]"
9,"[ 0.17512462 -0.44985399 -1.81874193 -0.53465787  1.42426093 -0.48590931
 -0.53605118  3.01575021 -1.36324056  0.51227642  0.        ]",-0.786345,[-2.36889065  4.48120077],-0.170357266659,[-2.59139729  4.37321043],[-0.85897505 -0.22194779],"[[ -1.46197798   3.0709839    0.16388361  -0.05508047]
 [-15.15720545  26.89106447   0.           0.        ]]"
