timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.41388267  2.69524428 -0.34263433 -0.99449603 -0.24845519 -0.00597642
 -0.20464898 -0.37098566  1.68040077 -0.09821172  0.        ]",-0.793392,[ 1.06224565  9.23541818],-0.239021327186,[ 1.01212978  9.86629295],[-0.88454223 -0.22751275],"[[-0.01753787 -0.03442989 -0.02906052  0.00025203]
 [-0.00338979  0.00132428  0.          0.        ]]"
1,"[ 1.41375808  2.6961508  -0.28225716 -0.82060628 -0.24845514 -0.00597641
 -0.11867705  0.12736046  1.68115569  0.00758123  0.        ]",-0.800852,[ 1.0629466   9.08620201],-0.239046553262,[ 1.54160082  9.51363277],[-0.88454223 -0.22751275],"[[  2.20700646e-02   5.30873810e-03  -2.90605162e-02   2.52033086e-04]
 [  3.95102156e+00   3.95935218e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 1.40060748  2.68419059 -0.10319717 -0.30504423 -0.24845509 -0.00597641
 -0.0344041   0.61584291  1.64500581  0.31940348  0.        ]",-0.85193,[ 1.78000621  8.71175729],-0.238083864997,[ 2.12417936  9.02669907],[-0.88454223 -0.22751275],"[[  1.39981969e-01   1.23421951e-01  -2.90605162e-02   2.52033086e-04]
 [  7.82728621e+00   7.83903997e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 1.33760946  2.61704012  0.18479972  0.52606317 -0.24845503 -0.00597641
  0.04820923  1.09464978  1.4651997   0.79567052  0.        ]",-0.949635,[ 1.60990553  8.13828056],-0.233145293381,[ 2.36451292  8.34014416],[-0.88454223 -0.22751275],"[[  3.34652513e-01   3.18358065e-01  -2.90605162e-02   2.52033086e-04]
 [  1.16272134e+01   1.16418831e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 1.16971194  2.43118518  0.55063087  1.58600429 -0.24845498 -0.00597641
  0.12921     1.56395548  1.01205538  1.29136946  0.        ]",-0.901432,[ 2.65283458  7.39536136],-0.219776871116,[ 2.16059017  7.46988106],[-0.88454223 -0.22751275],"[[  6.04575939e-01   5.88594259e-01  -2.90605162e-02   2.52033086e-04]
 [  1.53529689e+01   1.53692699e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.83928025  2.05956764  0.92261504  2.67139115 -0.24845493 -0.00597641
  0.20865308  2.02392188  0.25846697  1.51584689  0.        ]",-0.840593,[ 1.21345444  7.41583648],-0.193377656632,[ 0.57318598  6.75590515],[-0.88454223 -0.22751275],"[[  9.48293597e-01   9.32634420e-01  -2.90605162e-02   2.52033086e-04]
 [  1.90070761e+01   1.90224898e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.31795484  1.46790726  1.17621634  3.42552572 -0.24845487 -0.00597641
  0.28659375  2.47471025 -0.54289076  1.16176792  0.        ]",-0.760084,[-1.01896835  4.93103283],-0.151944460393,[-1.10374749  6.10485411],[-0.88454223 -0.22751275],"[[  1.36439846e+00   1.34900793e+00  -2.90605162e-02   2.52033086e-04]
 [  2.25920781e+01   2.26028288e+01   0.00000000e+00   0.00000000e+00]]"
7,"[-0.24025938  0.70836704  1.17778514  3.37937549 -0.24845482 -0.00597641
  0.19096768  2.91677175 -0.8398467   0.36852131  0.        ]",-0.66726,[-0.82257259  5.34493048],-0.101372529592,[-0.92636561  5.40825939],[-0.88454223 -0.22751275],"[[  1.77210917e+00   1.83629149e+00  -2.90605162e-02   2.52033086e-04]
 [  1.81936150e+01   2.61138759e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-0.66032134 -0.03222632  1.00022089  2.13455532 -0.24845477 -0.00597641
  0.11247805  3.35011225 -0.5033018  -0.21134806  0.        ]",-0.772514,[-0.72417121  5.67144707],-0.0501027572726,[-1.42846906  5.57603788],[-0.88454223 -0.22751275],"[[  2.09976223e+00   2.39310114e+00  -2.90605162e-02   2.52033086e-04]
 [  1.45833682e+01   2.95556842e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-0.94297168 -0.44110066  0.75816204 -0.30459804 -0.24845471 -0.00597641
  0.04393543  3.04113944  0.04498569 -0.17001848  0.        ]",-0.632149,[-2.61837312  6.3039958 ],-0.0307113165236,[-2.60415649  5.87474632],[-0.88454223 -0.22751275],"[[  2.35980721e+00   3.01806716e+00  -2.90605162e-02   2.52033086e-04]
 [  1.14306494e+01   2.71017582e+01   0.00000000e+00   0.00000000e+00]]"
10,"[-1.10619243 -0.44908874  0.53880818 -1.15597609 -0.24845466 -0.0059764
 -0.0470876  -0.3984051   0.16894636 -0.01779153  0.        ]",-0.469731,[-0.8770301   6.12277368],-0.0421921985849,[-1.88300931  6.86457253],[-0.88454223 -0.22751275],"[[  2.54641073e+00   3.21297329e+00  -2.90605162e-02   2.52033086e-04]
 [  7.24391030e+00  -2.16417389e-01   0.00000000e+00   0.00000000e+00]]"
11,"[-1.18324398 -0.45293567  0.39695651 -0.90676787 -0.24845461 -0.0059764
 -0.1257021  -0.8533054   0.14295438 -0.06099166  0.        ]",-0.464981,[-1.19314003  6.59311995],-0.0389017642218,[-1.41612232  7.01868916],[-0.88454223 -0.22751275],"[[  2.65500779e+00   3.15597163e+00  -2.90605162e-02   2.52033086e-04]
 [  3.62791995e+00  -3.82941082e+00   0.00000000e+00   0.00000000e+00]]"
12,"[-1.20331432 -0.45080413  0.35332266 -0.60767382 -0.24845455 -0.0059764
 -0.21334093 -0.7224954   0.11647092 -0.11611733  0.        ]",-0.536903,[-0.18116378  5.37233605],-0.0366697198985,[-0.7552284   6.88413906],[-0.88454223 -0.22751275],"[[  2.68712097e+00   3.08760490e+00  -2.90605162e-02   2.52033086e-04]
 [ -4.03157534e-01  -2.79046991e+00   0.00000000e+00   0.00000000e+00]]"
13,"[-1.19398461 -0.4457555   0.37403605 -0.42167621 -0.2484545  -0.0059764
 -0.22876038 -0.56457189  0.09647117 -0.15072561  0.        ]",-0.542581,[-0.17722537  5.53313996],-0.0355894549432,[-0.4592163   6.77285528],[-0.88454223 -0.22751275],"[[  2.67194179e+00   3.04498231e+00  -2.90605162e-02   2.52033086e-04]
 [ -1.11239959e+00  -1.53618279e+00   0.00000000e+00   0.00000000e+00]]"
14,"[-1.17533086 -0.44201117  0.4132529  -0.32539904 -0.24845445 -0.0059764
 -0.24353602 -0.46599962  0.08271158 -0.16827598  0.        ]",-0.527504,[-0.07433473  6.05405443],-0.0348713561745,[-0.24509373  6.70007944],[-0.88454223 -0.22751275],"[[  2.64287489e+00   3.02285536e+00  -2.90605162e-02   2.52033086e-04]
 [ -1.79202902e+00  -7.53285469e-01   0.00000000e+00   0.00000000e+00]]"
15,"[-1.14909588 -0.43996205  0.46416105 -0.27970577 -0.24845439 -0.0059764
 -0.24916288 -0.41480173  0.07257655 -0.17636919  0.        ]",-0.536804,[ 0.46433776  5.90629968],-0.0341814162105,[-0.10969774  6.65858841],[-0.88454223 -0.22751275],"[[  2.60443753e+00   3.01233408e+00  -2.90605162e-02   2.52033086e-04]
 [ -2.05084711e+00  -3.46653307e-01   0.00000000e+00   0.00000000e+00]]"
16,"[-1.13317008 -0.43898004  0.49299659 -0.259093   -0.24845434 -0.0059764
 -0.20831061 -0.3904505   0.06716685 -0.17977219  0.        ]",-0.512925,[ 0.0904718   6.50388132],-0.0337828000484,[-0.20863497  6.64384508],[-0.88454223 -0.22751275],"[[  2.58227378e+00   3.00758318e+00  -2.90605162e-02   2.52033086e-04]
 [ -1.71790594e-01  -1.53247418e-01   0.00000000e+00   0.00000000e+00]]"
17,"[-1.13331023 -0.43854034  0.49274792 -0.25010053 -0.24845429 -0.0059764
 -0.20044889 -0.37945297  0.06608226 -0.18122175  0.        ]",-0.501633,[ 0.23251301  6.79423657],-0.0337527349203,[-0.2295042   6.63791752],[-0.88454223 -0.22751275],"[[  2.58246612e+00   3.00550962e+00  -2.90605162e-02   2.52033086e-04]
 [  1.89818150e-01  -6.59015969e-02   0.00000000e+00   0.00000000e+00]]"
18,"[-1.14271433 -0.43835089  0.47588593 -0.24626975 -0.24845424 -0.00597639
 -0.1805162  -0.37465231  0.06735487 -0.18186457  0.        ]",-0.499404,[-0.35966522  6.8410108 ],-0.0339342254126,[-0.32318184  6.64093113],[-0.88454223 -0.22751275],"[[  2.59546134e+00   3.00462612e+00  -2.90605162e-02   2.52033086e-04]
 [  1.10664844e+00  -2.77736405e-02   0.00000000e+00   0.00000000e+00]]"
19,"[-1.14813985 -0.43827117  0.46592892 -0.24466647 -0.24845418 -0.00597639
 -0.21195179 -0.37260687  0.06818792 -0.18213061  0.        ]",-0.540641,[ 0.07204418  5.85681889],-0.0340433468619,[-0.21170479  6.63614368],[-0.88454223 -0.22751275],"[[  2.60308686e+00   3.00425632e+00  -2.90605162e-02   2.52033086e-04]
 [ -3.39277354e-01  -1.15286986e-02   0.00000000e+00   0.00000000e+00]]"
20,"[-1.14540395 -0.43823814  0.4709697  -0.24400464 -0.24845413 -0.00597639
 -0.20560428 -0.37175036  0.06758769 -0.18223613  0.        ]",-0.47537,[ 0.55373874  7.45118421],-0.0339833626644,[-0.22948566  6.63583136],[-0.88454223 -0.22751275],"[[  2.59923065e+00   3.00410367e+00  -2.90605162e-02   2.52033086e-04]
 [ -4.73167875e-02  -4.72669448e-03   0.00000000e+00   0.00000000e+00]]"
21,"[-1.16012729 -0.43822459  0.44329874 -0.24373453 -0.24845408 -0.00597639
 -0.157919   -0.37139662  0.07039234 -0.18226687  0.        ]",-0.556909,[-0.34179914  5.44367405],-0.0342968694073,[-0.44686651  6.64700365],[-0.88454223 -0.22751275],"[[  2.62029090e+00   3.00404138e+00  -2.90605162e-02   2.52033086e-04]
 [  2.14603207e+00  -1.91780916e-03   0.00000000e+00   0.00000000e+00]]"
