timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.889499,"[ 1.3730099   2.77555469 -0.13157745 -1.0878425  -1.13444758  1.01161316
 -0.23330665 -0.37320329  2.47981307 -0.90356733  0.        ]",[  3.67771034  10.20879555],-0.355057069209,[ 2.57425594  9.80820847],[-0.76271021 -0.18332157],"[[ 0.09468402 -0.04693854 -0.13108702  0.11528217]
 [ 0.00189188  0.00149309  0.          0.        ]]"
1,-0.902311,"[ 1.366758    2.77727701 -0.07209064 -0.90508243 -1.13444689  1.01161262
 -0.15051586  0.12317657  2.47041554 -0.79720113  0.        ]",[  2.97668107  10.1561233 ],-0.350506760482,[ 2.68706822  9.57480049],[-0.76271021 -0.18332157],"[[ 0.13439654 -0.00719657 -0.13108702  0.11528217]
 [ 3.95619878  3.95951827  0.          0.        ]]"
2,-1.07461,"[ 1.33553442  2.76743443  0.10244576 -0.36271642 -1.1344462   1.01161207
 -0.06936132  0.60973176  2.40433114 -0.48835329  0.        ]",[ 2.46061254  7.89138064],-0.33468165617,[ 2.91243172  9.2002182 ],[-0.76271021 -0.18332157],"[[ 0.25241091  0.11091995 -0.13108702  0.11528217]
 [ 7.83235357  7.83920421  0.          0.        ]]"
3,-1.03237,"[ 1.24374444  2.70270579  0.37792183  0.51333855 -1.13444551  1.01161153
  0.0101947   1.08664966  2.17867845 -0.03070928  0.        ]",[ 3.50943001  8.09901195],-0.301531199153,[ 3.20670891  8.54742813],[-0.76271021 -0.18332157],"[[  0.44718161   0.30585934  -0.13108702   0.11528217]
 [ 11.63215908  11.64204703   0.           0.        ]]"
4,-1.01322,"[ 1.03987143  2.51786252  0.71698086  1.63425581 -1.13444482  1.01161098
  0.08819748  1.55410386  1.67738358  0.41560333  0.        ]",[ 2.58586858  6.76449932],-0.243181769046,[ 2.80155802  7.60486364],[-0.76271021 -0.18332157],"[[  0.7172026    0.57609882  -0.13108702   0.11528217]
 [ 15.35777742  15.36943493   0.           0.        ]]"
5,-0.831305,"[ 0.67397348  2.14352399  1.04204502  2.78869435 -1.13444413  1.01161044
  0.1646999   2.01225528  0.90075609  0.55554646  0.        ]",[ 1.00289214  6.60729129],-0.154298300623,[ 0.77984011  6.65964985],[-0.76271021 -0.18332157],"[[  1.06101495   0.9201423   -0.13108702   0.11528217]
 [ 19.01173519  19.02265609   0.           0.        ]]"
6,-0.588542,"[ 0.13057164  1.54306401  1.22717541  3.6029683  -1.13444344  1.01160989
  0.23975554  2.46126381  0.1308526   0.10829766  0.        ]",[-0.45262707  6.10588925],-0.0412980740414,[-1.16025114  5.96202183],[-0.76271021 -0.18332157],"[[  1.47721149   1.33651912  -0.13108702   0.11528217]
 [ 22.59659057  22.6029921    0.           0.        ]]"
7,-0.761602,"[-0.45219009  0.7675845   1.14947644  3.58217131 -1.13444275  1.01160935
  0.1930239   2.90151029 -0.09801896 -0.74708617  0.        ]",[-1.23496954  3.89916109],-0.0822459096211,[-1.23907292  5.37397194],[-0.76271021 -0.18332157],"[[  1.9067474    1.82380062  -0.13108702   0.11528217]
 [ 20.36456909  26.11348722   0.           0.        ]]"
8,-0.870928,"[-0.8849498   0.00595324  0.87961149  2.30078605 -1.13444206  1.01160881
  0.10184108  3.33311596  0.31346406 -1.30723152  0.        ]",[-0.23839064  4.96470324],-0.160200371754,[-0.90831727  5.3348217 ],[-0.76271021 -0.18332157],"[[  2.27034651   2.38060047  -0.13108702   0.11528217]
 [ 16.0094442   29.55511674   0.           0.        ]]"
9,-0.838692,"[-1.16238116 -0.42258457  0.53151544 -0.24804287 -1.13444137  1.01160826
  0.07551615  3.03190319  0.8598567  -1.17373498  0.        ]",[-0.65186509  4.77456869],-0.186259392117,[-1.28424609  5.71607351],[-0.76271021 -0.18332157],"[[  2.57792964   3.00555412  -0.13108702   0.11528217]
 [ 14.75209895  27.15336096   0.           0.        ]]"
10,-0.649329,"[-1.31495932 -0.43429006  0.16781584 -1.15961694 -1.13444068  1.01160772
  0.01534177 -0.37177312  0.95280918 -0.98559604  0.        ]",[-2.3206538   6.10032744],-0.180414904132,[-1.80401647  6.88454723],[-0.76271021 -0.18332157],"[[  2.84413278   3.20415666  -0.13108702   0.11528217]
 [ 11.87801748   0.01294202   0.           0.        ]]"
11,-0.595126,"[-1.36828759 -0.43736094 -0.12062311 -0.91605156 -1.13443998  1.01160717
 -0.0724803  -0.83333814  0.9405794  -1.0245158   0.        ]",[-1.72198174  8.04024778],-0.182049867076,[-1.55698562  6.92548704],[-0.76271021 -0.18332157],"[[ 3.03960655  3.15117402 -0.13108702  0.11528217]
 [ 7.68341168 -3.66751218  0.          0.        ]]"
12,-0.697306,"[-1.37536821 -0.43488542 -0.2898724  -0.61297304 -1.13443929  1.01160663
 -0.15855963 -0.71229261  0.93914658 -1.0781096   0.        ]",[-1.58077183  6.88234647],-0.185997708615,[-1.24505889  6.7668705 ],[-0.76271021 -0.18332157],"[[ 3.15202399  3.08526612 -0.13108702  0.11528217]
 [ 3.57204356 -2.70231538  0.          0.        ]]"
13,-0.777742,"[-1.37425974 -0.42977184 -0.33661065 -0.42328625 -1.1344386   1.01160608
 -0.24293454 -0.56065696  0.93929982 -1.11418577  0.        ]",[-2.05014591  5.83899431],-0.188837980035,[-0.93912226  6.65504837],[-0.76271021 -0.18332157],"[[ 3.18303096  3.04390979 -0.13108702  0.11528217]
 [-0.45791735 -1.49319696  0.          0.        ]]"
14,-0.755436,"[-1.37540379 -0.42602659 -0.2630544  -0.32483026 -1.13443791  1.01160554
 -0.32563937 -0.46539211  0.93319946 -1.13797142  0.        ]",[-0.76064873  6.07947144],-0.190147269928,[-0.57154554  6.62501764],[-0.76271021 -0.18332157],"[[ 3.13423906  3.02238226 -0.13108702  0.11528217]
 [-4.40811127 -0.73357064  0.          0.        ]]"
15,-0.67027,"[-1.36471835 -0.42398297 -0.08635806 -0.27803202 -1.13443722  1.01160499
 -0.38686607 -0.41577811  0.91865977 -1.15536492  0.        ]",[-0.13307942  7.53546711],-0.190176059038,[-0.1930252   6.64838362],[-0.76271021 -0.18332157],"[[ 3.01673595  3.01213091 -0.13108702  0.11528217]
 [-7.3324564  -0.33795719  0.          0.        ]]"
16,-0.692319,"[-1.32356117 -0.42300426  0.13581495 -0.25690068 -1.13443653  1.01160445
 -0.39485827 -0.39214529  0.89885191 -1.16695618  0.        ]",[ 0.4060532   6.45171075],-0.189275966674,[ 0.08149086  6.68528414],[-0.76271021 -0.18332157],"[[ 2.86625678  3.00749758 -0.13108702  0.11528217]
 [-7.7141897  -0.1495137   0.          0.        ]]"
17,-0.721296,"[-1.26021103 -0.42256603  0.3296324  -0.2476762  -1.13443584  1.0116039
 -0.35800076 -0.38146188  0.88016505 -1.17259304  0.        ]",[ 0.22987653  5.56925428],-0.188019547681,[ 0.2171164   6.69907808],[-0.76271021 -0.18332157],"[[ 2.72963566  3.0054741  -0.13108702  0.11528217]
 [-5.95378916 -0.0643268   0.          0.        ]]"
18,-0.642529,"[-1.19289153 -0.42237717  0.47605126 -0.24374484 -1.13443515  1.01160336
 -0.3364772  -0.37679573  0.86513993 -1.17441615  0.        ]",[ 0.39854078  7.09037161],-0.186798633026,[ 0.37459391  6.68705273],[-0.76271021 -0.18332157],"[[ 2.62087428  3.00461155 -0.13108702  0.11528217]
 [-4.92577559 -0.02712051  0.          0.        ]]"
