timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.01376432  0.06972922 -0.08218589 -0.08729789]
 [-0.00159497 -0.00183417  0.          0.        ]]",[ 0.01636991  1.54507899],-0.307762079141,[-0.02229176 -0.19481961],-1.22223,"[ 1.1064482   1.89397229 -0.04427776 -0.39785968 -0.71281443 -0.77028528
 -0.27476537 -0.32595613  1.83573427  0.698458    0.        ]",[-0.90024447  1.20248372]
1,"[[-0.02201389  0.10943462 -0.08218589 -0.08729789]
 [-3.5643596   3.95916685  0.          0.        ]]",[ 0.06810595  1.56238925],-0.306727338005,[-0.02229176 -0.19481961],-1.24562,"[ 1.10623976  1.88936489 -0.09879574 -0.28994434 -0.71281196 -0.77028246
 -0.57123959  0.2176934   1.83535251  0.6740939   0.        ]",[ 1.04686216  2.1867606 ]
2,"[[-0.05291804  0.22754369 -0.08218589 -0.08729789]
 [ 0.46056907  7.83881962  0.          0.        ]]",[ 0.04168126  1.53432083],-0.307475133289,[-0.02229176 -0.19481961],-1.22311,"[ 1.10464351  1.86377965 -0.14585469  0.02762746 -0.71280949 -0.77027964
 -0.23630349  0.75017683  1.82569724  0.7237511   0.        ]",[-0.51607419  1.35199929]
3,"[[ -0.06429519   0.42249864  -0.08218589  -0.08729789]
 [ -1.59142931  11.64398623   0.           0.        ]]",[ 0.05991353  1.53211021],-0.309013173066,[-0.02229176 -0.19481961],-1.16014,"[ 1.10372218  1.78348383 -0.1631619   0.5310078  -0.71280701 -0.77027682
 -0.40706037  1.27243252  1.78781257  0.86564533  0.        ]",[-0.90003659  2.35255752]
4,"[[ -0.13154435   0.69280587  -0.08218589  -0.08729789]
 [ -5.12173724  15.37427051   0.           0.        ]]",[ 0.08935279  1.51968229],-0.304857854755,[-0.02229176 -0.19481961],-1.21366,"[ 1.0946841   1.59928143 -0.26513126  1.15501408 -0.71280454 -0.770274
 -0.7008347   1.78440029  1.71347428  0.96858053  0.        ]",[ 0.28990726  1.95918905]
5,"[[ -0.22146244   1.03696046  -0.08218589  -0.08729789]
 [ -3.87406604  19.02902421   0.           0.        ]]",[ 0.06238793  1.44788861],-0.293680430176,[-0.02229176 -0.19481961],-1.2168,"[ 1.0729905   1.26267248 -0.39998119  1.7612841  -0.71280207 -0.77027118
 -0.597007    2.28598335  1.5775437   1.06682315  0.        ]",[-0.00773858  0.77227981]
6,"[[ -0.29847913   1.44444133  -0.08218589  -0.08729789]
 [ -3.82763041  21.71012666   0.           0.        ]]",[ 0.03379019  1.34784341],-0.273450212826,[-0.02229176 -0.19481961],-1.13218,"[ 1.04578805  0.76823805 -0.51337313  2.11921076 -0.7127996  -0.77026835
 -0.59314097  2.65391263  1.3518008   1.16512682  0.        ]",[ 0.17496939  1.26287027]
7,"[[ -0.36731438   1.91405738  -0.08218589  -0.08729789]
 [ -3.0582569   25.23973263   0.           0.        ]]",[ 0.00699311  1.22245169],-0.240369193683,[-0.02229176 -0.19481961],-1.04315,"[ 1.01487952  0.17079326 -0.61249045  1.98174119 -0.71279713 -0.77026553
 -0.52911527  3.13826215  1.03523307  1.19022843  0.        ]",[-1.18005718  0.63335598]
8,"[[ -0.46757293   2.43900213  -0.08218589  -0.08729789]
 [ -6.9548669   27.24797144   0.           0.        ]]",[-0.03814624  1.09965706],-0.192672380955,[-0.02229176 -0.19481961],-0.966535,"[ 0.95904389 -0.38019727 -0.75209327  1.17542033 -0.71279466 -0.77026271
 -0.85337253  3.41378198  0.68577752  1.05208293  0.        ]",[-1.77466117 -0.24867761]
9,"[[ -0.64500551   2.96866765  -0.08218589  -0.08729789]
 [-10.7758912   25.72363684   0.           0.        ]]",[-0.10137966  1.00478852],-0.138180563935,[-0.02229176 -0.19481961],-0.803934,"[ 0.8304653  -0.66681088 -0.98140798 -0.11846903 -0.71279219 -0.77025989
 -1.17133705  3.20449802  0.39226947  0.77276213  0.        ]",[ 0.00880751  0.74455206]
