timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.01879141 -0.0671065   0.01891756 -0.09028888]
 [-0.00016382 -0.00255901  0.          0.        ]]",[-2.38456297  2.27482057],-0.206367693136,[-0.09031945 -0.23060387],-0.648823,"[ 1.1841615   2.46749572 -0.03312109 -1.04008196  0.16344353 -0.77793748
  0.33871617 -0.3714491   1.22311232  0.63036197  0.        ]",[-3.00685043  1.54666112]
1,"[[-0.05850061 -0.02741389  0.01891756 -0.09028888]
 [-3.95757372  3.95861354  0.          0.        ]]",[-2.37779379  2.31770682],-0.204739260771,[-0.09031945 -0.23060387],-0.571398,"[ 1.18205112  2.47027435 -0.09215871 -0.88764764  0.16344345 -0.77793686
  0.1652361   0.14984402  1.22196529  0.59612764  0.        ]",[-3.53764064  2.003403  ]
2,"[[-0.17657236  0.09071501  0.01891756 -0.09028888]
 [-7.83668445  7.84132629  0.          0.        ]]",[-2.2754221   2.33959413],-0.199432419291,[-0.09031945 -0.23060387],-0.448951,"[ 1.16302687  2.46471188 -0.26653112 -0.43394541  0.16344337 -0.77793623
 -0.00481158  0.66081162  1.21164072  0.49507251  0.        ]",[-4.73142066  2.20391891]
3,"[[ -0.37145685   0.28572595   0.01891756  -0.09028888]
 [-11.63912759  11.64705083   0.           0.        ]]",[-1.99318504  2.28126216],-0.189185042902,[-0.09031945 -0.23060387],-0.551507,"[ 1.0906445   2.41054782 -0.54525114  0.30144266  0.16344328 -0.77793561
 -0.17149841  1.16164676  1.1723509   0.3335773   0.        ]",[-3.3508668   2.19197984]
4,"[[ -0.64163787   0.55609255   0.01891756  -0.09028888]
 [-15.36663554  15.37709636   0.           0.        ]]",[-1.49324465  2.12940502],-0.172083950448,[-0.09031945 -0.23060387],-0.937231,"[ 0.91099271  2.24682463 -0.89571734  1.24735368  0.1634432  -0.77793499
 -0.3349003   1.65252069  1.07482359  0.13053539  0.        ]",[-0.4258323   0.10746919]
5,"[[ -0.96283088   0.86484758   0.01891756  -0.09028888]
 [-16.74814863  15.49792713   0.           0.        ]]",[-1.15212572  1.85668921],-0.147697265017,[-0.09031945 -0.23060387],-0.703557,"[ 0.59492227  1.9486695  -1.22649477  2.14368907  0.16344312 -0.77793437
 -0.39546123  1.66841896  0.90227321 -0.07302145  0.        ]",[-0.61033083  2.49933941]
6,"[[ -1.31872014e+00   1.21145065e+00   1.89175585e-02  -9.02888786e-02]
 [ -1.88339211e+01   1.91500965e+01   0.00000000e+00   0.00000000e+00]]",[-1.10822153  1.61746991],-0.116838961963,[-0.09031945 -0.23060387],-0.522433,"[ 0.15256347  1.50702807 -1.44609299  2.81703524  0.16344303 -0.77793375
 -0.48689463  2.14904055  0.66131404 -0.20913376  0.        ]",[-1.01452852  3.51831125]
7,"[[ -1.73138844e+00   1.63036739e+00   1.89175585e-02  -9.02888786e-02]
 [ -2.24211369e+01   2.27294671e+01   0.00000000e+00   0.00000000e+00]]",[-1.17854762  1.42686057],-0.0770460678699,[-0.09031945 -0.23060387],-0.447838,"[-0.41012932  0.89577098 -1.47396923  3.05578279  0.16344295 -0.77793313
 -0.64414648  2.62007667  0.35633741 -0.21939867  0.        ]",[-2.06727616  0.50203783]
8,"[[ -2.21509610e+00   2.10036759e+00   1.89175585e-02  -9.02888786e-02]
 [ -2.59380590e+01   2.42653165e+01   0.00000000e+00   0.00000000e+00]]",[-1.18137372  1.37980771],-0.0303805329505,[-0.09031945 -0.23060387],-0.352647,"[-1.01601248  0.23333351 -1.19480845  2.53593865  0.16344287 -0.7779325
 -0.79831673  2.82218179  0.02615857 -0.07046113  0.        ]",[-1.04656173  3.05040029]
9,"[[ -2.76845010e+00   2.62055871e+00   1.89175585e-02  -9.02888786e-02]
 [ -2.93857906e+01   2.77422701e+01   0.00000000e+00   0.00000000e+00]]",[-1.17267442  1.6908555 ],-0.0377633060116,[-0.09031945 -0.23060387],-0.363235,"[-1.47041726 -0.30499983 -0.54758019  1.1316183   0.16344278 -0.77793188
 -0.94945366  3.27972794 -0.22413279  0.27361671  0.        ]",[-1.01595755  1.62148941]
