timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.02887356 -0.01283763  0.12987213  0.18791898]
 [ 0.00092247  0.00260315  0.          0.        ]]",[ 0.28272134  0.98141539],-0.199996867602,[-0.03363425 -0.17051764],-1.0614,"[ 1.08096158  1.62067399 -0.01677153 -0.51455865  1.1165899   1.57331981
 -0.41680898 -0.27491979  0.30536663 -1.39300391  0.        ]",[-0.87008822  1.04248554]
1,"[[-0.00565786  0.0269552   0.12987213  0.18791898]
 [-3.44259357  3.96347426  0.          0.        ]]",[ 0.28240961  0.98684728],-0.202644288952,[-0.03363425 -0.17051764],-1.09216,"[ 1.08150521  1.62030602 -0.06966495 -0.42326685  1.11658006  1.57329837
 -0.73497752  0.27050903  0.30556277 -1.41419088  0.        ]",[-0.28586161  0.51405746]
2,"[[-0.0851802   0.12586388  0.12987213  0.18791898]
 [-4.50609835  5.92086746  0.          0.        ]]",[ 0.27988452  0.9875083 ],-0.20783127741,[-0.03363425 -0.17051764],-1.13011,"[ 1.07651739  1.61101469 -0.19133001 -0.19708984  1.11657022  1.57327693
 -0.83323756  0.54004922  0.30268307 -1.45706648  0.        ]",[-0.51813301 -0.13365008]
3,"[[-0.19497068  0.23780288  0.12987213  0.18791898]
 [-6.46643266  5.27517545  0.          0.        ]]",[ 0.2829535   0.99281752],-0.217125767228,[-0.03363425 -0.17051764],-1.15119,"[ 1.05537665  1.58614646 -0.35779061  0.05537153  1.11656039  1.57325549
 -1.01436043  0.4511318   0.29228768 -1.53548633  0.        ]",[-1.17020623 -0.3253134 ]
4,"[[ -0.36270244   0.32934846   0.12987213   0.18791898]
 [-10.29401729   3.88399199   0.           0.        ]]",[ 0.29174691  1.00395417],-0.238682118322,[-0.03363425 -0.17051764],-1.15793,"[ 0.99176761  1.55468104 -0.60453028  0.25695     1.11655055  1.57323405
 -1.36800608  0.25955659  0.26147342 -1.71615591  0.        ]",[-0.03919049  1.50357315]
5,"[[ -0.56811121   0.44598282   0.12987213   0.18791898]
 [-10.24702035   7.76649682   0.           0.        ]]",[ 0.27837691  0.98632038],-0.26293359419,[-0.03363425 -0.17051764],-1.20461,"[ 0.86483654  1.50054539 -0.88523778  0.50455182  1.11654071  1.57321261
 -1.36364838  0.79419714  0.19432245 -1.92323106  0.        ]",[ 0.02206721  2.1233207 ]
6,"[[ -0.77015797   0.63949465   0.12987213   0.18791898]
 [ -9.95860736  11.57199514   0.           0.        ]]",[ 0.2535291   0.95612836],-0.276614402158,[-0.03363425 -0.17051764],-1.27198,"[ 0.69225941  1.37798098 -1.1275952   0.8841394   1.11653087  1.57319117
 -1.33698517  1.31822508  0.10917975 -2.04682726  0.        ]",[-0.98263007 -0.00940624]
7,"[[ -1.00636156   0.86827101   0.12987213   0.18791898]
 [-13.64956286  11.30643984   0.           0.        ]]",[ 0.23905498  0.93832982],-0.289386610165,[-0.03363425 -0.17051764],-1.29706,"[ 0.44003801  1.18608413 -1.35529376  1.26596358  1.11652104  1.57316974
 -1.6779935   1.2816432  -0.01481597 -2.16242304  0.        ]",[-0.67541798  0.87145305]
8,"[[ -1.30347298   1.12677463   0.12987213   0.18791898]
 [-16.05364993  14.53308139   0.           0.        ]]",[ 0.20680073  0.89669096],-0.303741506911,[-0.03363425 -0.17051764],-1.35528,"[ 0.0665433   0.92011273 -1.53847986  1.58673744  1.1165112   1.5731483
 -1.90008815  1.72594358 -0.20184975 -2.28160048  0.        ]",[-0.33446199  0.78168485]
9,"[[ -1.63465579   1.44559556   0.12987213   0.18791898]
 [-17.06130634  17.33960453   0.           0.        ]]",[ 0.16241474  0.83479357],-0.309676849407,[-0.03363425 -0.17051764],-1.39202,"[-0.38581803  0.54591789 -1.58974774  1.79123001  1.11650136  1.57312687
 -1.99315215  2.1123699  -0.42460867 -2.31612461  0.        ]",[ 0.09258338  1.0566396 ]
10,"[[ -1.96883666   1.82865768   0.12987213   0.18791898]
 [-16.35901174  20.95459201   0.           0.        ]]",[ 0.10970338  0.76436865],-0.301445697283,[-0.03363425 -0.17051764],-1.37081,"[-0.83242497  0.07939047 -1.47308908  1.73330502  1.11649153  1.57310543
 -1.92822841  2.61008412 -0.63694997 -2.22074902  0.        ]",[-0.27558212  1.79147084]
