timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.04566841 -0.08715232  0.17324697 -0.11716884]
 [ 0.00127054  0.00141237  0.          0.        ]]",[-6.53234148  5.55883741],-0.104327168001,[ 0.11387561 -0.0901135 ],-0.0119314,"[ 1.16493984  2.4221278  -0.11529061 -1.05404399  1.49702527 -1.0109886
  0.65486009 -0.32069901  0.05702479  0.80677094  0.        ]",[-6.63236659  5.12655758]
1,"[[-0.08534922 -0.04738109  0.17324697 -0.11716884]
 [-3.95616834  3.96250567  0.          0.        ]]",[-6.46143579  5.56571341],-0.100535184638,[ 0.11387561 -0.0901135 ],0.210399,"[ 1.16132065  2.42606181 -0.1738423  -0.91071245  1.49702444 -1.01098825
  0.53326602  0.13775294  0.05503831  0.77057935  0.        ]",[-7.43158071  6.59501773]
2,"[[-0.20339311  0.0708249   0.17324697 -0.11716884]
 [-7.83530346  7.84514475  0.          0.        ]]",[-6.2559042   5.47615528],-0.089064075288,[ 0.11387561 -0.0901135 ],-0.0885128,"[ 1.1376732   2.42401952 -0.34649352 -0.48399476  1.49702361 -1.0109879
  0.41407789  0.58712466  0.04200372  0.66371219  0.        ]",[-5.29840441  4.63381863]
3,"[[ -0.39825016   0.26591155   0.17324697  -0.11716884]
 [-11.63776297  11.65080464   0.           0.        ]]",[-5.85360241  5.2512784 ],-0.0697287180482,[ 0.11387561 -0.0901135 ],0.360731,"[  1.05736055e+00   2.37594600e+00  -6.21279643e-01   2.09650565e-01
   1.49702278e+00  -1.01098755e+00   2.97245653e-01   1.02758674e+00
  -2.30419718e-03   4.93597311e-01   0.00000000e+00]",[-8.81092825  5.62613654]
4,"[[ -0.66840397   0.53635268   0.17324697  -0.11716884]
 [-15.36527722  15.38079653   0.           0.        ]]",[-5.71208191  4.77890062],-0.043144030135,[ 0.11387561 -0.0901135 ],-0.0364245,"[ 0.86659027  2.22089715 -0.96426334  1.10627863  1.49702196 -1.0109872
  0.18271615  1.45929066 -0.10758267  0.28126249  0.        ]",[-4.62346578  4.45091258]
5,"[[ -1.01237387   0.88064659   0.17324697  -0.11716884]
 [-19.01968519  19.03626276   0.           0.        ]]",[-5.77697754  4.2591238 ],-0.0211328671257,[ 0.11387561 -0.0901135 ],0.00838542,"[ 0.51137551  1.89257681 -1.30196684  2.04600402  1.49702113 -1.01098685
  0.07043287  1.88236832 -0.30363776  0.07223585  0.        ]",[-5.46536276  4.21350296]
6,"[[ -1.42871634   1.29731351   0.17324697  -0.11716884]
 [-22.60282938  22.61828324   0.           0.        ]]",[-6.13135099  3.73992014],-0.0501749485915,[ 0.11387561 -0.0901135 ],-0.103561,"[-0.02953026  1.35270734 -1.51171181  2.73842488  1.4970203  -1.0109865
 -0.0396608   2.29694427 -0.60220333 -0.05746917  0.        ]",[-5.41198076  3.90928353]
7,"[[ -1.91602259   1.78489676   0.17324697  -0.11716884]
 [-26.11628126  26.12815152   0.           0.        ]]",[-5.98030329  3.74036241],-0.098414933815,[ 0.11387561 -0.0901135 ],-0.180214,"[-0.69828389  0.64201338 -1.43935941  2.79019153  1.49701947 -1.01098616
 -0.14761314  2.70316775 -0.97135369 -0.01234693  0.        ]",[-6.89515963  2.7125864 ]
8,"[[ -2.47290916   2.34197111   0.17324697  -0.11716884]
 [-29.56093293  29.56778416   0.           0.        ]]",[-5.95683098  4.07122278],-0.148374332747,[ 0.11387561 -0.0901135 ],-0.346441,"[-1.31997041 -0.07155934 -0.96458545  1.85072171  1.49701864 -1.01098581
 -0.25345156  3.10126004 -1.31453366  0.28215311  0.        ]",[-6.08928357  4.09127969]
9,"[[ -3.09800092   2.96715858   0.17324697  -0.11716884]
 [-32.93671068  32.94000766   0.           0.        ]]",[-5.41285372  4.73041821],-0.19136410006,[ 0.11387561 -0.0901135 ],-0.453207,"[-1.61868798 -0.49549224 -0.11222007 -0.11270734  1.49701781 -1.01098546
 -0.3571738   3.49154768 -1.47943395  0.81063789  0.        ]",[-6.34690407  6.0974458 ]
10,"[[ -3.78993579   3.26192812   0.17324697  -0.11716884]
 [-36.24545942   0.56925362   0.           0.        ]]",[-5.68446922  5.26720333],-0.199900256902,[ 0.11387561 -0.0901135 ],-0.834105,"[-1.3373099  -0.50719112  0.84524448 -1.17326091  1.49701698 -1.01098511
 -0.45883652 -0.25498202 -1.42542013  1.04158516  0.        ]",[-4.38656008  4.43865521]
11,"[[ -4.5473748    3.19770327   0.17324697  -0.11716884]
 [-39.48755685  -4.72521245   0.           0.        ]]",[-4.64535618  4.84352398],-0.197645436021,[ 0.11387561 -0.0901135 ],-0.453965,"[-0.45566528 -0.51552365  1.41097203 -0.94220386  1.49701616 -1.01098476
 -0.55845134 -0.86775333 -1.4875627   0.90342273  0.        ]",[-5.63517471  6.55031995]
