timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.07967215  0.06686043 -0.12337914 -0.01868868]
 [-0.00402279 -0.00067031  0.          0.        ]]",[-0.06936325  2.61081123],-0.334619780522,[-0.0748795 -0.2564511],-1.41886,"[ 1.17136169  2.40642834  0.10895604 -0.51376147 -1.06907896 -0.16254947
  0.26434471 -0.36878574  2.26692719  0.31295581  0.        ]",[ 0.20505557  2.84498498]
1,"[[ 0.08771585  0.10657183 -0.12337914 -0.01868868]
 [ 0.80570427  3.95861673  0.          0.        ]]",[-0.17362222  2.63278508],-0.334487432449,[-0.0748795 -0.2564511],-1.29405,"[ 1.17043586  2.40138561  0.12091029 -0.36697357 -1.06907753 -0.16254937
  0.30359826  0.15537593  2.25978684  0.3641506   0.        ]",[-1.19566231  3.63343077]
2,"[[ 0.06396444  0.22470109 -0.12337914 -0.01868868]
 [-3.16761317  7.84135898  0.          0.        ]]",[-0.20899063  2.64978123],-0.333427347113,[-0.0748795 -0.2564511],-1.35947,"[ 1.17290718  2.37289065  0.0855901   0.06510012 -1.06907609 -0.16254926
  0.11098056  0.6694038   2.24263118  0.43022695  0.        ]",[-0.62731969  3.56676739]
3,"[[ -0.02367264   0.41970753  -0.12337914  -0.01868868]
 [ -5.58803367  11.64658766   0.           0.        ]]",[-0.29156005  2.60244799],-0.330108237911,[-0.0748795 -0.2564511],-1.56857,"[ 1.1753308   2.28266344 -0.04504335  0.75035773 -1.06907465 -0.16254916
 -0.00635614  1.17316883  2.21442505  0.45044144  0.        ]",[ 1.49245718  2.56196081]
4,"[[ -0.09464381   0.69003852  -0.12337914  -0.01868868]
 [ -1.52246908  15.37412233   0.           0.        ]]",[-0.68180025  2.4209516 ],-0.321915937933,[-0.0748795 -0.2564511],-1.58643,"[ 1.16956372  2.0748832  -0.15068226  1.60034291 -1.06907322 -0.16254905
  0.19073355  1.6666458   2.13374522  0.55470428  0.        ]",[ 1.094936    2.29388941]
5,"[[ -8.50985246e-02   1.03418195e+00  -1.23379145e-01  -1.86886793e-02]
 [  2.46403341e+00   1.90280826e+01   0.00000000e+00   0.00000000e+00]]",[-0.83930171  2.26728845],-0.30387438903,[-0.0748795 -0.2564511],-1.38637,"[ 1.17073931  1.69442532 -0.13650384  2.42732996 -1.06907178 -0.16254895
  0.38399045  2.15037823  1.93325766  0.80039007  0.        ]",[-1.04318729  2.3162378 ]
6,"[[ -7.59991577e-02   1.45070195e+00  -1.23379145e-01  -1.86886793e-02]
 [ -1.54078409e+00   2.26119154e+01   0.00000000e+00   0.00000000e+00]]",[-0.61834037  2.15024424],-0.27193733621,[-0.0748795 -0.2564511],-1.30794,"[ 1.17174374  1.12164418 -0.12297701  2.92212314 -1.06907035 -0.16254885
  0.18984518  2.62482016  1.61624509  0.96648756  0.        ]",[-1.45095892  0.95475689]
7,"[[ -1.46204354e-01   1.93638515e+00  -1.23379145e-01  -1.86886793e-02]
 [ -5.46678913e+00   2.59452056e+01   0.00000000e+00   0.00000000e+00]]",[-0.25178868  2.03480053],-0.2275540702,[-0.0748795 -0.2564511],-1.0808,"[  1.16104707e+00   4.23191283e-01  -2.27014115e-01   2.70361926e+00
  -1.06906891e+00  -1.62548741e-01  -4.79421577e-04   3.06608472e+00
   1.27253165e+00   9.02193441e-01   0.00000000e+00]",[-1.25587298  2.51473736]
8,"[[ -2.94159609e-01   2.48986401e+00  -1.23379145e-01  -1.86886793e-02]
 [ -9.31610508e+00   2.93911150e+01   0.00000000e+00   0.00000000e+00]]",[ 0.19288474  1.99458599],-0.173690541206,[-0.0748795 -0.2564511],-0.919528,"[ 1.11667717 -0.21706802 -0.44215108  1.48897649 -1.06906748 -0.16254864
 -0.18708629  3.52224663  0.94749962  0.6230919   0.        ]",[-0.62885672  3.36215651]
9,"[[ -5.03604885e-01   3.11157357e+00  -1.23379145e-01  -1.86886793e-02]
 [ -1.16211693e+01   2.65776081e+01   0.00000000e+00   0.00000000e+00]]",[ 0.27438238  1.96978402],-0.119214250472,[-0.0748795 -0.2564511],-0.689962,"[ 1.00508861 -0.51633693 -0.72946981 -0.65030098 -1.06906604 -0.16254853
 -0.29883096  3.14975774  0.66095791  0.1730879   0.        ]",[-0.92828378  1.37262404]
10,"[[ -0.77061203   3.27784217  -0.12337914  -0.01868868]
 [-15.06769529  -1.9305538    0.           0.        ]]",[-0.06531785  1.58381724],-0.106507465983,[-0.0748795 -0.2564511],-0.641214,"[ 0.78745289 -0.50343427 -1.04861175 -1.26565938 -1.06906461 -0.16254843
 -0.46591136 -0.62428603  0.58232877  0.05914607  0.        ]",[-0.20353355  0.69394963]
11,"[[ -1.07706122   3.19075076  -0.12337914  -0.01868868]
 [-15.57545499  -5.04305722   0.           0.        ]]",[-0.17971396  1.5479939 ],-0.116315157055,[-0.0748795 -0.2564511],-0.637131,"[ 0.45272683 -0.5152277  -1.32301944 -0.94399482 -1.06906317 -0.16254832
 -0.49052617 -1.03633266  0.64170198  0.15825213  0.        ]",[-0.13694169  0.51814302]
12,"[[ -1.39091616   3.10375521  -0.12337914  -0.01868868]
 [-15.80924118  -3.46489545   0.           0.        ]]",[-0.30177107  1.55732751],-0.129001943326,[-0.0748795 -0.2564511],-0.537903,"[ 0.04730811 -0.51594763 -1.4770729  -0.6213042  -1.06906174 -0.16254822
 -0.50185928 -0.82740725  0.73095281  0.19711762  0.        ]",[-1.37791054  0.94610763]
13,"[[ -1.74368480e+00   3.05184963e+00  -1.23379145e-01  -1.86886793e-02]
 [ -1.94554748e+01  -1.83709143e+00   0.00000000e+00   0.00000000e+00]]",[-0.30167848  1.60023189],-0.137311670823,[-0.0748795 -0.2564511],-0.464181,"[-0.43497847 -0.51110587 -1.47889966 -0.42912144 -1.0690603  -0.16254811
 -0.67862109 -0.61191027  0.79867226  0.17326138  0.        ]",[-1.99735306  1.37853326]
14,"[[ -2.16865414e+00   3.02569607e+00  -1.23379145e-01  -1.86886793e-02]
 [ -2.30295536e+01  -8.79582678e-01   0.00000000e+00   0.00000000e+00]]",[-0.25816759  1.61150265],-0.140433159773,[-0.0748795 -0.2564511],-0.495623,"[-0.9721041  -0.50717747 -1.24243798 -0.33259361 -1.06905887 -0.16254801
 -0.85188474 -0.48515027  0.83120953  0.11132303  0.        ]",[-1.31826042  2.2083726 ]
