timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.03421748  0.03711766 -0.19157294  0.1723854 ]
 [-0.00365166 -0.00209506  0.          0.        ]]",[ 5.91059732  6.87955236],-0.438188651332,[ 0.11385896 -0.06397521],-2.4023,"[ 1.16650995  2.47111592 -0.0875986  -0.62666478 -1.66523248  1.50014948
  0.63267057 -0.33253609  2.86198202 -1.67647356  0.        ]",[ 6.4301445  5.7329992]
1,"[[ 0.00538531  0.07678858 -0.19157294  0.1723854 ]
 [ 3.95077241  3.9559998   0.          0.        ]]",[ 5.19448328  6.85934925],-0.432981902279,[ 0.11385896 -0.06397521],-2.20047,"[ 1.16730303  2.46774841 -0.02897707 -0.47957449 -1.66523129  1.50014855
  0.75702262  0.1358826   2.85957968 -1.56137015  0.        ]",[ 6.19267114  8.20851749]
2,"[[ 0.12329268  0.19483537 -0.19157294  0.1723854 ]
 [ 7.82709207  7.83574845  0.          0.        ]]",[ 4.29620028  6.65317583],-0.414795739035,[ 0.11385896 -0.06397521],-2.27774,"[ 1.15676996  2.44394614  0.14512128 -0.04543519 -1.66523011  1.50014763
  0.87891852  0.5950294   2.81439376 -1.22383464  0.        ]",[ 4.27521225  5.33924512]
3,"[[  0.31796052   0.38970618  -0.19157294   0.1723854 ]
 [ 11.6271525   11.63864262   0.           0.        ]]",[ 3.24560142  6.06625175],-0.376640386659,[ 0.11385896 -0.06397521],-2.03253,"[ 1.09763963  2.36042157  0.42589492  0.64653066 -1.66522892  1.50014671
  0.99841627  1.04508069  2.62199168 -0.71426579  0.        ]",[ 3.79436231  6.43892294]
4,"[[  0.58788486   0.65987799  -0.19157294   0.1723854 ]
 [ 15.3531379   15.36607035   0.           0.        ]]",[ 1.78345239  4.98677588],-0.309964372084,[ 0.11385896 -0.06397521],-1.66457,"[ 0.93393301  2.15935291  0.78413185  1.51228322 -1.66522773  1.50014579
  1.11558453  1.48620045  2.15952088 -0.19618331  0.        ]",[ 0.41888396  5.46637572]
5,"[[  0.90854041   1.00386292  -0.19157294   0.1723854 ]
 [ 16.70826456  19.02019166   0.           0.        ]]",[ 1.03726864  4.04377508],-0.216451736562,[ 0.11385896 -0.06397521],-1.21868,"[ 0.63196136  1.7823805   1.1305729   2.36847948 -1.66522654  1.50014487
  1.15819783  1.91864389  1.44417573  0.01046539  0.        ]",[-0.91113684  4.33514793]
6,"[[  1.20324749   1.42021752  -0.19157294   0.1723854 ]
 [ 12.77565689  22.60332237   0.           0.        ]]",[ 0.94061053  3.47673845],-0.134213037255,[ 0.11385896 -0.06397521],-1.17387,"[ 0.27667621  1.20573697  1.34465652  2.90749975 -1.66522535  1.50014394
  1.03453119  2.3426846   0.79937164 -0.30496481  0.        ]",[ 1.5966335   4.29009537]
7,"[[  1.49597928   1.90750703  -0.19157294   0.1723854 ]
 [ 16.48563918  26.11392525   0.           0.        ]]",[ 0.57263577  3.42506957],-0.137264095595,[ 0.11385896 -0.06397521],-1.31559,"[-0.11894268  0.49000175  1.43939448  2.7409666  -1.66522417  1.50014302
  1.15119616  2.75814007  0.49987606 -1.00076636  0.        ]",[ 0.53139174  4.07669015]
8,"[[  1.84358347   2.46431405  -0.19157294   0.1723854 ]
 [ 18.26878988  29.55537073   0.           0.        ]]",[ 0.80671346  4.27914619],-0.214766990893,[ 0.11385896 -0.06397521],-1.64362,"[-0.59739108 -0.17880492  1.38879244  1.56298557 -1.66522298  1.5001421
  1.20726921  3.16540855  0.71824567 -1.69208269  0.        ]",[ 0.38823249  4.01966819]
9,"[[  2.2207937    3.08927188  -0.19157294   0.1723854 ]
 [ 19.44726804  26.8047066    0.           0.        ]]",[ 1.0241183   5.26832199],-0.26642006713,[ 0.11385896 -0.06397521],-1.81547,"[-1.06416722 -0.50561302  1.14164176 -0.57025913 -1.66522179  1.50014118
  1.24432747  2.83987912  1.26618651 -1.75119047  0.        ]",[ 0.51046758  5.6619209 ]
10,"[[  2.62613804   3.26311896  -0.19157294   0.1723854 ]
 [ 21.08206879  -1.52156246   0.           0.        ]]",[-1.32479584  4.4585371 ],-0.26384843841,[ 0.11385896 -0.06397521],-1.80331,"[-1.43240257 -0.49666341  0.6928244  -1.21472972 -1.6652206   1.50014025
  1.29573535 -0.51235986  1.37110328 -1.57232708  0.        ]",[-0.649522    2.68634142]
11,"[[  3.01778813   3.183254    -0.19157294   0.1723854 ]
 [ 18.09297393  -4.75023047   0.           0.        ]]",[-1.7946099   4.33399773],-0.263207046026,[ 0.11385896 -0.06397521],-1.6566,"[-1.60238851 -0.50635879  0.14587005 -0.9191755  -1.66521941  1.50013933
  1.20173864 -0.89445254  1.33535177 -1.61524318  0.        ]",[-0.30032914  5.62437823]
12,"[[  3.36412398   3.10090365  -0.19157294   0.1723854 ]
 [ 16.5457678   -3.29177457   0.           0.        ]]",[-2.12346244  4.24288416],-0.267113568296,[ 0.11385896 -0.06397521],-1.56113,"[-1.57874878 -0.50641831 -0.36369571 -0.6134117  -1.66521822  1.50013841
  1.15308414 -0.72185304  1.33707249 -1.66768631  0.        ]",[-2.69745694  3.66447594]
13,"[[  3.6520285    3.05108025  -0.19157294   0.1723854 ]
 [ 12.25896706  -1.78062786   0.           0.        ]]",[-2.00394416  4.24646282],-0.270275149476,[ 0.11385896 -0.06397521],-1.739,"[-1.43582362 -0.50155255 -0.76025664 -0.42878406 -1.66521704  1.50013749
  1.0182795  -0.54301798  1.3565841  -1.6848074   0.        ]",[-1.07315354  4.080807  ]
14,"[[ 3.85504831  3.02554459 -0.19157294  0.1723854 ]
 [ 8.05701579 -0.86539601  0.          0.        ]]",[-1.73717749  4.2637639 ],-0.271623553586,[ 0.11385896 -0.06397521],-1.79117,"[-1.27396928 -0.49763018 -1.00585884 -0.33445217 -1.66521585  1.50013657
  0.88614315 -0.4347058   1.37303645 -1.68081935  0.        ]",[ 0.85357649  6.27794292]
15,"[[  4.0484967    3.01348853  -0.19157294   0.1723854 ]
 [ 11.27708938  -0.39609806   0.           0.        ]]",[-2.09040689  4.21330309],-0.271303516786,[ 0.11385896 -0.06397521],-1.68792,"[-1.07945861 -0.49544277 -1.20298431 -0.29000925 -1.66521466  1.50013564
  0.98740236 -0.37916717  1.38325499 -1.66189862  0.        ]",[-1.60871935  4.40724491]
16,"[[ 4.2320738   3.00806901 -0.19157294  0.1723854 ]
 [ 7.09455874 -0.1744816   0.          0.        ]]",[-1.64693046  4.23299408],-0.269930855071,[ 0.11385896 -0.06397521],-1.88809,"[-0.86519288 -0.4943894  -1.34992133 -0.27005302 -1.66521347  1.50013472
  0.85587674 -0.35294013  1.38691302 -1.6370754   0.        ]",[-0.52161434  2.3165905 ]
17,"[[ 4.35183482  3.00571095 -0.19157294  0.1723854 ]
 [ 4.88889261 -0.07483837  0.          0.        ]]",[-1.35636163  4.23353815],-0.268684106731,[ 0.11385896 -0.06397521],-1.53332,"[-0.71329393 -0.49391747 -1.42224551 -0.26137446 -1.66521228  1.5001338
  0.78651633 -0.34114789  1.38657637 -1.61963337  0.        ]",[-2.72339544  5.38718482]
