timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.00417731 -0.05898027  0.03427796  0.16681407]
 [-0.00381885  0.00390975  0.          0.        ]]",[ 3.26444173  2.73909807],-0.247260312955,[ 0.0135271  -0.14353734],-1.43645,"[ 1.17948324  2.56216478 -0.01867027 -1.05520343  0.2935416   1.44704213
  0.48659871 -0.37201637  1.1249469  -1.58215218  0.        ]",[ 4.65526421  2.63374208]
1,"[[ 0.03542214 -0.01919044  0.03427796  0.16681407]
 [ 3.95060143  3.96188771  0.          0.        ]]",[ 2.79786658  2.68667078],-0.238602106593,[ 0.0135271  -0.14353734],-1.45481,"[ 1.17862875  2.56452753  0.04011014 -0.8947754   0.2935415   1.44704071
  0.63222181  0.14236003  1.12601943 -1.47071919  0.        ]",[ 2.91133136  2.29323003]
2,"[[ 0.15332562  0.098973    0.03427796  0.16681407]
 [ 7.82686015  7.84152819  0.          0.        ]]",[ 1.90273714  2.51158834],-0.211333268222,[ 0.0135271  -0.14353734],-1.34867,"[ 1.16330492  2.55734514  0.21427599 -0.41861617  0.2935414   1.44703928
  0.77496649  0.64655564  1.09168184 -1.14205472  0.        ]",[-0.06753045  3.22208929]
3,"[[  0.30561607   0.29397501   0.03427796   0.16681407]
 [  7.40365456  11.64598475   0.           0.        ]]",[ 0.83932656  2.19390059],-0.169254752894,[ 0.0135271  -0.14353734],-1.23759,"[ 1.1155487   2.49942824  0.43423495  0.35189908  0.2935413   1.44703786
  0.75938136  1.14097995  0.94790704 -0.70770258  0.        ]",[ 0.29642618  3.04696253]
4,"[[  0.46397754   0.56430438   0.03427796   0.16681407]
 [  8.42923337  15.37451512   0.           0.        ]]",[-0.41798782  1.84486485],-0.115358599836,[ 0.0135271  -0.14353734],-1.0873,"[ 1.03360414  2.32855612  0.65192638  1.34080658  0.29354119  1.44703644
  0.79714839  1.62553583  0.64816963 -0.29654132  0.        ]",[-0.51597997  1.0723687 ]
5,"[[  0.61040967   0.90847451   0.03427796   0.16681407]
 [  6.2214808   19.03029901   0.           0.        ]]",[-0.67580891  1.71618402],-0.0533724502392,[ 0.0135271  -0.14353734],-0.911844,"[ 0.9302925   1.97808207  0.83853885  2.36469221  0.29354109  1.44703501
  0.71584647  2.10063564  0.20878932 -0.04860173  0.        ]",[ 0.4856099  1.0397915]
6,"[[  0.75289828   1.32502133   0.03427796   0.16681407]
 [  8.021761    22.61244696   0.           0.        ]]",[-0.9418062   1.53197837],-0.014903156584,[ 0.0135271  -0.14353734],-0.805963,"[ 0.80650719  1.41180728  1.00267171  3.09659925  0.29354099  1.44703359
  0.78214228  2.56616269 -0.30204881 -0.07180334  0.        ]",[-1.33195465  2.8109698 ]
7,"[[  0.87206589   1.81251234   0.03427796   0.16681407]
 [  3.90862989  26.12490774   0.           0.        ]]",[-0.63295817  1.35168242],-0.0803400180837,[ 0.0135271  -0.14353734],-0.952016,"[ 0.68719158  0.67634729  1.12426842  3.10054163  0.29354089  1.44703217
  0.63067389  3.02262888 -0.70666473 -0.41821965  0.        ]",[-1.56652416  0.68227346]
8,"[[  0.90977962   2.35692941   0.03427796   0.16681407]
 [ -0.12414146  28.30945911   0.           0.        ]]",[-0.29915807  1.44493747],-0.130582700915,[ 0.0135271  -0.14353734],-1.10076,"[ 0.64672255 -0.03714053  1.15946725  2.03386832  0.29354079  1.44703074
  0.48216485  3.30651774 -0.80689434 -0.94450367  0.        ]",[ 0.72234326  1.5800227 ]
9,"[[  0.93603609   2.95722324   0.03427796   0.16681407]
 [  2.74008773  31.70862306   0.           0.        ]]",[ 0.07612807  2.05612993],-0.170629460567,[ 0.0135271  -0.14353734],-1.1281,"[ 0.61783285 -0.45680936  1.18299134 -0.07758592  0.29354069  1.44702932
  0.58764132  3.74824926 -0.60670959 -1.46995376  0.        ]",[-1.01854862  0.5398975 ]
