timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.08605194 -0.0180659  -0.07925209  0.18123622]
 [-0.00461268  0.00393505  0.          0.        ]]",[ 4.86747551  4.88326406],-0.332546049992,[ 0.11779013 -0.06506681],-1.69584,"[ 1.16197692  2.4608458   0.08730595 -0.82444618 -0.6906265   1.57692293
  0.63886809 -0.32871635  1.99891665 -1.58847045  0.        ]",[ 5.60970721  5.46700681]
1,"[[ 0.12563566  0.02172441 -0.07925209  0.18123622]
 [ 3.94982346  3.96191069  0.          0.        ]]",[ 4.12345123  4.94174862],-0.325269137469,[ 0.11779013 -0.06506681],-1.71431,"[ 1.15616016  2.46073448  0.14556092 -0.67779553 -0.69062631  1.57692192
  0.76243381  0.13668623  1.98852997 -1.47360211  0.        ]",[ 4.00770067  4.47498021]
2,"[[ 0.24352392  0.13988827 -0.07925209  0.18123622]
 [ 7.82612228  7.84154617  0.          0.        ]]",[ 3.0209012   4.74107409],-0.301514927469,[ 0.11779013 -0.06506681],-1.64458,"[ 1.12608261  2.44656924  0.31698057 -0.24393709 -0.69062613  1.57692091
  0.88355789  0.59287707  1.9199125  -1.14035269  0.        ]",[ 3.16267087  4.53200117]
3,"[[  0.43817167   0.33487398  -0.07925209   0.18123622]
 [ 11.62610163  11.64433605   0.           0.        ]]",[ 1.6150142   4.15559101],-0.256160185092,[ 0.11779013 -0.06506681],-1.42796,"[ 1.03572072  2.37855256  0.58807085  0.45348737 -0.69062594  1.5769199
  1.0022971   1.04003173  1.69181492 -0.64857552  0.        ]",[ 0.59241821  5.35217046]
4,"[[  0.69189555   0.60516495  -0.07925209   0.18123622]
 [ 13.73946371  15.37230266   0.           0.        ]]",[ 0.30184355  3.24690509],-0.186352556993,[ 0.11779013 -0.06506681],-1.10776,"[ 0.84726384  2.19723396  0.90438143  1.33899907 -0.69062575  1.57691889
  1.06833381  1.47838775  1.21259422 -0.18885782  0.        ]",[-0.9098505   5.10727177]
5,"[[  0.92784887   0.94929397  -0.07925209   0.18123622]
 [  9.86889065  19.02839745   0.           0.        ]]",[-0.27021432  2.42966938],-0.106096596919,[ 0.11779013 -0.06506681],-0.909304,"[ 0.6101386   1.8404477   1.14464685  2.23873355 -0.69062556  1.57691788
  0.94738803  1.90829179  0.59996418 -0.05029669  0.        ]",[-0.09537268  3.52664325]
6,"[[  1.11950232   1.36580796  -0.07925209   0.18123622]
 [  9.29862035  22.61104905   0.           0.        ]]",[-0.42441052  1.8671546 ],-0.0431021225316,[ 0.11779013 -0.06506681],-0.982293,"[ 0.38282552  1.27782255  1.29198934  2.85079292 -0.69062538  1.57691687
  0.92956823  2.32955861  0.06123677 -0.30358838  0.        ]",[ 0.92501065  4.34994475]
7,"[[  1.3403975    1.85325422  -0.07925209   0.18123622]
 [ 12.77977305  26.12188542   0.           0.        ]]",[-1.03307009  1.61695766],-0.0899352614606,[ 0.11779013 -0.06506681],-1.10744,"[ 0.09384211  0.56132546  1.40105776  2.78190014 -0.69062519  1.57691586
  1.0383449   2.74237908 -0.27186518 -0.9000382   0.        ]",[-1.12978152  3.75707058]
8,"[[  1.55378977   2.41022905  -0.07925209   0.18123622]
 [  8.57311274  29.56413153   0.           0.        ]]",[-0.4496839   2.49086761],-0.161973715778,[ 0.11779013 -0.06506681],-1.35395,"[-0.20014245 -0.13032321  1.43995318  1.70384029 -0.690625    1.57691485
  0.90689728  3.14713182 -0.16565191 -1.55831256  0.        ]",[ 1.11943418  3.26621376]
9,"[[  1.76330517   3.03536543  -0.07925209   0.18123622]
 [ 12.3651037   27.03682336   0.           0.        ]]",[-0.22098857  3.63417721],-0.204858894204,[ 0.11779013 -0.06506681],-1.33774,"[-0.48990922 -0.50188692  1.41282559 -0.36706479 -0.69062481  1.57691384
  1.02538687  2.84995214  0.32081483 -1.8390389   0.        ]",[-2.36972217  4.01070436]
10,"[[ 1.96841159  3.2252085  -0.07925209  0.18123622]
 [ 8.15983133 -0.53347634  0.          0.        ]]",[-0.63395566  2.95964694],-0.207715158116,[ 0.11779013 -0.06506681],-1.44796,"[-0.76238822 -0.50507065  1.32470115 -1.06569666 -0.69062463  1.57691282
  0.89398262 -0.39191219  0.49712503 -1.77757368  0.        ]",[-0.57984448  3.6076744 ]
11,"[[ 2.10695092  3.16263852 -0.07925209  0.18123622]
 [ 5.70236568 -4.05408211  0.          0.        ]]",[-0.79295099  2.84120512],-0.207410876103,[ 0.11779013 -0.06506681],-1.38182,"[-0.93432383 -0.5099321   1.23248097 -0.83542806 -0.69062444  1.57691181
  0.81719289 -0.8058838   0.45103679 -1.80072934  0.        ]",[-1.34939653  3.69326821]
12,"[[ 2.18014103  3.09085719 -0.07925209  0.18123622]
 [ 1.63022505 -2.91297178  0.          0.        ]]",[-0.69070381  2.81605864],-0.208589587721,[ 0.11779013 -0.06506681],-1.50272,"[-1.01985975 -0.50834928  1.1737866  -0.57094087 -0.69062425  1.5769108
  0.68994876 -0.67170569  0.4032529  -1.83735337  0.        ]",[ 0.38278289  2.61433261]
13,"[[ 2.22762838  3.04647434 -0.07925209  0.18123622]
 [ 3.11356214 -1.59596047  0.          0.        ]]",[-1.02447486  2.71410775],-0.209704469197,[ 0.11779013 -0.06506681],-1.32264,"[-1.07310495 -0.50354515  1.13220707 -0.40780178 -0.69062407  1.57690979
  0.73629903 -0.51684424  0.37579702 -1.86154518  0.        ]",[-2.50395032  2.77559566]
14,"[[ 2.24955667  3.02351356 -0.07925209  0.18123622]
 [-0.90733589 -0.78071817  0.          0.        ]]",[-0.71629572  2.77844286],-0.210371343624,[ 0.11779013 -0.06506681],-1.43912,"[-1.09705263 -0.49991569  1.11210879 -0.32365464 -0.69062388  1.57690878
  0.61065612 -0.42098352  0.36184737 -1.87448351  0.        ]",[ 0.13995481  4.77807181]
15,"[[ 2.23715007  3.0126167  -0.07925209  0.18123622]
 [-0.33523283 -0.35875494  0.          0.        ]]",[-0.76962256  2.74046397],-0.210468783985,[ 0.11779013 -0.06506681],-1.37122,"[-1.08355366 -0.49792087  1.12354795 -0.28379692 -0.69062369  1.57690777
  0.62853271 -0.3713667   0.35255528 -1.8796038   0.        ]",[-1.66680024  2.7327855 ]
