timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.03310225 -0.07124522 -0.16638199  0.02349321]
 [-0.00224458 -0.00301615  0.          0.        ]]",[ 2.16177535  4.44614506],-0.377671869049,[ 0.02935605 -0.14574105],-1.54973,"[ 1.17685232  2.56598866 -0.06196126 -1.10841702 -1.44220145  0.20959621
  0.50428519 -0.37187391  2.6266846  -0.39169048  0.        ]",[ 2.8534819   6.05105845]
1,"[[ 0.00652839 -0.03159253 -0.16638199  0.02349321]
 [ 3.95214531  3.95509978  0.          0.        ]]",[ 1.81368113  4.40329647],-0.377215075736,[ 0.02935605 -0.14574105],-1.58085,"[ 1.17757849  2.56909266 -0.00313862 -0.94856406 -1.44220011  0.20959615
  0.64688762  0.14085485  2.63130335 -0.28018398  0.        ]",[ 0.86659105  4.85723804]
2,"[[ 0.11916732  0.08643858 -0.16638199  0.02349321]
 [ 7.30061625  7.83508157  0.          0.        ]]",[ 1.18368101  4.24603176],-0.373514322367,[ 0.02935605 -0.14574105],-1.71661,"[ 1.16781443  2.56415087  0.16365552 -0.47253822 -1.44219878  0.20959608
  0.76763941  0.64346215  2.60887172  0.04092201  0.        ]",[ 2.94890485  4.01138741]
3,"[[  0.30340838   0.28129642  -0.16638199   0.02349321]
 [ 11.11088961  11.63801608   0.           0.        ]]",[ 0.3415466   3.92868733],-0.359853247907,[ 0.02935605 -0.14574105],-1.54896,"[ 1.11453658  2.50986403  0.43070093  0.29960353 -1.44219744  0.20959602
  0.90504455  1.13608842  2.46018457  0.53641336  0.        ]",[-0.54002362  4.81205577]
4,"[[  0.50197944   0.55148004  -0.16638199   0.02349321]
 [  8.75417819  15.3678985    0.           0.        ]]",[ 0.13637152  3.8538456 ],-0.331051230904,[ 0.02935605 -0.14574105],-1.5573,"[ 1.00725921  2.34360366  0.70145445  1.29408454 -1.44219611  0.20959595
  0.82005668  1.61925061  2.12178657  1.00448827  0.        ]",[ 0.95623704  4.42311385]
5,"[[  0.71328637   0.89549805  -0.16638199   0.02349321]
 [ 12.3648658   19.02170131   0.           0.        ]]",[ 0.02571523  3.63473177],-0.282177651911,[ 0.02935605 -0.14574105],-1.4654,"[ 0.84098827  1.99777168  0.9585113   2.32983941 -1.44219477  0.20959588
  0.95026435  2.09255569  1.59187365  1.28312434  0.        ]",[-0.00659992  2.69585522]
6,"[[  0.9578908    1.31187664  -0.16638199   0.02349321]
 [ 12.09678861  22.60419787   0.           0.        ]]",[ 0.35874367  3.22587085],-0.20918502844,[ 0.02935605 -0.14574105],-1.16182,"[ 0.59110625  1.43452222  1.2014603   3.08128649 -1.44219344  0.20959582
  0.94059645  2.55662097  0.95628918  1.20077974  0.        ]",[-0.00508381  2.83132067]
7,"[[  1.19726519e+00   1.79919265e+00  -1.66381987e-01   2.34932095e-02]
 [  1.18417359e+01   2.61156991e+01   0.00000000e+00   0.00000000e+00]]",[ 1.11791205  2.9251442 ],-0.12710395635,[ 0.02935605 -0.14574105],-0.881717,"[ 0.30066733  0.69828563  1.36930355  3.11100262 -1.4421921   0.20959575
  0.93139824  3.01148556  0.5127959   0.69873911  0.        ]",[ 0.15650976  4.28542349]
8,"[[  1.43801630e+00   2.35604086e+00  -1.66381987e-01   2.34932095e-02]
 [  1.22320535e+01   2.95576803e+01   0.00000000e+00   0.00000000e+00]]",[ 1.74612832  3.13298726],-0.0926381322941,[ 0.02935605 -0.14574105],-0.953618,"[-0.02038932 -0.03509733  1.45859943  2.03389602 -1.44219076  0.20959569
  0.94547329  3.4573392   0.49918436  0.0232432   0.        ]",[ 3.15831407  3.46879861]
9,"[[  1.71999147e+00   2.98104709e+00  -1.66381987e-01   2.34932095e-02]
 [  1.59526044e+01   3.29317821e+01   0.00000000e+00   0.00000000e+00]]",[ 2.35331011  3.69895601],-0.154198773058,[ 0.02935605 -0.14574105],-1.19697,"[-0.40843862 -0.46260243  1.45517386 -0.17572692 -1.44218943  0.20959562
  1.0796427   3.89439299  0.93480619 -0.35942057  0.        ]",[ 1.5731805   2.74053873]
