timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.07630814  0.00437564 -0.11096588 -0.08360715]
 [ 0.00444179  0.00140736  0.          0.        ]]",[-2.29353809  4.54120064],-0.335592362829,[ 0.08351862 -0.07454304],-1.30374,"[ 1.16444536  2.52806572  0.0907418  -0.78265177 -0.96441659 -0.71891712
  0.59235572 -0.35067951  2.22987497  0.82971188  0.        ]",[-2.52276     4.14458369]
1,"[[ 0.03669014  0.04414679 -0.11096588 -0.08360715]
 [-3.9530597   3.9625009   0.          0.        ]]",[-2.15406823  4.63899469],-0.334652166898,[ 0.08351862 -0.07454304],-1.44522,"[ 1.16754528  2.52660364  0.03207835 -0.62872245 -0.96441617 -0.71891687
  0.46235991  0.136941    2.23155993  0.79437552  0.        ]",[-1.07231737  3.71542855]
2,"[[-0.08129233  0.16235255 -0.11096588 -0.08360715]
 [-7.83227449  7.8451219   0.          0.        ]]",[-2.01336098  4.63426733],-0.331207452635,[ 0.08351862 -0.07454304],-1.50613,"[ 1.16390034  2.50819912 -0.1427672  -0.17375964 -0.96441576 -0.71891663
  0.33493568  0.6149013   2.2295467   0.68878262  0.        ]",[-0.19279125  3.85534877]
3,"[[ -0.24405076   0.3574262   -0.11096588  -0.08360715]
 [ -8.44153906  11.6495512    0.           0.        ]]",[-2.11693621  4.56956768],-0.325338095413,[ 0.08351862 -0.07454304],-1.57517,"[ 1.12740579  2.43256023 -0.3807192   0.55499966 -0.96441534 -0.71891639
  0.31492252  1.08323572  2.20693042  0.57650892  0.        ]",[-0.88520471  3.25331121]
4,"[[ -0.44635722   0.62784158  -0.11096588  -0.08360715]
 [-11.77804406  15.37949502   0.           0.        ]]",[-2.5322659   4.43532753],-0.315183310731,[ 0.08351862 -0.07454304],-0.938554,"[ 1.03268411  2.2398732  -0.66259541  1.4746792  -0.96441493 -0.71891614
  0.20532517  1.54240014  2.14667987  0.47244974  0.        ]",[-4.24146732  7.25891072]
5,"[[ -0.71929228   0.97211174  -0.11096588  -0.08360715]
 [-15.50317054  19.03521505   0.           0.        ]]",[-2.90566826  4.24911547],-0.296172571057,[ 0.08351862 -0.07454304],-1.50752,"[ 0.82512591  1.86850556 -0.99953153  2.39878234 -0.96441451 -0.7189159
  0.08296241  1.99242624  2.02012955  0.33730914  0.        ]",[-1.54229441  3.40739184]
6,"[[ -1.06599842   1.38876169  -0.11096588  -0.08360715]
 [-19.155446    22.61766757   0.           0.        ]]",[-3.11137891  4.01209116],-0.265463030741,[ 0.08351862 -0.07454304],-0.922567,"[ 0.45278904  1.29042953 -1.32052278  3.00819009 -0.9644141  -0.71891566
 -0.03700734  2.43343109  1.79955673  0.20925419  0.        ]",[-2.71458843  6.83043845]
7,"[[ -1.48503523   1.87633857  -0.11096588  -0.08360715]
 [-22.73646759  26.12815755   0.           0.        ]]",[-3.18075681  3.72729135],-0.222732636652,[ 0.08351862 -0.07454304],-0.87944,"[-0.09880295  0.56226719 -1.50006581  2.89283122 -0.96441368 -0.71891542
 -0.15463655  2.86557457  1.47734822  0.16398619  0.        ]",[-2.3792145  4.994937 ]
8,"[[ -1.97498906   2.43342028  -0.11096588  -0.08360715]
 [-26.24725019  29.56851793   0.           0.        ]]",[-2.89754796  3.59325409],-0.174995851172,[ 0.08351862 -0.07454304],-0.869304,"[-0.76260264 -0.13098655 -1.38600069  1.71877094 -0.96441327 -0.71891517
 -0.26995855  3.28908147  1.09055901  0.29338362  0.        ]",[-1.41711222  3.04987381]
9,"[[ -2.53445831   3.05862904  -0.11096588  -0.08360715]
 [-29.68824128  26.94247693   0.           0.        ]]",[-2.57077432  3.60524297],-0.148503248609,[ 0.08351862 -0.07454304],-0.382664,"[-1.35582251 -0.48915567 -0.86850928 -0.47874849 -0.96441285 -0.71891493
 -0.38298803  2.96580456  0.73964271  0.66377128  0.        ]",[-3.56272276  3.98925749]
10,"[[ -3.16206734   3.24161166  -0.11096588  -0.08360715]
 [-33.06104475  -0.95987683   0.           0.        ]]",[-3.37503719  3.14026093],-0.153920843764,[ 0.08351862 -0.07454304],-0.643003,"[-1.60322764 -0.48680073  0.00804105 -1.18619678 -0.96441244 -0.71891469
 -0.49377767 -0.46902001  0.71271732  0.79058946  0.        ]",[-3.29091613  0.63075322]
11,"[[ -3.85644945   3.17117519  -0.11096588  -0.08360715]
 [-36.3660777   -4.38234556   0.           0.        ]]",[-2.9371891   3.25636792],-0.144774706759,[ 0.08351862 -0.07454304],-0.486547,"[-1.26420729 -0.49369201  0.94992054 -0.91411281 -0.96441202 -0.71891444
 -0.60234116 -0.89033114  0.71488608  0.64735521  0.        ]",[-1.19235119  4.92247167]
12,"[[ -4.61627232   3.09472419  -0.11096588  -0.08360715]
 [-39.60538921  -3.06989482   0.           0.        ]]",[-2.10433316  3.21863341],-0.129544550402,[ 0.08351862 -0.07454304],-0.432537,"[-0.35053205 -0.49269358  1.45401929 -0.61819673 -0.96441161 -0.7189142
 -0.70874578 -0.72876605  0.60870035  0.58901981  0.        ]",[-3.51424143  3.29677534]
13,"[[ -5.44023719   3.04816557  -0.11096588  -0.08360715]
 [-42.7805192   -1.66707128   0.           0.        ]]",[-2.07564354  3.13828158],-0.127853174168,[ 0.08351862 -0.07454304],-0.577877,"[ 0.7045356  -0.48776235  1.0850354  -0.43839291 -0.96441119 -0.71891396
 -0.81304213 -0.556076    0.53381468  0.67924958  0.        ]",[-3.71716442  2.85321272]
14,"[[ -6.32707428   3.0242349   -0.11096588  -0.08360715]
 [-45.89282484  -0.81183297   0.           0.        ]]",[-1.84619725  2.75416613],-0.140901312709,[ 0.08351862 -0.07454304],-0.723932,"[ 1.1671429  -0.48395792 -0.08740106 -0.34625557 -0.96441078 -0.71891371
 -0.91527475 -0.45079461  0.5743233   0.80095697  0.        ]",[-1.96315944  3.97037428]
15,"[[ -7.27553969   3.01291834  -0.11096588  -0.08360715]
 [-48.94355406  -0.37204595   0.           0.        ]]",[-2.15880775  2.80989718],-0.153853944214,[ 0.08351862 -0.07454304],-0.815988,"[ 0.54023227 -0.48185932 -1.26422446 -0.30277196 -0.96441036 -0.71891347
 -1.01548463 -0.39665598  0.6922012   0.81932839  0.        ]",[-1.13928682  2.27014353]
