timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.09720516 -0.08156449  0.12910339  0.14445519]
 [ 0.00062867 -0.00333522  0.          0.        ]]",[ 2.64213085  2.0843153 ],-0.190703995877,[-0.00200844 -0.16554359],-1.04423,"[ 1.17614563  2.54641857 -0.15445824 -1.13871156  1.11662122  1.25069995
  0.46027326 -0.37327498  0.39534483 -1.57024051  0.        ]",[ 3.09301028  2.95569211]
1,"[[-0.05751761 -0.04191811  0.12910339  0.14445519]
 [ 3.95496269  3.95478784  0.          0.        ]]",[ 2.16086912  2.04614353],-0.179979352883,[-0.00200844 -0.16554359],-1.01442,"[ 1.18037342  2.55012582 -0.09571633 -0.97995949  1.11662036  1.25069885
  0.61029341  0.14258248  0.40670433 -1.45997207  0.        ]",[ 2.39226652  3.24760091]
2,"[[ 0.06047215  0.07610478  0.12910339  0.14445519]
 [ 7.83112311  7.83457205  0.          0.        ]]",[ 1.24194336  1.92376673],-0.14692836512,[-0.00200844 -0.16554359],-0.883119,"[ 1.18013226  2.54705826  0.0793549  -0.50678469  1.1166195   1.25069774
  0.7573477   0.64823003  0.40297724 -1.12992049  0.        ]",[ 2.99759449  3.19445578]
3,"[[  0.25521797   0.27095253   0.12910339   0.14445519]
 [ 11.63089431  11.63751557   0.           0.        ]]",[-0.20097309  1.66975117],-0.0896296706518,[-0.00200844 -0.16554359],-0.876466,"[ 1.13799047  2.49605539  0.36443817  0.26200416  1.11661864  1.25069664
  0.90150379  1.14386253  0.27626554 -0.60912175  0.        ]",[-0.55531632  1.63992457]
4,"[[  0.46347896   0.54112641   0.12910339   0.14445519]
 [  9.20340343  15.36742397   0.           0.        ]]",[-1.17154431  1.44368505],-0.0205511208588,[-0.00200844 -0.16554359],-0.739201,"[ 1.03719284  2.3345275   0.65335973  1.25480528  1.11661778  1.25069554
  0.80940858  1.62997525 -0.04915932 -0.10947355  0.        ]",[-0.51996023  1.36445082]
5,"[[  0.62508311   0.88515603   0.12910339   0.14445519]
 [  6.96462343  19.02333766   0.           0.        ]]",[-1.24401093  1.30236197],-0.047744365026,[-0.00200844 -0.16554359],-0.797646,"[ 0.92194238  1.99449677  0.8583919   2.29357908  1.11661691  1.25069444
  0.7244728   2.10644217 -0.50407643  0.16002272  0.        ]",[-1.89287754  0.84842246]
6,"[[  0.72330884   1.29556056   0.12910339   0.14445519]
 [  2.87159109  22.00713513   0.           0.        ]]",[-1.21940112  1.13979506],-0.103916339532,[-0.00200844 -0.16554359],-0.908526,"[ 0.83742983  1.44580856  0.97226966  3.04923411  1.11661605  1.25069334
  0.56919003  2.49531027 -0.9570128   0.13386967  0.        ]",[-1.17413541  2.09504936]
7,"[[  0.74048397   1.77106747   0.12910339   0.14445519]
 [ -1.14079216  25.53174209   0.           0.        ]]",[-0.94725132  0.93089634],-0.144684362069,[-0.00200844 -0.16554359],-1.03036,"[ 0.82160412  0.73115614  0.99123768  3.12004184  1.11661519  1.25069224
  0.41696699  2.95465684 -1.2745321  -0.15559148  0.        ]",[-0.693825    1.72229871]
8,"[[  0.690361     2.31636089   0.12910339   0.14445519]
 [ -3.86256456  28.98603212   0.           0.        ]]",[-0.51638734  0.75441629],-0.173999114909,[-0.00200844 -0.16554359],-1.11778,"[  8.66929780e-01   3.23034162e-03   9.35073350e-01   2.13584812e+00
   1.11661433e+00   1.25069114e+00   3.13707516e-01   3.40483306e+00
  -1.40066744e+00  -6.26744187e-01   0.00000000e+00]",[-0.57158791  0.22391556]
9,"[[  0.59118735   2.89921889   0.12910339   0.14445519]
 [ -6.04780677  29.29870368   0.           0.        ]]",[ 0.20018399  0.80045801],-0.195682378611,[-0.00200844 -0.16554359],-1.19748,"[ 0.94864047 -0.44068105  0.81709042  0.15109377  1.11661347  1.25069004
  0.23080308  3.44556757 -1.31409952 -1.15511211  0.        ]",[ 0.43807646  0.82618513]
