timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[  3.60234737e-02  -4.14231186e-02  -1.69098237e-01  -1.09273510e-01]
 [ -3.46333303e-03  -3.39439086e-05   0.00000000e+00   0.00000000e+00]]","[ 1.17674121  2.4192901   0.03832491 -0.9253133  -1.47736202 -0.9421747
  0.26297988 -0.37007887  2.63381746  0.90288951  0.        ]",-0.395312688768,[-0.08482227 -0.25493649],-1.48738,[-1.22768474  2.87551808],[ 0.27847505  3.71719263]
1,"[[  4.69922669e-02  -1.70024824e-03  -1.69098237e-01  -1.09273510e-01]
 [  1.09668438e+00   3.95912751e+00   0.00000000e+00   0.00000000e+00]]","[ 1.17611296  2.42053689  0.05464    -0.77726077 -1.47735911 -0.9421736
  0.31545547  0.15479165  2.63263438  0.95997535  0.        ]",-0.397108511099,[-0.08482227 -0.25493649],-1.44097,[-1.36384428  2.90443873],[-0.89696871  3.44508105]
2,"[[ 0.03309207  0.11643764 -0.16909824 -0.10927351]
 [-2.47480629  7.84171546  0.          0.        ]]","[ 1.17687715  2.41058945  0.03396345 -0.33779572 -1.4773562  -0.9421725
  0.14509923  0.66951055  2.62470674  1.0457807   0.        ]",-0.39922214215,[-0.08482227 -0.25493649],-1.56247,[-1.44625521  2.92026782],[-0.72850921  2.18301782]
3,"[[ -0.04484258   0.31145298  -0.16909824  -0.10927351]
 [ -5.30921771  11.64712247   0.           0.        ]]","[ 1.17624531  2.34989828 -0.08202682  0.37156452 -1.47735329 -0.9421714
  0.00990085  1.17399651  2.60448458  1.08689324  0.        ]",-0.398250830032,[-0.08482227 -0.25493649],-1.58274,[-1.55900133  2.87500262],[-1.05323763  2.21483223]
4,"[[ -0.18967914   0.58182329  -0.16909824  -0.10927351]
 [ -9.16164398  15.37742898   0.           0.        ]]","[ 1.15294023  2.1789889  -0.29597783  1.27791863 -1.47735038 -0.9421703
 -0.17385573  1.66852401  2.55846788  1.0756506   0.        ]",-0.392011972979,[-0.08482227 -0.25493649],-1.63076,[-1.56365037  2.79670334],[-0.93045461  2.1364947 ]
5,"[[ -0.40804195   0.92605404  -0.16909824  -0.10927351]
 [-12.66305309  19.03336776   0.           0.        ]]","[ 1.06461797  1.83481079 -0.60602875  2.20887435 -1.47734747 -0.9421692
 -0.34086913  2.15318836  2.46506663  1.00373669  0.        ]",-0.377429279415,[-0.08482227 -0.25493649],-1.59939,[-1.42639709  2.68311357],[-1.09785415  2.13328936]
6,"[[ -0.6985046    1.34267142  -0.16909824  -0.10927351]
 [-16.37100589  22.61627769   0.           0.        ]]","[ 0.85526457  1.28458785 -0.97263725  2.86069113 -1.47734456 -0.9421681
 -0.51773438  2.62816476  2.29452086  0.89213514  0.        ]",-0.351624171357,[-0.08482227 -0.25493649],-1.6233,[-1.21428788  2.53264499],[-0.35396229  0.76615841]
7,"[[ -1.0367441    1.82093227  -0.16909824  -0.10927351]
 [-17.44935318  25.20114812   0.           0.        ]]","[ 0.50181783  0.58927294 -1.29669426  2.84123862 -1.47734166 -0.942167
 -0.56917003  2.97082381  2.0273085   0.80531385  0.        ]",-0.314497864318,[-0.08482227 -0.25493649],-1.26311,[-1.07598221  2.36069894],[-1.61408002  2.48909429]
8,"[[ -1.42199515   2.3596665   -0.16909824  -0.10927351]
 [-21.06379952  28.6606691    0.           0.        ]]","[ 0.00522823 -0.08891867 -1.4875406   1.85612898 -1.47733875 -0.9421659
 -0.74157497  3.42942432  1.66212727  0.78967221  0.        ]",-0.267988437344,[-0.08482227 -0.25493649],-1.07222,[-0.9539119   2.33594346],[-1.76138318  2.59541633]
9,"[[ -1.87881962   2.96690273  -0.16909824  -0.10927351]
 [-24.60675099  32.05176662   0.           0.        ]]","[-0.61614484 -0.49291205 -1.43392247 -0.12295744 -1.47733584 -0.94216479
 -0.91056939  3.87893953  1.22000449  0.89542853  0.        ]",-0.220119224818,[-0.08482227 -0.25493649],-0.716305,[-0.99633753  2.48547888],[-1.70611504  3.46183087]
