timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.0163353   0.03243841  0.02339024 -0.18488722]
 [ 0.00427066 -0.00279503  0.          0.        ]]",[-7.94248772  5.19401789],-0.262768264926,[ 0.10362571 -0.06869619],-0.514422,"[ 1.1671486   2.49046847 -0.05610524 -0.65246191  0.19867193 -1.5968108
  0.62092468 -0.33811283  1.21663922  1.59687723  0.        ]",[-7.25530878  4.581722  ]
1,"[[-0.0559567   0.07212634  0.02339024 -0.18488722]
 [-3.95322888  3.95838031  0.          0.        ]]",[-7.77375841  5.27652073],-0.259899079717,[ 0.10362571 -0.06869619],-0.610046,"[ 1.16515904  2.48735974 -0.11474572 -0.50348466  0.19867189 -1.59680968
  0.49497326  0.13583578  1.21554603  1.56112618  0.        ]",[-6.62801732  3.95437941]
2,"[[-0.17394258  0.19025045  0.02339024 -0.18488722]
 [-7.83244727  7.84107596  0.          0.        ]]",[-7.51993227  5.28276777],-0.250888792602,[ 0.10362571 -0.06869619],-0.410668,"[ 1.14636972  2.46423385 -0.28823897 -0.06351614  0.19867185 -1.59680855
  0.37151322  0.60039438  1.20522582  1.45525264  0.        ]",[-8.25249408  4.9052878 ]
3,"[[ -0.36874368   0.38525592   0.02339024  -0.18488722]
 [-11.63503302  11.64674662   0.           0.        ]]",[-7.15265226  5.24558115],-0.234633875168,[ 0.10362571 -0.06869619],-0.303762,"[ 1.0739505   2.38150003 -0.56576042  0.63827517  0.19867181 -1.59680742
  0.25049211  1.05573682  1.16545089  1.28588018  0.        ]",[-8.30181953  6.07614764]
4,"[[ -0.6388446    0.65561552   0.02339024  -0.18488722]
 [-15.36272762  15.37669242   0.           0.        ]]",[-6.76621008  5.06421757],-0.209768587854,[ 0.10362571 -0.06869619],-0.415862,"[ 0.89335793  2.18082045 -0.91503647  1.51734286  0.19867176 -1.5968063
  0.13185449  1.50201836  1.06626474  1.07271659  0.        ]",[-7.48456337  5.10580192]
5,"[[ -0.9827657    0.99982648   0.02339024  -0.18488722]
 [-19.01735946  19.03206636   0.           0.        ]]",[-6.60637808  4.81857204],-0.175806832874,[ 0.10362571 -0.06869619],-0.332105,"[ 0.54874617  1.80317328 -1.26422629  2.38843508  0.19867172 -1.59680517
  0.01554216  1.93937651  0.87699549  0.85963512  0.        ]",[-7.93331584  4.8366208 ]
6,"[[ -1.39906392   1.4164085    0.02339024  -0.18488722]
 [-22.60072255  22.61399698   0.           0.        ]]",[-6.35598183  4.59254932],-0.136166133717,[ 0.10362571 -0.06869619],-0.525719,"[ 0.01551729  1.22422286 -1.49120986  2.93999611  0.19867168 -1.59680404
 -0.09850197  2.36794577  0.58413316  0.72121761  0.        ]",[-4.93604394  3.62911682]
7,"[[ -1.88632949e+00   1.90390584e+00   2.33902392e-02  -1.84887217e-01]
 [ -2.61142943e+01   2.61238720e+01   0.00000000e+00   0.00000000e+00]]",[-6.05190992  4.45154428],-0.107268108006,[ 0.10362571 -0.06869619],-0.52766,"[-0.652992    0.50440283 -1.43987583  2.77806596  0.19867164 -1.59680291
 -0.21032491  2.78789156  0.21697087  0.75280794  0.        ]",[-5.837645    2.16125731]
8,"[[ -2.44317582e+00   2.46089635e+00   2.33902392e-02  -1.84887217e-01]
 [ -2.95588505e+01   2.95637243e+01   0.00000000e+00   0.00000000e+00]]",[-5.4734273   4.36481762],-0.122942640744,[ 0.10362571 -0.06869619],-0.521932,"[-1.28583255 -0.16959066 -0.98425643  1.59133795  0.1986716  -1.59680179
 -0.31995136  3.1994564  -0.13060329  1.03134265  0.        ]",[-3.71202797  5.19017519]
9,"[[ -3.06822263e+00   3.08600714e+00   2.33902392e-02  -1.84887217e-01]
 [ -3.29345315e+01   2.68242914e+01   0.00000000e+00   0.00000000e+00]]",[-4.90508747  4.59244633],-0.179991796781,[ 0.10362571 -0.06869619],-0.713594,"[-1.60736376 -0.50096525 -0.14047931 -0.56553808  0.19867156 -1.59680066
 -0.42738578  2.87168362 -0.3072023   1.54697646  0.        ]",[-4.32221687  5.58358603]
10,"[[ -3.76011225e+00   3.26086350e+00   2.33902392e-02  -1.84887217e-01]
 [ -3.62430386e+01  -1.46170844e+00   0.00000000e+00   0.00000000e+00]]",[-5.23840046  4.3236928 ],-0.191576076178,[ 0.10362571 -0.06869619],-0.979694,"[-1.35373096 -0.49264057  0.82686775 -1.22166707  0.19867152 -1.59679953
 -0.5326823  -0.51267294 -0.2652212   1.65477913  0.        ]",[-5.55290073  2.20510096]
11,"[[ -4.51750247e+00   3.18203543e+00   2.33902392e-02  -1.84887217e-01]
 [ -3.94851049e+01  -4.70880606e+00   0.00000000e+00   0.00000000e+00]]",[-4.61762762  4.19130039],-0.1768991807,[ 0.10362571 -0.06869619],-0.655551,"[-0.49091238 -0.50205318  1.42113781 -0.92636638  0.19867148 -1.59679841
 -0.63586424 -0.90118065 -0.33517757  1.51609169  0.        ]",[-4.64556702  4.71365021]
