timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.03357596 -0.00604795 -0.07052944 -0.10736902]
 [ 0.00146017  0.00209752  0.          0.        ]]",[-2.39474106  3.40154958],-0.297569749171,[-0.01321597 -0.21061318],-0.786377,"[ 1.1832576   2.53934263 -0.05725518 -0.83107332 -0.61177036 -0.92304949
  0.44118402 -0.37252255  1.90467562  0.81929484  0.        ]",[-4.27998072  4.84123169]
1,"[[-0.07325299  0.03373687 -0.07052944 -0.10736902]
 [-3.955982    3.96317772  0.          0.        ]]",[-2.47067094  3.43812537],-0.296070950987,[-0.01321597 -0.21061318],-1.0359,"[ 1.18033858  2.53850222 -0.1160993  -0.67241426 -0.61177005 -0.92304886
  0.28766285  0.14472981  1.90308982  0.7848145   0.        ]",[-1.96490992  4.09668488]
2,"[[-0.19129331  0.15195605 -0.07052944 -0.10736902]
 [-7.83513658  7.84578771  0.          0.        ]]",[-2.6054554   3.35596538],-0.291016762541,[-0.01321597 -0.21061318],-1.05979,"[ 1.15890364  2.52191762 -0.28979147 -0.20319337 -0.61176975 -0.92304823
  0.1371787   0.65173513  1.89143661  0.682862    0.        ]",[-2.61773405  3.4414031 ]
3,"[[ -0.38614746   0.34705502  -0.07052944  -0.10736902]
 [-11.63764573  11.65138846   0.           0.        ]]",[-2.77435064  3.14245415],-0.280806895853,[-0.01321597 -0.21061318],-1.23611,"[ 1.08259505  2.44911981 -0.56678925  0.54968037 -0.61176944 -0.92304761
 -0.01033213  1.14868378  1.84994232  0.52023321  0.        ]",[-2.66659678  1.21491251]
4,"[[ -0.65629973   0.61750692  -0.07052944  -0.10736902]
 [-15.36524777  15.38128324   0.           0.        ]]",[-2.69916034  2.82206368],-0.263061434698,[-0.01321597 -0.21061318],-1.02286,"[ 0.89784427  2.25986001 -0.91370489  1.50244564 -0.61176913 -0.92304698
 -0.1549371   1.63574516  1.7494722   0.31654726  0.        ]",[-3.51786958  2.4137601 ]
5,"[[ -1.00027021   0.96180932  -0.07052944  -0.10736902]
 [-19.01977506  19.03662098   0.           0.        ]]",[-2.26170135  2.49139905],-0.235223718465,[-0.01321597 -0.21061318],-1.25196,"[ 0.55044307  1.89166965 -1.25744195  2.46457589 -0.61176882 -0.92304636
 -0.29670726  2.1130683   1.5605431   0.11475937  0.        ]",[ 0.58552962  2.75865784]
6,"[[ -1.3536669    1.37846824  -0.07052944  -0.10736902]
 [-16.32867509  22.61740275   0.           0.        ]]",[-2.334162    2.24346137],-0.202420073606,[-0.01321597 -0.21061318],-0.897308,"[ 0.10321236  1.31523322 -1.45781099  3.10805403 -0.61176851 -0.92304573
 -0.19231116  2.58065204  1.31764666  0.05767576  0.        ]",[-1.48287423  2.57258151]
7,"[[ -1.71672366   1.86604465  -0.07052944  -0.10736902]
 [-19.96504264  26.12838245   0.           0.        ]]",[-2.38166094  2.19258189],-0.166621243235,[-0.01321597 -0.21061318],-0.650714,"[-0.39387289  0.58559889 -1.47689771  3.00899943 -0.61176821 -0.9230451
 -0.33337693  3.03911568  1.03839883  0.16556341  0.        ]",[-3.43943645  1.37788546]
8,"[[ -2.15179364   2.42313554  -0.07052944  -0.10736902]
 [-23.53013749  29.56918876   0.           0.        ]]",[-2.38576293  2.49570751],-0.132770620808,[-0.01321597 -0.21061318],-0.643207,"[-0.9496577  -0.11334807 -1.24896952  1.81839486 -0.6117679  -0.92304448
 -0.47167778  3.48840908  0.71514035  0.41413052  0.        ]",[-1.55627467  2.03923935]
9,"[[ -2.65745703   3.04836029  -0.07052944  -0.10736902]
 [-27.02465778  26.98598672   0.           0.        ]]",[-2.25226927  2.85348678],-0.132531102102,[-0.01321597 -0.21061318],-0.405412,"[-1.41282881 -0.48084954 -0.69870903 -0.4356305  -0.61176759 -0.92304385
 -0.60724077  3.15107603  0.43121607  0.84620434  0.        ]",[-3.33291406  3.49737557]
