timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.01139887 -0.07640795 -0.07212498 -0.0759245 ]
 [-0.00303933  0.00284784  0.          0.        ]]",[-2.48472571  4.23025036],-0.28912783519,[ 0.09020266 -0.07729878],-1.1119,"[ 1.16798531  2.5173302  -0.04099067 -1.0879753  -0.62658493 -0.65295961
  0.59746941 -0.34767566  1.93606396  0.5156785   0.        ]",[-2.41293845  3.57334712]
1,"[[-0.05116501 -0.03660829 -0.07212498 -0.0759245 ]
 [-3.96039256  3.96391308  0.          0.        ]]",[-2.24535084  4.41132402],-0.288138434999,[ 0.09020266 -0.07729878],-0.935239,"[ 1.16626014  2.5207176  -0.09992269 -0.93509856 -0.62658474 -0.65295941
  0.46828129  0.13686901  1.93512014  0.47999279  0.        ]",[-3.32351692  5.77989826]
2,"[[-0.16929256  0.08162555 -0.07212498 -0.0759245 ]
 [-7.83944591  7.84652247  0.          0.        ]]",[-1.94381118  4.49543095],-0.284601571348,[ 0.09020266 -0.07729878],-1.016,"[ 1.14825068  2.51670071 -0.27391657 -0.48056884 -0.62658455 -0.65295921
  0.3416493   0.61181637  1.92525998  0.37459567  0.        ]",[-3.50977109  4.54205247]
3,"[[ -0.36423169   0.27673943  -0.07212498  -0.0759245 ]
 [-11.64182944  11.65214908   0.           0.        ]]",[-1.73275208  4.50262403],-0.276850986461,[ 0.09020266 -0.07729878],-1.09274,"[ 1.07710507  2.46431027 -0.55230475  0.25694982 -0.62658436 -0.652959
  0.2175202   1.07734641  1.8862914   0.20596591  0.        ]",[-2.65762688  4.7849908 ]
4,"[[ -0.63446612   0.54720707  -0.07212498  -0.0759245 ]
 [-15.3692747   15.38210286   0.           0.        ]]",[-1.88644254  4.42224169],-0.262341353772,[ 0.09020266 -0.07729878],-1.17181,"[ 0.89821129  2.30139381 -0.90300795  1.20761389 -0.62658417 -0.6529588
  0.09583748  1.53361899  1.78829053 -0.00645569  0.        ]",[-2.116792    4.82439134]
5,"[[ -0.97851534   0.8915267   -0.07212498  -0.0759245 ]
 [-19.02361999  19.03752679   0.           0.        ]]",[-2.28968787  4.19099474],-0.238115018709,[ 0.09020266 -0.07729878],-1.30608,"[ 0.55551898  1.96075542 -1.25431242  2.19922915 -0.62658398 -0.6529586
 -0.02345889  1.98077343  1.6005444  -0.21920698  0.        ]",[ 0.02313046  5.40362118]
6,"[[ -1.35431666   1.30820899  -0.07212498  -0.0759245 ]
 [-18.55802411  22.61873612   0.           0.        ]]",[-3.14019394  3.74108195],-0.205246081374,[ 0.09020266 -0.07729878],-0.801192,"[ 0.07925056  1.40451807 -1.47226683  2.92136716 -0.62658379 -0.65295839
 -0.00825947  2.41884767  1.34184819 -0.31104961  0.        ]",[-4.01078297  4.21880115]
7,"[[ -1.76152171   1.79580877  -0.07212498  -0.0759245 ]
 [-22.15068518  26.12936906   0.           0.        ]]",[-3.16730428  3.49437857],-0.164149549061,[ 0.09020266 -0.07729878],-0.792678,"[-0.48146854  0.67618962 -1.47998719  2.95625702 -0.6265836  -0.65295819
 -0.12554219  2.84828603  1.03503016 -0.23622945  0.        ]",[-1.71234889  5.33627385]
8,"[[ -2.23987525   2.35291524  -0.07212498  -0.0759245 ]
 [-25.67299426  29.56975464   0.           0.        ]]",[-2.90480828  3.38531089],-0.119806800631,[ 0.09020266 -0.07729878],-0.512648,"[-1.07869645 -0.05058026 -1.1871749   1.93523841 -0.62658341 -0.65295799
 -0.24052825  3.26912794  0.70295317  0.01896709  0.        ]",[-2.80192156  4.43280423]
9,"[[ -2.78797449   2.9781473   -0.07212498  -0.0759245 ]
 [-29.12522832  32.9424155    0.           0.        ]]",[-2.27364182  3.75090528],-0.106337261927,[ 0.09020266 -0.07729878],-0.467582,"[-1.51946518 -0.47591243 -0.53756681 -0.16821545 -0.62658322 -0.65295779
 -0.3532267   3.6816811   0.45170931  0.4882445   0.        ]",[-2.49652991  3.87562737]
10,"[[ -3.40443625   3.27037889  -0.07212498  -0.0759245 ]
 [-32.50940466   0.36662369   0.           0.        ]]",[-3.27291226  2.96788192],-0.122893706917,[ 0.09020266 -0.07729878],-0.492545,"[-1.55763782 -0.48352603  0.36118362 -1.28841838 -0.62658303 -0.65295758
 -0.46370339 -0.30318123  0.44004048  0.72980528  0.        ]",[-2.51793565  3.09708569]
11,"[[ -4.08789624   3.20242792  -0.07212498  -0.0759245 ]
 [-35.82546192  -4.88036837   0.           0.        ]]",[-2.97688699  3.09718585],-0.110425252407,[ 0.09020266 -0.07729878],-0.63731,"[-1.02935918 -0.49323033  1.17884056 -1.02819911 -0.62658284 -0.65295738
 -0.57195629 -0.94502389  0.43094151  0.57870508  0.        ]",[-1.5822379   1.36752256]
12,"[[ -4.83701469   3.11403925  -0.07212498  -0.0759245 ]
 [-39.07551526  -3.64330275   0.           0.        ]]",[-2.41307354  2.95219469],-0.0950088939568,[ 0.09020266 -0.07729878],-0.484915,"[-0.04622589 -0.49544872  1.44720126 -0.68827905 -0.62658265 -0.65295718
 -0.67805446 -0.79369844  0.31201529  0.52711607  0.        ]",[-2.55304722  4.76958772]
13,"[[ -5.65048731   3.05815605  -0.07212498  -0.0759245 ]
 [-42.26112929  -2.02185848   0.           0.        ]]",[-1.92207742  2.44638729],-0.0974780231906,[ 0.09020266 -0.07729878],-0.494254,"[ 0.8996648  -0.49077224  0.85271912 -0.47362582 -0.62658246 -0.65295697
 -0.78204894 -0.5953536   0.24363659  0.62805745  0.        ]",[-4.15827073  2.77282466]
14,"[[ -6.52703964   3.0289758   -0.07212498  -0.0759245 ]
 [-45.38370414  -0.99543075   0.           0.        ]]",[-1.46192789  2.15929937],-0.111803346613,[ 0.09020266 -0.07729878],-0.726406,"[ 1.12704961 -0.48646313 -0.38209851 -0.36189692 -0.62658227 -0.65295677
 -0.88398545 -0.46979475  0.29790616  0.74083085  0.        ]",[-0.93287739  0.4812498 ]
15,"[[ -7.46275723   3.01450628  -0.07212498  -0.0759245 ]
 [-48.17874529  -0.4972075    0.           0.        ]]",[-1.87589633  2.60513473],-0.121201298167,[ 0.09020266 -0.07729878],-0.602191,"[ 0.31017104 -0.48385261 -1.39483948 -0.30662486 -0.62658208 -0.65295657
 -0.97522951 -0.40884901  0.41535455  0.73621368  0.        ]",[-2.15364882  3.06583775]
