timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.04984157  0.02867421 -0.18297162  0.12964492]
 [-0.00413314 -0.00187802  0.          0.        ]]",[ 1.64932001  2.15922451],-0.416012603193,[-0.03248169 -0.23468512],-1.88314,"[ 1.14496187  2.18401075 -0.11664395 -0.59095803 -1.57841202  1.11789211
  0.02199558 -0.35485026  2.65285764 -1.1857309   0.        ]",[ 0.75028075  2.96090491]
1,"[[-0.02015981  0.06835328 -0.18297162  0.12964492]
 [ 2.96243886  3.95659585  0.          0.        ]]",[ 1.60873353  2.14540553],-0.412648542759,[-0.03248169 -0.23468512],-1.82633,"[ 1.14638262  2.18133632 -0.0719479  -0.46225915 -1.57840532  1.11788905
  0.20719296  0.1779522   2.65283838 -1.09897319  0.        ]",[-0.1780648   2.18613949]
2,"[[ 0.03141873  0.18643004 -0.18297162  0.12964492]
 [ 2.197978    7.8381426   0.          0.        ]]",[ 1.60699618  2.1342535 ],-0.40361531211,[-0.03248169 -0.23468512],-2.05099,"[ 1.14598136  2.16060135  0.00576181 -0.08213117 -1.57839861  1.11788599
  0.15946882  0.7004      2.63455956 -0.90533224  0.        ]",[ 3.56748778  1.00896977]
3,"[[  0.11462019   0.38134861  -0.18297162   0.12964492]
 [  6.10923365  11.64104331   0.           0.        ]]",[ 1.41363883  2.05151987],-0.384742997809,[-0.03248169 -0.23468512],-1.76667,"[ 1.13765867  2.08525626  0.13076124  0.52457133 -1.57839191  1.11788293
  0.40364133  1.21226012  2.55236141 -0.60330866  0.        ]",[ 1.50354722  2.24074704]
4,"[[  0.27527823   0.65156976  -0.18297162   0.12964492]
 [  9.94402484  15.36863844   0.           0.        ]]",[ 1.19163179  1.9388051 ],-0.345553326344,[-0.03248169 -0.23468512],-1.51697,"[ 1.09503297  1.9013964   0.36800301  1.28534071 -1.5783852   1.11787987
  0.64304001  1.7139794   2.3055605  -0.18245864  0.        ]",[-0.4331836   1.00759103]
5,"[[  0.45499518   0.99562128  -0.18297162   0.12964492]
 [  8.03420222  19.02431508   0.           0.        ]]",[ 1.14181936  1.83881831],-0.286950889444,[-0.03248169 -0.23468512],-1.34955,"[ 1.00716761  1.55429885  0.62061102  2.0409015  -1.5783785   1.11787681
  0.52381199  2.20600988  1.87303876  0.12890216  0.        ]",[ 1.15201975  2.35515879]
6,"[[  0.65380625   1.41204291  -0.18297162   0.12964492]
 [ 11.83475467  22.60590638   0.           0.        ]]",[ 1.05396724  1.67433405],-0.211948046946,[-0.03248169 -0.23468512],-1.2532,"[ 0.86391132  1.02099103  0.87489223  2.52257518 -1.5783718   1.11787375
  0.76107322  2.68805521  1.31916127  0.16546076  0.        ]",[ 3.20898427  0.46151564]
7,"[[  0.92790603   1.87799174  -0.18297162   0.12964492]
 [ 15.56312022  23.98437798   0.           0.        ]]",[ 0.93635786  1.51401997],-0.139705996764,[-0.03248169 -0.23468512],-0.94878,"[ 0.5975742   0.38461622  1.16443194  2.41136215 -1.57836509  1.11787069
  0.99382712  2.87355989  0.80077376 -0.17323183  0.        ]",[ 2.043815    2.01336378]
8,"[[  1.27584745   2.39262941  -0.18297162   0.12964492]
 [ 19.21899816  27.46782197   0.           0.        ]]",[ 0.96297646  1.46047139],-0.147136517237,[-0.03248169 -0.23468512],-0.975017,"[ 0.17417917 -0.20965538  1.40017078  1.52705268 -1.57835839  1.11786763
  1.22205442  3.34236459  0.6394407  -0.79508565  0.        ]",[-0.34787122  1.04707872]
9,"[[  1.64263531   2.97624929  -0.18297162   0.12964492]
 [ 17.4649752   30.88291556   0.           0.        ]]",[ 1.16324627  1.56361222],-0.216416454241,[-0.03248169 -0.23468512],-1.26985,"[-0.32276735 -0.56063687  1.46134781 -0.14957504 -1.57835169  1.11786457
  1.11255042  3.80194198  0.99385947 -1.2059378   0.        ]",[ 0.40625078  1.89736577]
10,"[[  2.00459109   3.25119139  -0.18297162   0.12964492]
 [ 18.72643614   0.40792015   0.           0.        ]]",[ 0.53211176  1.28306437],-0.239092031543,[-0.03248169 -0.23468512],-1.36026,"[-0.80061747 -0.57119192  1.32566399 -1.03928202 -1.57834498  1.11786151
  1.19129797 -0.29972211  1.23978085 -1.14676618  0.        ]",[ 0.04319236  1.58540049]
11,"[[  2.37711327   3.18863114  -0.18297162   0.12964492]
 [ 18.52654782  -4.52873244   0.           0.        ]]",[ 0.30502629  1.20831108],-0.234852434018,[-0.03248169 -0.23468512],-1.34236,"[-1.21387169 -0.57795427  1.00136976 -0.83677384 -1.57833828  1.11785845
  1.17881583 -0.9641503   1.20120749 -1.14888096  0.        ]",[-0.40873008  0.33851198]
12,"[[  2.72772805   3.10555694  -0.18297162   0.12964492]
 [ 16.54154918  -3.50801308   0.           0.        ]]",[ 0.21327853  1.19534111],-0.234774438848,[-0.03248169 -0.23468512],-1.35063,"[-1.47960976 -0.57858475  0.56437482 -0.56707395 -1.57833158  1.11785539
  1.05489284 -0.82676865  1.17595526 -1.18816167  0.        ]",[ 0.37000177  1.46814114]
13,"[[  3.06997236   3.05291477  -0.18297162   0.12964492]
 [ 17.67908427  -1.86621736   0.           0.        ]]",[ 0.089118    1.18305981],-0.237508294625,[-0.03248169 -0.23468512],-1.16557,"[-1.59183754 -0.57405072  0.06623219 -0.39647155 -1.57832487  1.11785233
  1.12590421 -0.60579613  1.18573949 -1.21115603  0.        ]",[-1.80613886  1.92415749]
14,"[[  3.3803179    3.02626531  -0.18297162   0.12964492]
 [ 13.36982924  -0.89914219   0.           0.        ]]",[ 0.07940006  1.2194519 ],-0.239894531431,[-0.03248169 -0.23468512],-1.21743,"[-1.55646438 -0.57029969 -0.39790401 -0.31038011 -1.57831817  1.11784928
  0.85688267 -0.47563537  1.2087826  -1.20874472  0.        ]",[-1.77511638  0.70085393]
15,"[[ 3.60533418  3.01345344 -0.18297162  0.12964492]
 [ 9.14587396 -0.43128292  0.          0.        ]]",[ 0.10452181  1.25852871],-0.240941957929,[-0.03248169 -0.23468512],-1.32273,"[-1.45054205 -0.56814869 -0.71559171 -0.26908173 -1.57831147  1.11784622
  0.593187   -0.41266486  1.22648292 -1.19552933  0.        ]",[-0.42089257  0.93874695]
16,"[[ 3.76971526  3.00772042 -0.18297162  0.12964492]
 [ 7.29839026 -0.17837911  0.          0.        ]]",[ 0.10567036  1.28060746],-0.241079035857,[-0.03248169 -0.23468512],-1.26505,"[-1.33365551 -0.56711277 -0.92704121 -0.25062308 -1.57830476  1.11784316
  0.47785078 -0.37862557  1.23741099 -1.17977456  0.        ]",[-0.75270584  1.79274597]
17,"[[ 3.88433235  3.00542622 -0.18297162  0.12964492]
 [ 4.1737312  -0.06845769  0.          0.        ]]",[ 0.14573801  1.30774093],-0.24080062827,[-0.03248169 -0.23468512],-1.36806,"[-1.23423546 -0.56668507 -1.06066657 -0.24324023 -1.57829806  1.1178401
  0.28278266 -0.36383054  1.24318145 -1.16617174  0.        ]",[ 0.29723137  1.37086159]
18,"[[ 3.97878546  3.0045461  -0.18297162  0.12964492]
 [ 5.26793287 -0.02624955  0.          0.        ]]",[ 0.11065605  1.30673027],-0.240327146949,[-0.03248169 -0.23468512],-1.5001,"[-1.14228224 -0.56651852 -1.16080379 -0.24040835 -1.57829136  1.11783704
  0.35109161 -0.35814917  1.24647172 -1.1536698   0.        ]",[ 1.09906813 -0.32150494]
19,"[[ 4.12282202  2.99125504 -0.18297162  0.12964492]
 [ 9.12287397 -1.29862273  0.          0.        ]]",[-0.00552548  1.28937447],-0.240655349361,[-0.03248169 -0.23468512],-1.1847,"[-0.9866038  -0.56388731 -1.2940256  -0.19769067 -1.57828466  1.11783398
  0.59174932 -0.52939978  1.25665177 -1.14119825  0.        ]",[-1.77786846  1.63623274]
20,"[[ 4.2637444   3.00526619 -0.18297162  0.12964492]
 [ 4.98312976  1.90450002  0.          0.        ]]",[ 0.12811026  1.33963287],-0.237758921681,[-0.03248169 -0.23468512],-1.24705,"[-0.81898867 -0.56665231 -1.39927872 -0.24272452 -1.57827795  1.11783092
  0.33331012 -0.09828412  1.24791181 -1.11264179  0.        ]",[-0.96183698  1.73538973]
21,"[[ 4.32420737  3.01888883 -0.18297162  0.12964492]
 [ 1.07620752 -0.02031053  0.          0.        ]]",[ 0.19511622  1.36567283],-0.235498421359,[-0.03248169 -0.23468512],-1.32072,"[-0.74325505 -0.5690829  -1.43628548 -0.28659277 -1.57827125  1.11782786
  0.08940576 -0.35734855  1.23687154 -1.09761714  0.        ]",[-0.40080375  1.04559144]
22,"[[ 4.32959572  3.01479157 -0.18297162  0.12964492]
 [-0.5320079  -0.27285634  0.          0.        ]]",[ 0.23202693  1.37695122],-0.235957087777,[-0.03248169 -0.23468512],-1.30964,"[-0.73640837 -0.56837741 -1.43933304 -0.27338996 -1.57826455  1.1178248
 -0.01099321 -0.39133879  1.24005515 -1.09898873  0.        ]",[-0.4525775   1.27217369]
23,"[[ 4.30108268  3.00992982 -0.18297162  0.12964492]
 [-2.31335856 -0.19816678  0.          0.        ]]",[ 0.27739698  1.38771796],-0.236832496699,[-0.03248169 -0.23468512],-1.38726,"[-0.77245596 -0.5675106  -1.42271423 -0.25773277 -1.57825785  1.11782174
 -0.12220082 -0.38128559  1.24414264 -1.10513133  0.        ]",[ 0.45426357  1.18947733]
24,"[[ 4.2733206   3.00690478 -0.18297162  0.12964492]
 [-0.46899666 -0.10896711  0.          0.        ]]",[ 0.2314066   1.37194157],-0.237474550459,[-0.03248169 -0.23468512],-1.39558,"[-0.80712611 -0.56695457 -1.4054542  -0.24799557 -1.57825115  1.11781868
 -0.00705919 -0.36927944  1.2466666  -1.11046327  0.        ]",[ 0.63224371  1.34181659]
