timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.00307694 -0.01120053 -0.03424977  0.13475477]
 [ 0.00235978  0.00467649  0.          0.        ]]",[ 1.64254034  2.69426847],-0.279236529381,[-0.02545116 -0.22110152],-1.35684,"[  1.18639493e+00   2.49974769e+00  -8.16857912e-04  -8.36102038e-01
  -2.99611515e-01   1.16520130e+00   3.79049029e-01  -3.71513454e-01
   1.62932649e+00  -1.22237565e+00   0.00000000e+00]",[ 1.0091882   2.01322401]
1,"[[ 0.04279872  0.02860446 -0.03424977  0.13475477]
 [ 3.95665846  3.96263734  0.          0.        ]]",[ 1.41637278  2.63799882],-0.272975535228,[-0.02545116 -0.22110152],-1.24904,"[ 1.18514094  2.49922094  0.05822527 -0.68056566 -0.29961137  1.16520009
  0.5440711   0.14795958  1.62657719 -1.11228445  0.        ]",[ 3.02901055  3.59458953]
2,"[[ 0.16082236  0.14678271 -0.03424977  0.13475477]
 [ 7.8328267   7.84225783  0.          0.        ]]",[ 1.0831728   2.45637774],-0.252681311635,[-0.02545116 -0.22110152],-1.29442,"[ 1.16865412  2.48372001  0.23270233 -0.22078448 -0.29961123  1.16519888
  0.70583249  0.6571505   1.581119   -0.79005406  0.        ]",[ 0.28239796  1.01549909]
3,"[[  0.32712053   0.34179362  -0.03424977   0.13475477]
 [  8.79386811  11.6461463    0.           0.        ]]",[ 0.6590696   2.16739464],-0.217976088739,[-0.02545116 -0.22110152],-1.16729,"[ 1.11347647  2.4131808   0.47236903  0.51749245 -0.29961108  1.16519766
  0.74593856  1.15640111  1.41251468 -0.34792964  0.        ]",[ 0.99517646  1.81395805]
4,"[[  0.54074729   0.61211519  -0.03424977   0.13475477]
 [ 12.55651037  15.37356223   0.           0.        ]]",[ 0.13341159  1.77825117],-0.165533647235,[-0.02545116 -0.22110152],-0.959526,"[ 0.99019849  2.22787216  0.76001967  1.45311895 -0.29961094  1.16519645
  0.90296205  1.64561331  1.03418242  0.09966807  0.        ]",[ 0.93868242  2.21742099]
5,"[[  0.82665509   0.95624338  -0.03424977   0.13475477]
 [ 16.02314125  19.02702789   0.           0.        ]]",[ 0.14672628  1.5287118 ],-0.0914461993649,[-0.02545116 -0.22110152],-0.696938,"[ 0.7426957   1.86565087  1.08846075  2.40049865 -0.2996108   1.16519524
  1.04763203  2.12511685  0.39279392  0.35173782  0.        ]",[-1.34176974  2.1357394 ]
6,"[[  1.10426608   1.37273577  -0.03424977   0.13475477]
 [ 11.75228473  22.61026089   0.           0.        ]]",[ 0.32132751  1.31800938],-0.0235789511718,[-0.02545116 -0.22110152],-0.730209,"[ 0.42978301  1.29676678  1.3225904   3.0391004  -0.29961065  1.16519403
  0.86939812  2.59539811 -0.25152543  0.14426792  0.        ]",[ 1.24856898  2.13405488]
7,"[[  1.37673039   1.86016344  -0.03424977   0.13475477]
 [ 15.48221851  26.1208045    0.           0.        ]]",[ 0.37920946  1.3728745 ],-0.0731445723441,[-0.02545116 -0.22110152],-0.869188,"[ 0.07645555  0.57468129  1.45357369  2.95301623 -0.29961051  1.16519282
  1.02505642  3.05613283 -0.61484998 -0.45783956  0.        ]",[ 0.27125413  1.51586348]
8,"[[  1.69413218   2.41710866  -0.03424977   0.13475477]
 [ 16.25531872  29.56230085   0.           0.        ]]",[ 0.52641922  1.66209996],-0.132496333357,[-0.02545116 -0.22110152],-0.96587,"[-0.35791352 -0.1195188   1.47018834  1.79756624 -0.29961036  1.16519161
  1.05731879  3.50779699 -0.49751556 -1.14343125  0.        ]",[ 0.63479842  0.99373277]
9,"[[  2.04126831   3.04195552  -0.03424977   0.13475477]
 [ 18.45006373  26.9888403    0.           0.        ]]",[ 0.71674949  2.05623865],-0.150912430175,[-0.02545116 -0.22110152],-1.01069,"[-0.81209828 -0.48826262  1.31993841 -0.40361537 -0.29961022  1.1651904
  1.14890967  3.17002525  0.01865198 -1.33328749  0.        ]",[ 0.65465499  2.43494029]
10,"[[  2.43259636   3.22969945  -0.03424977   0.13475477]
 [ 20.67559786  -0.654294     0.           0.        ]]",[-0.09889269  1.56774235],-0.14118110689,[-0.02545116 -0.22110152],-1.02654,"[-1.23248842 -0.48988109  0.96266673 -1.13619394 -0.29961008  1.16518918
  1.24178522 -0.45800971  0.16667368 -1.19827192  0.        ]",[ 0.95687638  1.48395249]
11,"[[  2.88001152   3.16505316  -0.03424977   0.13475477]
 [ 24.05473335  -4.13654849   0.           0.        ]]",[-0.39314419  1.45804214],-0.141751243282,[-0.02545116 -0.22110152],-0.932812,"[-1.5170936  -0.49527827  0.37911939 -0.8840043  -0.29960993  1.16518797
  1.38280294 -0.91503914  0.13704579 -1.21548459  0.        ]",[-0.36785171  1.76486583]
12,"[[  3.34171583   3.09202713  -0.03424977   0.13475477]
 [ 22.12214094  -2.95734111   0.           0.        ]]",[-0.61616194  1.47403312],-0.145236995051,[-0.02545116 -0.22110152],-0.903094,"[-1.53642548 -0.49385074 -0.30097732 -0.59871927 -0.29960979  1.16518676
  1.30214967 -0.76027296  0.13985544 -1.24620249  0.        ]",[-0.85191779  1.87946905]
13,"[[  3.74592261   3.04700874  -0.03424977   0.13475477]
 [ 18.31123425  -1.61747194   0.           0.        ]]",[-0.76042104  1.49881077],-0.146016699515,[-0.02545116 -0.22110152],-0.905472,"[-1.32030883 -0.48899536 -0.85026167 -0.42326693 -0.29960964  1.16518555
  1.14311026 -0.58442079  0.16218192 -1.24461274  0.        ]",[-1.40600772  1.15188295]
14,"[[  4.06878554   3.02374855  -0.03424977   0.13475477]
 [ 13.9894602   -0.79054521   0.           0.        ]]",[-0.71258473  1.48722887],-0.144139308238,[-0.02545116 -0.22110152],-0.950981,"[-1.01392624 -0.48530185 -1.1948122  -0.33288443 -0.2996095   1.16518434
  0.96275152 -0.47589008  0.17837288 -1.22058251  0.        ]",[-0.31174639  1.90262707]
15,"[[  4.33341213   3.01271729  -0.03424977   0.13475477]
 [ 12.47823425  -0.36307901   0.           0.        ]]",[-0.6120559   1.42017603],-0.140997065819,[-0.02545116 -0.22110152],-0.872639,"[-0.69749103 -0.4832686  -1.38677435 -0.29010392 -0.29960936  1.16518313
  0.89968374 -0.4197868   0.18289985 -1.18948816  0.        ]",[-1.69293219  1.78938411]
16,"[[ 4.54077355  3.00774429 -0.03424977  0.13475477]
 [ 8.27192439 -0.16029997  0.          0.        ]]",[-0.4262982   1.37026429],-0.137865609587,[-0.02545116 -0.22110152],-1.00354,"[-0.42356956 -0.48229273 -1.47043392 -0.27083763 -0.29960921  1.16518191
  0.72414389 -0.39317273  0.1791939  -1.16204894  0.        ]",[ 0.07032925 -0.01650203]
17,"[[ 4.7073628   3.00390276 -0.03424977  0.13475477]
 [ 8.38661896 -0.22306933  0.          0.        ]]",[-0.38369828  1.30958438],-0.135215959925,[-0.02545116 -0.22110152],-0.996203,"[-0.19564328 -0.48151369 -1.49225502 -0.25596362 -0.29960907  1.1651807
  0.72892988 -0.40141074  0.17273173 -1.14032682  0.        ]",[ 0.24834429  0.78182317]
18,"[[ 4.88329493  3.00206203 -0.03424977  0.13475477]
 [ 9.20386867 -0.0145595   0.          0.        ]]",[-0.3632226   1.24547696],-0.132295213197,[-0.02545116 -0.22110152],-0.992111,"[ 0.04514493 -0.48113251 -1.47060954 -0.24883927 -0.29960892  1.16517949
  0.76303514 -0.37404452  0.1609451  -1.11849221  0.        ]",[ 0.29476759  1.05017797]
19,"[[  5.07725382   3.00246904  -0.03424977   0.13475477]
 [ 10.18873731   0.03547462   0.           0.        ]]",[-0.34306026  1.18032134],-0.129171295047,[-0.02545116 -0.22110152],-0.951216,"[ 0.3019487  -0.48121691 -1.39439167 -0.25041427 -0.29960878  1.16517828
  0.8041355  -0.36747757  0.14224527 -1.09778734  0.        ]",[-0.60904641  0.1107185 ]
20,"[[ 5.25481053  3.00219169 -0.03424977  0.13475477]
 [ 7.57564237 -0.03707609  0.          0.        ]]",[-0.20238838  1.1375792 ],-0.126640396431,[-0.02545116 -0.22110152],-0.999042,"[ 0.52112944 -0.48115898 -1.27884366 -0.24934078 -0.29960864  1.16517707
  0.69508428 -0.37699936  0.12288538 -1.08265644  0.        ]",[ 0.87116623  1.05223535]
21,"[[  5.43942565   3.00239931  -0.03424977   0.13475477]
 [ 10.87487377   0.03306644   0.           0.        ]]",[-0.29238331  1.07840216],-0.124440242452,[-0.02545116 -0.22110152],-0.968174,"[ 0.72526413 -0.4812019  -1.11630619 -0.25014417 -0.29960849  1.16517586
  0.83276859 -0.36779326  0.1004031  -1.071532    0.        ]",[-0.23992025  1.47905243]
22,"[[ 5.64523232  3.00306592 -0.03424977  0.13475477]
 [ 9.70967648  0.0293655   0.          0.        ]]",[-0.22509597  1.04244423],-0.122659980051,[-0.02545116 -0.22110152],-0.966675,"[ 0.91593738 -0.48133983 -0.89090231 -0.25272397 -0.29960835  1.16517465
  0.78414152 -0.36827881  0.07343558 -1.06540191  0.        ]",[-0.30914594  1.02349767]
23,"[[ 5.8252165   3.00352863 -0.03424977  0.13475477]
 [ 8.29346086  0.01714553  0.          0.        ]]",[-0.17350678  1.02845645],-0.121750383033,[-0.02545116 -0.22110152],-0.955593,"[ 1.04469867 -0.48143511 -0.66277746 -0.25451479 -0.2996082   1.16517343
  0.72503889 -0.36988244  0.04953476 -1.06534055  0.        ]",[-0.5833344   1.10157454]
24,"[[ 5.96626557  3.00377907 -0.03424977  0.13475477]
 [ 5.81968979  0.00864801  0.          0.        ]]",[-0.09778966  1.03053999],-0.12148209909,[-0.02545116 -0.22110152],-0.989209,"[ 1.1179202  -0.48148642 -0.46876052 -0.25548406 -0.29960806  1.16517222
  0.62180198 -0.37099752  0.03111266 -1.06869287  0.        ]",[ 0.42866262  2.44588292]
25,"[[  6.09853198e+00   3.00390087e+00  -3.42497666e-02   1.34754771e-01]
 [  7.40167986e+00   4.04934684e-03   0.00000000e+00   0.00000000e+00]]",[-0.17635371  1.02232039],-0.121587402812,[-0.02545116 -0.22110152],-0.928075,"[ 1.16302367 -0.48151121 -0.27838728 -0.25595539 -0.29960792  1.16517101
  0.68782188 -0.37160089  0.01442357 -1.07444261  0.        ]",[-0.20920367 -0.19476892]
26,"[[ 6.23678449  2.99624258 -0.03424977  0.13475477]
 [ 6.42681868 -0.76730655  0.          0.        ]]",[-0.15410149  1.02097964],-0.12128440785,[-0.02545116 -0.22110152],-0.96555,"[  1.18491972e+00  -4.79893087e-01  -7.43553264e-02  -2.26327182e-01
  -2.99607771e-01   1.16516980e+00   6.47138104e-01  -4.72838123e-01
  -9.55606443e-04  -1.07584253e+00   0.00000000e+00]",[ 0.11933671  1.23721841]
27,"[[ 6.36878627  3.01002877 -0.03424977  0.13475477]
 [ 6.77216358  1.06161114  0.          0.        ]]",[-0.20153427  1.05559683],-0.122399378527,[-0.02545116 -0.22110152],-0.944502,"[ 1.18136346 -0.48274259  0.12173525 -0.2796853  -0.29960763  1.16516859
  0.66154979 -0.23279954 -0.01665344 -1.08954535  0.        ]",[-0.2118988   0.44417004]
28,"[[ 6.49446612  3.01562125 -0.03424977  0.13475477]
 [ 5.7990789  -0.14959185  0.          0.        ]]",[-0.14955482  1.08588541],-0.125243251428,[-0.02545116 -0.22110152],-0.967319,"[ 1.1558186  -0.48381793  0.30642936 -0.30135872 -0.29960748  1.16516738
  0.62094016 -0.39176518 -0.02881412 -1.11732393  0.        ]",[-0.15782754  0.9281808 ]
29,"[[ 6.60302612  3.01136678 -0.03424977  0.13475477]
 [ 5.05938817 -0.21844358  0.          0.        ]]",[-0.13699599  1.11540341],-0.125846836253,[-0.02545116 -0.22110152],-0.957907,"[ 1.11665683 -0.48300363  0.46211008 -0.28486901 -0.29960734  1.16516616
  0.59007066 -0.40080151 -0.03837924 -1.12458677  0.        ]",[-0.32139474  0.82554135]
30,"[[ 6.69044162  3.00762701 -0.03424977  0.13475477]
 [ 3.68673714 -0.14811481  0.          0.        ]]",[-0.10602924  1.1427052 ],-0.126452791049,[-0.02545116 -0.22110152],-0.927968,"[ 1.07392418 -0.48226561  0.5835524  -0.27038176 -0.2996072   1.16516495
  0.53278618 -0.39157092 -0.04584141 -1.13134265  0.        ]",[-1.0628591   2.82218552]
31,"[[ 6.72371928  3.0055794  -0.03424977  0.13475477]
 [-0.34553401 -0.06670042  0.          0.        ]]",[-0.01618905  1.1702137 ],-0.126644648249,[-0.02545116 -0.22110152],-0.95232,"[ 1.05510178 -0.48185262  0.6286506  -0.26245268 -0.29960705  1.16516374
  0.36450912 -0.38088538 -0.04876454 -1.13356587  0.        ]",[ 0.12922615  0.08412204]
32,"[[ 6.7220107   3.00370021 -0.03424977  0.13475477]
 [ 0.17294885 -0.09616942  0.          0.        ]]",[-0.02948359  1.16512728],-0.126424164965,[-0.02545116 -0.22110152],-0.983399,"[ 1.05610088 -0.4814681   0.62635138 -0.25517776 -0.29960691  1.16516253
  0.38614653 -0.38475289 -0.04908519 -1.13168953  0.        ]",[ 1.23210069  2.17348965]
33,"[[  6.76516022e+00   3.00307472e+00  -3.42497666e-02   1.34754771e-01]
 [  4.12881882e+00   5.33671222e-03   0.00000000e+00   0.00000000e+00]]",[-0.11928967  1.16003954],-0.126911852359,[-0.02545116 -0.22110152],-0.949227,"[ 1.02973839 -0.48133877  0.68382425 -0.25275661 -0.29960676  1.16516132
  0.5512348  -0.37143038 -0.05236583 -1.13655701  0.        ]",[-0.18070199  0.57759435]
34,"[[ 6.83973814  3.00291103 -0.03424977  0.13475477]
 [ 3.33163056 -0.01400514  0.          0.        ]]",[-0.09443998  1.18621707],-0.127932357726,[-0.02545116 -0.22110152],-0.932365,"[ 0.97885739 -0.48130464  0.78007323 -0.25212295 -0.29960662  1.16516011
  0.51796579 -0.37396874 -0.05728025 -1.1463535   0.        ]",[-0.93664579  1.41238818]
35,"[[ 6.86850093  3.00309692 -0.03424977  0.13475477]
 [-0.4427741   0.01991641  0.          0.        ]]",[-0.03710572  1.21431816],-0.128363538568,[-0.02545116 -0.22110152],-0.963379,"[ 0.95748227 -0.48134284  0.81605531 -0.25284232 -0.29960648  1.1651589
  0.36044994 -0.36951647 -0.05893806 -1.15040811  0.        ]",[ 0.77628741  0.18666136]
36,"[[ 6.89057124  3.00261966 -0.03424977  0.13475477]
 [ 2.63953496 -0.04303425  0.          0.        ]]",[-0.08220033  1.20442295],-0.128644028557,[-0.02545116 -0.22110152],-0.960941,"[ 0.94043662 -0.48124372  0.84320577 -0.25099502 -0.29960633  1.16515768
  0.48908246 -0.37777834 -0.0603354  -1.1530952   0.        ]",[ 0.49189436  1.29708773]
37,"[[ 6.96237813  3.00267012 -0.03424977  0.13475477]
 [ 4.53483655  0.02521537  0.          0.        ]]",[-0.12121201  1.2165761 ],-0.129731401235,[-0.02545116 -0.22110152],-0.967437,"[ 0.8812188  -0.48125393  0.92861501 -0.25119021 -0.29960619  1.16515647
  0.56817802 -0.36882062 -0.0640104  -1.16320554  0.        ]",[ 0.71318241  1.60283683]
38,"[[ 7.08050519  3.00320743 -0.03424977  0.13475477]
 [ 7.26875855  0.02439522  0.          0.        ]]",[-0.12535951  1.26365376],-0.13167601546,[-0.02545116 -0.22110152],-0.9461,"[ 0.77195919 -0.4813649   1.05845032 -0.25326967 -0.29960604  1.16515526
  0.68227133 -0.36892808 -0.06836099 -1.1808826   0.        ]",[-0.39235394  1.15983331]
39,"[[ 7.20885041  3.00359619 -0.03424977  0.13475477]
 [ 5.57141987  0.01454524  0.          0.        ]]",[-0.10060298  1.30613637],-0.133866164263,[-0.02545116 -0.22110152],-0.957704,"[ 0.63812558 -0.48144484  1.18265532 -0.2547743  -0.2996059   1.16515405
  0.61143654 -0.37022067 -0.07109659 -1.2004214   0.        ]",[ 0.36208757  0.95648898]
40,"[[  7.33355606e+00   3.00376356e+00  -3.42497666e-02   1.34754771e-01]
 [  6.89473468e+00   4.22068342e-03   0.00000000e+00   0.00000000e+00]]",[-0.07069837  1.34189725],-0.136037789923,[-0.02545116 -0.22110152],-0.926313,"[ 0.49503689 -0.48147904  1.28463435 -0.25542202 -0.29960576  1.16515284
  0.66666155 -0.37157555 -0.0717785  -1.21947964  0.        ]",[-1.01015336  1.05433069]
41,"[[  7.43035645e+00   3.00385696e+00  -3.42497666e-02   1.34754771e-01]
 [  2.79895393e+00   4.32264853e-03   0.00000000e+00   0.00000000e+00]]",[-0.06590815  1.37140214],-0.137741246336,[-0.02545116 -0.22110152],-0.909306,"[ 0.37652517 -0.481498    1.35005121 -0.25578343 -0.29960561  1.16515163
  0.49573345 -0.37156198 -0.07091651 -1.23422523  0.        ]",[-1.65244741 -0.52720253]
42,"[[ 7.44605385  2.98299617 -0.03424977  0.13475477]
 [-1.21583251 -2.08344191  0.          0.        ]]",[-0.13436994  1.33293128],-0.136589373036,[-0.02545116 -0.22110152],-0.98108,"[ 0.35677817 -0.47688535  1.35947652 -0.17515686 -0.29960547  1.16515042
  0.32818551 -0.64557428 -0.08523259 -1.22610602  0.        ]",[ 1.05832363  2.33003556]
43,"[[ 7.46170519  2.98147072 -0.03424977  0.13475477]
 [ 2.76769142  1.91756104  0.          0.        ]]",[-0.01556274  1.40146923],-0.136787248854,[-0.02545116 -0.22110152],-0.953118,"[ 0.33695527 -0.47652254  1.3685393  -0.16927106 -0.29960532  1.1651492
  0.49442841 -0.12045471 -0.08618183 -1.22794919  0.        ]",[ 0.05358897  2.22599605]
44,"[[ 7.51863854  3.02735392 -0.03424977  0.13475477]
 [ 2.9250347   0.78045484  0.          0.        ]]",[-0.01506303  1.42613125],-0.140889578395,[-0.02545116 -0.22110152],-0.987734,"[ 0.26379803 -0.48591926  1.39865615 -0.34687631 -0.29960518  1.16514799
  0.5009945  -0.26969639 -0.04989243 -1.25852283  0.        ]",[ 1.06475882  1.45042746]
45,"[[ 7.61628244  3.026881   -0.03424977  0.13475477]
 [ 6.82637082 -0.42673808  0.          0.        ]]",[-0.03636193  1.42280102],-0.142229036419,[-0.02545116 -0.22110152],-0.980224,"[ 0.13504903 -0.48583809  1.43966959 -0.34504013 -0.29960504  1.16514678
  0.66380744 -0.42813671 -0.04777029 -1.26989424  0.        ]",[ 0.41113877  2.37286505]
46,"[[ 7.76778635  3.01768559 -0.03424977  0.13475477]
 [ 8.31904872 -0.41991697  0.          0.        ]]",[-0.03048389  1.44557369],-0.144094857993,[-0.02545116 -0.22110152],-0.994346,"[-0.07036751 -0.48419852  1.47595509 -0.30936108 -0.29960489  1.16514557
  0.72610047 -0.42724124 -0.04750879 -1.28617396  0.        ]",[ 1.05943766  1.76233717]
47,"[[  7.97223986   3.01097862  -0.03424977   0.13475477]
 [ 12.11365657  -0.25141575   0.           0.        ]]",[-0.02107622  1.4693011 ],-0.146966107773,[-0.02545116 -0.22110152],-0.972375,"[-0.35099438 -0.48292332  1.4710882  -0.28336295 -0.29960475  1.16514436
  0.88445916 -0.40512572 -0.03882038 -1.30986569  0.        ]",[ 0.18796997  0.3110064 ]
