timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.06531278  0.08165967  0.10606097  0.1607266 ]
 [ 0.00247758  0.00193349  0.          0.        ]]",[ 2.5544796   1.86412764],-0.171998821564,[ 0.01056487 -0.14695321],-1.30911,"[ 1.1754982   2.56314355  0.08390065 -0.49015006  0.91581408  1.39534916
  0.49686426 -0.37177663  0.57689953 -1.26817953  0.        ]",[ 3.60702627  1.11055201]
1,"[[ 0.10503702  0.12141037  0.10606097  0.1607266 ]
 [ 3.95679181  3.95995038  0.          0.        ]]",[ 2.00942445  1.87473655],-0.1608707279,[ 0.01056487 -0.14695321],-1.24559,"[ 1.17083233  2.55699258  0.14265308 -0.33049187  0.91581356  1.3953479
  0.64068469  0.14169943  0.56220354 -1.15785591  0.        ]",[ 1.50153182  2.7390974 ]
2,"[[ 0.2230639   0.23953538  0.10606097  0.1607266 ]
 [ 7.83303021  7.83961957  0.          0.        ]]",[ 1.06069422  1.7660377 ],-0.126870155179,[ 0.01056487 -0.14695321],-1.21904,"[ 1.14423676  2.52466624  0.31540963  0.13842436  0.91581305  1.39534663
  0.78166538  0.64501129  0.48210758 -0.84087928  0.        ]",[ 0.71629871  0.32394859]
3,"[[  0.40659918   0.40762911   0.10606097   0.1607266 ]
 [ 10.51163865   8.96598644   0.           0.        ]]",[-0.06362809  1.52391934],-0.0738483616198,[ 0.01056487 -0.14695321],-0.991568,"[ 1.06588783  2.44323616  0.57411014  0.78113061  0.91581253  1.39534537
  0.87908748  0.79113527  0.26754169 -0.41570229  0.        ]",[-0.57316585  1.66793052]
4,"[[  0.59198765   0.6249029    0.10606097   0.1607266 ]
 [  8.03553267  12.74877764   0.           0.        ]]",[-1.06563985  1.37971497],-0.0151448851168,[ 0.01056487 -0.14695321],-0.815948,"[ 0.94352176  2.27996543  0.81537382  1.54254843  0.91581201  1.3953441
  0.78902963  1.28187847 -0.07936313 -0.06868159  0.        ]",[-2.37250635  0.43237357]
5,"[[  0.71141376   0.89453593   0.10606097   0.1607266 ]
 [  3.92075731  14.20964302   0.           0.        ]]",[-1.14772177  1.23598337],-0.0371323631851,[ 0.01056487 -0.14695321],-0.76778,"[ 0.84358125  1.99758197  0.95624182  2.32946192  0.91581149  1.39534283
  0.63937251  1.47139613 -0.44861236  0.07417782  0.        ]",[-2.2536634   2.51065678]
6,"[[  0.74935312   1.2156455    0.10606097   0.1607266 ]
 [ -0.1133886   17.88901564   0.           0.        ]]",[-1.20657945  1.1511724 ],-0.0756291661219,[ 0.01056487 -0.14695321],-0.952102,"[ 0.80864023  1.5733384   0.9981929   2.96607325  0.91581097  1.39534157
  0.49264799  1.94872066 -0.7554719   0.02541677  0.        ]",[-0.41828046  1.88797514]
7,"[[  0.73050684   1.60960383   0.10606097   0.1607266 ]
 [ -1.76566335  21.49477356   0.           0.        ]]",[-1.10862756  1.04500747],-0.109130624273,[ 0.01056487 -0.14695321],-1.04867,"[ 0.82618147  0.98379073  0.9775311   3.21498794  0.91581045  1.3953403
  0.43255358  2.4164925  -1.00299385 -0.18512357  0.        ]",[-0.15025313  1.43308479]
8,"[[  0.68959086   2.07495801   0.10606097   0.1607266 ]
 [ -2.32398778  25.02885549   0.           0.        ]]",[-0.77546203  0.98623997],-0.142874248318,[ 0.01056487 -0.14695321],-1.12194,"[ 0.86299931  0.3061671   0.93147337  2.71567194  0.91580994  1.39533904
  0.41224682  2.87496198 -1.17614563 -0.5513161   0.        ]",[-1.19584728  1.88106921]
9,"[[  0.60386957   2.61029224   0.10606097   0.1607266 ]
 [ -6.23532755  28.49295607   0.           0.        ]]",[-0.12442751  1.04340291],-0.174174098538,[ 0.01056487 -0.14695321],-1.27269,"[ 0.93428574 -0.27201066  0.82994932  1.22613351  0.91580942  1.39533777
  0.26998883  3.32434761 -1.1932057  -1.03792611  0.        ]",[ 0.15202     1.18811469]
