timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.03203824 -0.01483483 -0.05415794 -0.09760027]
 [ 0.00265686  0.00388893  0.          0.        ]]",[-4.15315437  4.7785244 ],-0.278662506419,[ 0.11379608 -0.06752509],-0.721284,"[ 1.16668653  2.48776889 -0.08051391 -0.82791599 -0.4730977  -0.84084246
  0.62320514 -0.33614275  1.80738167  0.73029039  0.        ]",[-3.26136259  6.30600224]
1,"[[-0.07169158  0.02498546 -0.05415794 -0.09760027]
 [-3.95480874  3.96493389  0.          0.        ]]",[-3.85685444  4.94365549],-0.27723123119,[ 0.11379608 -0.06752509],-0.966238,"[ 1.16382991  2.48746305 -0.13915436 -0.678612   -0.47309759 -0.84084218
  0.49755056  0.13666551  1.80581841  0.6946135   0.        ]",[-3.21625268  3.46670664]
2,"[[-0.18970865  0.14323943 -0.05415794 -0.09760027]
 [-7.83398455  7.84751108  0.          0.        ]]",[-3.3989625   5.06188869],-0.272387129815,[ 0.11379608 -0.06752509],-0.888943,"[ 1.14247085  2.47260559 -0.31233656 -0.23701581 -0.47309747 -0.84084189
  0.3743818   0.60010746  1.79409271  0.58895029  0.        ]",[-2.50369817  5.23203267]
3,"[[ -0.38453994   0.33837257  -0.05415794  -0.09760027]
 [-11.63651126  11.65308295   0.           0.        ]]",[-2.95041466  5.10412073],-0.262566052116,[ 0.11379608 -0.06752509],-0.814123,"[ 1.06592875  2.40309419 -0.58861622  0.47244284 -0.47309736 -0.84084161
  0.25364675  1.05435748  1.75205141  0.42030862  0.        ]",[-3.26464181  5.48533724]
4,"[[ -0.65466966   0.60885811  -0.05415794  -0.09760027]
 [-15.36412642  15.3829535    0.           0.        ]]",[-3.05629277  5.03600311],-0.245420925038,[ 0.11379608 -0.06752509],-0.673651,"[ 0.88012965  2.21909168 -0.93480182  1.3722994  -0.47309724 -0.84084133
  0.13529024  1.49957091  1.64998426  0.20897307  0.        ]",[-3.89379755  6.38766445]
5,"[[ -0.99861781   0.95319371  -0.05415794  -0.09760027]
 [-19.01866324  19.03827084   0.           0.        ]]",[-3.76806974  4.71717596],-0.218359052936,[ 0.11379608 -0.06752509],-0.668627,"[  5.30290214e-01   1.85822596e+00  -1.27811653e+00   2.28474985e+00
  -4.73097131e-01  -8.40841047e-01   1.92540603e-02   1.93588438e+00
   1.45779063e+00  -5.77249240e-04   0.00000000e+00]",[-4.2250467   5.24033229]
6,"[[ -1.41494116   1.36989927  -0.05415794  -0.09760027]
 [-22.60193535  22.6201438    0.           0.        ]]",[-4.67174673  4.15666819],-0.179675285043,[ 0.11379608 -0.06752509],-0.528808,"[-0.00636733  1.29044288 -1.49604109  2.90202147 -0.47309702 -0.84084076
 -0.09451937  2.3634297   1.16295368 -0.13346042  0.        ]",[-4.43112508  3.91726833]
7,"[[ -1.90223038   1.85751869  -0.05415794  -0.09760027]
 [-26.11545699  26.12992319   0.           0.        ]]",[-4.31870556  3.87883234],-0.131522800959,[ 0.11379608 -0.06752509],-0.652059,"[-0.6741664   0.5688351  -1.43339378  2.82435215 -0.4730969  -0.84084048
 -0.20607814  2.78236751  0.79606061 -0.09483071  0.        ]",[-2.00078532  2.57243422]
8,"[[ -2.45910013   2.41462861  -0.05415794  -0.09760027]
 [-29.5600481   29.56959772   0.           0.        ]]",[-3.30183744  3.80158496],-0.0913885042411,[ 0.11379608 -0.06752509],-0.194346,"[-1.30025308 -0.12588543 -0.96713055  1.71978837 -0.47309679 -0.8408402
 -0.31544827  3.19293451  0.4520789   0.19051562  0.        ]",[-4.58631121  4.41759637]
9,"[[ -3.08417215   3.03985422  -0.05415794  -0.09760027]
 [-32.93585779  27.02128072   0.           0.        ]]",[-2.61975956  3.8672483 ],-0.108121324319,[ 0.11379608 -0.06752509],-0.453877,"[-1.60919262 -0.49634499 -0.11806148 -0.39145947 -0.47309667 -0.84083992
 -0.42263448  2.8887519   0.28233896  0.70985917  0.        ]",[-2.20339821  3.970519  ]
10,"[[ -3.77608881   3.22839308  -0.05415794  -0.09760027]
 [-36.24439057  -0.61574105   0.           0.        ]]",[-3.68017411  3.42105031],-0.121655154853,[ 0.11379608 -0.06752509],-0.0978158,"[-1.34105562 -0.49844839  0.84477227 -1.09736104 -0.47309656 -0.84083963
 -0.52768456 -0.41010852  0.31286075  0.83433226  0.        ]",[-6.55500378  4.56083552]
11,"[[ -4.53350546   3.16437577  -0.05415794  -0.09760027]
 [-39.48639736  -4.11255485   0.           0.        ]]",[-3.39100194  3.50208139],-0.106024118824,[ 0.11379608 -0.06752509],-0.406975,"[-0.4692657  -0.50369215  1.42421151 -0.8577148  -0.47309645 -0.84083935
 -0.63062231 -0.82750137  0.24020126  0.7217065   0.        ]",[-2.43593895  4.45254128]
12,"[[ -5.35511495   3.0917052   -0.05415794  -0.09760027]
 [-42.66393709  -2.94489682   0.           0.        ]]",[-2.62293148  3.09014583],-0.102804257971,[ 0.11379608 -0.06752509],-0.644941,"[ 0.61076134 -0.50221907  1.15234709 -0.58530514 -0.47309633 -0.84083907
 -0.73151313 -0.68812502  0.12717478  0.76399399  0.        ]",[-0.63622002  3.41806467]
13,"[[ -6.22519213   3.04686329  -0.05415794  -0.09760027]
 [-44.33820437  -1.61156291   0.           0.        ]]",[-2.15309906  2.47097468],-0.116129635367,[ 0.11379608 -0.06752509],-0.648574,"[ 1.1650632  -0.49737288  0.05276037 -0.41761376 -0.47309622 -0.84083879
 -0.78467305 -0.528973    0.12851115  0.89512067  0.        ]",[-2.16930543  1.86156618]
14,"[[ -7.14287354   3.02368478  -0.05415794  -0.09760027]
 [-47.41967411  -0.78788768   0.           0.        ]]",[-2.71607876  2.78565955],-0.127034831745,[ 0.11379608 -0.06752509],-0.591412,"[ 0.68480951 -0.49369317 -1.15507457 -0.33119335 -0.47309611 -0.8408385
 -0.88251344 -0.43065583  0.23446342  0.94588098  0.        ]",[-3.16585404  2.78406319]
15,"[[ -8.12157266   3.01268958  -0.05415794  -0.09760027]
 [-50.44017752  -0.36193089   0.           0.        ]]",[-3.56437492  2.91932392],-0.124338731188,[ 0.11379608 -0.06752509],-0.345972,"[-0.58942259 -0.49166834 -1.46128509 -0.29027808 -0.47309599 -0.84083822
 -0.97841801 -0.37981188  0.32806592  0.85145045  0.        ]",[-4.96325561  2.81161963]
16,"[[ -9.16008216   3.00773197  -0.05415794  -0.09760027]
 [-53.40090839  -0.15981786   0.           0.        ]]",[-4.11393166  2.8411932 ],-0.108665663509,[ 0.11379608 -0.06752509],-0.352828,"[-1.56309071 -0.49069661 -0.42050439 -0.27184858 -0.47309588 -0.84083794
 -1.07242464 -0.3556868   0.30132002  0.69898092  0.        ]",[-3.57105586  2.90185163]
17,"[[ -1.02572183e+01   3.00557030e+00  -5.41579439e-02  -9.76002713e-02]
 [ -5.63030392e+01  -6.86740110e-02   0.00000000e+00   0.00000000e+00]]",[-3.63816667  3.22164416],-0.094684086093,[ 0.11379608 -0.06752509],-0.372191,"[-1.15723564 -0.49026144  1.06217677 -0.26381654 -0.47309576 -0.84083766
 -1.16457056 -0.34480744  0.16749947  0.65487448  0.        ]",[-3.90150789  2.72047071]
18,"[[ -1.14118208e+01   3.00464982e+00  -5.41579439e-02  -9.76002713e-02]
 [ -5.91477240e+01  -2.89299305e-02   0.00000000e+00   0.00000000e+00]]",[-2.58470058  3.22372079],-0.102313594794,[ 0.11379608 -0.06752509],-0.504758,"[ 0.33975212 -0.49007396  1.32139115 -0.26039704 -0.47309565 -0.84083737
 -1.25489239 -0.34006335  0.07302394  0.78666047  0.        ]",[-4.1447717   2.04322048]
19,"[[ -1.26227519e+01   3.00426468e+00  -5.41579439e-02  -9.76002713e-02]
 [ -6.19360967e+01  -1.20069131e-02   0.00000000e+00   0.00000000e+00]]",[-1.80983186  2.57541156],-0.122155383808,[ 0.11379608 -0.06752509],-0.74424,"[ 1.16519163 -0.48999507 -0.116526   -0.25896635 -0.47309554 -0.84083709
 -1.34342612 -0.33804328  0.14371741  0.94669452  0.        ]",[-0.27654459  2.79531071]
20,"[[ -1.38601575e+01   3.00410570e+00  -5.41579439e-02  -9.76002713e-02]
 [ -6.18049012e+01  -4.92260279e-03   0.00000000e+00   0.00000000e+00]]",[-2.64152193  3.15609789],-0.128682813128,[ 0.11379608 -0.06752509],-0.41476,"[ 0.15794335 -0.48996237 -1.45753395 -0.25837579 -0.47309542 -0.84083681
 -1.33925975 -0.33719759  0.29755753  0.92136726  0.        ]",[-4.20494477  3.38308428]
21,"[[ -1.51237044e+01   3.00404074e+00  -5.41579439e-02  -9.76002713e-02]
 [ -6.45406729e+01  -2.00379994e-03   0.00000000e+00   0.00000000e+00]]",[-3.78711748  2.89458561],-0.113958198498,[ 0.11379608 -0.06752509],-0.342407,"[-1.38100281 -0.48994893 -0.84991923 -0.25813448 -0.47309531 -0.84083653
 -1.4261232  -0.33684912  0.32613687  0.73679981  0.        ]",[-4.02343511  2.84878954]
22,"[[ -1.64414234e+01   3.00401435e+00  -5.41579439e-02  -9.76002713e-02]
 [ -6.72222863e+01  -8.13053175e-04   0.00000000e+00   0.00000000e+00]]",[-3.81219268  3.28904438],-0.0950546345905,[ 0.11379608 -0.06752509],-0.378849,"[-1.25420376 -0.4899434   0.95831692 -0.2580364  -0.47309519 -0.84083624
 -1.5112669  -0.33670691  0.17928498  0.65016288  0.        ]",[-3.24109517  3.1409779 ]
23,"[[ -1.78122419e+01   3.00400363e+00  -5.41579439e-02  -9.76002713e-02]
 [ -6.98508133e+01  -3.31587614e-04   0.00000000e+00   0.00000000e+00]]",[-2.28191996  3.18722725],-0.104200388967,[ 0.11379608 -0.06752509],-0.585547,"[ 0.48453855 -0.48994108  1.24205603 -0.25799653 -0.47309508 -0.84083596
 -1.59472489 -0.33664937  0.07160969  0.80557701  0.        ]",[-2.92420098  2.16284844]
24,"[[ -1.92351090e+01   3.00399923e+00  -5.41579439e-02  -9.76002713e-02]
 [ -7.24273049e+01  -1.38385601e-04   0.00000000e+00   0.00000000e+00]]",[-1.2964263   2.87401986],-0.12597124346,[ 0.11379608 -0.06752509],-0.766793,"[ 1.06540181 -0.48994006 -0.59000471 -0.25798011 -0.47309497 -0.84083568
 -1.67653051 -0.33662624  0.1854968   0.96307984  0.        ]",[-0.94881161  2.26636462]
25,"[[ -2.07069607e+01   3.00399735e+00  -5.41579439e-02  -9.76002713e-02]
 [ -7.47501214e+01  -6.09878740e-05   0.00000000e+00   0.00000000e+00]]",[-2.71098256  3.33712006],-0.124313853769,[ 0.11379608 -0.06752509],-0.443797,"[-0.61483662 -0.48993955 -1.45358033 -0.25797309 -0.47309485 -0.8408354
 -1.75028146 -0.33661692  0.33538273  0.84517544  0.        ]",[-2.98931989  3.4446623 ]
