timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.05938102  0.00151155 -0.05535452 -0.03545943]
 [-0.00255123  0.00077212  0.          0.        ]]",[-0.81683517  4.64033604],-0.266004512994,[ 0.11664706 -0.06489136],-1.11374,"[ 1.16461528  2.45335647 -0.12965472 -0.74760623 -0.48398437 -0.30266416
  0.64301825 -0.32696671  1.81866566  0.12559511  0.        ]",[-1.39874625  3.35347809]
1,"[[-0.09913749  0.04127012 -0.05535452 -0.03545943]
 [-3.9599143   3.96187828  0.          0.        ]]",[-0.50494248  4.79241657],-0.265375149364,[ 0.11664706 -0.06489136],-1.10095,"[ 1.16023513  2.45209256 -0.18829541 -0.60185895 -0.48398426 -0.3026641
  0.51990112  0.13690294  1.81625247  0.08945982  0.        ]",[-0.31506375  5.18370114]
2,"[[-0.19007014  0.15945303 -0.05535452 -0.03545943]
 [-5.12945331  7.84347202  0.          0.        ]]",[-0.42069978  4.85998249],-0.263832462474,[ 0.11664706 -0.06489136],-1.36072,"[ 1.14200826  2.43454286 -0.32140191 -0.17092739 -0.48398415 -0.30266404
  0.48351564  0.59146116  1.80722409  0.0346947   0.        ]",[ 0.20794404  2.43580098]
3,"[[ -0.2834024    0.35448852  -0.05535452  -0.03545943]
 [ -4.20681822  11.64740063   0.           0.        ]]",[-0.84981918  4.86944485],-0.261536063053,[ 0.11664706 -0.06489136],-1.1733,"[ 1.11156111  2.36116095 -0.45560868  0.51966626 -0.48398405 -0.30266398
  0.51221951  1.03692413  1.78871228  0.05393322  0.        ]",[-2.44581813  2.99426073]
4,"[[ -0.40640939   0.62486445  -0.05535452  -0.03545943]
 [ -8.08100922  15.3777148    0.           0.        ]]",[-1.33691633  4.90347862],-0.255361804518,[ 0.11664706 -0.06489136],-1.00434,"[ 1.05372753  2.17317933 -0.62679955  1.39193186 -0.48398394 -0.30266392
  0.39168993  1.47376594  1.73893682  0.09463491  0.        ]",[-2.25431118  5.57293639]
5,"[[ -0.60613394   0.96910204  -0.05535452  -0.03545943]
 [-11.87887885  19.03376452   0.           0.        ]]",[-2.28073502  4.64130116],-0.241013845328,[ 0.11664706 -0.06489136],-1.20556,"[ 0.91918923  1.80991291 -0.88483758  2.2697465  -0.48398383 -0.30266386
  0.27353478  1.90191009  1.62990648  0.07436338  0.        ]",[-1.49159142  4.0883938 ]
6,"[[ -0.881068     1.38572766  -0.05535452  -0.03545943]
 [-15.60226256  22.61671111   0.           0.        ]]",[-3.233567    4.17079544],-0.215582949309,[ 0.11664706 -0.06489136],-0.725076,"[ 0.66103599  1.2434827  -1.1833373   2.85111079 -0.48398372 -0.3026638
  0.15769696  2.32149214  1.43748373  0.01924133  0.        ]",[-3.67742553  4.83683492]
7,"[[ -1.22973931   1.87329142  -0.05535452  -0.03545943]
 [-19.2528598   26.12781142   0.           0.        ]]",[-3.59338164  3.98756218],-0.176948438431,[ 0.11664706 -0.06489136],-0.502306,"[ 0.24103681  0.52894474 -1.43634677  2.74723326 -0.48398362 -0.30266374
  0.0441236   2.73265872  1.14250914 -0.01980672  0.        ]",[-3.8345747   5.58255754]
8,"[[ -1.65070558   2.43037215  -0.05535452  -0.03545943]
 [-22.83190747  29.56874107   0.           0.        ]]",[-3.03569078  3.78585982],-0.126282501669,[ 0.11664706 -0.06489136],-0.598266,"[-0.33544886 -0.15259694 -1.51685463  1.64043305 -0.48398351 -0.30266368
 -0.06722379  3.13560548  0.74996705  0.03391538  0.        ]",[-2.05970021  4.21345172]
9,"[[ -2.14254203   3.05558887  -0.05535452  -0.03545943]
 [-26.3401654   26.95555909   0.           0.        ]]",[-2.5537219   3.57770061],-0.0785293458196,[ 0.11664706 -0.06489136],-0.251346,"[-0.97728915 -0.50657385 -1.28623444 -0.43817394 -0.4839834  -0.30266362
 -0.17636885  2.82958256  0.31214538  0.26472473  0.        ]",[-2.87909541  4.44680631]
10,"[[ -2.70385454   3.23947355  -0.05535452  -0.03545943]
 [-29.77925154  -0.90415289   0.           0.        ]]",[-3.85482955  2.90151429],-0.0773325442672,[ 0.11664706 -0.06489136],-0.125787,"[-1.48462519 -0.50495691 -0.66908505 -1.11149372 -0.48398329 -0.30266356
 -0.28336191 -0.43294242  0.23695391  0.37373032  0.        ]",[-4.42495391  3.22107878]
11,"[[ -3.33325253   3.17040406  -0.05535452  -0.03545943]
 [-33.14924306  -4.31602606   0.           0.        ]]",[-3.71246099  3.21950603],-0.0754596318466,[ 0.11664706 -0.06489136],-0.0642276,"[-1.59034136 -0.5114384   0.24003907 -0.85878265 -0.48398319 -0.3026635
 -0.38820536 -0.83249129  0.29134304  0.25161016  0.        ]",[-4.9806238   3.58550866]
12,"[[ -4.02937767e+00   3.09464362e+00  -5.53545202e-02  -3.54594323e-02]
 [ -3.64522396e+01  -3.05566346e+00   0.00000000e+00   0.00000000e+00]]",[-3.1920588   3.37113357],-0.0626374824667,[ 0.11664706 -0.06489136],-0.262554,"[-1.10255978 -0.51041984  1.10596412 -0.58105648 -0.48398308 -0.30266344
 -0.49096453 -0.6848957   0.22878693  0.13838046  0.        ]",[-3.41196138  3.96812391]
13,"[[ -4.79090590e+00   3.04821069e+00  -5.53545202e-02  -3.54594323e-02]
 [ -3.96897961e+01  -1.66557159e+00   0.00000000e+00   0.00000000e+00]]",[-2.49069691  3.13191819],-0.0518248047952,[ 0.11664706 -0.06489136],-0.544295,"[-0.11523632 -0.5055935   1.43334636 -0.41122693 -0.48398297 -0.30266338
 -0.59168777 -0.52210815  0.12722707  0.15853978  0.        ]",[-1.43627531  3.67937962]
14,"[[ -5.61654246e+00   3.02427908e+00  -5.53545202e-02  -3.54594323e-02]
 [ -4.28632906e+01  -8.12655044e-01   0.00000000e+00   0.00000000e+00]]",[-1.29300308  2.30453539],-0.0565648134456,[ 0.11664706 -0.06489136],-0.546746,"[ 0.86916189 -0.50186229  0.87316343 -0.32396126 -0.48398286 -0.30266332
 -0.69041796 -0.42222682  0.09463381  0.27803465  0.        ]",[-2.22484912  1.68579105]
15,"[[ -6.50501893e+00   3.01294482e+00  -5.53545202e-02  -3.54594323e-02]
 [ -4.59739957e+01  -3.72853884e-01   0.00000000e+00   0.00000000e+00]]",[ 0.10102573  1.9887104 ],-0.0713052799336,[ 0.11664706 -0.06489136],-0.612499,"[ 1.13297029 -0.49980066 -0.36740667 -0.28271402 -0.48398275 -0.30266326
 -0.78719467 -0.37072358  0.16725392  0.38167823  0.        ]",[ 0.35583879  2.96732214]
16,"[[ -7.40123140e+00   3.00783963e+00  -5.53545202e-02  -3.54594323e-02]
 [ -4.36549821e+01  -1.64498483e-01   0.00000000e+00   0.00000000e+00]]",[-0.87436986  2.5345161 ],-0.0816852314361,[ 0.11664706 -0.06489136],-0.500524,"[ 0.38429669 -0.49881028 -1.37248878 -0.26415477 -0.48398265 -0.3026632
 -0.71504779 -0.34632393  0.28234075  0.37030025  0.        ]",[-1.44612553  3.04903024]
17,"[[ -8.30538484e+00   3.00561525e+00  -5.53545202e-02  -3.54594323e-02]
 [ -4.67500487e+01  -7.06433008e-02   0.00000000e+00   0.00000000e+00]]",[-2.43994904  2.73319674],-0.0815853985002,[ 0.11664706 -0.06489136],-0.41317,"[-0.83136409 -0.49836672 -1.37335879 -0.25607228 -0.48398254 -0.30266314
 -0.81133798 -0.3353329   0.34435076  0.25217839  0.        ]",[-1.83315887  2.62020199]
18,"[[ -9.27082491e+00   3.00466857e+00  -5.53545202e-02  -3.54594323e-02]
 [ -4.97838491e+01  -2.97456353e-02   0.00000000e+00   0.00000000e+00]]",[-3.98378682  2.73047566],-0.0700641522468,[ 0.11664706 -0.06489136],-0.288854,"[-1.59936203 -0.49817567 -0.26874664 -0.25263315 -0.48398243 -0.30266308
 -0.90572207 -0.33054349  0.29703247  0.11496145  0.        ]",[-3.63270564  1.49058015]
19,"[[ -1.02963384e+01   3.00427264e+00  -5.53545202e-02  -3.54594323e-02]
 [ -5.27575934e+01  -1.23404302e-02   0.00000000e+00   0.00000000e+00]]",[-3.37271881  3.25338292],-0.053081265706,[ 0.11664706 -0.06489136],-0.175607,"[-1.11995432 -0.49809532  1.09066123 -0.25119489 -0.48398232 -0.30266303
 -0.9982377  -0.32850518  0.16730068  0.0867671   0.        ]",[-4.1865559   4.61143703]
