timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.90672088  1.57392132],[ 0.9006716   0.88848074],-0.28392595201,-0.28392595201,"[[-0.00445329  0.09749165 -0.07053909  0.05645417]
 [-0.00038127 -0.00233287  0.          0.        ]]","[ 1.05517166  2.05426617  0.1099384  -0.49187139 -0.61943345  0.46648629
  0.35019762 -0.3653336   1.79523797 -0.44353039  0.        ]",[-0.16096392 -0.12995256]
1,[ 0.53301728  1.43686938],[ 1.37084082  0.77292334],-0.281248010473,-0.281248010473,"[[ 0.0312737   0.132729   -0.07053909  0.05645417]
 [ 3.56123081  3.51435149  0.          0.        ]]","[ 1.05449456  2.04878601  0.16467196 -0.38490296 -0.61943205  0.46648536
  0.6332173   0.13098585  1.7875455  -0.34708637  0.        ]",[-0.16096392 -0.12995256]
2,[-0.04500358  1.21370697],[-0.44161728  0.90200081],-0.271926469809,-0.271926469809,"[[ 0.14147121  0.23300928 -0.07053909  0.05645417]
 [ 7.4456166   6.5037133   0.          0.        ]]","[ 1.04113418  2.0241641   0.33280412 -0.08368043 -0.61943065  0.46648443
  0.94188483  0.55288248  1.73550772 -0.06348851  0.        ]",[-0.16096392 -0.12995256]
3,[-0.33097577  1.0508039 ],[ 0.27501942  0.83138191],-0.256090211318,-0.256090211318,"[[ 0.27136646  0.39763288 -0.07053909  0.05645417]
 [ 5.55025917  9.9471647   0.          0.        ]]","[ 1.00373144  1.95531436  0.52746988  0.39406861 -0.61942925  0.4664835
  0.79126924  1.03886438  1.59804135  0.28360356  0.        ]",[-0.16096392 -0.12995256]
4,[-0.72794676  0.7882489 ],[-1.47671597  1.01963537],-0.233098060739,-0.233098060739,"[[  0.39217995   0.62762501  -0.07053909   0.05645417]
 [  6.52794473  13.04173078   0.           0.        ]]","[ 0.94844287  1.80337408  0.70238064  1.00523156 -0.61942784  0.46648258
  0.86895801  1.47560276  1.35880872  0.59843444  0.        ]",[-0.16096392 -0.12995256]
5,[-0.70706004  0.61257064],[-0.91057494  0.35551466],-0.202568385795,-0.202568385795,"[[  0.48174602   0.92560982  -0.07053909   0.05645417]
 [  2.44230344  16.74438953   0.           0.        ]]","[ 0.89517424  1.52250463  0.82667805  1.65237716 -0.61942644  0.46648165
  0.54429339  1.99815358  1.04003315  0.79399423  0.        ]",[-0.16096392 -0.12995256]
6,[-0.57908988  0.47466975],[-0.06004681  0.68292198],-0.169223461145,-0.169223461145,"[[  0.49396775   1.27130558  -0.07053909   0.05645417]
 [ -1.208061    17.82155535   0.           0.        ]]","[ 0.88711836  1.10904073  0.84321746  2.13062273 -0.61942504  0.46648072
  0.2542182   2.15015666  0.7487631   0.79801327  0.        ]",[-0.16096392 -0.12995256]
7,[-0.51713878  0.30546698],[-1.13414908  1.42569207],-0.131562697867,-0.131562697867,"[[  0.46767002   1.65132802  -0.07053909   0.05645417]
 [ -1.42091201  20.17284876   0.           0.        ]]","[ 0.90421344  0.60222201  0.80749081  2.25672827 -0.61942364  0.46647979
  0.23730365  2.48196898  0.49327035  0.65832548  0.        ]",[-0.16096392 -0.12995256]
8,[-0.30766153  0.25441527],[ 0.14739689  1.57822754],-0.0898101182752,-0.0898101182752,"[[  0.39983227   2.09051027  -0.07053909   0.05645417]
 [ -5.34989691  23.73343162   0.           0.        ]]","[ 0.94428255  0.0404555   0.71318956  1.86311087 -0.61942224  0.46647886
 -0.0749124   2.98442652  0.29305512  0.37383756  0.        ]",[-0.16096392 -0.12995256]
9,[-0.28464824  0.23792481],[-0.26239308 -0.08070071],-0.0592791859792,-0.0592791859792,"[[  0.29976204   2.60019122  -0.07053909   0.05645417]
 [ -4.65937247  27.2230526    0.           0.        ]]","[ 0.99247011 -0.44594956  0.56920288  0.78550114 -0.61942084  0.46647794
 -0.02003986  3.47683679  0.17657015 -0.05052683  0.        ]",[-0.16096392 -0.12995256]
10,[-0.12988889  0.51040667],[ 0.03645235  1.26889213],-0.0731347547699,-0.0731347547699,"[[  0.19708056   3.07040015  -0.07053909   0.05645417]
 [ -5.60621856  11.0761496    0.           0.        ]]","[ 1.02794237 -0.63556695  0.41676674 -0.571976   -0.61941944  0.46647701
 -0.09528092  1.1980867   0.17309545 -0.41629779  0.        ]",[-0.16096392 -0.12995256]
11,[ 0.1886097   0.72291374],[ 2.0835724   1.22412843],-0.0832396020741,-0.0832396020741,"[[ 0.08751061  3.13397239 -0.07053909  0.05645417]
 [-5.35146464 -1.19977659  0.          0.        ]]","[ 1.04977189 -0.63894549  0.25065913 -0.7660657  -0.61941804  0.46647608
 -0.07503672 -0.53436139  0.18597007 -0.53249958  0.        ]",[-0.16096392 -0.12995256]
12,[ 0.04987025  0.67516506],[ 0.79188827  0.31287984],-0.0793076810646,-0.0793076810646,"[[ 0.02126839  3.09071285 -0.07053909  0.05645417]
 [-1.28627056 -2.38335369  0.          0.        ]]","[ 1.05482968 -0.63723644  0.14932857 -0.63393091 -0.61941664  0.46647515
  0.24800496 -0.70139307  0.18598765 -0.48214832  0.        ]",[-0.16096392 -0.12995256]
13,[-0.12401897  0.59569758],[ 1.2869875   0.09631922],-0.0765648347705,-0.0765648347705,"[[ 0.0272565   3.0495213  -0.07053909  0.05645417]
 [ 1.87455129 -1.64285832  0.          0.        ]]","[ 1.05462182 -0.63326459  0.15850083 -0.50837961 -0.61941524  0.46647422
  0.49918017 -0.59688858  0.18724016 -0.44306639  0.        ]",[-0.16096392 -0.12995256]
14,[-0.3430168   0.49937549],[-1.02238369  1.71636955],-0.0745503322277,-0.0745503322277,"[[ 0.10410026  3.02081873 -0.07053909  0.05645417]
 [ 5.79675184 -1.22878317  0.          0.        ]]","[ 1.04753015 -0.62914796  0.27596098 -0.42116342 -0.61941384  0.46647329
  0.81085791 -0.5384506   0.18197233 -0.42263115  0.        ]",[-0.16096392 -0.12995256]
15,[-0.24060138  0.53441268],[-0.03473738  0.04232698],-0.0733650381181,-0.0733650381181,"[[ 0.17915951  3.00735242 -0.07053909  0.05645417]
 [ 1.72274242 -0.31006434  0.          0.        ]]","[ 1.03263576 -0.62683515  0.38979122 -0.38034422 -0.61941244  0.46647237
  0.48711322 -0.4087944   0.17489376 -0.41676364  0.        ]",[-0.16096392 -0.12995256]
16,[-0.25702292  0.52625161],[-0.52149743  0.74468561],-0.0729589864818,-0.0729589864818,"[[ 0.21189231  3.00289419 -0.07053909  0.05645417]
 [ 1.5511099  -0.13928704  0.          0.        ]]","[ 1.02369282 -0.62601503  0.43898729 -0.36684591 -0.61941104  0.46647144
  0.47347338 -0.38469247  0.17158948 -0.41613585  0.        ]",[-0.16096392 -0.12995256]
