timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.85562015  0.47930259],[-1.71709264  1.67406657],-0.297415384203,-0.297415384203,"[[-0.05736215 -0.05411981 -0.05493773 -0.15476312]
 [-0.00129971  0.0030164   0.          0.        ]]","[ 0.9870223   1.78451797  0.0203154  -1.07348436 -0.47700001 -1.34151029
  0.39384989 -0.35497859  1.79321619  1.21795716  0.        ]",[-0.32317787 -0.23896225]
1,[-1.8188839   0.39402395],[-0.29761673  1.11422152],-0.295345840116,-0.295345840116,"[[-0.09709384 -0.01431679 -0.05493773 -0.15476312]
 [-3.95868687  3.96407879  0.          0.        ]]","[ 0.98253744  1.78624914 -0.0405961  -0.95992792 -0.47699949 -1.34150694
  0.08075022  0.23381204  1.79070021  1.17935231  0.        ]",[-0.32317787 -0.23896225]
2,[-1.80090523  0.35227764],[-1.43173101  1.17394699],-0.291873866214,-0.291873866214,"[[-0.18730967  0.10390947 -0.05493773 -0.15476312]
 [-5.05922852  7.84560824  0.          0.        ]]","[ 0.96384161  1.77948937 -0.17787915 -0.62295216 -0.47699896 -1.34150359
 -0.00632224  0.81078003  1.78265459  1.12207093  0.        ]",[-0.32317787 -0.23896225]
3,[-1.69298363  0.33008653],[-1.7235762  -1.22472058],-0.285784659971,-0.285784659971,"[[ -0.32719594   0.29900566  -0.05493773  -0.15476312]
 [ -8.91656956  11.65130166   0.           0.        ]]","[ 0.91182724  1.72973812 -0.38574177 -0.07812417 -0.47699844 -1.34150025
 -0.31150665  1.37647321  1.75622353  1.04927212  0.        ]",[-0.32317787 -0.23896225]
4,[-1.48678255  0.48894575],[-0.84217315  0.26064706],-0.268575615709,-0.268575615709,"[[ -0.54343534   0.49000196  -0.05493773  -0.15476312]
 [-12.69485785   7.46223655   0.           0.        ]]","[ 0.77871353  1.63618369 -0.68666585  0.42448139 -0.47699792 -1.3414969
 -0.61043637  0.75378969  1.68053483  0.83103808  0.        ]",[-0.32317787 -0.23896225]
5,[-1.06198907  0.56824166],[ 0.80232289  1.4740819 ],-0.238800195833,-0.238800195833,"[[ -0.82824799   0.64812615  -0.05493773  -0.15476312]
 [-15.77620088   8.34716578   0.           0.        ]]","[ 0.51577845  1.52754765 -1.02446138  0.80435505 -0.4769974  -1.34149355
 -0.85422477  0.8853284   1.51953864  0.48130217  0.        ]",[-0.32317787 -0.23896225]
6,[-0.92129356  0.26104587],[-0.6949543   0.16306329],-0.209304555,-0.209304555,"[[ -1.10881095   0.85312144  -0.05493773  -0.15476312]
 [-12.29163845  12.13977152   0.           0.        ]]","[ 0.17873045  1.34939884 -1.26807275  1.23155177 -0.47699688 -1.3414902
 -0.57853238  1.44907559  1.31546489  0.24722551  0.        ]",[-0.32317787 -0.23896225]
7,[-0.39321917  0.11786255],[ 0.91709759 -0.5193139 ],-0.181545518719,-0.181545518719,"[[ -1.37979918   1.0999851   -0.05493773  -0.15476312]
 [-14.79892432  12.54516232   0.           0.        ]]","[-0.19553659  1.08900294 -1.40130993  1.6251179  -0.47699635 -1.34148686
 -0.7769029   1.50933036  1.09953563  0.13763266  0.        ]",[-0.32317787 -0.23896225]
8,[-0.40265644  0.0326733 ],[-0.26241402  0.33126518],-0.154687631405,-0.154687631405,"[[ -1.63643144   1.32774784  -0.05493773  -0.15476312]
 [-10.87726584  10.23889101   0.           0.        ]]","[-0.5691274   0.81722188 -1.42595844  1.85180369 -0.47699583 -1.34148351
 -0.46662822  1.16651336  0.88213494  0.09226781  0.        ]",[-0.32317787 -0.23896225]
9,[-0.13847697 -0.09508377],[ 0.61679067  1.1130872 ],-0.132949985257,-0.132949985257,"[[ -1.86224408   1.54364867  -0.05493773  -0.15476312]
 [-11.70127354  11.34747415   0.           0.        ]]","[-0.89346422  0.54471189 -1.36441714  1.93464876 -0.47699531 -1.34148016
 -0.53182158  1.3312948   0.69724036  0.12123235  0.        ]",[-0.32317787 -0.23896225]
