timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.6051271   0.50997835],[-2.85497285  1.07176434],-0.229624497579,-0.229624497579,"[[ 0.07512803  0.02944024  0.13358305 -0.19785832]
 [-0.00051926  0.0045787   0.          0.        ]]","[ 1.03482737  2.05053757  0.23860522 -0.7175497   1.15836726 -1.72378773
  0.36899895 -0.36495881  0.28931559  1.83326258  0.        ]",[-0.19352265 -0.14298321]
1,[-2.49946404  0.50550556],[-1.75292802 -0.15528535],-0.225970308504,-0.225970308504,"[[ 0.03541179  0.06927418  0.13358305 -0.19785832]
 [-3.95792382  3.96560819  0.          0.        ]]","[ 1.0379218   2.04787372  0.17757332 -0.59598884  1.15836332 -1.72377779
  0.05448606  0.1962122   0.29093661  1.79886281  0.        ]",[-0.19352265 -0.14298321]
2,[-2.35261035  0.55099803],[-3.2893397  -0.16258358],-0.210263121665,-0.210263121665,"[[-0.08264921  0.14164444  0.13358305 -0.19785832]
 [-7.83527322  3.27371241  0.          0.        ]]","[ 1.03398426  2.03759416 -0.00398358 -0.37613112  1.15835938 -1.72376786
 -0.25366446  0.0981889   0.2919199   1.65259926  0.        ]",[-0.19352265 -0.14298321]
3,[-2.05856109  0.62469184],[-3.78341476  1.6820548 ],-0.177345286417,-0.177345286417,"[[ -0.27748805   0.20002344   0.13358305  -0.19785832]
 [-11.63596276   2.56652465   0.           0.        ]]","[  9.84790015e-01   2.02420590e+00  -2.98553681e-01  -2.00370106e-01
   1.15835545e+00  -1.72375792e+00  -5.55722213e-01  -2.00085567e-03
   2.64976664e-01   1.35545685e+00   0.00000000e+00]",[-0.19352265 -0.14298321]
4,[-1.47156084  0.65405536],[-2.11983217 -0.25887254],-0.131414561505,-0.131414561505,"[[ -0.5476049    0.29058468   0.13358305  -0.19785832]
 [-15.36333449   6.47653099   0.           0.        ]]","[ 0.83233839  1.99456257 -0.67826543  0.06797256  1.15835151 -1.72374798
 -0.85195227  0.55194317  0.16023369  0.97140496  0.        ]",[-0.19352265 -0.14298321]
5,[-0.56987876  0.782543  ],[ 1.24181972  2.38882911],-0.0739484570388,-0.0739484570388,"[[ -0.89151204   0.40855424   0.13358305  -0.19785832]
 [-19.01525142   5.32420013   0.           0.        ]]","[ 0.51389443  1.94013026 -1.07440677  0.40644225  1.15834757 -1.72373805
 -1.142184    0.38868738 -0.07424096  0.54612932  0.        ]",[-0.19352265 -0.14298321]
6,[-0.43549669  0.53827018],[-0.23377058 -0.98081614],-0.0376899914226,-0.0376899914226,"[[ -1.22836877   0.55368671   0.13358305  -0.19785832]
 [-14.68482633   9.17624676   0.           0.        ]]","[ 0.10095888  1.84968498 -1.32669869  0.7992189   1.15834363 -1.72372811
 -0.79802237  0.93441976 -0.37753476  0.24996029  0.        ]",[-0.19352265 -0.14298321]
7,[ 0.00614124  0.59873968],[ 0.73927356  0.81134209],-0.0577182710946,-0.0577182710946,"[[ -1.52841997   0.69641989   0.13358305  -0.19785832]
 [-15.31819547   5.11059126   0.           0.        ]]","[-0.31331707  1.73721626 -1.41467017  1.1525916   1.1583397  -1.72371817
 -0.84835718  0.35842132 -0.68372477  0.09049494  0.        ]",[-0.19352265 -0.14298321]
8,[-0.08467122  0.39905384],[-2.09200839 -0.27412654],-0.0950820861623,-0.0950820861623,"[[ -1.8024125    0.82983273   0.13358305  -0.19785832]
 [-12.09177615   8.22037451   0.           0.        ]]","[-0.69724092  1.61302994 -1.37494582  1.44697149  1.15833576 -1.72370824
 -0.5919367   0.79899555 -0.97623526  0.02957357  0.        ]",[-0.19352265 -0.14298321]
9,[ 0.26405028  0.47582343],[-0.44765988 -0.23330241],-0.133147141361,-0.133147141361,"[[ -2.08154584   0.98172241   0.13358305  -0.19785832]
 [-15.80925113   6.97265893   0.           0.        ]]","[-1.06332472  1.45210447 -1.21961354  1.73307875  1.15833182 -1.7236983
 -0.88738059  0.62222506 -1.25858636  0.0553989   0.        ]",[-0.19352265 -0.14298321]
