timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 2.06030583  2.25407457],[ 2.74526815  2.94759913],-0.330081520026,-0.330081520026,"[[-0.08460174 -0.07816484 -0.10833481  0.06735597]
 [ 0.00323747 -0.00225377  0.          0.        ]]","[ 0.98307269  1.72226769 -0.02606302 -1.16618958 -0.94409341  0.56955948
  0.38803662 -0.35253584  2.26096642 -1.07014608  0.        ]",[-0.34515437 -0.2422062 ]
1,[ 1.64016652  1.91704345],[ 1.47077823  0.98666036],-0.328011580706,-0.328011580706,"[[-0.04486254 -0.03849705 -0.10833481  0.06735597]
 [ 3.95751955  3.95584763  0.          0.        ]]","[ 0.9868678   1.72518473  0.0345766  -1.05493352 -0.94409195  0.56955886
  0.7056752   0.24344356  2.27209803 -0.94320758  0.        ]",[-0.34515437 -0.2422062 ]
2,[ 0.87333637  1.44105768],[ 0.68900573  1.76372156],-0.319751636392,-0.319751636392,"[[ 0.07317806  0.07901687 -0.10833481  0.06735597]
 [ 7.83365134  7.78279093  0.          0.        ]]","[ 0.98439928  1.72217197  0.21496648 -0.7250219  -0.94409049  0.56955824
  1.01703542  0.81967375  2.26323384 -0.56488355  0.        ]",[-0.34515437 -0.2422062 ]
3,[ 0.36548388  1.2562381 ],[ 0.37892041  1.21000227],-0.300379044209,-0.300379044209,"[[  0.25563034   0.27284411  -0.10833481   0.06735597]
 [ 10.40309917  11.58724278   0.           0.        ]]","[ 0.94035243  1.67935677  0.48983649 -0.18968738 -0.94408903  0.56955763
  1.22343153  1.39251527  2.1230287   0.0057659   0.        ]",[-0.34515437 -0.2422062 ]
4,[-0.22041245  0.93241417],[ 0.28792926  0.97812807],-0.264908008936,-0.264908008936,"[[  0.47666053   0.54200846  -0.10833481   0.06735597]
 [ 11.69579316  15.31673913   0.           0.        ]]","[ 0.82370461  1.54495743  0.80479781  0.50256229 -0.94408757  0.56955701
  1.32726801  1.9540658   1.74397159  0.59678733  0.        ]",[-0.34515437 -0.2422062 ]
5,[-0.89815003  0.14877883],[-0.19859718 -0.2922002 ],-0.21008891717,-0.21008891717,"[[  0.7196896    0.88415272  -0.10833481   0.06735597]
 [ 12.60438332  18.88576208   0.           0.        ]]","[ 0.62205264  1.26344862  1.11116019  1.22609352 -0.94408612  0.5695564
  1.40024978  2.49144529  1.11510369  0.96191914  0.        ]",[-0.34515437 -0.2422062 ]
6,[-1.06807363 -0.45827559],[-2.68826469 -0.74315589],-0.143694271713,-0.143694271713,"[[  0.96142457   1.24650551  -0.10833481   0.06735597]
 [ 11.57252236  17.35460417   0.           0.        ]]","[ 0.35668592  0.86493144  1.35714628  1.7163624  -0.94408466  0.56955578
  1.31735966  2.26088581  0.44604886  0.90726731  0.        ]",[-0.34515437 -0.2422062 ]
7,[-0.84057462 -0.73960829],[-1.3031409  -0.63905419],-0.0853611606829,-0.0853611606829,"[[  1.15090595   1.56063104  -0.10833481   0.06735597]
 [  7.38922462  14.06890322   0.           0.        ]]","[ 0.11342487  0.47505592  1.49955465  1.86265594 -0.9440832   0.56955516
  0.98132296  1.76614977  0.01817807  0.57303164  0.        ]",[-0.34515437 -0.2422062 ]
8,[-0.60415369 -0.87525487],[-1.69130299 -0.42106199],-0.046101655366,-0.046101655366,"[[  1.25753297   1.81383099  -0.10833481   0.06735597]
 [  3.28688676  11.26044422   0.           0.        ]]","[-0.03353666  0.15805311  1.55796642  1.78022681 -0.94408174  0.56955455
  0.6517904   1.34327595 -0.14699102  0.22797498  0.        ]",[-0.34515437 -0.2422062 ]
9,[-0.30782461 -0.79887938],[-0.82173998 -0.70204099],-0.0301736480903,-0.0301736480903,"[[ 1.28291337  2.02007926 -0.10833481  0.06735597]
 [-0.73560977  9.37065764  0.          0.        ]]","[-0.06934349 -0.08672599  1.56945289  1.58396223 -0.94408028  0.56955393
  0.32867163  1.05872842 -0.15760072 -0.01977757  0.        ]",[-0.34515437 -0.2422062 ]
