timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.06241524  1.12290001],[-1.93769957 -0.23075302],-0.305839606081,-0.305839606081,"[[-0.05224808  0.04658083 -0.08278988 -0.09468769]
 [ 0.00173477  0.00217302  0.          0.        ]]","[ 0.98727109  1.84483691  0.03286781 -0.76339787 -0.71680387 -0.82804932
  0.39738278 -0.35777285  2.00140531  0.73900194  0.        ]",[-0.29966649 -0.23485976]
1,[-0.77387881  1.30638003],[ 0.44210547  1.49255762],-0.302834897169,-0.302834897169,"[[-0.09190068  0.03747197 -0.08278988 -0.09468769]
 [-3.95382536 -0.91002434  0.          0.        ]]","[ 0.98312521  1.84532322 -0.0282659  -0.78977325 -0.71680283 -0.82804799
  0.08673719 -0.4918204   1.997791    0.64997655  0.        ]",[-0.29966649 -0.23485976]
2,[-0.93882811  1.09664178],[-0.34559266  1.8227498 ],-0.299258985803,-0.299258985803,"[[-0.15266066  0.05917295 -0.08278988 -0.09468769]
 [-2.12824592  3.06687027  0.          0.        ]]","[ 0.97236866  1.84396216 -0.12147586 -0.72695136 -0.71680179 -0.82804665
  0.23010694  0.09258779  1.9892288   0.55129667  0.        ]",[-0.29966649 -0.23485976]
3,[-1.018677    0.96679229],[-2.07004132  1.09114325],-0.298483753366,-0.298483753366,"[[-0.20853518  0.15963413 -0.08278988 -0.09468769]
 [-3.45478322  6.96624893  0.          0.        ]]","[ 0.95780289  1.8297991  -0.20643352 -0.43764863 -0.71680076 -0.82804532
  0.12592849  0.66560464  1.98393646  0.54554636  0.        ]",[-0.29966649 -0.23485976]
4,[-0.93334639  0.9137882 ],[-1.31483835  0.26272664],-0.295226845546,-0.295226845546,"[[ -0.31665096   0.33731793  -0.08278988  -0.09468769]
 [ -7.34385692  10.78936726   0.           0.        ]]","[ 0.91708833  1.77345101 -0.36775629  0.060857   -0.71679972 -0.82804398
 -0.17949626  1.22741324  1.96215025  0.51893394  0.        ]",[-0.29966649 -0.23485976]
5,[-0.67041844  0.95782965],[-0.93306188  1.55281652],-0.285263523791,-0.285263523791,"[[ -0.50176689   0.56141249  -0.08278988  -0.09468769]
 [-11.15510697  11.61727607   0.           0.        ]]","[ 0.81034042  1.6480308  -0.62991611  0.64464342 -0.71679868 -0.82804265
 -0.47880909  1.34907167  1.90135911  0.39776382  0.        ]",[-0.29966649 -0.23485976]
6,[-0.33171842  0.84484756],[ 0.03236999  0.69909086],-0.267144402883,-0.267144402883,"[[ -0.75970894   0.8311862   -0.08278988  -0.09468769]
 [-14.62761704  15.34757067   0.           0.        ]]","[ 0.5901721   1.42531658 -0.95104249  1.24269901 -0.71679764 -0.82804131
 -0.75151889  1.89723362  1.77816431  0.21155491  0.        ]",[-0.29966649 -0.23485976]
7,[-0.14849776  0.64392757],[-0.40863575  0.07738424],-0.242867443554,-0.242867443554,"[[ -1.04808748   1.16285377  -0.08278988  -0.09468769]
 [-14.2115987   17.81096093   0.           0.        ]]","[ 0.2624442   1.06733646 -1.22582998  1.76208692 -0.7167966  -0.82803998
 -0.71884615  2.25921704  1.59222752  0.08690866  0.        ]",[-0.29966649 -0.23485976]
8,[ 0.09870166  0.45086014],[-1.21176845  1.42961437],-0.214076438669,-0.214076438669,"[[ -1.34573066   1.51860354  -0.08278988  -0.09468769]
 [-15.54834726  17.76411316   0.           0.        ]]","[-0.13821637  0.62250413 -1.39325658  1.99596646 -0.71679557 -0.82803864
 -0.82382545  2.25231968  1.36190306  0.04384791  0.        ]",[-0.29966649 -0.23485976]
9,[ 0.30356964  0.10666132],[-0.17357747  1.13479941],-0.179015384668,-0.179015384668,"[[ -1.69333714   1.91007854  -0.08278988  -0.09468769]
 [-19.20026478  21.37123388   0.           0.        ]]","[-0.63952275  0.12547935 -1.42064778  1.83468602 -0.71679453 -0.82803731
 -1.11062397  2.78236072  1.07544017  0.07215467  0.        ]",[-0.29966649 -0.23485976]
10,[ 0.29011807 -0.04422024],[ 0.49211367  1.14248853],-0.144717272136,-0.144717272136,"[[ -2.08043974   2.37297189  -0.08278988  -0.09468769]
 [-19.50885265  24.90637495   0.           0.        ]]","[-1.17018419 -0.37294021 -1.23578774  1.11635043 -0.71679349 -0.82803597
 -1.13485623  3.30180673  0.76321625  0.26358924  0.        ]",[-0.29966649 -0.23485976]
11,[ 0.26204085  0.08372527],[-0.07616944  0.00620402],-0.131302117641,-0.131302117641,"[[ -2.44720157   2.9058714   -0.08278988  -0.09468769]
 [-17.17488045  28.37219023   0.           0.        ]]","[-1.57739847 -0.70018803 -0.87560185 -0.22148829 -0.71679245 -0.82803464
 -0.95155764  3.81104159  0.48256514  0.64870585  0.        ]",[-0.29966649 -0.23485976]
12,[-0.10218885  0.57876134],[-0.87530528  0.43315913],-0.136736227326,-0.136736227326,"[[ -2.790328     3.17209016  -0.08278988  -0.09468769]
 [-17.13770593   1.64921224   0.           0.        ]]","[-1.82484027 -0.73528896 -0.4182892  -0.98673652 -0.71679142 -0.8280333
 -0.94863644 -0.11577121  0.36850784  0.869993    0.        ]",[-0.29966649 -0.23485976]
13,[-0.1064227   0.67190504],[-1.94945369  0.22307616],-0.132441106273,-0.132441106273,"[[ -3.16445268   3.13900243  -0.08278988  -0.09468769]
 [-20.2642598   -3.11899076   0.           0.        ]]","[-1.91307482 -0.7358839   0.14895088 -0.89085164 -0.71679038 -0.82803197
 -1.19417541 -0.81643503  0.38736833  0.79313042  0.        ]",[-0.29966649 -0.23485976]
14,[-0.13293815  0.71010655],[ 0.66937596  1.2008516 ],-0.122160759628,-0.122160759628,"[[ -3.60543761   3.07941889  -0.08278988  -0.09468769]
 [-23.82235788  -2.57906381   0.           0.        ]]","[-1.76009559 -0.73339264  0.80521375 -0.71827761 -0.71678934 -0.82803063
 -1.47360359 -0.73709418  0.35270001  0.69474276  0.        ]",[-0.29966649 -0.23485976]
15,[-0.15107232  0.76237774],[ 0.59118459  0.25076314],-0.11330866015,-0.11330866015,"[[ -4.05056123   3.04051651  -0.08278988  -0.09468769]
 [-20.7004133   -1.38586631   0.           0.        ]]","[-1.35403436 -0.72929678  1.33308853 -0.60590974 -0.7167883  -0.8280293
 -1.22842126 -0.56175855  0.28269273  0.65843445  0.        ]",[-0.29966649 -0.23485976]
