timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.37044108  1.14457989],[-0.30597482  0.6961739 ],-0.285284319234,-0.285284319234,"[[ 0.0704425  -0.07925596 -0.05109477 -0.10946605]
 [-0.00359623  0.00055607  0.          0.        ]]","[ 1.02352961  2.02845246  0.23237254 -1.05864369 -0.4437644  -0.964872
  0.37869637 -0.36474073  1.67679959  0.95712814  0.        ]",[-0.20016067 -0.14755984]
1,[-1.38301587  1.10974002],[-1.88008903 -0.67066376],-0.285552066587,-0.285552066587,"[[ 0.05821625 -0.05158274 -0.05109477 -0.10946605]
 [-1.21499236  2.75757573  0.          0.        ]]","[ 1.02464013  2.03086685  0.21353688 -0.97471659 -0.44376368 -0.96486948
  0.28249225  0.02701653  1.67739644  0.9613504   0.        ]",[-0.20016067 -0.14755984]
2,[-1.09558988  1.27689147],[-2.51180176  0.37958266],-0.281639757568,-0.281639757568,"[[-0.00552242 -0.02360766 -0.05109477 -0.10946605]
 [-5.14578965  0.04895514  0.          0.        ]]","[ 1.02701546  2.03226424  0.11518964 -0.88975271 -0.44376296 -0.96486696
 -0.02967461 -0.3578635   1.67831955  0.87048188  0.        ]",[-0.20016067 -0.14755984]
3,[-0.7270993   1.40483761],[ 0.04192041  1.24363923],-0.270166380225,-0.270166380225,"[[ -1.47113375e-01  -7.54319360e-03  -5.10947678e-02  -1.09466048e-01]
 [ -9.00046908e+00   1.55247523e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01173304  2.032586   -0.10257621 -0.84093254 -0.44376224 -0.96486444
 -0.33579646 -0.14422084  1.66065907  0.62478042  0.        ]",[-0.20016067 -0.14755984]
4,[-0.59398186  1.37464929],[-1.70840757  1.31520885],-0.256955607857,-0.256955607857,"[[-0.3236881   0.0629244  -0.05109477 -0.10946605]
 [-8.65814056  5.48118699  0.          0.        ]]","[ 0.95346799  2.02995339 -0.36730521 -0.62688569 -0.44376152 -0.96486192
 -0.30860968  0.41402894  1.61156505  0.37272976  0.        ]",[-0.20016067 -0.14755984]
5,[-0.21532443  1.39445329],[ 0.23400453  0.48786315],-0.242562533345,-0.242562533345,"[[ -0.53483869   0.21120144  -0.05109477  -0.10946605]
 [-12.44432848   9.33365087   0.           0.        ]]","[ 0.82920801  2.00276802 -0.6631486  -0.18086214 -0.4437608  -0.9648594
 -0.60929233  0.96144304  1.53052986  0.14526154  0.        ]",[-0.20016067 -0.14755984]
6,[-0.04221536  1.33116257],[ 0.58074283  1.69969812],-0.225831707121,-0.225831707121,"[[ -0.77197601   0.415396    -0.05109477  -0.10946605]
 [-11.27330689  11.07997489   0.           0.        ]]","[ 0.62548053  1.91842219 -0.95314514  0.40851165 -0.44376009 -0.96485688
 -0.51629356  1.20958329  1.41313378 -0.05063696  0.        ]",[-0.20016067 -0.14755984]
7,[-0.13274318  1.13045609],[ 0.12904313  1.8115449 ],-0.212675592515,-0.212675592515,"[[ -0.97216931   0.67451102  -0.05109477  -0.10946605]
 [ -8.75434468  14.81908399   0.           0.        ]]","[ 0.40871002  1.738607   -1.15160591  1.08008389 -0.44375937 -0.96485436
 -0.3162469   1.74088296  1.31358949 -0.10993134  0.        ]",[-0.20016067 -0.14755984]
8,[-0.24082893  0.85831201],[ 1.17764957  0.43773693],-0.201889092162,-0.201889092162,"[[ -1.14040862   1.00767245  -0.05109477  -0.10946605]
 [ -8.07176604  18.48484289   0.           0.        ]]","[ 0.20148635  1.40678671 -1.27926244  1.75199269 -0.44375865 -0.96485184
 -0.26203871  2.26174927  1.23259152 -0.0266911   0.        ]",[-0.20016067 -0.14755984]
9,[-0.4122906   0.62153161],[ 0.99532811  0.55645723],-0.1928141195,-0.1928141195,"[[ -1.26054061   1.39107517  -0.05109477  -0.10946605]
 [ -3.95487384  19.8509628    0.           0.        ]]","[ 0.04294242  0.93013595 -1.34633665  2.17231696 -0.44375793 -0.96484932
  0.0649096   2.45584328  1.14855816  0.18973174  0.        ]",[-0.20016067 -0.14755984]
10,[-0.60694003  0.45212218],[-1.46262565 -0.9335731 ],-0.186356486388,-0.186356486388,"[[ -1.2993212    1.80625044  -0.05109477  -0.10946605]
 [  0.06374302  21.66060733   0.           0.        ]]","[-0.00968224  0.3770181  -1.36349947  2.13739446 -0.44375721 -0.9648468
  0.38405316  2.71295038  1.02348837  0.52477033  0.        ]",[-0.20016067 -0.14755984]
11,[-0.54662192  0.53071654],[-1.47917905  0.15143576],-0.174431866327,-0.174431866327,"[[ -1.33775442   2.1980747   -0.05109477  -0.10946605]
 [ -3.89426924  17.53550518   0.           0.        ]]","[-0.0623993  -0.09772965 -1.37830197  1.64265225 -0.4437565  -0.96484428
  0.06972154  2.12679152  0.811571    0.78087117  0.        ]",[-0.20016067 -0.14755984]
12,[-0.4334226  0.5121879],[-1.15298902 -0.67867387],-0.156249848427,-0.156249848427,"[[ -1.45458175   2.5513179   -0.05109477  -0.10946605]
 [ -7.77568186  17.78792202   0.           0.        ]]","[-0.22528399 -0.42506349 -1.40961363  0.87359931 -0.44375578 -0.96484176
 -0.23852677  2.16264109  0.56294362  0.89074164  0.        ]",[-0.20016067 -0.14755984]
13,[-0.34176674  0.49852583],[-1.61106972  0.11265614],-0.138931458607,-0.138931458607,"[[ -1.64827496   2.87657833  -0.05109477  -0.10946605]
 [-11.58104955  14.74823209   0.           0.        ]]","[-0.49918435 -0.60534701 -1.41538983 -0.02196894 -0.44375506 -0.96483924
 -0.54073564  1.73072108  0.31742665  0.93809333  0.        ]",[-0.20016067 -0.14755984]
14,[-0.30179694  0.54905415],[ 0.50644326 -0.04987186],-0.131071087953,-0.131071087953,"[[ -1.91732486   3.0961975   -0.05109477  -0.10946605]
 [-15.31166677   3.36525431   0.           0.        ]]","[-0.87065668 -0.65082749 -1.32825064 -0.68010135 -0.44375434 -0.96483672
 -0.83700737  0.1133138   0.14984365  0.97464959  0.        ]",[-0.20016067 -0.14755984]
15,[-0.25412428  0.57525212],[-1.47539693  1.83899638],-0.129765204389,-0.129765204389,"[[ -2.2004016    3.09530004  -0.05109477  -0.10946605]
 [-13.00361724  -1.76116696   0.           0.        ]]","[-1.22365122 -0.65077103 -1.12401111 -0.67737525 -0.44375362 -0.96483421
 -0.65370814 -0.61509914  0.17059769  0.94925453  0.        ]",[-0.20016067 -0.14755984]
16,[-0.11302647  0.59467292],[-0.55613483  1.60856924],-0.125633730283,-0.125633730283,"[[ -2.49761601   3.05818087  -0.05109477  -0.10946605]
 [-16.70547253  -1.67561586   0.           0.        ]]","[-1.52238479 -0.64754074 -0.80309216 -0.56480261 -0.4437529  -0.96483169
 -0.94769554 -0.60294204  0.19670348  0.89024381  0.        ]",[-0.20016067 -0.14755984]
17,[-0.05025707  0.61942422],[-0.73531459  0.68357023],-0.118943622051,-0.118943622051,"[[ -2.85049924   3.03153195  -0.05109477  -0.10946605]
 [-18.57661555  -0.99534212   0.           0.        ]]","[-1.74650016 -0.64408442 -0.31930574 -0.48418945 -0.44375219 -0.96482917
 -1.09629265 -0.50628081  0.19100664  0.82510282  0.        ]",[-0.20016067 -0.14755984]
18,[-0.05108319  0.66055858],[-0.78961613  0.23221205],-0.11157006805,-0.11157006805,"[[ -3.24755169   3.01660006  -0.05109477  -0.10946605]
 [-21.12015492  -0.52919973   0.           0.        ]]","[-1.7981394  -0.64173287  0.28702479 -0.43912007 -0.44375147 -0.96482665
 -1.29828788 -0.44004566  0.1550957   0.77468933  0.        ]",[-0.20016067 -0.14755984]
19,[-0.14572668  0.71285212],[ 0.83887491  0.38017408],-0.10549308777,-0.10549308777,"[[ -3.69712698   3.00856558  -0.05109477  -0.10946605]
 [-23.82835044  -0.28796543   0.           0.        ]]","[-1.59305137 -0.64034407  0.93793166 -0.41490337 -0.44375075 -0.96482413
 -1.51335738 -0.40576787  0.09739062  0.75217908  0.        ]",[-0.20016067 -0.14755984]
20,[-0.22178534  0.75636756],[-1.89868199  0.08090152],-0.103307623418,-0.103307623418,"[[ -4.13563679   3.00458675  -0.05109477  -0.10946605]
 [-20.03527248  -0.12953112   0.           0.        ]]","[-1.16196688 -0.6396239   1.41779225 -0.40291997 -0.44375003 -0.96482161
 -1.21211973 -0.38325521  0.03956596  0.76494031  0.        ]",[-0.20016067 -0.14755984]
21,[-0.33769271  0.79576826],[-0.67484552  0.93749532],-0.105290694206,-0.105290694206,"[[ -4.57208754   3.00250675  -0.05109477  -0.10946605]
 [-23.5979298   -0.07832166   0.           0.        ]]","[-0.58760211 -0.63923845  1.65233734 -0.39665779 -0.44374931 -0.96481909
 -1.49504738 -0.37597822 -0.0066965   0.80666342  0.        ]",[-0.20016067 -0.14755984]
22,[-0.44131365  0.81767321],[ 0.60166833  0.56050488],-0.111579769825,-0.111579769825,"[[ -5.06616707e+00   3.00226209e+00  -5.10947678e-02  -1.09466048e-01]
 [ -2.58026785e+01   2.26397719e-02   0.00000000e+00   0.00000000e+00]]","[ 0.10125327 -0.63919166  1.57189468 -0.39592078 -0.44374859 -0.96481657
 -1.6701322  -0.36163194 -0.03365476  0.8763351   0.        ]",[-0.20016067 -0.14755984]
23,[-0.48738149  0.82389981],[-1.05967574  0.89165175],-0.119876903859,-0.119876903859,"[[ -5.55319445e+00   3.00242254e+00  -5.10947678e-02  -1.09466048e-01]
 [ -2.29096995e+01  -3.44305150e-04   0.00000000e+00   0.00000000e+00]]","[ 0.66608818 -0.63922034  1.15321139 -0.39640307 -0.44374788 -0.96481405
 -1.44037655 -0.36489722 -0.02916585  0.95129616  0.        ]",[-0.20016067 -0.14755984]
