timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
10,[-0.41581154  0.84855413],[ 0.00892874  0.63386786],-0.0346857179883,-0.0346857179883,"[[ 2.15985083  0.94851217 -0.16199552  0.12130509]
 [ 2.17515532 -7.32167468  0.          0.        ]]","[-1.18056075  0.77460459  1.29051658  0.75255401 -1.41178378  1.04217653
  0.48998515 -1.6181708  -0.44437274 -0.63170782  0.        ]",[-0.89456403 -0.81630725]
11,[-0.62923497  0.28939453],[-0.68541863  0.112894  ],-0.0293340136139,-0.0293340136139,"[[ 2.20326898  0.82871511 -0.16199552  0.12130509]
 [ 2.16666905 -4.66687865  0.          0.        ]]","[-1.23214051  0.89679248  1.25365111  0.55893858 -1.41178246  1.04217585
  0.48904305 -1.14440818 -0.47517642 -0.54683021  0.        ]",[-0.89456403 -0.81630725]
12,[ 0.24545462  0.72233117],[ 0.63692787  0.1117233 ],-0.0226675546067,-0.0226675546067,"[[ 2.21896266  0.74079847 -0.16199552  0.12130509]
 [-0.5881053  -4.12658017  0.          0.        ]]","[-1.25039099  0.97845168  1.23976769  0.39943488 -1.41178113  1.04217517
  0.18328249 -1.0479885  -0.47628495 -0.44720783  0.        ]",[-0.89456403 -0.81630725]
13,[-0.4935385   0.38407385],[-0.27837313 -0.43260178],-0.0168486233778,-0.0168486233778,"[[ 2.23259858  0.66351655 -0.16199552  0.12130509]
 [ 1.94324679 -3.60335921  0.          0.        ]]","[-1.26607336  1.044063    1.22746843  0.24813908 -1.41177981  1.04217448
  0.4642446  -0.95461651 -0.47206271 -0.36060716  0.        ]",[-0.89456403 -0.81630725]
14,[ 0.111941   1.1599313],[-0.10807033  1.68380656],-0.012707088983,-0.012707088983,"[[ 2.26003395  0.5749827  -0.16199552  0.12130509]
 [ 0.80409695 -5.24455421  0.          0.        ]]","[-1.29712209  1.11160577  1.20206772  0.0632822  -1.41177848  1.0421738
  0.33780683 -1.24749504 -0.47530912 -0.29225793  0.        ]",[-0.89456403 -0.81630725]
15,[-0.10186556  0.20569465],[-0.56522761  0.11543293],-0.00828634612116,-0.00828634612116,"[[ 2.27165235  0.51086281 -0.16199552  0.12130509]
 [ 0.35921849 -1.18097731  0.          0.        ]]","[-1.31006214  1.15515388  1.1910501  -0.07750749 -1.41177716  1.04217312
  0.28842832 -0.52232916 -0.46493328 -0.22433881  0.        ]",[-0.89456403 -0.81630725]
16,[ 0.5091387   0.54220599],[ 0.60403897  0.58605601],-0.0034057160654,-0.0034057160654,"[[ 2.25632834  0.49207189 -0.16199552  0.12130509]
 [-1.88414649 -0.69972129  0.          0.        ]]","[-1.29296614  1.16702977  1.20554721 -0.11977014 -1.41177584  1.04217244
  0.03943036 -0.43644643 -0.43829705 -0.16001945  0.        ]",[-0.89456403 -0.81630725]
17,[-0.28283054 -0.40237901],[-0.50144017 -0.96582924],-0.00178795521097,-0.00178795521097,"[[ 2.2429867   0.50149032 -0.16199552  0.12130509]
 [ 0.54190817  1.6337914   0.          0.        ]]","[-1.27790591  1.16112691  1.21794975 -0.09853267 -1.41177451  1.04217176
  0.30870558 -0.02001919 -0.42571524 -0.14216284  0.        ]",[-0.89456403 -0.81630725]
18,[ 0.61996466  0.94921875],[ 0.71232012  0.70283796],-0.00161857019032,-0.00161857019032,"[[ 2.23382785  0.49547854 -0.16199552  0.12130509]
 [-1.45115822 -2.22212151  0.          0.        ]]","[-1.26747375  1.16490514  1.22634436 -0.11207598 -1.41177319  1.04217108
  0.08748887 -0.70812639 -0.41140571 -0.11198912  0.        ]",[-0.89456403 -0.81630725]
19,[-0.32335418 -0.14274934],[-0.52369759  0.20177948],-0.00331053231041,-0.00331053231041,"[[ 2.23335621  0.47938933 -0.16199552  0.12130509]
 [ 1.39451735  0.6037856   0.          0.        ]]","[-1.26693354  1.17481214  1.22677308 -0.1485372  -1.41177186  1.0421704
  0.40333926 -0.20382856 -0.40322716 -0.08753693  0.        ]",[-0.89456403 -0.81630725]
20,[ 0.08940526 -0.13604352],[ 0.50160584 -0.04815511],-0.00129423488776,-0.00129423488776,"[[ 2.2401801   0.49936903 -0.16199552  0.12130509]
 [-0.70513764  1.3915556   0.          0.        ]]","[-1.27471434  1.16246256  1.22052993 -0.10330633 -1.41177054  1.04216971
  0.1702918  -0.06324686 -0.42125224 -0.13251351  0.        ]",[-0.89456403 -0.81630725]
21,[-0.49640054 -0.5030241 ],[-0.16999804 -0.12578822],-0.00459362092471,-0.00459362092471,"[[ 2.2461282   0.52500337 -0.16199552  0.12130509]
 [ 1.29329596  1.17261095  0.          0.        ]]","[-1.28146222  1.14594396  1.21504382 -0.0459948  -1.41176921  1.04216903
  0.39210424 -0.10231865 -0.43972259 -0.18415393  0.        ]",[-0.89456403 -0.81630725]
22,[-0.36351854 -0.40687546],[-0.26329113 -0.36410465],-0.0103232993103,-0.0103232993103,"[[ 2.26499168  0.54322785 -0.16199552  0.12130509]
 [ 0.59537357  0.65157376  0.          0.        ]]","[-1.30265103  1.13374466  1.19737802 -0.00576129 -1.41176789  1.04216835
  0.31463946 -0.19530046 -0.46962063 -0.25650823  0.        ]",[-0.89456403 -0.81630725]
23,[ 0.04927748  0.12431848],[ 0.15179106  0.18344122],-0.0104309920968,-0.0104309920968,"[[ 2.2663354   0.54166859 -0.16199552  0.12130509]
 [-0.45749725 -0.80265513  0.          0.        ]]","[-1.30414686  1.13480222  1.19610325 -0.00918658 -1.41176656  1.04216767
  0.1977778  -0.45481529 -0.47061855 -0.25743391  0.        ]",[-0.89456403 -0.81630725]
24,[-0.15275055 -0.1097354 ],[-0.73649638 -0.11380644],-0.00890689699662,-0.00890689699662,"[[ 2.26329863  0.53306045 -0.16199552  0.12130509]
 [ 0.15179164 -0.06063059  0.          0.        ]]","[-1.30076035  1.1405949   1.1989783  -0.02815402 -1.41176524  1.04216699
  0.26540471 -0.32239686 -0.46372892 -0.23721267  0.        ]",[-0.89456403 -0.81630725]
25,[ 0.71846771  0.5493657 ],[ 0.78555531  1.16902964],-0.00301502943456,-0.00301502943456,"[[ 2.23707231  0.52734908 -0.16199552  0.12130509]
 [-2.76471159 -0.50901795  0.          0.        ]]","[-1.27117005  1.14439169  1.22337488 -0.04079202 -1.41176392  1.04216631
 -0.05830774 -0.4024139  -0.42954503 -0.16620224  0.        ]",[-0.89456403 -0.81630725]
26,[-0.32596666 -0.7938019 ],[-1.04804023 -1.27912791],-0.00143352484172,-0.00143352484172,"[[ 2.21349342  0.5569862  -0.16199552  0.12130509]
 [ 0.39631265  3.45951197  0.          0.        ]]","[-1.24403983  1.12428446  1.24462565  0.02432159 -1.41176259  1.04216563
  0.29254494  0.30579215 -0.41254745 -0.1543785   0.        ]",[-0.89456403 -0.81630725]
27,[ 1.00340962  0.65168315],[ 1.58001858  0.67412741],-0.00238664811722,-0.00238664811722,"[[ 2.18166215  0.58577546 -0.16199552  0.12130509]
 [-3.56626089 -0.56717845  0.          0.        ]]","[-1.206651    1.1038137   1.27226699  0.08643267 -1.41176127  1.04216494
 -0.14727459 -0.41279312 -0.38446015 -0.12312406  0.        ]",[-0.89456403 -0.81630725]
28,[-0.05803129 -0.47435507],[ 0.35232932 -0.44599021],-0.00682850370616,-0.00682850370616,"[[ 2.15072862  0.60131179 -0.16199552  0.12130509]
 [ 0.45951037  2.11189359  0.          0.        ]]","[-1.16950889  1.09238784  1.29795162  0.11946636 -1.41175994  1.04216426
  0.29955956  0.06530237 -0.35113528 -0.0753922   0.        ]",[-0.89456403 -0.81630725]
29,[-0.48610348 -0.4586629 ],[-0.77418789 -0.41572778],-0.00261377528365,-0.00261377528365,"[[ 2.17381932  0.62540704 -0.16199552  0.12130509]
 [ 1.8449425   0.30365941  0.          0.        ]]","[-1.19730642  1.07415129  1.27888796  0.17000257 -1.41175862  1.04216358
  0.45333332 -0.25738723 -0.39049203 -0.16377283  0.        ]",[-0.89456403 -0.81630725]
30,[ 0.50519598  0.47426617],[ 0.4171687   0.15472442],-0.00230666923953,-0.00230666923953,"[[ 2.17962736  0.61491474 -0.16199552  0.12130509]
 [-1.25381876 -1.34738936  0.          0.        ]]","[-1.20422923  1.08216805  1.27398932  0.14810189 -1.41175729  1.0421629
  0.1093909  -0.55202615 -0.39367602 -0.16159497  0.        ]",[-0.89456403 -0.81630725]
31,[ 0.07829656  0.14092296],[ 0.59688324 -0.35539618],-0.00353568212785,-0.00353568212785,"[[ 2.17135657  0.59437556 -0.16199552  0.12130509]
 [ 0.42115973 -0.70865549  0.          0.        ]]","[-1.19436037  1.09751888  1.28095013  0.10476102 -1.41175597  1.04216222
  0.2953026  -0.43804023 -0.37487507 -0.11207791  0.        ]",[-0.89456403 -0.81630725]
32,[-0.52116072  0.16059372],[-0.0181799  0.5501315],-0.000781077726661,-0.000781077726661,"[[ 2.20339339  0.56621572 -0.16199552  0.12130509]
 [ 2.77467825 -2.10268366  0.          0.        ]]","[-1.23226474  1.11781741  1.25352169  0.04435826 -1.41175464  1.04216154
  0.55652781 -0.68681237 -0.40373954 -0.1444762   0.        ]",[-0.89456403 -0.81630725]
33,[-0.8883974  -0.58092415],[-1.01323959 -0.46819705],-0.00916778137052,-0.00916778137052,"[[ 2.2576066   0.54643555 -0.16199552  0.12130509]
 [ 2.6470733   0.11726752  0.          0.        ]]","[ -1.29438314e+00   1.13155020e+00   1.20433150e+00   1.27463255e-03
  -1.41175332e+00   1.04216086e+00   5.42364256e-01  -2.90648970e-01
  -4.62101424e-01  -2.43463205e-01   0.00000000e+00]",[-0.89456403 -0.81630725]
34,[ 0.36572874  0.53010011],[ 0.281336    0.26118289],-0.0100330024157,-0.0100330024157,"[[ 2.27033638  0.53017147 -0.16199552  0.12130509]
 [-1.36074643 -1.73749491  0.          0.        ]]","[-1.30858314  1.14251266  1.19228723 -0.03454191 -1.411752    1.04216017
  0.09752178 -0.62164202 -0.47098395 -0.24996197  0.        ]",[-0.89456403 -0.81630725]
35,[ 0.07612697  0.24172843],[ 0.39898715 -0.0728444 ],-0.00438022551461,-0.00438022551461,"[[ 2.25455477  0.5061388  -0.16199552  0.12130509]
 [-0.22121245 -0.66933099  0.          0.        ]]","[-1.29095415  1.15816169  1.20718944 -0.08809165 -1.41175067  1.04215949
  0.22400275 -0.43102166 -0.44216346 -0.1763985   0.        ]",[-0.89456403 -0.81630725]
36,[-0.35347629  0.0932447 ],[-0.322941   -0.22025659],-0.00507142596315,-0.00507142596315,"[[ 2.26601227  0.48998542 -0.16199552  0.12130509]
 [ 1.36168974 -0.94508667  0.          0.        ]]","[-1.3037739   1.16830708  1.19639703 -0.12449017 -1.41174935  1.04215881
  0.39969477 -0.48023172 -0.44936406 -0.17999918  0.        ]",[-0.89456403 -0.81630725]
37,[ 0.07992219  0.57474053],[-0.44046972  0.65101394],-0.005253071888,-0.005253071888,"[[ 2.2801606   0.46252585 -0.16199552  0.12130509]
 [ 0.05748814 -1.79802818  0.          0.        ]]","[-1.31943619  1.18485803  1.18286442 -0.18708273 -1.41174802  1.04215813
  0.25493649 -0.63244401 -0.45480271 -0.1737085   0.        ]",[-0.89456403 -0.81630725]
38,[ 0.35330784  0.24893022],[ 0.78587187  0.4496895 ],-0.00232282942503,-0.00232282942503,"[[ 2.26380613  0.45279224 -0.16199552  0.12130509]
 [-1.6871238   0.81595235  0.          0.        ]]","[-1.30131245  1.19051192  1.19848477 -0.20947953 -1.4117467   1.04215745
  0.06129544 -0.16596327 -0.42979903 -0.12063209  0.        ]",[-0.89456403 -0.81630725]
39,[-0.6236732  -0.73878503],[-0.61343472 -0.49158722],-0.00392060393651,-0.00392060393651,"[[ 2.26158509  0.48680283 -0.16199552  0.12130509]
 [ 1.4545703   2.57923578  0.          0.        ]]","[-1.29883097  1.17026785  1.20058191 -0.13169878 -1.41174537  1.04215677
  0.41000383  0.14870541 -0.44248969 -0.16474654  0.        ]",[-0.89456403 -0.81630725]
40,[ 0.105571   -0.05838984],[ 0.47588418  0.05478001],-0.00793186704263,-0.00793186704263,"[[ 2.26604638  0.51835442 -0.16199552  0.12130509]
 [-1.0002778   0.58257404  0.          0.        ]]","[-1.30380747  1.15028507  1.19636103 -0.06078065 -1.41174405  1.04215609
  0.13753082 -0.20761114 -0.46123145 -0.22200454  0.        ]",[-0.89456403 -0.81630725]
41,[-0.44316781 -0.44312486],[-0.13051748 -0.56562682],-0.00917109894173,-0.00917109894173,"[[ 2.26512778  0.53205959 -0.16199552  0.12130509]
 [ 0.90208537  0.7872635   0.          0.        ]]","[-1.30278296  1.14124924  1.19723088 -0.03036568 -1.41174272  1.0421554
  0.34868132 -0.17108298 -0.46550805 -0.24012081  0.        ]",[-0.89456403 -0.81630725]
42,[-0.12399682  0.19792788],[ 0.2713893   0.87292661],-0.0110216643413,-0.0110216643413,"[[ 2.27781797  0.52517926 -0.16199552  0.12130509]
 [ 0.3687064  -1.46778154  0.          0.        ]]","[-1.31685013  1.14581091  1.18511602 -0.04560454 -1.4117414   1.04215472
  0.28947941 -0.5735097  -0.4778649  -0.26061433  0.        ]",[-0.89456403 -0.81630725]
43,[-0.8106848  -0.94916475],[-1.15006112 -0.68841893],-0.0152602396901,-0.0152602396901,"[[ 2.29587854  0.53079081 -0.16199552  0.12130509]
 [ 1.43381294  2.01732232  0.          0.        ]]","[-1.33660872  1.14209298  1.16756252 -0.0331712  -1.41174008  1.04215404
  0.40769961  0.0484291  -0.50075978 -0.31314618  0.        ]",[-0.89456403 -0.81630725]
44,[ 0.50836718  0.336135  ],[ 0.30811412 -0.06428766],-0.0143086261098,-0.0143086261098,"[[ 2.28458729  0.54340144 -0.16199552  0.12130509]
 [-2.54968159 -0.74705365  0.          0.        ]]","[-1.32429037  1.13360876  1.17857804 -0.00537999 -1.41173875  1.04215336
 -0.03444415 -0.44489125 -0.49240862 -0.30451026  0.        ]",[-0.89456403 -0.81630725]
45,[ 0.36985719  0.42722955],[ 0.72637252  0.99648468],-0.00474309134151,-0.00474309134151,"[[ 2.24633059  0.52605008 -0.16199552  0.12130509]
 [-1.28021707 -0.98727841  0.          0.        ]]","[-1.28166604  1.14523395  1.21483369 -0.0436724  -1.41173743  1.04215268
  0.10645873 -0.48776072 -0.44040471 -0.18618677  0.        ]",[-0.89456403 -0.81630725]
46,[-0.75825161 -1.01158702],[-0.57840148 -0.41350931],-0.00754732386175,-0.00754732386175,"[[ 2.24979786  0.54607834 -0.16199552  0.12130509]
 [ 1.61730925  2.97689635  0.          0.        ]]","[ -1.28558362e+00   1.13178325e+00   1.21161566e+00   4.92369951e-04
  -1.41173610e+00   1.04215200e+00   4.28066652e-01   2.19671829e-01
  -4.52630976e-01  -2.24137527e-01   0.00000000e+00]",[-0.89456403 -0.81630725]
47,[-0.11289772 -0.53764808],[-0.39873796 -0.19820634],-0.0139365149204,-0.0139365149204,"[[ 2.25887076  0.58860536 -0.16199552  0.12130509]
 [-0.70230898  1.28145237  0.          0.        ]]","[-1.29578466  1.10173604  1.20313102  0.09247618 -1.41173478  1.04215132
  0.17060279 -0.08289118 -0.47859954 -0.31005746  0.        ]",[-0.89456403 -0.81630725]
48,[ 0.43916491 -0.06521806],[ 0.72299268 -0.40741292],-0.00990523892105,-0.00990523892105,"[[ 2.2291395   0.60611103 -0.16199552  0.12130509]
 [-2.26561475  0.4718084   0.          0.        ]]","[-1.26207365  1.08878933  1.23057563  0.12960119 -1.41173345  1.04215063
 -0.00291489 -0.22737739 -0.45022357 -0.26485072  0.        ]",[-0.89456403 -0.81630725]
49,[-0.1335142   0.08131087],[ 0.01226043 -0.48547272],-0.00598622436576,-0.00598622436576,"[[ 2.21298072  0.59925757 -0.16199552  0.12130509]
 [ 0.64005897 -1.15173788  0.          0.        ]]","[-1.24342057  1.09389657  1.24505848  0.11511943 -1.41173213  1.04214995
  0.31959767 -0.51710978 -0.42855275 -0.21609864  0.        ]",[-0.89456403 -0.81630725]
