timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-0.01653234  0.30483156],[ 0.85863343  1.0430868 ],-0.113935043513,-0.113935043513,"[[ 0.00319904 -0.0097663   0.11369331 -0.06128574]
 [-0.00332778 -0.00420998  0.          0.        ]]","[ 1.06685458  1.25688003 -0.00758838 -0.34116496  1.03164795 -0.6425607
 -0.07006254 -0.13947494  0.33880669  0.46519267  0.        ]",[-0.018576  -0.0200803]
1,[-0.02141759  0.30559725],[-0.55947033 -2.11291423],-0.120215491586,-0.120215491586,"[[ 0.0371973   0.02986492  0.11369331 -0.06128574]
 [ 3.39185435  3.95414371  0.          0.        ]]","[ 1.06586537  1.25634288  0.04414177 -0.27097648  1.03162018 -0.64254887
  0.24266391  0.38409231  0.33676653  0.54427186  0.        ]",[-0.018576  -0.0200803]
2,[-0.02018327  0.30535811],[ 0.1488016   0.55332483],-0.127941256306,-0.127941256306,"[[ 0.08217137  0.06844338  0.11369331 -0.06128574]
 [ 1.11313349 -0.0828457   0.          0.        ]]","[ 1.06208733  1.25394526  0.11246201 -0.20273141  1.03159242 -0.64253703
  0.03276821 -0.1498858   0.32852967  0.63810631  0.        ]",[-0.018576  -0.0200803]
3,[-0.02207017  0.30606195],[-0.85521556  0.7031012 ],-0.132611397528,-0.132611397528,"[[ 0.11011062  0.08878311  0.11369331 -0.06128574]
 [ 1.67891142  2.10951271  0.          0.        ]]","[ 1.05831027  1.25191828  0.15478554 -0.16681546  1.03156466 -0.6425252
  0.08488215  0.14010336  0.32078939  0.69320382  0.        ]",[-0.018576  -0.0200803]
4,[-0.02139254  0.30829766],[ 0.06143822  0.65307332],-0.136714765308,-0.136714765308,"[[ 0.10940104  0.15850032  0.11369331 -0.06128574]
 [-1.7384888   4.85305884  0.          0.        ]]","[ 1.05838964  1.24119407  0.15370999 -0.04429814  1.03153691 -0.64251336
 -0.22990303  0.50299837  0.30942789  0.74355854  0.        ]",[-0.018576  -0.0200803]
5,[-0.02231021  0.31021997],[-1.1773779  -0.48288332],-0.139626798487,-0.139626798487,"[[ 0.07740532  0.28054159  0.11369331 -0.06128574]
 [-1.46199144  7.34277099  0.          0.        ]]","[ 1.06253018  1.2081485   0.10522444  0.16654545  1.03150915 -0.64250153
 -0.20443083  0.83231049  0.29156281  0.78644953  0.        ]",[-0.018576  -0.0200803]
6,[-0.0190267   0.31151402],[ 0.01689856  0.4068881 ],-0.137536692323,-0.137536692323,"[[ 0.00877211  0.40676928  0.11369331 -0.06128574]
 [-5.38829008  5.28683169  0.          0.        ]]","[  1.06663107e+00   1.15529446e+00   8.78575518e-04   3.76909363e-01
   1.03148140e+00  -6.42489699e-01  -5.66094762e-01   5.60347287e-01
   2.77945854e-01   7.79662125e-01   0.00000000e+00]",[-0.018576  -0.0200803]
7,[-0.01795142  0.31281176],[ 0.39337693  0.30768789],-0.129853714126,-0.129853714126,"[[-0.09725967  0.52761936  0.11369331 -0.06128574]
 [-5.21545813  6.79315475  0.          0.        ]]","[ 1.06005117  1.08766383 -0.16027377  0.56790318  1.03145365 -0.64247787
 -0.55016475  0.75958544  0.27055887  0.71695245  0.        ]",[-0.018576  -0.0200803]
8,[-0.01842146  0.31321377],[ 0.76065397  0.40574039],-0.124996251193,-0.124996251193,"[[-0.18492351  0.67435044  0.11369331 -0.06128574]
 [-3.55642465  7.87635402  0.          0.        ]]","[ 1.04280115  0.98462142 -0.29233377  0.78205814  1.0314259  -0.64246604
 -0.39733301  0.90284856  0.2438144   0.69727561  0.        ]",[-0.018576  -0.0200803]
9,[-0.02009699  0.3133041 ],[ 0.14224241 -0.58653037],-0.126365494053,-0.126365494053,"[[-0.22515608  0.84642165  0.11369331 -0.06128574]
 [-0.47701239  9.32595809  0.          0.        ]]","[ 1.03132691  0.83740638 -0.35228015  1.00260182  1.03139816 -0.64245421
 -0.11366114  1.0945698   0.1888484   0.75491433  0.        ]",[-0.018576  -0.0200803]
10,[-0.02059024  0.31249747],[ 1.03622177 -0.84211172],-0.13140074968,-0.13140074968,"[[-0.22894506  1.00778496  0.11369331 -0.06128574]
 [ 0.09618384  6.81873277  0.          0.        ]]","[ 1.03010733  0.67716426 -0.35789417  1.17391753  1.03137042 -0.64244238
 -0.06085777  0.76290094  0.11579924  0.84355245  0.        ]",[-0.018576  -0.0200803]
11,[-0.02287466  0.31081128],[-1.48358948  1.06678467],-0.13994262045,-0.13994262045,"[[-0.18732982  1.10933863  0.11369331 -0.06128574]
 [ 4.05217176  3.34820648  0.          0.        ]]","[ 1.04209511  0.56719424 -0.29591721  1.26200175  1.03134267 -0.64243055
  0.30356639  0.30381655  0.0445492   0.94301075  0.        ]",[-0.018576  -0.0200803]
12,[-0.02091799  0.31254908],[-1.99357003  1.29715025],-0.148084058916,-0.148084058916,"[[-0.14679972  1.21537584  0.11369331 -0.06128574]
 [ 0.01428633  7.2425287   0.          0.        ]]","[ 1.05148392  0.44630487 -0.23508371  1.33651688  1.03131494 -0.64241872
 -0.06841006  0.81894446 -0.03887435  1.03088073  0.        ]",[-0.018576  -0.0200803]
13,[-0.01776988  0.31328332],[-0.36489074  1.18711191],-0.14760929929,-0.14760929929,"[[ -0.18622645   1.39852487   0.11369331  -0.06128574]
 [ -3.94381087  11.05961309   0.           0.        ]]","[ 1.04232424  0.2268726  -0.29426024  1.42094622  1.0312872  -0.64240689
 -0.4330352   1.32382777 -0.13639696  1.04945532  0.        ]",[-0.018576  -0.0200803]
14,[-0.01444049  0.31259379],[-0.80127527  0.86821989],-0.141778324843,-0.141778324843,"[[ -0.27881342   1.65724988   0.11369331  -0.06128574]
 [ -5.3103032   14.80039805   0.           0.        ]]","[ 1.01249413 -0.09347571 -0.43134761  1.44049133  1.03125947 -0.64239506
 -0.55891236  1.8185586  -0.26438746  1.02159087  0.        ]",[-0.018576  -0.0200803]
15,[-0.01005869  0.31061506],[ 0.52539701 -1.57675844],-0.132734709976,-0.132734709976,"[[ -0.41578654   1.9848127    0.11369331  -0.06128574]
 [ -8.37685619  17.94533917   0.           0.        ]]","[ 0.94737299 -0.48612449 -0.62723687  1.29741532  1.03123173 -0.64238324
 -0.84139926  2.23438598 -0.43003703  0.94693531  0.        ]",[-0.018576  -0.0200803]
16,[-0.00593977  0.30563053],[-0.20499893 -1.38831958],-0.125842113523,-0.125842113523,"[[ -0.5607898    2.30042338   0.11369331  -0.06128574]
 [ -6.13095673  13.63015868   0.           0.        ]]","[ 0.85237908 -0.8145862  -0.82198117  0.99612691  1.031204   -0.64237141
 -0.6344838   1.66353693 -0.59557678  0.84804437  0.        ]",[-0.018576  -0.0200803]
17,[-0.0015631   0.30133113],[ 0.09344239  1.3596763 ],-0.122800945231,-0.122800945231,"[[-0.69033345  2.53059013  0.11369331 -0.06128574]
 [-6.82116618  9.40060921  0.          0.        ]]","[ 0.74643574 -1.00406765 -0.98169787  0.6919378   1.03117628 -0.64235958
 -0.69805643  1.10407688 -0.71499687  0.75922238  0.        ]",[-0.018576  -0.0200803]
18,[-0.00084922  0.29935828],[-0.38895957  0.62729358],-0.124244631277,-0.124244631277,"[[ -0.82169033   2.7564619    0.11369331  -0.06128574]
 [ -6.3161668   13.17400243   0.           0.        ]]","[ 0.62058521 -1.13785589 -1.12704342  0.34121742  1.03114855 -0.64234776
 -0.65152051  1.60309476 -0.83764376  0.67117646  0.        ]",[-0.018576  -0.0200803]
19,[ 0.0021539   0.29510915],[-0.04682561  0.33393622],-0.133417304061,-0.133417304061,"[[ -0.9622094    3.04224501   0.11369331  -0.06128574]
 [ -7.73115955  12.48054236   0.           0.        ]]","[ 0.46786943 -1.22272521 -1.26119859 -0.14851968  1.03112083 -0.64233594
 -0.7818634   1.51131062 -1.00264268  0.56398734  0.        ]",[-0.018576  -0.0200803]
20,[ 0.00678727  0.28948513],[-0.58052425  1.08402592],-0.136628939594,-0.136628939594,"[[-1.11716486  3.12287021  0.11369331 -0.06128574]
 [-7.7641069  -0.7305503   0.          0.        ]]","[ 0.28133619 -1.22859542 -1.38049558 -0.29103606  1.03109311 -0.64232411
 -0.78488223 -0.23600243 -1.04585393  0.53369619  0.        ]",[-0.018576  -0.0200803]
21,[ 0.00905395  0.28842267],[-1.85575207  0.13049892],-0.132211194865,-0.132211194865,"[[-1.29396714  3.08599374  0.11369331 -0.06128574]
 [-9.90893628 -2.17921539  0.          0.        ]]","[ 0.05085347 -1.22685278 -1.4764323  -0.22576331  1.03106539 -0.64231229
 -0.98245617 -0.42760052 -1.00577189  0.5439869   0.        ]",[-0.018576  -0.0200803]
22,[ 0.01241132  0.28737465],[ 0.86054539 -1.87613744],-0.125768105883,-0.125768105883,"[[ -1.52990232   3.04669248   0.11369331  -0.06128574]
 [-13.67203651  -1.69453038   0.           0.        ]]","[-0.2739577  -1.22314126 -1.53304674 -0.15634838  1.03103767 -0.64230047
 -1.32909575 -0.36348862 -0.96044992  0.53590889  0.        ]",[-0.018576  -0.0200803]
23,[ 0.01421172  0.28554031],[ 1.96145104 -0.80304483],-0.114845339583,-0.114845339583,"[[-1.7664437   2.97341152  0.11369331 -0.06128574]
 [-9.99434361 -5.62048266  0.          0.        ]]","[-0.60276266 -1.21115978 -1.50521576 -0.02769403  1.03100996 -0.64228865
 -0.9902545  -0.8827375  -0.89755236  0.49998916  0.        ]",[-0.018576  -0.0200803]
24,[ 0.01344044  0.28619215],[ 1.49875076 -0.87545132],-0.0969077608355,-0.0969077608355,"[[-1.92462066  2.83021611  0.11369331 -0.06128574]
 [-5.83718992 -8.68883243  0.          0.        ]]","[-0.81529104 -1.16889647 -1.43990842  0.21848422  1.03098225 -0.64227682
 -0.60725649 -1.28853184 -0.80953944  0.41759508  0.        ]",[-0.018576  -0.0200803]
25,[ 0.01127401  0.28761256],[-1.36307823  1.44659881],-0.0745074898246,-0.0745074898246,"[[ -2.00047939   2.62338654   0.11369331  -0.06128574]
 [ -1.76224866 -11.98315157   0.           0.        ]]","[-0.91322991 -1.06546367 -1.3957798   0.55318041  1.03095454 -0.642265
 -0.23183705 -1.72416596 -0.7157115   0.28347958  0.        ]",[-0.018576  -0.0200803]
26,[ 0.01600971  0.28908262],[-0.42469481 -0.30339391],-0.0598290299114,-0.0598290299114,"[[-2.07509181  2.42583108  0.11369331 -0.06128574]
 [-5.68589969 -7.7863798   0.          0.        ]]","[-1.00629135 -0.92362211 -1.3446149   0.83812369  1.03092683 -0.64225318
 -0.59330925 -1.16905785 -0.66823167  0.12496093  0.        ]",[-0.018576  -0.0200803]
27,[ 0.01691428  0.2903868 ],[ 1.51765391  2.42017179],-0.0644514265911,-0.0644514265911,"[[-2.20454427  2.25959605  0.11369331 -0.06128574]
 [-7.25405815 -8.83364022  0.          0.        ]]","[-1.15855819 -0.77573746 -1.23848386  1.04325269  1.03089913 -0.64224137
 -0.73776874 -1.30752345 -0.69660634 -0.04559943  0.        ]",[-0.018576  -0.0200803]
