timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.92791653  0.50683963],[-2.59792014  1.13461621],-0.294809427905,-0.294809427905,"[[-0.02255584 -0.08796998 -0.06868829 -0.11253755]
 [ 0.00165791  0.00117299  0.          0.        ]]","[ 1.04778124  1.38316182  0.03428583 -1.45801617 -0.59938359 -0.97439277
  0.28203757 -0.31643316  2.31798484  1.13375809  0.        ]",[-0.69041622 -0.57642925]
1,[-2.06543374  0.30076015],[-1.37264876 -0.67016322],-0.29335943342,-0.29335943342,"[[-0.06222898 -0.04820349 -0.06868829 -0.11253755]
 [-3.95578867  3.96227099  0.          0.        ]]","[ 1.04530739  1.38662341 -0.02459493 -1.3562268  -0.59938326 -0.97439199
 -0.11720122  0.35393174  2.31633297  1.08226964  0.        ]",[-0.69041622 -0.57642925]
2,[-1.84759021  0.58732867],[-2.31865078 -0.41446871],-0.285466336373,-0.285466336373,"[[ -1.80239543e-01   3.64589339e-03  -6.86882877e-02  -1.12537553e-01]
 [ -7.83236452e+00   1.23176160e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02432577  1.38810024 -0.19852121 -1.22324093 -0.59938293 -0.97439122
 -0.50828148 -0.10817209  2.29200423  0.83593086  0.        ]",[-0.69041622 -0.57642925]
3,[-1.32643199  1.15912318],[-2.65693446 -0.23080668],-0.267103510994,-0.267103510994,"[[ -3.75016489e-01   1.15853068e-02  -6.86882877e-02  -1.12537553e-01]
 [ -1.16326786e+01  -4.32280458e-01   0.00000000e+00   0.00000000e+00]]","[ 0.94592575  1.38802118 -0.47635811 -1.20286983 -0.59938259 -0.97439044
 -0.89166795 -0.38978991  2.18545548  0.33453637  0.        ]",[-0.69041622 -0.57642925]
4,[-0.30430913  2.05311131],[-0.30858467  1.07792325],-0.236518398695,-0.236518398695,"[[ -6.45048491e-01  -6.12938748e-03  -6.86882877e-02  -1.12537553e-01]
 [ -1.53581188e+01  -1.33617923e+00   0.00000000e+00   0.00000000e+00]]","[ 0.75259975  1.38808138 -0.82539373 -1.24831922 -0.59938226 -0.97438967
 -1.26750026 -0.54276307  1.90471374 -0.33082752  0.        ]",[-0.69041622 -0.57642925]
5,[ 0.04838857  1.99896908],[-0.72586677  2.77298005],-0.198558487285,-0.198558487285,"[[ -9.61426439e-01   7.14395653e-03  -6.86882877e-02  -1.12537553e-01]
 [ -1.62766126e+01   2.65022441e+00   0.00000000e+00   0.00000000e+00]]","[ 0.41911105  1.38807111 -1.15039563 -1.21426219 -0.59938193 -0.97438889
 -1.36015908  0.13188553  1.44549474 -0.91657792  0.        ]",[-0.69041622 -0.57642925]
6,[ 1.22795093  1.69843388],[ 1.1083973  2.2170782],-0.158804788434,-0.158804788434,"[[ -1.312554     0.09935938  -0.06868829  -0.11253755]
 [-18.82765894   6.55826568   0.           0.        ]]","[-0.04712828  1.38178824 -1.36852412 -0.978079   -0.59938159 -0.97438812
 -1.6175138   0.79327207  0.88539433 -1.28107355  0.        ]",[-0.69041622 -0.57642925]
7,[ 1.43993568  0.72538632],[ 0.89186563  0.05178127],-0.125852563034,-0.125852563034,"[[ -1.64569625   0.26893112  -0.06868829  -0.11253755]
 [-14.50097637  10.38614565   0.           0.        ]]","[-0.53284579  1.3420856  -1.41361861 -0.5508685  -0.59938126 -0.97438734
 -1.18102439  1.44109114  0.38913496 -1.38440557  0.        ]",[-0.69041622 -0.57642925]
8,[ 1.65259087  0.32162163],[ 1.62620431  0.16955992],-0.105274628097,-0.105274628097,"[[ -1.89744083   0.47663119  -0.06868829  -0.11253755]
 [-10.68616351  10.38388765   0.           0.        ]]","[-0.89474812  1.24541911 -1.33923118 -0.05545499 -0.59938093 -0.97438656
 -0.79617457  1.44070719  0.09944476 -1.32995618  0.        ]",[-0.69041622 -0.57642925]
9,[ 0.93562448 -0.54104841],[ 1.27594162 -0.76050651],-0.0931501205389,-0.0931501205389,"[[ -2.06935377   0.68896567  -0.06868829  -0.11253755]
 [ -6.51894204  10.84805489   0.           0.        ]]","[-1.12611307  1.09609767 -1.23694615  0.39855592 -0.5993806  -0.97438579
 -0.37577304  1.51925958 -0.01246674 -1.23043165  0.        ]",[-0.69041622 -0.57642925]
10,[-0.19603021 -0.43912154],[-0.02069247 -0.87876726],-0.0881103870955,-0.0881103870955,"[[-2.15873305  0.87354432 -0.06868829 -0.11253755]
 [-2.43255081  7.62060636  0.          0.        ]]","[-1.23861778  0.92994366 -1.16833146  0.73433644 -0.59938026 -0.97438501
  0.03647405  0.97305422  0.01244528 -1.13809038  0.        ]",[-0.69041622 -0.57642925]
11,[-0.20414014  0.27578774],[ 0.05685156 -0.072291  ],-0.0853340673599,-0.0853340673599,"[[-2.20771127  0.98953107 -0.06868829 -0.11253755]
 [-2.46519207  3.99016718  0.          0.        ]]","[-1.29756049  0.81084724 -1.12650765  0.91178048 -0.59937993 -0.97438424
  0.03318109  0.35864843  0.04196816 -1.07128772  0.        ]",[-0.69041622 -0.57642925]
12,[-0.35386491  0.19070277],[-0.69750498 -0.26043627],-0.0816448939612,-0.0816448939612,"[[-2.25426793  1.06566885 -0.06868829 -0.11253755]
 [-2.19138559  3.62482998  0.          0.        ]]","[-1.35164582  0.72742758 -1.0840946   1.01272708 -0.5993796  -0.97438346
  0.06080348  0.2968196   0.03563634 -1.01886709  0.        ]",[-0.69041622 -0.57642925]
