timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
10,[ 0.35905623 -0.50382531],[ 0.67859248  0.09792055],-0.0347013176871,-0.0347013176871,"[[-2.10108317  0.6308117  -0.0611001  -0.16852107]
 [-4.35086916  7.63208358  0.          0.        ]]","[-1.18386839  1.16451095 -1.21297203  0.30788951 -0.53376962 -1.45753259
 -0.13756379  0.95606147 -0.21780824 -0.49254134  0.        ]",[-0.64791197 -0.53212559]
11,[-0.37781698 -1.01251185],[ 0.15983311 -0.42428877],-0.0351063562188,-0.0351063562188,"[[-2.16030134  0.78581772 -0.0611001  -0.16852107]
 [-1.58013022  7.86775339  0.          0.        ]]","[-1.25796437  1.0362055  -1.16619004  0.6104129  -0.53376932 -1.45753061
  0.13545511  0.9954274  -0.16532335 -0.43277444  0.        ]",[-0.64791197 -0.53212559]
12,[-0.68043727 -0.97515976],[-0.28637622 -1.64101924],-0.0411524881674,-0.0411524881674,"[[-2.18523865  0.92475169 -0.0611001  -0.16852107]
 [-0.91582152  6.03176679  0.          0.        ]]","[-1.28831927  0.90275711 -1.14518191  0.84467691 -0.53376903 -1.45752863
  0.20091371  0.68873978 -0.06729456 -0.37490464  0.        ]",[-0.64791197 -0.53212559]
13,[-0.3224951  -0.22488549],[ 0.51599771 -0.21459332],-0.0423869850489,-0.0423869850489,"[[-2.21472928  1.0044643  -0.0611001  -0.16852107]
 [-2.02956943  1.95308146  0.          0.        ]]","[-1.32353208  0.81934306 -1.11936372  0.96147251 -0.53376873 -1.45752664
  0.09116874  0.00742718 -0.03973342 -0.32973238  0.        ]",[-0.64791197 -0.53212559]
14,[-0.7675339  -0.24009946],[-0.33868786 -1.06369679],-0.0413972635772,-0.0413972635772,"[[-2.23443092  1.03460659 -0.0611001  -0.16852107]
 [ 0.05247771  1.06411649  0.          0.        ]]","[-1.34662812  0.78664047 -1.10153729  1.00208183 -0.53376843 -1.45752466
  0.29632653 -0.14106749 -0.04454881 -0.30928428  0.        ]",[-0.64791197 -0.53212559]
15,[-0.22983767  0.65149343],[ 0.41255146  0.97445683],-0.0375982234034,-0.0375982234034,"[[-2.24682598  1.0159535  -0.0611001  -0.16852107]
 [-1.28751186 -2.91616176  0.          0.        ]]","[-1.36097766  0.80694866 -1.09008806  0.97718464 -0.53376813 -1.45752268
  0.16428833 -0.80594194 -0.08509602 -0.31460773  0.        ]",[-0.64791197 -0.53212559]
16,[-0.69414371 -0.18005618],[-0.73404399 -0.72740688],-0.0343675272797,-0.0343675272797,"[[-2.25595409  0.99691776 -0.0611001  -0.16852107]
 [ 0.36917451  0.99953998  0.          0.        ]]","[-1.37145398  0.82743272 -1.08154214  0.95099253 -0.53376783 -1.4575207
  0.32753262 -0.15185375 -0.12059273 -0.3199217   0.        ]",[-0.64791197 -0.53212559]
17,[ 0.20321575  0.61058229],[ 0.40750429  0.77677616],-0.0297297590572,-0.0297297590572,"[[-2.27777579  0.98782014 -0.0611001  -0.16852107]
 [-2.5416438  -1.89964629  0.          0.        ]]","[-1.39618378  0.83713417 -1.06072606  0.93819726 -0.53376753 -1.45751871
  0.04071    -0.63614053 -0.1684472  -0.31475529  0.        ]",[-0.64791197 -0.53212559]
18,[-0.17986153 -0.07078013],[ 0.81283066  0.3990157 ],-0.0231381343922,-0.0231381343922,"[[-2.31193596  0.98105916 -0.0611001  -0.16852107]
 [-0.87991381  1.21317927  0.          0.        ]]","[-1.43397561  0.84430617 -1.02706308  0.92857298 -0.53376724 -1.45751673
  0.20445146 -0.11616635 -0.23568859 -0.3007229   0.        ]",[-0.64791197 -0.53212559]
19,[-1.08610344 -0.66227722],[-0.93455186 -0.27819677],-0.0290063070465,-0.0290063070465,"[[-2.29709595  1.02092434 -0.0611001  -0.16852107]
 [ 2.3531718   2.76816023  0.          0.        ]]","[-1.41769562  0.80155668 -1.0418454   0.98389081 -0.53376694 -1.45751475
  0.52302922  0.14358159 -0.16853901 -0.29315202  0.        ]",[-0.64791197 -0.53212559]
20,[-0.32736886 -0.25460079],[ 0.22551218 -0.66985168],-0.0344755439107,-0.0344755439107,"[[-2.28759666  1.06469605 -0.0611001  -0.16852107]
 [-1.39080087  1.61285504  0.          0.        ]]","[-1.40716032  0.75340258 -1.05117904  1.0406122  -0.53376664 -1.45751277
  0.15410979 -0.04940361 -0.10747645 -0.27761836  0.        ]",[-0.64791197 -0.53212559]
21,[-0.39430499  0.19335902],[-0.25987495 -0.75814021],-0.0316126956227,-0.0316126956227,"[[-2.3061765   1.07001843 -0.0611001  -0.16852107]
 [-0.47024887 -1.07166896  0.          0.        ]]","[-1.4276783   0.74746437 -1.03282656  1.04721651 -0.53376634 -1.45751079
  0.24481803 -0.49783349 -0.13437912 -0.26813227  0.        ]",[-0.64791197 -0.53212559]
22,[ 0.12716278  0.93626571],[-0.45306344  0.98717655],-0.0236983760297,-0.0236983760297,"[[-2.32579634  1.01868147 -0.0611001  -0.16852107]
 [-1.48832309 -4.05209428  0.          0.        ]]","[-1.44897336  0.80398894 -1.01303362  0.9808675  -0.53376604 -1.4575088
  0.14450003 -0.9956911  -0.22090546 -0.2804585   0.        ]",[-0.64791197 -0.53212559]
23,[ 0.66102153  0.38334176],[ 0.0401335   0.33789701],-0.0125010201255,-0.0125010201255,"[[-2.37326417  0.97766784 -0.0611001  -0.16852107]
 [-3.25259824 -0.06256949  0.          0.        ]]","[-1.49886952  0.84788906 -0.96343861  0.92370465 -0.53376574 -1.45750682
 -0.02934633 -0.32926971 -0.34613866 -0.26501744  0.        ]",[-0.64791197 -0.53212559]
24,[ 0.74790233  0.12679636],[ 0.63376315  0.18990199],-0.00563592286777,-0.00563592286777,"[[-2.43608131  0.98985177 -0.0611001  -0.16852107]
 [-3.02985965  1.2765015   0.          0.        ]]","[-1.56120467  0.83496854 -0.89424567  0.94106408 -0.53376544 -1.45750484
 -0.00739832 -0.10558746 -0.44073883 -0.21646042  0.        ]",[-0.64791197 -0.53212559]
25,[ 0.14634241 -0.22021875],[ 0.27452884  0.37364571],-0.00472023252035,-0.00472023252035,"[[-2.47091996  1.022665   -0.0611001  -0.16852107]
 [-0.46254359  2.00241225  0.          0.        ]]","[-1.59387781  0.7996621  -0.85421223  0.98622235 -0.53376515 -1.45750286
  0.2455774   0.01567077 -0.46441753 -0.18259661  0.        ]",[-0.64791197 -0.53212559]
26,[-0.24988051 -0.65455866],[-0.22929946 -0.70111762],-0.003152556714,-0.003152556714,"[[-2.46918435  1.07715652 -0.0611001  -0.16852107]
 [ 0.63247456  3.44194504  0.          0.        ]]","[-1.59228042  0.73947092 -0.85623293  1.05597061 -0.53376485 -1.45750087
  0.35347717  0.25613448 -0.40390026 -0.17253264  0.        ]",[-0.64791197 -0.53212559]
27,[-0.04037824 -0.1095058 ],[ 0.65282454  0.13616496],-0.00747522887273,-0.00747522887273,"[[-2.46575549  1.11746033 -0.0611001  -0.16852107]
 [-0.28654725  0.59791209  0.          0.        ]]","[-1.58911682  0.69378861 -0.86021741  1.10324291 -0.53376455 -1.45749889
  0.26291924 -0.21894132 -0.35594516 -0.16375356  0.        ]",[-0.64791197 -0.53212559]
28,[-0.71989727 -0.42390242],[-1.40466343  1.06125467],-0.0127815668593,-0.0127815668593,"[[-2.44551359  1.1347024  -0.0611001  -0.16852107]
 [ 2.30212386  1.12454059  0.          0.        ]]","[-1.57017805  0.67396429 -0.88351806  1.12232261 -0.53376425 -1.45749691
  0.51799936 -0.1309716  -0.3045803  -0.17113722  0.        ]",[-0.64791197 -0.53212559]
29,[-0.09214883 -0.9987148 ],[ 0.04358931 -1.2465949 ],-0.0201664778088,-0.0201664778088,"[[-2.43963868  1.19670807 -0.0611001  -0.16852107]
 [-1.70130296  5.0628911   0.          0.        ]]","[-1.5645924   0.6013944  -0.89020748  1.18517241 -0.53376395 -1.45749493
  0.12351271  0.52690269 -0.23138523 -0.14938454  0.        ]",[-0.64791197 -0.53212559]
30,[ 0.00746202 -0.32263961],[ 0.05174173  0.36237582],-0.0213657084446,-0.0213657084446,"[[-2.47158633  1.25723175 -0.0611001  -0.16852107]
 [-1.49417046  1.00300823  0.          0.        ]]","[-1.59447715  0.52883166 -0.85343209  1.23764561 -0.53376365 -1.45749295
  0.14392292 -0.15127319 -0.22226334 -0.10453433  0.        ]",[-0.64791197 -0.53212559]
31,[-0.05270894 -0.6441474 ],[ 0.54136339 -0.7396462 ],-0.0209265082545,-0.0209265082545,"[[-2.49912229  1.29148845 -0.0611001  -0.16852107]
 [-1.26019986  2.41794662  0.          0.        ]]","[-1.6192877   0.48710584 -0.82097709  1.26338472 -0.53376335 -1.45749096
  0.16697768  0.08508275 -0.23189545 -0.07350781  0.        ]",[-0.64791197 -0.53212559]
32,[-0.44396347 -0.25839588],[-0.83313573 -0.4929322 ],-0.0224574891455,-0.0224574891455,"[[-2.50257542  1.30997753 -0.0611001  -0.16852107]
 [ 0.90766505 -0.55911342  0.          0.        ]]","[-1.62233392  0.46441106 -0.81685838  1.27607215 -0.53376306 -1.45748898
  0.38059317 -0.41221519 -0.21890515 -0.06236038  0.        ]",[-0.64791197 -0.53212559]
33,[ 0.43989086  0.39971641],[ 0.72634082  0.94156416],-0.0169849134564,-0.0169849134564,"[[-2.51767585  1.27933079 -0.0611001  -0.16852107]
 [-2.40664902 -2.49909749  0.          0.        ]]","[-1.63549701  0.50196339 -0.79872572  1.25457723 -0.53376276 -1.457487
  0.05400927 -0.7362763  -0.27341908 -0.06913364  0.        ]",[-0.64791197 -0.53212559]
34,[-0.2424679  -0.49074325],[ 0.06306446 -0.25210615],-0.0132772545942,-0.0132772545942,"[[-2.53650211  1.26724453 -0.0611001  -0.16852107]
 [ 0.5142829   1.27788906  0.          0.        ]]","[-1.65152533  0.5166803  -0.77584218  1.24546195 -0.53376246 -1.45748502
  0.34183025 -0.10535532 -0.31546004 -0.06304874  0.        ]",[-0.64791197 -0.53212559]
35,[-0.32754332 -0.34345064],[-0.11336789 -0.12980603],-0.0165179878705,-0.0165179878705,"[[-2.52381222  1.28253226 -0.0611001  -0.16852107]
 [ 0.75390558  0.25429541  0.          0.        ]]","[-1.64076391  0.49805542 -0.79129942  1.25692833 -0.53376216 -1.45748304
  0.36544189 -0.2763399  -0.27988689 -0.06411615  0.        ]",[-0.64791197 -0.53212559]
36,[-0.24300955 -0.21950009],[ 0.57285073  0.86123006],-0.0179079278265,-0.0179079278265,"[[-2.51338358  1.28241181 -0.0611001  -0.16852107]
 [ 0.29050134 -0.26461083  0.          0.        ]]","[-1.63177446  0.49820222 -0.80389841  1.25683882 -0.53376186 -1.45748105
  0.31977903 -0.36301969 -0.26355145 -0.07014997  0.        ]",[-0.64791197 -0.53212559]
37,[-0.98191166 -1.08939803],[-0.43275076  0.37867591],-0.0251906480144,-0.0251906480144,"[[-2.48489518  1.31138163 -0.0611001  -0.16852107]
 [ 2.55083893  3.15021116  0.          0.        ]]","[-1.6065627   0.46268151 -0.83782795  1.27699402 -0.53376156 -1.45747907
  0.54250686  0.20740461 -0.18965571 -0.07020491  0.        ]",[-0.64791197 -0.53212559]
38,[-0.86812234 -1.37784553],[-0.146365   -0.98032904],-0.0384978103046,-0.0384978103046,"[[-2.45156866  1.38880784 -0.0611001  -0.16852107]
 [ 0.78768331  4.58761741  0.          0.        ]]","[-1.57586655  0.36648417 -0.87658236  1.32058316 -0.53376126 -1.45747709
  0.36876958  0.44751409 -0.06291895 -0.03562973  0.        ]",[-0.64791197 -0.53212559]
39,[-0.70777792 -0.68685997],[-0.93041232 -0.70601619],-0.0454174116606,-0.0454174116606,"[[-2.44177392  1.44070377 -0.0611001  -0.16852107]
 [ 0.19373666  0.61521331  0.          0.        ]]","[ -1.56660115e+00   3.01197638e-01  -8.87773801e-01   1.34132581e+00
  -5.33760966e-01  -1.45747511e+00   3.10243347e-01  -2.16051275e-01
  -1.74328527e-04  -9.17655607e-04   0.00000000e+00]",[-0.64791197 -0.53212559]
40,[ 0.31305176  0.15085122],[ 0.32487664  0.57196309],-0.0389134436045,-0.0389134436045,"[[-2.47487439  1.42484465 -0.0611001  -0.16852107]
 [-3.4914909  -2.19177906  0.          0.        ]]","[-1.59746135  0.32120401 -0.84958705  1.33571134 -0.53376067 -1.45747313
 -0.05289032 -0.6849417  -0.0652562  -0.00379822  0.        ]",[-0.64791197 -0.53212559]
41,[ 0.15216359 -0.31006399],[ 0.46281795  0.82837214],-0.0289355410166,-0.0289355410166,"[[-2.53111609  1.4041641  -0.0611001  -0.16852107]
 [-2.13720718  0.11603836  0.          0.        ]]","[-1.64696494  0.34722194 -0.78241544  1.32742915 -0.53376037 -1.45747114
  0.08055765 -0.29943472 -0.17078971  0.00371448  0.        ]",[-0.64791197 -0.53212559]
42,[-0.33530831 -1.10303235],[ 0.61226969 -0.35614671],-0.0298477706646,-0.0298477706646,"[[-2.55506659  1.43936727 -0.0611001  -0.16852107]
 [-0.2640633   3.39336237  0.          0.        ]]","[-1.66689123  0.30288484 -0.75297875  1.34087268 -0.53376007 -1.45746916
  0.26513289  0.24802239 -0.17307709  0.03569913  0.        ]",[-0.64791197 -0.53212559]
43,[-0.9443537  -1.09518909],[-0.51831303 -0.8818529 ],-0.0380119252083,-0.0380119252083,"[[-2.53598137  1.49240672 -0.0611001  -0.16852107]
 [ 2.16450346  1.91551112  0.          0.        ]]","[ -1.65106445e+00   2.35710692e-01  -7.76473804e-01   1.35515682e+00
  -5.33759771e-01  -1.45746718e+00   5.04438202e-01   1.15614121e-03
  -9.46217235e-02   6.31890005e-02   0.00000000e+00]",[-0.64791197 -0.53212559]
44,[-0.44656527 -0.30203977],[-0.76551223  0.91908525],-0.0411907068297,-0.0411907068297,"[[-2.51369462  1.49530617 -0.0611001  -0.16852107]
 [ 0.07113506 -1.61380194  0.          0.        ]]","[-1.63202391  0.23202865 -0.80351918  1.35572844 -0.53375947 -1.4574652
  0.29816211 -0.58839448 -0.05893895  0.05818016  0.        ]",[-0.64791197 -0.53212559]
45,[ 0.17520264 -0.77048171],[-0.79540227 -1.14422301],-0.0379993733651,-0.0379993733651,"[[-2.54268869  1.49986966 -0.0611001  -0.16852107]
 [-2.96045008  2.05790492  0.          0.        ]]","[ -1.65667106e+00   2.26231860e-01  -7.68250105e-01   1.35658540e+00
  -5.33759174e-01  -1.45746322e+00  -5.63781363e-04   2.49426951e-02
  -9.76047719e-02   7.07232563e-02   0.00000000e+00]",[-0.64791197 -0.53212559]
46,[ 1.27147162  0.25673196],[ 1.00507638  0.25699858],-0.0288072508788,-0.0288072508788,"[[-2.63288537  1.50089618 -0.0611001  -0.16852107]
 [-6.04890805 -1.9419449   0.          0.        ]]","[-1.72670538  0.22492758 -0.65416304  1.35676951 -0.53375888 -1.45746123
 -0.30489379 -0.64320875 -0.2281242   0.11029027  0.        ]",[-0.64791197 -0.53212559]
47,[ 0.62390989 -0.13403603],[ 0.15848961 -0.60597054],-0.0236437311743,-0.0236437311743,"[[-2.71295752  1.47264428 -0.0611001  -0.16852107]
 [-1.97191205 -0.88673872  0.          0.        ]]","[-1.78010646  0.26078219 -0.54791612  1.35066861 -0.53375858 -1.45745925
  0.09684494 -0.46694235 -0.37071309  0.14427206  0.        ]",[-0.64791197 -0.53212559]
48,[ 0.70310336  0.36806282],[ 1.25368492 -0.07221268],-0.0237767552063,-0.0237767552063,"[[-2.74570626  1.43101031 -0.0611001  -0.16852107]
 [-1.30517227 -3.26871881  0.          0.        ]]","[-1.79948226  0.31343033 -0.50328077  1.33795644 -0.53375828 -1.45745727
  0.16254406 -0.86483797 -0.45959426  0.15234443  0.        ]",[-0.64791197 -0.53212559]
49,[-0.11357884  0.23186621],[ 0.73742846  0.2132477 ],-0.0225954001577,-0.0225954001577,"[[-2.73184471  1.36340808 -0.0611001  -0.16852107]
 [ 2.67802263 -3.49077566  0.          0.        ]]","[-1.79145359  0.39822132 -0.52225104  1.30792516 -0.53375798 -1.45745529
  0.55503988 -0.9019306  -0.51031791  0.11907342  0.        ]",[-0.64791197 -0.53212559]
