timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
12,[-0.03951578  0.09582263],[-0.44096905  0.95983737],-0.0234871210224,-0.0234871210224,"[[-1.86744679  1.5744998   0.05407888 -0.11918088]
 [-0.7314046   1.00044135  0.          0.        ]]","[-0.8583131   0.11167327 -1.35258368  1.34316354  0.46714874 -1.03122668
  0.21179536 -0.14858334 -0.20872335 -0.25189218  0.        ]",[-0.67897177 -0.56580168]
13,[ 0.28032893 -0.71940124],[ 0.52043988 -1.26489638],-0.020251477224,-0.020251477224,"[[-1.89944609  1.63244501  0.05407888 -0.11918088]
 [-2.46275531  4.78146888  0.          0.        ]]","[-0.90315598  0.03769607 -1.33795121  1.33830475  0.4671485  -1.03122579
  0.03842374  0.48869279 -0.23087015 -0.20373043  0.        ]",[-0.67897177 -0.56580168]
14,[-0.17876931 -0.10508749],[ 0.18562512  0.15586026],-0.0178545370011,-0.0178545370011,"[[-1.92753975  1.68739338  0.05407888 -0.11918088]
 [-0.35363796  0.72689091  0.          0.        ]]","[-0.94212577 -0.03221505 -1.32391642  1.32575466  0.46714827 -1.03122491
  0.24962359 -0.1946895  -0.24958292 -0.15453719  0.        ]",[-0.67897177 -0.56580168]
15,[-0.41736329 -0.31352016],[-0.75381313 -0.08243405],-0.0184654679739,-0.0184654679739,"[[-1.927172    1.70797772  0.05407888 -0.11918088]
 [ 0.38794689  1.32953531  0.          0.        ]]","[-0.94161745 -0.05830039 -1.32410572  1.31906868  0.46714803 -1.03122402
  0.3238833  -0.0931162  -0.2440912  -0.12571683  0.        ]",[-0.67897177 -0.56580168]
16,[ 0.40368348 -0.09022215],[ 0.55238168 -0.29169439],-0.0165252709772,-0.0165252709772,"[[-1.94942369  1.73103357  0.05407888 -0.11918088]
 [-2.60316221  0.97721558  0.          0.        ]]","[-0.97220117 -0.08742933 -1.3122197   1.31030148  0.46714779 -1.03122313
  0.02436339 -0.15249822 -0.26427175 -0.11424719  0.        ]",[-0.67897177 -0.56580168]
17,[-0.06097561  0.00808108],[ 0.09830573 -1.39648816],-0.0131192171985,-0.0131192171985,"[[-1.97903316  1.73879217  0.05407888 -0.11918088]
 [-0.36523656 -0.19743477  0.          0.        ]]","[-1.01247737 -0.09720797 -1.29534452  1.30704717  0.46714756 -1.03122225
  0.24846194 -0.35048076 -0.29650932 -0.12984481  0.        ]",[-0.67897177 -0.56580168]
18,[ 0.16020837  0.94882655],[ 0.41508702  1.26174837],-0.0119744372547,-0.0119744372547,"[[-1.982356    1.6951543   0.05407888 -0.11918088]
 [ 0.03164541 -4.15316834  0.          0.        ]]","[-1.01696515 -0.04205785 -1.29337454  1.3233551   0.46714732 -1.03122136
  0.28820431 -1.01720351 -0.31270838 -0.19256716  0.        ]",[-0.67897177 -0.56580168]
19,[-0.49861616  0.02827781],[-0.54667608  1.57426324],-0.0140149160481,-0.0140149160481,"[[-1.96525226  1.65264127  0.05407888 -0.11918088]
 [ 1.67323923 -0.11160782  0.          0.        ]]","[-0.99379148  0.01196171 -1.30334475  1.33458055  0.46714708 -1.03122047
  0.45258813 -0.33601395 -0.3053852  -0.23580211  0.        ]",[-0.67897177 -0.56580168]
20,[-0.09080471 -0.70728254],[ 0.96889088 -0.01037431],-0.0149157264863,-0.0149157264863,"[[-1.95383369  1.69016244  0.05407888 -0.11918088]
 [-0.52405406  3.85051749  0.          0.        ]]","[-0.97822776 -0.03572786 -1.3097771   1.3249092   0.46714684 -1.03121959
  0.23255791  0.33178705 -0.27997173 -0.1746725   0.        ]",[-0.67897177 -0.56580168]
21,[-1.3340596  -1.09573746],[-0.8164945  -0.80311641],-0.0212916763135,-0.0212916763135,"[[-1.92573481  1.7659903   0.05407888 -0.11918088]
 [ 3.32117388  3.73266575  0.          0.        ]]","[-0.93962829 -0.13138229 -1.3248408   1.29443686  0.46714661 -1.0312187
  0.61760687  0.31192344 -0.23069017 -0.04336765  0.        ]",[-0.67897177 -0.56580168]
22,[-0.5794372  -0.35104004],[-0.53893545 -0.60084303],-0.0282573079595,-0.0282573079595,"[[-1.89238996  1.808       0.05407888 -0.11918088]
 [ 0.02425069  0.47914902  0.          0.        ]]","[-0.89330078 -0.18379802 -1.3412883   1.27131157  0.46714637 -1.03121781
  0.28746289 -0.23644474 -0.18986794  0.04869807  0.        ]",[-0.67897177 -0.56580168]
23,[ 0.16086413  0.33908197],[-0.0287071   0.48259641],-0.0245963331545,-0.0245963331545,"[[-1.91330889  1.79362017  0.05407888 -0.11918088]
 [-2.10902657 -1.90917577  0.          0.        ]]","[-0.92242705 -0.1659111  -1.33114959  1.27972308  0.46714613 -1.03121693
  0.0738429  -0.63898789 -0.213172    0.00757615  0.        ]",[-0.67897177 -0.56580168]
24,[ 0.27044192 -0.00963989],[ 0.07626835  0.78270282],-0.0178279463194,-0.0178279463194,"[[-1.95621281  1.7749883   0.05407888 -0.11918088]
 [-2.18113437  0.03949418  0.          0.        ]]","[-0.98147346 -0.14264887 -1.3084453   1.28985231  0.4671459  -1.03121604
  0.06662221 -0.31054638 -0.2625056  -0.05921026  0.        ]",[-0.67897177 -0.56580168]
25,[ 0.21159407 -0.69873023],[ 0.12662676 -0.49025974],-0.0146581959428,-0.0146581959428,"[[-1.99637775  1.80686481  0.05407888 -0.11918088]
 [-1.83650267  3.13783228  0.          0.        ]]","[-1.0358287  -0.18238799 -1.28489188  1.27199028  0.46714566 -1.03121515
  0.10113257  0.21166756 -0.30039289 -0.05032276  0.        ]",[-0.67897177 -0.56580168]
26,[ 0.17099354 -0.3836678 ],[-0.6089012  -1.35676175],-0.0141447868646,-0.0141447868646,"[[-2.02771226  1.84952045  0.05407888 -0.11918088]
 [-1.29874234  1.13441101  0.          0.        ]]","[-1.07755679 -0.23508302 -1.26499793  1.24412659  0.46714542 -1.03121427
  0.15498228 -0.12600216 -0.32597128 -0.01717113  0.        ]",[-0.67897177 -0.56580168]
27,[ 1.18775487  0.71238875],[ 1.35714935  0.71259873],-0.00648669416568,-0.00648669416568,"[[-2.07760564  1.83225797  0.05407888 -0.11918088]
 [-3.68262772 -2.84739631  0.          0.        ]]","[-1.14266702 -0.21382916 -1.23062738  1.25594466  0.46714518 -1.03121338
 -0.08373319 -0.79712182 -0.38460099 -0.08060123  0.        ]",[-0.67897177 -0.56580168]
28,[ 0.12417274 -0.11773983],[-0.30012914 -0.3401778 ],-0.000660403231,-0.000660403231,"[[-2.11081783  1.80418059  0.05407888 -0.11918088]
 [ 0.34795037  0.03007576  0.          0.        ]]","[-1.18503148 -0.17905252 -1.20594887  1.2735882   0.46714495 -1.03121249
  0.31987746 -0.31213338 -0.43091668 -0.14303629  0.        ]",[-0.67897177 -0.56580168]
29,[ 0.53782493  0.27397397],[ 0.26176496 -1.23718437],-0.00218319697826,-0.00218319697826,"[[-2.11584488  1.79126306  0.05407888 -0.11918088]
 [-0.84667159 -1.31733844  0.          0.        ]]","[-1.19137117 -0.16297293 -1.20208922  1.28104447  0.46714471 -1.03121161
  0.20025123 -0.53923534 -0.44112736 -0.16389632  0.        ]",[-0.67897177 -0.56580168]
30,[ 0.59206808  1.2127223 ],[ 0.14643309  1.1123401 ],-0.0098713826148,-0.0098713826148,"[[-2.12220973  1.72544877  0.05407888 -0.11918088]
 [ 0.20669549 -5.25098233  0.          0.        ]]","[-1.19937057 -0.08038172 -1.19715671  1.31252841  0.46714447 -1.03121072
  0.3057324  -1.20223708 -0.47397126 -0.25560497  0.        ]",[-0.67897177 -0.56580168]
31,[ 0.30709928  0.37872848],[-0.44900973  0.83098912],-0.0159153140588,-0.0159153140588,"[[-2.11230733  1.66119917  0.05407888 -0.11918088]
 [ 0.78160078 -1.1875216   0.          0.        ]]","[ -1.18690866e+00   1.07064080e-03  -1.20480531e+00   1.33267433e+00
   4.67144236e-01  -1.03120984e+00   3.63301700e-01  -5.17353758e-01
  -4.89818535e-01  -3.32723297e-01   0.00000000e+00]",[-0.67897177 -0.56580168]
32,[ 0.69155478 -0.21804669],[ 0.72137821 -0.23047761],-0.0151032817459,-0.0151032817459,"[[-2.11466542  1.67070077  0.05407888 -0.11918088]
 [-1.01143462  2.12663385  0.          0.        ]]","[-1.18988157 -0.01101311 -1.20299371  1.33035624  0.467144   -1.03120895
  0.18375181  0.04123649 -0.48844765 -0.32198222  0.        ]",[-0.67897177 -0.56580168]
33,[-0.18879716 -0.28717646],[-0.40808054  0.64762171],-0.0106415106152,-0.0106415106152,"[[-2.10604606  1.70365036  0.05407888 -0.11918088]
 [ 1.86380143  1.17151197  0.          0.        ]]","[-1.17898891 -0.05282108 -1.2095754   1.3205372   0.46714376 -1.03120806
  0.4716702  -0.11974626 -0.4627685  -0.27380796  0.        ]",[-0.67897177 -0.56580168]
34,[ 0.07946991 -0.77216911],[ 0.06114701 -0.61308057],-0.00386299403314,-0.00386299403314,"[[-2.08534825  1.75257875  0.05407888 -0.11918088]
 [ 0.21149128  3.71285591  0.          0.        ]]","[-1.1526075  -0.11455125 -1.22499297  1.30086679  0.46714353 -1.03120718
  0.30621198  0.30858932 -0.41814711 -0.19485491  0.        ]",[-0.67897177 -0.56580168]
35,[-0.05146357 -0.38868156],[ 0.12232348 -1.2971006 ],-0.0035407111359,-0.0035407111359,"[[-2.07872854  1.80174167  0.05407888 -0.11918088]
 [ 0.44967174  1.21177248  0.          0.        ]]","[-1.14410321 -0.1760203  -1.22980634  1.27501794  0.46714329 -1.03120629
  0.33006262 -0.11296072 -0.3943991  -0.12337082  0.        ]",[-0.67897177 -0.56580168]
36,[-0.0970773   0.41977105],[ 1.03646262  0.70337366],-0.00432537622248,-0.00432537622248,"[[-2.06496183  1.78600799  0.05407888 -0.11918088]
 [ 0.92541441 -2.77186551  0.          0.        ]]","[-1.12631834 -0.15641797 -1.23963535  1.2839486   0.46714305 -1.0312054
  0.37770212 -0.78439067 -0.38312611 -0.13460006  0.        ]",[-0.67897177 -0.56580168]
37,[-1.40736771 -0.40262821],[-1.41652621 -0.41272848],-0.0104292470524,-0.0104292470524,"[[-2.00692989  1.75905947  0.05407888 -0.11918088]
 [ 4.8646471   0.06753229  0.          0.        ]]","[-1.04993675 -0.12268911 -1.27832497  1.29780307  0.46714281 -1.03120452
  0.77216665 -0.3058183  -0.32349338 -0.12562379  0.        ]",[-0.67897177 -0.56580168]
38,[-0.45560646  0.18178147],[-0.468095   -1.17055275],-0.016966616129,-0.016966616129,"[[-1.95031171  1.74400468  0.05407888 -0.11918088]
 [ 0.81067939 -1.56754516  0.          0.        ]]","[-0.97339519 -0.1037693  -1.31170083  1.30474583  0.46714258 -1.03120363
  0.36621208 -0.58140563 -0.26232105 -0.09701475  0.        ]",[-0.67897177 -0.56580168]
39,[ 0.49442393  1.36065519],[ 0.43738127  1.0606925 ],-0.0149057154024,-0.0149057154024,"[[-1.95284152  1.67323989  0.05407888 -0.11918088]
 [-1.05738875 -5.49583805  0.          0.        ]]","[-0.97685354 -0.0142398  -1.31030168  1.32968786  0.46714234 -1.03120274
  0.17914817 -1.24350707 -0.28367236 -0.19692642  0.        ]",[-0.67897177 -0.56580168]
40,[-0.06675877  0.48674273],[-0.73997076 -0.50176041],-0.0162514899007,-0.0162514899007,"[[-1.95641677  1.6041399   0.05407888 -0.11918088]
 [ 0.69398269 -1.42772237  0.          0.        ]]","[-0.98173539  0.07381794 -1.30830991  1.34171345  0.4671421  -1.03120186
  0.35452618 -0.55783742 -0.31133968 -0.29345215  0.        ]",[-0.67897177 -0.56580168]
41,[ 1.06289148  1.25723803],[ 0.93214343  1.39451731],-0.0188818664312,-0.0188818664312,"[[-1.97205416  1.55594011  0.05407888 -0.11918088]
 [-2.24789048 -3.38573069  0.          0.        ]]","[-1.0030062   0.13538694 -1.29939674  1.34285507  0.46714187 -1.03120097
  0.05993385 -0.8878536  -0.35132084 -0.36979004  0.        ]",[-0.67897177 -0.56580168]
42,[-0.10289352  0.16299772],[-0.08741995  0.64521456],-0.0211647326481,-0.0211647326481,"[[-1.9795596   1.52861911  0.05407888 -0.11918088]
 [ 1.48488573  0.64021397  0.          0.        ]]","[-1.0131654   0.17027555 -1.29499898  1.34085457  0.46714163 -1.03120008
  0.43372528 -0.20929171 -0.37394262 -0.4109564   0.        ]",[-0.67897177 -0.56580168]
43,[-0.29400307 -0.43611971],[-0.40666504 -0.56020146],-0.0183314073727,-0.0183314073727,"[[-1.95363217  1.56692979  0.05407888 -0.11918088]
 [ 1.10912402  3.18238169  0.          0.        ]]","[-0.97793064  0.12134761 -1.30985718  1.34311593  0.46714139 -1.0311992
  0.39609716  0.21918368 -0.32221745 -0.34042711  0.        ]",[-0.67897177 -0.56580168]
44,[ 0.13227418  0.071435  ],[ 0.45927926  0.50330411],-0.016554316958,-0.016554316958,"[[-1.94781347  1.60769243  0.05407888 -0.11918088]
 [-0.52184374  0.90148122  0.          0.        ]]","[-0.9699709   0.0692819  -1.31306353  1.3413871   0.46714115 -1.03119831
  0.23277558 -0.165256   -0.29901603 -0.28128385  0.        ]",[-0.67897177 -0.56580168]
45,[-0.53702545 -0.54536474],[-0.84500927 -0.29641994],-0.0162570358334,-0.0162570358334,"[[-1.93991249  1.64553519  0.05407888 -0.11918088]
 [ 1.30587416  2.87621631  0.          0.        ]]","[-0.95913365  0.02101396 -1.31734289  1.33596831  0.46714092 -1.03119742
  0.41579905  0.16758045 -0.27640567 -0.22325252  0.        ]",[-0.67897177 -0.56580168]
46,[ 0.31158608 -0.17871788],[ 0.31341596 -0.88158621],-0.0156160074345,-0.0156160074345,"[[-1.94760683  1.69071717  0.05407888 -0.11918088]
 [-2.06411041  1.64607229  0.          0.        ]]","[-0.96968637 -0.03643032 -1.3131736   1.32470094  0.46714068 -1.03119654
  0.07833601 -0.03975723 -0.27239242 -0.16830333  0.        ]",[-0.67897177 -0.56580168]
47,[ 0.24717131  0.52358031],[-0.15412762  0.39889675],-0.0126054429091,-0.0126054429091,"[[-1.97602843  1.68828615  0.05407888 -0.11918088]
 [-0.78231372 -1.87742831  0.          0.        ]]","[-1.00838538 -0.0333464  -1.29706955  1.32543819  0.46714044 -1.03119565
  0.20669234 -0.6336343  -0.30717237 -0.19655595  0.        ]",[-0.67897177 -0.56580168]
48,[ 0.45871443  0.27483642],[ 0.49600193 -0.07615586],-0.0114235262243,-0.0114235262243,"[[-1.99764194  1.66695866  0.05407888 -0.11918088]
 [-1.37705943 -0.26070933  0.          0.        ]]","[-1.03750192 -0.00625522 -1.28408336  1.33127188  0.46714021 -1.03119476
  0.14713567 -0.36114002 -0.34069173 -0.24344411  0.        ]",[-0.67897177 -0.56580168]
49,[-0.04277843  0.20827617],[ 0.99275806  0.33558821],-0.0114948686548,-0.0114948686548,"[[-2.00521333  1.6587677   0.05407888 -0.11918088]
 [ 0.61328876 -0.55739653  0.          0.        ]]","[-1.0476344   0.00416483 -1.27938346  1.33320275  0.46713997 -1.03119388
  0.34644494 -0.41114575 -0.3531115  -0.26049587  0.        ]",[-0.67897177 -0.56580168]
