timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.58440518  0.18347381],[-2.02499595  1.91344921],-0.147513115662,-0.147513115662,"[[-0.08180373 -0.06900649  0.10148681 -0.1263147 ]
 [ 0.00121432 -0.0004726   0.          0.        ]]","[ 1.02477994  1.43868627 -0.04874041 -1.34886774  0.87931109 -1.09476917
  0.30475431 -0.32244196  0.58697117  1.09579028  0.        ]",[-0.55966741 -0.43832466]
1,[-2.53590178 -0.15203664],[-2.57708609 -0.19788473],-0.144530799704,-0.144530799704,"[[-0.12148564 -0.02927257  0.10148681 -0.1263147 ]
 [-3.95622287  3.96065861  0.          0.        ]]","[ 1.01879686  1.44115005 -0.10756004 -1.24615365  0.87931034 -1.09476802
 -0.07197256  0.32709576  0.58314699  1.04747705  0.        ]",[-0.55966741 -0.43832466]
2,[-1.86918163  0.3858141 ],[-2.03979877  0.61572655],-0.13139253896,-0.13139253896,"[[-0.23951212  0.04130746  0.10148681 -0.1263147 ]
 [-7.83351769  3.10020513  0.          0.        ]]","[ 0.98733343  1.44061141 -0.28046992 -1.06351124  0.8793096  -1.09476688
 -0.44107026  0.18600027  0.55436171  0.8422008   0.        ]",[-0.55966741 -0.43832466]
3,[-0.93716669  0.52132517],[-0.86880037  0.75688096],-0.107004825182,-0.107004825182,"[[ -0.43432786   0.1271718    0.10148681  -0.1263147 ]
 [-11.63540376   5.47828638   0.           0.        ]]","[ 0.89179642  1.4314836  -0.55400462 -0.84212371  0.87930885 -1.09476573
 -0.80298921  0.57595297  0.46461695  0.47488032  0.        ]",[-0.55966741 -0.43832466]
4,[ 0.60350585  0.32097811],[ 1.06552838  0.75418714],-0.0765122488646,-0.0765122488646,"[[ -0.69922228   0.26572978   0.10148681  -0.1263147 ]
 [-14.84338158   8.36784498   0.           0.        ]]","[ 0.68109845  1.39733674 -0.88602399 -0.49067263  0.87930811 -1.09476458
 -1.10837072  1.04977618  0.28172092  0.04291474  0.        ]",[-0.55966741 -0.43832466]
5,[ 0.63640982 -0.50528216],[ 0.76838573 -0.22830427],-0.0538283531774,-0.0538283531774,"[[ -0.95346561   0.46136816   0.10148681  -0.1263147 ]
 [-10.59506702  11.18662046   0.           0.        ]]","[ 0.40402788  1.30957442 -1.14202243 -0.01815138  0.87930736 -1.09476343
 -0.70395297  1.51199117  0.07670853 -0.23852366  0.        ]",[-0.55966741 -0.43832466]
6,[ 0.50626606 -0.75409448],[ 1.98415901 -1.20592042],-0.0416188304305,-0.0416188304305,"[[ -1.13276262   0.67379475   0.10148681  -0.1263147 ]
 [ -7.34541859  10.05982404   0.           0.        ]]","[ 0.17417723  1.16555032 -1.27636688  0.44459163  0.87930662 -1.09476228
 -0.3946032   1.32721963 -0.05470324 -0.30931995  0.        ]",[-0.55966741 -0.43832466]
7,[ 0.09380257 -0.44493672],[ 0.89377773 -0.21798047],-0.0342415283377,-0.0342415283377,"[[-1.23850511  0.83325036  0.10148681 -0.1263147 ]
 [-3.24246284  5.89964163  0.          0.        ]]","[ 0.02864586  1.02784272 -1.33553571  0.74526211  0.87930587 -1.09476113
 -0.00402309  0.64504118 -0.12441427 -0.29221946  0.        ]",[-0.55966741 -0.43832466]
8,[-0.77576923 -0.65014768],[-0.75143134 -0.62632425],-0.0329020831169,-0.0329020831169,"[[-1.26722749  0.94139998  0.10148681 -0.1263147 ]
 [ 0.35827039  4.91861008  0.          0.        ]]","[-0.01188904  0.92193717 -1.34891223  0.92194419  0.87930513 -1.09475998
  0.33874803  0.48417335 -0.12066389 -0.20321654  0.        ]",[-0.55966741 -0.43832466]
9,[-0.09860991 -0.13345399],[ 0.10718619  1.28612945],-0.0320682894973,-0.0320682894973,"[[-1.28995546  1.01392142  0.10148681 -0.1263147 ]
 [-2.62118633  2.34210725  0.          0.        ]]","[-0.04422555  0.84597195 -1.35866582  1.02684206  0.87930438 -1.09475883
  0.05511892  0.0616835  -0.12589495 -0.14705521  0.        ]",[-0.55966741 -0.43832466]
