timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.44666147  1.8114816 ],[-0.68863928  2.01987945],-0.334736457502,-0.334736457502,"[[ 0.02580515 -0.01310741 -0.12235616 -0.03622131]
 [-0.00106257 -0.00108405  0.          0.        ]]","[ 1.03363417  1.42874371  0.11155169 -1.22029918 -1.06659959 -0.3177115
  0.29932089 -0.32113683  2.76115996  0.35118768  0.        ]",[-0.58158827 -0.47718427]
1,[ 0.20617026  1.32292688],[ 0.0314987   1.32022908],-0.334581276403,-0.334581276403,"[[ -1.56377264e-03   2.66096025e-02  -1.22356164e-01  -3.62213101e-02]
 [ -2.72674929e+00   3.95958174e+00   0.00000000e+00   0.00000000e+00]]","[ 1.03412483  1.42840192  0.07080165 -1.11776023 -1.06659854 -0.31771134
  0.03632669  0.33300255  2.76122154  0.33405175  0.        ]",[-0.58158827 -0.47718427]
2,[ 0.04135144  1.18213081],[-0.60626202  0.60633452],-0.334249387482,-0.334249387482,"[[-0.05432254  0.14474184 -0.12235616 -0.03622131]
 [-2.54970835  7.84070665  0.          0.        ]]","[ 1.03193933  1.41559608 -0.00772016 -0.81404492 -1.06659749 -0.31771118
  0.05340888  0.9740046   2.75581267  0.35770487  0.        ]",[-0.58158827 -0.47718427]
3,[-0.09302293  1.14531946],[ 0.5340336   1.46656275],-0.332457290916,-0.332457290916,"[[ -0.12888229   0.32409581  -0.12235616  -0.03622131]
 [ -4.89844869  10.08719277   0.           0.        ]]","[ 1.02183203  1.36286701 -0.11825388 -0.36423277 -1.06659643 -0.31771101
 -0.17321489  1.3450304   2.73350446  0.40725603  0.        ]",[-0.58158827 -0.47718427]
4,[-0.25310278  1.1309669 ],[ 0.54559404  1.53870741],-0.327827931642,-0.327827931642,"[[ -0.20469569   0.56355527  -0.12235616  -0.03622131]
 [ -2.69016438  13.8462384    0.           0.        ]]","[ 1.00318085  1.23286292 -0.22955219  0.19280314 -1.06659538 -0.31771085
  0.0398568   1.9658662   2.67418889  0.52932754  0.        ]",[-0.58158827 -0.47718427]
5,[-0.38444448  1.04916501],[ 0.33682194  1.57160491],-0.317612886737,-0.317612886737,"[[ -0.23631618   0.87744976  -0.12235616  -0.03622131]
 [ -0.47906599  17.53095222   0.           0.        ]]","[ 0.99292965  0.97147411 -0.2754953   0.79934281 -1.06659433 -0.31771069
  0.2532      2.57441999  2.52506451  0.82869179  0.        ]",[-0.58158827 -0.47718427]
6,[-0.35551631  0.7448808 ],[ 0.31433561  0.7632162 ],-0.296343890713,-0.296343890713,"[[ -0.23242866   1.26431041  -0.12235616  -0.03622131]
 [  0.86360107  21.14309218   0.           0.        ]]","[ 0.99426683  0.54386211 -0.26986463  1.27516254 -1.06659328 -0.31771053
  0.38275042  3.17097891  2.22147531  1.18928053  0.        ]",[-0.58158827 -0.47718427]
7,[ 0.05350785  0.47888529],[-0.30451517 -0.15222982],-0.259512901347,-0.259512901347,"[[ -0.20282966   1.71329072  -0.12235616  -0.03622131]
 [  2.09243392  23.74628064   0.           0.        ]]","[ 1.00373777 -0.01849301 -0.2268306   1.36931156 -1.06659223 -0.31771037
  0.50131723  3.60089226  1.74918155  1.41661591  0.        ]",[-0.58158827 -0.47718427]
8,[ 0.58654404  0.43411985],[-0.25124393  0.84845896],-0.211250401559,-0.211250401559,"[[ -0.17346259   2.17745286  -0.12235616  -0.03622131]
 [  0.84821363  22.67349153   0.           0.        ]]","[ 1.0118776  -0.56106244 -0.18387398  0.93475478 -1.06659118 -0.31771021
  0.3812652   3.42369382  1.24731032  1.32863244  0.        ]",[-0.58158827 -0.47718427]
9,[ 1.06041253  0.09229401],[ 0.33236506  0.04600616],-0.158635896602,-0.158635896602,"[[ -0.16662859   2.6601265   -0.12235616  -0.03622131]
 [ -0.16155097  25.58416099   0.           0.        ]]","[ 1.01359075 -0.9617914  -0.17384435  0.00918206 -1.06659013 -0.31771005
  0.28383525  3.90437894  0.84970235  0.92123782  0.        ]",[-0.58158827 -0.47718427]
10,[ 0.69738263  0.60117698],[ 1.14868859  0.08390398],-0.124867752152,-0.124867752152,"[[-0.15661915  3.10297476 -0.12235616 -0.03622131]
 [ 1.15747998  9.98881204  0.          0.        ]]","[ 1.01597712 -1.10492247 -0.15913376 -1.08677535 -1.06658908 -0.31770989
  0.41110527  1.3287297   0.67279516  0.4605693   0.        ]",[-0.58158827 -0.47718427]
11,[ 0.86310524  0.76665437],[ 0.41455312  1.14478257],-0.117824152113,-0.117824152113,"[[-0.09398141  3.14896799 -0.12235616 -0.03622131]
 [ 5.09333742 -1.86543629  0.          0.        ]]","[ 1.02757649 -1.10583179 -0.06660764 -1.20550083 -1.06658803 -0.31770972
  0.79086657 -0.62905583  0.64802874  0.29565032  0.        ]",[-0.58158827 -0.47718427]
12,[ 0.93939811  0.84814453],[ 0.08951268  1.35826059],-0.119524240042,-0.119524240042,"[[ 0.02334111  3.09685309 -0.12235616 -0.03622131]
 [ 6.63381159 -2.65913941  0.          0.        ]]","[ 1.03371249 -1.10459695  0.10788566 -1.07098093 -1.06658698 -0.31770956
  0.93950261 -0.76013918  0.64876168  0.35844171  0.        ]",[-0.58158827 -0.47718427]
13,[ 1.01834548  0.86532533],[ 0.61969493  0.87473773],-0.119874235205,-0.119874235205,"[[ 0.15825593  3.05274065 -0.12235616 -0.03622131]
 [ 6.85692861 -1.70543859  0.          0.        ]]","[ 1.01559385 -1.1008646   0.30780505 -0.95734762 -1.06658593 -0.3177094
  0.96102982 -0.60263047  0.6393571   0.40268786  0.        ]",[-0.58158827 -0.47718427]
14,[ 0.69085073  0.50774693],[ 1.53199762  0.29767258],-0.118578838637,-0.118578838637,"[[ 0.31865018  3.02718301 -0.12235616 -0.03622131]
 [ 9.17476884 -0.90487889  0.          0.        ]]","[ 0.95950199 -1.09757735  0.53963774 -0.89170088 -1.06658488 -0.31770924
  1.18467167 -0.47041383  0.62240504  0.41395672  0.        ]",[-0.58158827 -0.47718427]
15,[-0.21667732 -0.22260848],[-0.8226571  -1.04418964],-0.115843700781,-0.115843700781,"[[  0.54004823   3.01365825  -0.12235616  -0.03622131]
 [ 12.95244514  -0.47764599   0.           0.        ]]","[ 0.82318066 -1.09550436  0.83878192 -0.8570364  -1.06658383 -0.31770908
  1.54916863 -0.39985398  0.60056376  0.39326836  0.        ]",[-0.58158827 -0.47718427]
16,[ 0.46779001  0.24449939],[ 0.47482265  0.65156964],-0.112171893001,-0.112171893001,"[[ 0.76384259  2.96447002 -0.12235616 -0.03622131]
 [ 9.43869719 -4.42800655  0.          0.        ]]","[ 0.62234889 -1.08603257  1.10312865 -0.73152193 -1.06658278 -0.31770892
  1.21013393 -1.05227492  0.55868422  0.40455005  0.        ]",[-0.58158827 -0.47718427]
17,[-0.10806404 -0.35145053],[-0.404266    0.39620682],-0.107045875545,-0.107045875545,"[[  0.96960456   2.90267473  -0.12235616  -0.03622131]
 [ 11.13185581  -1.76042341   0.           0.        ]]","[ 0.3903073  -1.06985987  1.30111588 -0.57543431 -1.06658173 -0.31770876
  1.37350099 -0.61170975  0.50132912  0.41433143  0.        ]",[-0.58158827 -0.47718427]
18,[ 0.06350245 -0.45610723],[ 0.11225673 -0.13108159],-0.102643495016,-0.102643495016,"[[ 1.17397175  2.8835545  -0.12235616 -0.03622131]
 [ 9.31093764 -0.15693795  0.          0.        ]]","[ 0.12480436 -1.06389952  1.44649387 -0.52758358 -1.06658068 -0.3177086
  1.19780362 -0.3468858   0.47261523  0.36371541  0.        ]",[-0.58158827 -0.47718427]
19,[-0.16283725 -0.70158887],[-0.1635117 -0.8782984],-0.0995798801689,-0.0995798801689,"[[ 1.36280021  2.87523844 -0.12235616 -0.03622131]
 [ 9.57103999 -0.67294985  0.          0.        ]]","[-0.14197017 -1.06116665  1.5301089  -0.50684559 -1.06657962 -0.31770844
  1.22289886 -0.43210758  0.46064471  0.30159674  0.        ]",[-0.58158827 -0.47718427]
20,[-0.19348957 -0.52988076],[ 0.04844164 -0.17296961],-0.0940039000102,-0.0940039000102,"[[ 1.54582295  2.82701888 -0.12235616 -0.03622131]
 [ 8.73401567 -4.13745847  0.          0.        ]]","[-0.41102248 -1.04366524  1.56173668 -0.38757196 -1.06657857 -0.31770827
  1.14213521 -1.00428831  0.41700263  0.25507382  0.        ]",[-0.58158827 -0.47718427]
21,[-0.43428969 -0.59461761],[ 0.17067256 -0.48454805],-0.0848110164912,-0.0848110164912,"[[ 1.72069177  2.73821876 -0.12235616 -0.03622131]
 [ 8.75280007 -4.7405491   0.          0.        ]]","[-0.66936867 -1.00413996  1.54550111 -0.17298002 -1.06657752 -0.31770811
  1.14394646 -1.10389074  0.33652599  0.2071354   0.        ]",[-0.58158827 -0.47718427]
22,[-0.8547017 -0.5986321],[-0.77848148 -1.51400536],-0.073177585181,-0.073177585181,"[[ 1.90078731  2.62509804 -0.12235616 -0.03622131]
 [ 9.25507123 -6.5654501   0.          0.        ]]","[-0.92829886 -0.94053521  1.48185369  0.08860036 -1.06657647 -0.31770795
  1.19240803 -1.40528069  0.23779449  0.13399679  0.        ]",[-0.58158827 -0.47718427]
23,[-0.28659683  0.49530447],[ 0.15403172  0.7206121 ],-0.0563538583705,-0.0563538583705,"[[  2.05312558   2.45536343  -0.12235616  -0.03622131]
 [  5.9896931  -10.39522143   0.           0.        ]]","[-1.13551606 -0.81897627  1.39231617  0.44952894 -1.06657542 -0.31770779
  0.8773391  -2.0377822   0.08551697  0.06382498  0.        ]",[-0.58158827 -0.47718427]
24,[-0.800466    0.00238392],[-0.71186709 -0.62527761],-0.0392772986114,-0.0392772986114,"[[ 2.17784688  2.27815108 -0.12235616 -0.03622131]
 [ 6.48076626 -7.33621822  0.          0.        ]]","[ -1.29351668e+00  -6.62057621e-01   1.29614593e+00   7.76038937e-01
  -1.06657437e+00  -3.17707629e-01   9.24720742e-01  -1.53257052e+00
  -7.08698342e-02  -8.56973938e-05   0.00000000e+00]",[-0.58158827 -0.47718427]
25,[-0.317186    0.87205768],[-0.07126593  0.83433422],-0.0235399833417,-0.0235399833417,"[[ 2.27790124  2.10804317 -0.12235616 -0.03622131]
 [ 3.53456645 -9.66677584  0.          0.        ]]","[-1.41088316 -0.48709513  1.20517959  1.0317475  -1.06657332 -0.31770747
  0.64044878 -1.91746911 -0.21775537 -0.04855158  0.        ]",[-0.58158827 -0.47718427]
