timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
10,"[ 0.19059201  1.41673281  1.44739609  0.88724976  0.43586807  1.59531847
  0.52851169 -0.12975453 -0.6489688  -0.02845247  0.        ]",[ 0.07887722  1.23202943],-0.0328086806956,-0.0328086806956,"[[ 1.0927481   0.71898055  0.05072385  0.18477394]
 [ 1.66652315  1.46862488  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.68062431 -0.45686525]
11,"[ 0.14272879  1.35706297  1.47185829  1.02673133  0.43586765  1.59531394
  0.5515632   0.46261763 -0.7688213  -0.04599905  0.        ]",[-0.65436645 -1.8029853 ],-0.0461511072414,-0.0461511072414,"[[ 1.12886626  0.78778814  0.05072385  0.18477394]
 [ 1.94440127  5.39903508  0.          0.        ]]",[-0.35224196 -0.24686095],[-1.00449407 -1.21573234]
12,"[ 0.1259143   1.29471062  1.47992991  1.15393732  0.43586724  1.59530941
  0.33371029 -0.15013731 -0.84660933 -0.07406841  0.        ]",[-0.86084417 -0.9277711 ],-0.0548770283303,-0.0548770283303,"[[ 1.14140658  0.85497694  0.05072385  0.18477394]
 [-0.68167107  1.33338923  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.47774601 -0.61914432]
13,"[ 0.18927873  1.30465415  1.44808609  1.13476738  0.43586682  1.59530489
  0.05238097 -0.70762507 -0.76116156 -0.07020009  0.        ]",[ 0.77177766  1.0202241 ],-0.0448376499206,-0.0448376499206,"[[ 1.0937477   0.84453208  0.05072385  0.18477394]
 [-4.07291107 -2.36555939  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.25825202  0.27263361]
14,"[ 0.25412843  1.31138242  1.41135116  1.12156203  0.43586641  1.59530036
  0.31227167 -0.10394833 -0.67451419 -0.07340713  0.        ]",[-0.00927296  0.21949578],-0.0346072961646,-0.0346072961646,"[[ 1.04372204  0.83740832  0.05072385  0.18477394]
 [-0.94009829  1.63984625  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.28813142 -0.42098039]
15,"[ 0.2782619   1.27187402  1.39653815  1.19643476  0.43586599  1.59529583
  0.31074902  0.02214785 -0.68030219 -0.09105763  0.        ]",[-0.45465534 -0.42747202],-0.035011107705,-0.035011107705,"[[ 1.02473593  0.87859963  0.05072385  0.18477394]
 [-0.95844957  2.47649619  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.31036401 -0.58229887]
16,"[ 0.32451689  1.24016906  1.36631005  1.25220414  0.43586558  1.59529131
  0.16313625 -0.24026459 -0.64973364 -0.1093333   0.        ]",[ 0.59179836 -0.28551921],-0.0311894750964,-0.0311894750964,"[[ 0.98771408  0.9106605   0.05072385  0.18477394]
 [-2.7378191   0.73538628  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.07417069 -0.19736278]
17,"[ 0.36204987  1.23694676  1.33990271  1.25766408  0.43586516  1.59528678
  0.36190163 -0.41295956 -0.60424072 -0.11740368  0.        ]",[-0.07185442  1.88284089],-0.0257219890987,-0.0257219890987,"[[ 0.9569973   0.91387163  0.05072385  0.18477394]
 [-0.341836   -0.41044787  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.16314702 -0.18471164]
18,"[ 0.37365678  1.20483722  1.33137524  1.31019949  0.43586475  1.59528225
  0.33877901  0.18505049 -0.61696251 -0.13054428  0.        ]",[-0.49441934 -0.69437584],-0.0271657432458,-0.0271657432458,"[[ 0.94736395  0.94547288  0.05072385  0.18477394]
 [-0.62055933  3.55734881  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.30410653 -0.74850965]
19,"[ 0.41152317  1.16011099  1.30232149  1.37784686  0.43586433  1.59527773
  0.17758056 -0.23986462 -0.60508049 -0.15376439  0.        ]",[-0.74135368  0.04236   ],-0.0257853960607,-0.0257853960607,"[[ 0.91545692  0.98833288  0.05072385  0.18477394]
 [-2.56369063  0.73803862  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.14120835 -0.23447633]
20,"[ 0.50256343  1.14275392  1.22393278  1.40246633  0.43586392  1.5952732
 -0.061557   -0.216671   -0.49706278 -0.1846876   0.        ]",[ 0.68164313  1.8828934 ],-0.0136650406515,-0.0136650406515,"[[ 0.83526085  1.00463784  0.05072385  0.18477394]
 [-5.44632283  0.89192679  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.68208361  0.08287647]
21,"[ 0.58783337  1.08027018  1.13760386  1.48411315  0.4358635   1.59526867
  0.17102831  0.3773124  -0.42770157 -0.23535987  0.        ]",[-0.59830995 -1.28836867],-0.0106384296228,-0.0106384296228,"[[ 0.754464    1.06201823  0.05072385  0.18477394]
 [-2.64267445  4.83299893  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.23529857 -0.64604485]
22,"[ 0.66169862  1.01735323  1.05008175  1.55606526  0.43586309  1.59526415
 -0.02094208 -0.23379766 -0.36779361 -0.28823169  0.        ]",[ 1.52090802 -0.51487044],-0.0150206516178,-0.0150206516178,"[[ 0.67839305  1.11799622  0.05072385  0.18477394]
 [-4.95673618  0.77829542  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.86206067  0.10544276]
23,"[ 0.71394558  1.02310711  0.97904841  1.54988188  0.43586267  1.59525962
  0.31549125 -0.54354959 -0.28056161 -0.32177206  0.        ]",[-0.49990255  1.24940977],-0.0222507349511,-0.0222507349511,"[[ 0.61994791  1.11294146  0.05072385  0.18477394]
 [-0.90128028 -1.27690415  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.4982326  0.1735073]
24,"[ 0.74547963  1.00661627  0.93160148  1.5673703   0.43586226  1.59525509
  0.15278728  0.05711258 -0.2414422  -0.34936395  0.        ]",[ 1.00287701  1.00588731],-0.0272636628782,-0.0272636628782,"[[ 0.58224431  1.12739003  0.05072385  0.18477394]
 [-2.86255221  2.70847148  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.67283636 -0.18127006]
25,"[ 0.75911927  0.8974988   0.90982372  1.66759801  0.43586184  1.59525057
  0.48566778  0.6456499  -0.30305833 -0.37881392  0.        ]",[-0.00122175 -0.45738633],-0.0258611715097,-0.0258611715097,"[[ 0.56525229  1.22073868  0.05072385  0.18477394]
 [ 1.15007342  6.61340061  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.11173369 -1.18361151]
26,"[ 0.74078964  0.76070425  0.93889965  1.75829549  0.43586143  1.59524604
  0.4834315   0.35295883 -0.43357791 -0.40163381  0.        ]",[ 1.12700289 -0.17631614],-0.0265383835235,-0.0265383835235,"[[ 0.58798362  1.33352206  0.05072385  0.18477394]
 [ 1.12312253  4.67140874  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.12280531 -1.1702621 ]
27,"[ 0.6876409   0.65439939  1.01587626  1.80421194  0.43586101  1.59524152
  0.809905    0.2336651  -0.58767332 -0.4181252   0.        ]",[-0.18916119 -1.16912701],-0.0363799066951,-0.0363799066951,"[[ 0.64993075  1.41900881  0.05072385  0.18477394]
 [ 5.05851898  3.87990133  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.83078402 -1.63709152]
28,"[ 0.59977323  0.60778234  1.12432365  1.81790518  0.43586059  1.59523699
  0.73957379 -0.37467741 -0.7388459  -0.42325849  0.        ]",[ 0.28766994 -1.86787999],-0.0502831268441,-0.0502831268441,"[[ 0.74259562  1.45610902  0.05072385  0.18477394]
 [ 4.21074227 -0.15642419  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.68309665 -1.2623961 ]
29,"[ 0.50020325  0.66157336  1.2261089   1.8017469   0.43586018  1.59523246
  0.82716211 -0.97103299 -0.83344495 -0.3909149   0.        ]",[-1.22973334  0.53376641],-0.0585246188714,-0.0585246188714,"[[ 0.83740403  1.41328077  0.05072385  0.18477394]
 [ 5.26656395 -4.11322194  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.7866165  -0.89751852]
30,"[ 0.4272353   0.73658613  1.28965817  1.77051296  0.43585976  1.59522794
  0.49018507 -0.64009659 -0.87798406 -0.35175795  0.        ]",[-0.55761347 -1.19009467],-0.0619449554137,-0.0619449554137,"[[ 0.90197983  1.35304667  0.05072385  0.18477394]
 [ 1.20457794 -1.91748133  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.38881087 -0.87778378]
31,"[ 0.42523509  0.83183434  1.29128319  1.71571161  0.43585935  1.59522341
  0.30523267 -1.23107512 -0.82313339 -0.29972747  0.        ]",[-0.44608867  0.99499385],-0.0541162925379,-0.0541162925379,"[[ 0.9037021   1.27535505  0.05072385  0.18477394]
 [-1.02487244 -5.83860708  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.15328097 -0.00047341]
32,"[ 0.46873178  0.92295128  1.2545351   1.64649763  0.43585893  1.59521888
  0.16040557 -0.61980097 -0.70870948 -0.25755399  0.        ]",[ 1.40041595 -0.54689869],-0.0398647438934,-0.0398647438934,"[[ 0.865689    1.19927576  0.05072385  0.18477394]
 [-2.7706447  -1.78284037  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.29101953 -0.20806819]
33,"[ 0.4856908   0.989547    1.23941105  1.58474999  0.43585852  1.59521436
  0.49326328 -0.94101206 -0.63928553 -0.23204194  0.        ]",[-1.39786852 -0.7909618 ],-0.0312202322392,-0.0312202322392,"[[ 0.85053326  1.14223566  0.05072385  0.18477394]
 [ 1.24168933 -3.91406714  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.14310472 -0.09603733]
34,"[ 0.50236847  1.11177246  1.22407709  1.44419641  0.4358581   1.59520983
  0.163055   -1.40119677 -0.52275509 -0.19356344  0.        ]",[-0.30636479  0.53119011],-0.0168444297198,-0.0168444297198,"[[ 0.83542974  1.03331928  0.05072385  0.18477394]
 [-2.73869803 -6.96738832  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.65437263  0.88647246]
35,"[ 0.57295198  1.2343179   1.15366303  1.26197971  0.43585769  1.59520531
  0.06695651 -1.06335752 -0.31724848 -0.19852975  0.        ]",[-0.6080035   2.93268837],-0.0104140680208,-0.0104140680208,"[[ 0.76903351  0.91646157  0.05072385  0.18477394]
 [-3.89708471 -4.72585458  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.88664889  1.00423884]
36,"[ 0.67153181  1.28733499  1.03731724  1.16772877  0.43585727  1.59520078
 -0.12630527 -0.452383   -0.11825386 -0.2693534   0.        ]",[-0.06007904 -0.16481682],-0.0347500119554,-0.0347500119554,"[[ 0.66771839  0.86261751  0.05072385  0.18477394]
 [-6.22669393 -0.67207304  0.          0.        ]]",[-0.35224196 -0.24686095],[ 1.24024475  0.89369309]
37,"[ 0.77716535  1.30628957  0.87966811  1.13140986  0.43585686  1.59519625
 -0.13578552 -0.54875009  0.07511806 -0.39232412  0.        ]",[ 1.34074607  1.70486555],-0.0607077586991,-0.0607077586991,"[[ 0.54203788  0.8427608   0.05072385  0.18477394]
 [-6.34097162 -1.31146713  0.          0.        ]]",[-0.35224196 -0.24686095],[ 1.53807223  1.19583416]
38,"[ 0.83793834  1.29319911  0.76464579  1.15663495  0.43585644  1.59519173
  0.20273953  0.05173771  0.17461388 -0.48640761  0.        ]",[-0.57278948  0.42094105],-0.075422135503,-0.075422135503,"[[ 0.45616067  0.856506    0.05072385  0.18477394]
 [-2.26034158  2.672734    0.          0.        ]]",[-0.35224196 -0.24686095],[ 1.05069184  0.44933757]
39,"[ 0.87885765  1.22451553  0.6707144   1.27827393  0.43585603  1.5951872
  0.01839863  0.29506795  0.195877   -0.54812039  0.        ]",[ 1.25971181  0.21460346],-0.0805660524789,-0.0805660524789,"[[ 0.38865928  0.92615947  0.05072385  0.18477394]
 [-4.48241051  4.28721609  0.          0.        ]]",[-0.35224196 -0.24686095],[ 1.33998942  0.35659999]
40,"[ 0.90469658  1.12667424  0.60076265  1.42438176  0.43585561  1.59518268
  0.35397457  0.41016307  0.17074112 -0.58314142  0.        ]",[ 0.70763406 -0.16097267],-0.0798397427992,-0.0798397427992,"[[ 0.33959604  1.01956548  0.05072385  0.18477394]
 [-0.43733409  5.0508667   0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.83128273 -0.1576575 ]
41,"[ 0.89485717  1.02281123  0.6286279   1.55009531  0.4358552   1.59517815
  0.58699933  0.29890873  0.06206057 -0.54518208  0.        ]",[ 0.92788144 -0.66181531],-0.0670862649645,-0.0670862649645,"[[ 0.35903179  1.11317651  0.05072385  0.18477394]
 [ 2.37157998  4.31270417  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.31665075 -0.47616905]
42,"[ 0.84649473  0.95465919  0.74633377  1.61827182  0.43585478  1.59517363
  0.88776144 -0.10907128 -0.09719389 -0.46272438  0.        ]",[ 0.61510579 -1.25465892],-0.0472676207852,-0.0472676207852,"[[ 0.44283851  1.17227132  0.05072385  0.18477394]
 [ 5.99701337  1.6057884   0.          0.        ]]",[-0.35224196 -0.24686095],[-0.33863276 -0.63894033]
43,"[ 0.74238637  0.96391826  0.93637549  1.60962286  0.43585437  1.5951691
  1.07991613 -0.71076239 -0.28031013 -0.353377    0.        ]",[-0.90464599 -0.97368314],-0.0248729531395,-0.0248729531395,"[[ 0.58601908  1.16433249  0.05072385  0.18477394]
 [ 8.31328837 -2.38638714  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.77651501 -0.48946232]
44,"[ 0.62720416  1.06200836  1.0925727   1.50587849  0.43585395  1.59516457
  0.76938586 -1.28459029 -0.38443188 -0.25918152  0.        ]",[ 0.50162535  0.42726384],-0.0119522939834,-0.0119522939834,"[[ 0.71472826  1.0784043   0.05072385  0.18477394]
 [ 4.57013587 -6.19370359  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.22695936  0.30460662]
45,"[ 0.51359923  1.17650383  1.21346174  1.35360205  0.43585354  1.59516005
  0.92648813 -1.0112228  -0.45311453 -0.18010481  0.        ]",[-0.32589514  0.205536  ],-0.00868540604419,-0.00868540604419,"[[ 0.82513175  0.97272843  0.05072385  0.18477394]
 [ 6.46387907 -4.37994394  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.74267608 -0.08337325]
46,"[ 0.38223067  1.25652629  1.32489738  1.22368372  0.43585312  1.59515552
  0.80887768 -0.8754457  -0.56039398 -0.11599471  0.        ]",[-0.93343046 -1.70276614],-0.0205351342672,-0.0205351342672,"[[ 0.94018522  0.89416807  0.05072385  0.18477394]
 [ 5.04620387 -3.47908239  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.75366384 -0.13204342]
47,"[ 0.30544274  1.35899217  1.37899742  1.02224378  0.43585271  1.595151
  0.4943216  -1.4616668  -0.56300772 -0.06793388  0.        ]",[-0.8253155   0.73434524],-0.0218595228605,-0.0218595228605,"[[ 1.00306558  0.78556106  0.05072385  0.18477394]
 [ 1.25452058 -7.36863422  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.06512322  0.78975058]
48,"[ 0.31530419  1.45730902  1.37244834  0.77999357  0.43585229  1.59514647
  0.22130803 -1.00127045 -0.44373143 -0.05077382  0.        ]",[ 1.07054359  0.13453884],-0.0108190746474,-0.0108190746474,"[[ 0.99513702  0.66883697  0.05072385  0.18477394]
 [-2.03640694 -4.31395118  0.          0.        ]]",[-0.35224196 -0.24686095],[ 0.32582343  0.8947469 ]
49,"[ 0.31608733  1.51701145  1.37192026  0.59998921  0.43585188  1.59514195
  0.55283975 -0.90831588 -0.36882652 -0.04639136  0.        ]",[-1.0882253  -0.39676719],-0.00937826864089,-0.00937826864089,"[[ 0.99450543  0.5887459   0.05072385  0.18477394]
 [ 1.95990981 -3.69721367  0.          0.        ]]",[-0.35224196 -0.24686095],[-0.18939672  0.62811315]
