timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 2.0702498   2.07015991],[ 2.60666693  1.39547531],-0.45029331946,-0.45029331946,"[[ 0.01515305  0.06743872 -0.19901628  0.19976118]
 [-0.00485152  0.00336929  0.          0.        ]]","[ 1.01775037  2.00358239  0.14839379 -0.6262172  -1.73119453  1.70867316
  0.38697347 -0.36321297  2.81277228 -1.76380555  0.        ]",[-0.20927706 -0.15993068]
1,[ 1.74042594  1.87165236],[ 2.02589354  1.56503692],-0.444038961118,-0.444038961118,"[[ 0.05473214  0.10721785 -0.19901628  0.19976118]
 [ 3.94960352  3.96135696  0.          0.        ]]","[ 1.01578213  1.99893906  0.20956824 -0.50664651 -1.73118578  1.70866468
  0.69966073  0.2014688   2.80358357 -1.65096352  0.        ]",[-0.20927706 -0.15993068]
2,[ 1.17479587  1.57875276],[ 0.99876321  1.25727558],-0.422772990109,-0.422772990109,"[[ 0.17261657  0.22537071 -0.19901628  0.19976118]
 [ 7.8259716   7.84099852  0.          0.        ]]","[ 0.99678068  1.97283643  0.39061549 -0.15523762 -1.73117703  1.70865621
  1.0061724   0.75497245  2.73884954 -1.32350258  0.        ]",[-0.20927706 -0.15993068]
3,[ 0.35988268  1.13541007],[ 1.51507229  1.17193002],-0.379810445457,-0.379810445457,"[[  0.36721365   0.42034546  -0.19901628   0.19976118]
 [ 11.62122036  11.64378604   0.           0.        ]]","[ 0.92312569  1.89038422  0.680239    0.40182584 -1.73116827  1.70864774
  1.30626785  1.29750879  2.51813628 -0.83999007  0.        ]",[-0.20927706 -0.15993068]
4,[-0.5968979   0.50563711],[-1.32841687  1.50977798],-0.307722893421,-0.307722893421,"[[  0.63702147   0.69061904  -0.19901628   0.19976118]
 [ 15.34742346  15.37110401   0.           0.        ]]","[ 0.73907482  1.7007074   1.04492456  1.09265694 -1.73115952  1.70863927
  1.60090068  1.82927183  2.02999518 -0.37123197  0.        ]",[-0.20927706 -0.15993068]
5,[-0.86349976  0.02781597],[-0.51664112  0.05589359],-0.22257580343,-0.22257580343,"[[  0.90123913   1.03472346  -0.19901628   0.19976118]
 [ 11.08864589  19.02714162   0.           0.        ]]","[ 0.47857901  1.35354057  1.33769567  1.76467643 -1.73115077  1.7086308
  1.26414518  2.35085447  1.38934113 -0.23779051  0.        ]",[-0.20927706 -0.15993068]
6,[-1.0481602  -0.32734478],[-1.74438548 -1.37829104],-0.161983660336,-0.161983660336,"[[  1.10033001   1.41370891  -0.19901628   0.19976118]
 [  8.82791586  18.87191042   0.           0.        ]]","[ 0.24068114  0.88059568  1.50358711  2.15080395 -1.73114201  1.70862232
  1.08538119  2.32868905  0.88278325 -0.48323302  0.        ]",[-0.20927706 -0.15993068]
7,[-0.93530273 -0.34455603],[-0.89057735 -0.17958996],-0.151469620303,-0.151469620303,"[[  1.23546091   1.74767561  -0.19901628   0.19976118]
 [  4.6985252   14.53918724   0.           0.        ]]","[ 0.06408678  0.43691177  1.5854658   2.14086261 -1.73113326  1.70861385
  0.75885957  1.71054367  0.63897872 -0.85844735  0.        ]",[-0.20927706 -0.15993068]
8,[-0.80744559 -0.33259052],[-0.65431605 -1.23229446],-0.170795010812,-0.170795010812,"[[  1.29314527   2.02844015  -0.19901628   0.19976118]
 [  1.08176946  13.54057441   0.           0.        ]]","[-0.01408882  0.08202241  1.61237362  1.87741802 -1.73112451  1.70860538
  0.47287375  1.568068    0.60013466 -1.1743313   0.        ]",[-0.20927706 -0.15993068]
9,[-0.62110227 -0.18801665],[-1.46961587 -0.99695557],-0.193380261901,-0.193380261901,"[[ 1.28858696  2.25683568 -0.19901628  0.19976118]
 [-1.5290747   9.31304765  0.          0.        ]]","[-0.00786063 -0.17377872  1.61041841  1.50524783 -1.73111576  1.70859691
  0.26642782  0.9649394   0.65734884 -1.38598644  0.        ]",[-0.20927706 -0.15993068]
10,[-0.2193616   0.07629362],[-0.06912422 -0.94948521],-0.207303335723,-0.207303335723,"[[ 1.21859147  2.40164051 -0.19901628  0.19976118]
 [-5.45747733  5.18117796  0.          0.        ]]","[ 0.08666627 -0.31396224  1.57665056  1.20497713 -1.731107    1.70858844
 -0.0442005   0.37545962  0.73476628 -1.47206583  0.        ]",[-0.20927706 -0.15993068]
11,[-0.00110538  0.26091284],[-1.07849838 -1.04085701],-0.212486676492,-0.212486676492,"[[ 1.10777965  2.46651304 -0.19901628  0.19976118]
 [-5.62315074  1.31894691  0.          0.        ]]","[ 0.23122358 -0.37023166  1.50873761  1.05623241 -1.73109825  1.70857997
 -0.05730065 -0.17555159  0.79529152 -1.47073713  0.        ]",[-0.20927706 -0.15993068]
12,[ 0.51526445  0.60862225],[ 1.12284434  1.89771329],-0.210539486554,-0.210539486554,"[[ 0.95671234  2.4529009  -0.19901628  0.19976118]
 [-9.47072321 -2.66690314  0.          0.        ]]","[ 0.41541702 -0.35877983  1.389009    1.0881189  -1.7310895   1.7085715
 -0.36153784 -0.74419857  0.84666973 -1.38794587  0.        ]",[-0.20927706 -0.15993068]
13,[ 0.22864437  0.39696306],[ 0.38711655  0.38319608],-0.211059074919,-0.211059074919,"[[ 0.80890025  2.43981835 -0.19901628  0.19976118]
 [-5.3243387   1.34530313  0.          0.        ]]","[ 0.57760768 -0.34759355  1.24396966  1.11842975 -1.73108075  1.70856303
 -0.03367187 -0.17178943  0.90847325 -1.31639563  0.        ]",[-0.20927706 -0.15993068]
14,[ 0.1528482   0.33675015],[ 0.00389632  0.15307119],-0.21623396176,-0.21623396176,"[[ 0.71884714  2.48168003 -0.19901628  0.19976118]
 [-3.6864246   2.83590581  0.          0.        ]]","[ 0.6661358  -0.382762    1.14341646  1.02028027 -1.731072    1.70855456
  0.0958425   0.04087041  0.95255734 -1.32730962  0.        ]",[-0.20927706 -0.15993068]
15,[ 0.1913349   0.34711882],[-0.70400341  1.3782123 ],-0.22259326,-0.22259326,"[[ 0.64600525  2.54391566 -0.19901628  0.19976118]
 [-3.59805771  3.38582598  0.          0.        ]]","[ 0.73143171 -0.43161393  1.05600247  0.86842542 -1.73106324  1.70854609
  0.1028298   0.11932584  0.98706572 -1.36745016  0.        ]",[-0.20927706 -0.15993068]
16,[ 0.31307146  0.34348094],[-0.53409642  1.5750018 ],-0.232756495443,-0.232756495443,"[[ 0.54679406  2.65068667 -0.19901628  0.19976118]
 [-6.31402292  7.27828842  0.          0.        ]]","[ 0.81061897 -0.5053755   0.9290968   0.59293103 -1.73105449  1.70853762
 -0.11192964  0.67465212  1.02982213 -1.44826936  0.        ]",[-0.20927706 -0.15993068]
17,[ 0.44853041  0.35544753],[ 0.64304354  0.919754  ],-0.249449313213,-0.249449313213,"[[  0.40055168   2.83453313  -0.19901628   0.19976118]
 [ -8.30358588  11.0936357    0.           0.        ]]","[ 0.90537239 -0.60057284  0.72799094  0.08246621 -1.73104574  1.70852915
 -0.26925023  1.21897437  1.08294748 -1.60149011  0.        ]",[-0.20927706 -0.15993068]
18,[ 0.63657045  0.55622149],[-0.0368142   0.10674017],-0.265134047004,-0.265134047004,"[[ 0.26167309  3.05122783 -0.19901628  0.19976118]
 [-5.59351704  5.20409617  0.          0.        ]]","[ 0.96950574 -0.65755884  0.52502276 -0.55728934 -1.73103699  1.70852068
 -0.0549563   0.37872842  1.12095831 -1.75665756  0.        ]",[-0.20927706 -0.15993068]
19,[ 0.99590367  0.84135818],[ 0.70422288  2.29500724],-0.270648985795,-0.270648985795,"[[ 0.14944769  3.07589884 -0.19901628  0.19976118]
 [-5.62882059 -0.9228966   0.          0.        ]]","[ 1.00205261 -0.66012454  0.35519092 -0.63150476 -1.73102824  1.70851221
 -0.0577478  -0.49539398  1.13423843 -1.81043191  0.        ]",[-0.20927706 -0.15993068]
20,[ 0.90878052  0.80849433],[-0.91066331  1.51874599],-0.268175670287,-0.268175670287,"[[ 0.06596423  3.05006848 -0.19901628  0.19976118]
 [-2.72917315 -1.31883737  0.          0.        ]]","[ 1.01480491 -0.6574159   0.22685525 -0.55380334 -1.73101949  1.70850374
  0.171537   -0.55188103  1.1381876  -1.77489014  0.        ]",[-0.20927706 -0.15993068]
21,[ 1.14122415  0.92021608],[ 0.69806044 -0.8735139 ],-0.266675069355,-0.266675069355,"[[-0.02425293  3.02818573 -0.19901628  0.19976118]
 [-6.2807055  -0.84615136  0.          0.        ]]","[ 1.01747614 -0.65442708  0.08739698 -0.48811878 -1.73101074  1.70849527
 -0.10929499 -0.48444318  1.14727431 -1.74514837  0.        ]",[-0.20927706 -0.15993068]
22,[ 1.17888069  1.01013684],[ 2.38400402 -0.7129825 ],-0.264283020454,-0.264283020454,"[[-0.12089056  2.97672909 -0.19901628  0.19976118]
 [-3.3926771  -4.28804158  0.          0.        ]]","[ 1.0075157  -0.64490134 -0.06161784 -0.33436459 -1.73100199  1.7084868
  0.11907169 -0.97548827  1.16799485 -1.68893578  0.        ]",[-0.20927706 -0.15993068]
23,[ 1.08549869  1.01789486],[ 2.91519382 -0.53274508],-0.260169431155,-0.260169431155,"[[-0.1483463   2.8634964  -0.19901628  0.19976118]
 [ 0.63368288 -7.02610419  0.          0.        ]]","[  1.00227456e+00  -6.11715744e-01  -1.03697159e-01  -1.20710010e-03
  -1.73099324e+00   1.70847833e+00   4.37450248e-01  -1.36611718e+00
   1.20625286e+00  -1.58360683e+00   0.00000000e+00]",[-0.20927706 -0.15993068]
24,[ 0.90193242  0.97736764],[ 2.02975518  1.69091237],-0.25511067604,-0.25511067604,"[[-0.09607472  2.70320644 -0.19901628  0.19976118]
 [ 4.58030292 -8.99634071  0.          0.        ]]","[ 1.01133027 -0.53677623 -0.02346228  0.45127955 -1.73098449  1.70846986
  0.74952297 -1.64719881  1.2529209  -1.44296825  0.        ]",[-0.20927706 -0.15993068]
25,[ 0.38864177  0.6669364 ],[ 0.1218761   0.58790817],-0.247778128275,-0.247778128275,"[[ 0.03434478  2.56479451 -0.19901628  0.19976118]
 [ 8.44870353 -4.85867334  0.          0.        ]]","[ 1.01704553 -0.44704336  0.17801496  0.81598814 -1.73097573  1.70846139
  1.05540941 -1.05688525  1.25942798 -1.31964994  0.        ]",[-0.20927706 -0.15993068]
26,[ 0.11740258  0.48212117],[ 0.67345528  1.58739804],-0.237616292529,-0.237616292529,"[[ 0.20648088  2.4919407  -0.19901628  0.19976118]
 [ 8.76385932 -2.4347921   0.          0.        ]]","[ 0.98768268 -0.39108936  0.44199901  0.99572879 -1.73096698  1.70845292
  1.08032703 -0.71107484  1.20433535 -1.25299741  0.        ]",[-0.20927706 -0.15993068]
27,[-0.40184093  0.13528401],[-0.35774519 -1.17567284],-0.227193697595,-0.227193697595,"[[  0.40676762   2.48345388  -0.19901628   0.19976118]
 [ 11.25653936   1.57273042   0.           0.        ]]","[ 0.90187632 -0.38419802  0.73683438  1.01605267 -1.73095823  1.70844445
  1.27742847 -0.1393311   1.10374107 -1.25965493  0.        ]",[-0.20927706 -0.15993068]
28,[-0.34613883  0.2233817 ],[-0.36733155  1.27873021],-0.218585299194,-0.218585299194,"[[ 0.61545277  2.47486519 -0.19901628  0.19976118]
 [ 9.61740433 -2.41828258  0.          0.        ]]","[ 0.75701601 -0.37714654  1.01784075  1.03648506 -1.73094948  1.70843598
  1.14781256 -0.70871864  1.00086767 -1.2914837   0.        ]",[-0.20927706 -0.15993068]
29,[-0.55407685  0.0252319 ],[ 0.07087153 -0.59286429],-0.21357283188,-0.21357283188,"[[ 0.79129935  2.46670554 -0.19901628  0.19976118]
 [ 7.97276499  1.58897532  0.          0.        ]]","[ 0.59552514 -0.37037559  1.22499729  1.05576906 -1.73094073  1.70842751
  1.01776221 -0.1370116   0.91890042 -1.3363601   0.        ]",[-0.20927706 -0.15993068]
30,[-0.61111808  0.02693349],[-0.50623831 -0.43919963],-0.212628714405,-0.212628714405,"[[ 0.95198671  2.47461447 -0.19901628  0.19976118]
 [ 8.09554343 -0.7901542   0.          0.        ]]","[ 0.42086206 -0.37693847  1.38476751  1.03707401 -1.73093198  1.70841904
  1.02746808 -0.47643657  0.85344607 -1.40635205  0.        ]",[-0.20927706 -0.15993068]
31,[-0.52359974  0.08923817],[-1.06429755 -1.07554648],-0.20973456578,-0.20973456578,"[[ 1.09218091  2.44151845 -0.19901628  0.19976118]
 [ 5.93108783 -2.51368857  0.          0.        ]]","[ 0.25094822 -0.34904004  1.4977675   1.11450007 -1.73092324  1.70841058
  0.85631469 -0.72232867  0.79218587 -1.44034757  0.        ]",[-0.20927706 -0.15993068]
32,[-0.16969445  0.33959505],[-0.50931572  0.35558981],-0.201318797122,-0.201318797122,"[[ 1.1699039   2.3520159  -0.19901628  0.19976118]
 [ 1.85484016 -6.42351229  0.          0.        ]]","[ 0.15098837 -0.26808501  1.54892424  1.3129909  -1.73091449  1.70840211
  0.53398972 -1.28013212  0.73490184 -1.40002357  0.        ]",[-0.20927706 -0.15993068]
33,[-0.11048944  0.33770567],[ 0.23929719  1.80316696],-0.190111708132,-0.190111708132,"[[ 1.18640292  2.2389489  -0.19901628  0.19976118]
 [-0.19808442 -4.8882967   0.          0.        ]]","[ 0.12931696 -0.15514703  1.55868157  1.53903365 -1.73090574  1.70839364
  0.37165664 -1.06110291  0.69691508 -1.30453976  0.        ]",[-0.20927706 -0.15993068]
34,[-0.33053702  0.14501002],[-0.59136548  0.3513487 ],-0.184654679681,-0.184654679681,"[[ 1.19198375  2.18188141 -0.19901628  0.19976118]
 [ 0.75297402 -0.8319727   0.          0.        ]]","[ 0.1219533  -0.09403831  1.56188928  1.64179766 -1.73089699  1.70838517
  0.44685985 -0.48239406  0.68196448 -1.25367339  0.        ]",[-0.20927706 -0.15993068]
35,[-0.24072441  0.16051713],[-0.32704177 -0.21200782],-0.18440089904,-0.18440089904,"[[ 1.1834054   2.17936666 -0.19901628  0.19976118]
 [-1.60295878  0.57580421  0.          0.        ]]","[ 0.13326481 -0.09128651  1.55692305  1.64613595 -1.73088824  1.7083767
  0.26056655 -0.2815486   0.68592994 -1.24592013  0.        ]",[-0.20927706 -0.15993068]
36,[-0.09746201  0.25487173],[-0.0599534  0.0553811],-0.18475209626,-0.18475209626,"[[ 1.1386756   2.1823462  -0.19901628  0.19976118]
 [-2.86581267 -0.2750181   0.          0.        ]]","[ 0.19158764 -0.09454613  1.52935785  1.64097732 -1.73087949  1.70836824
  0.16070735 -0.40293349  0.71022424 -1.22160143  0.        ]",[-0.20927706 -0.15993068]
37,[-0.0491639   0.28221959],[-0.48061757 -1.09037227],-0.185031606635,-0.185031606635,"[[ 1.07954719  2.17910042 -0.19901628  0.19976118]
 [-3.04642702 -0.05030956  0.          0.        ]]","[ 0.26683799 -0.09099467  1.48862     1.64657974 -1.73087074  1.70835977
  0.14642524 -0.37087411  0.74282877 -1.18445232  0.        ]",[-0.20927706 -0.15993068]
38,[ 0.29923394  0.56083828],[ 0.00840794 -0.60986351],-0.183701384366,-0.183701384366,"[[ 1.00013713  2.1383768  -0.19901628  0.19976118]
 [-4.88839906 -4.00886683  0.          0.        ]]","[  3.64165977e-01  -4.57664795e-02   1.42644012e+00   1.71472361e+00
  -1.73086199e+00   1.70835130e+00   7.72671554e-04  -9.35634212e-01
   7.89245574e-01  -1.10247386e+00   0.00000000e+00]",[-0.20927706 -0.15993068]
39,[ 0.50744647  0.75404483],[-0.59401619 -0.75389584],-0.182367181983,-0.182367181983,"[[ 0.90367786  2.03476627 -0.19901628  0.19976118]
 [-4.75792451 -6.34440311  0.          0.        ]]","[ 0.47582271  0.07449034  1.33991975  1.86884248 -1.73085324  1.70834283
  0.01108985 -1.26883806  0.86630755 -0.95698932  0.        ]",[-0.20927706 -0.15993068]
