timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.01744938  0.55461317],[-0.98954053  0.69967861],-0.354270875857,-0.354270875857,"[[-0.04524443 -0.02765758 -0.13954355  0.04748835]
 [ 0.00287068 -0.00082208  0.          0.        ]]","[ 1.05640822  1.40807081 -0.06830505 -0.53348426 -1.20973999  0.36077129
 -0.05606039 -0.22471812  2.00194387 -0.43682853  0.        ]",[-0.05389642 -0.06595416]
1,[ 0.02232777  0.55573052],[-0.94188025  1.61758466],-0.354835810212,-0.354835810212,"[[ -8.44737531e-02   1.38147781e-04  -1.39543550e-01   4.74883456e-02]
 [ -3.91276176e+00   2.77115148e+00   0.00000000e+00   0.00000000e+00]]","[ 1.05285463  1.40850438 -0.12830515 -0.47761218 -1.20971662  0.36076809
 -0.41977946  0.15387331  1.99953433 -0.47377105  0.        ]",[-0.05389642 -0.06595416]
2,[ 0.03057038  0.55666882],[ 0.6179649  -0.35600143],-0.355792464003,-0.355792464003,"[[-0.19935146  0.09475276 -0.13954355  0.04748835]
 [-7.56285484  6.67728292  0.          0.        ]]","[ 1.03025173  1.40299966 -0.30252454 -0.28770053 -1.20969325  0.3607649
 -0.75882928  0.68736398  1.98734021 -0.57092924  0.        ]",[-0.05389642 -0.06595416]
3,[ 0.03419616  0.55715376],[ 0.71355215  0.81492357],-0.355646986359,-0.355646986359,"[[-0.32457452  0.21281855 -0.13954355  0.04748835]
 [-4.96808987  5.13444313  0.          0.        ]]","[ 0.98516039  1.38091895 -0.48779713 -0.05330001 -1.20966988  0.3607617
 -0.51779415  0.47663779  1.96528809 -0.66298699  0.        ]",[-0.05389642 -0.06595416]
4,[ 0.03564164  0.55461216],[ 0.53863067 -0.22322195],-0.353689759844,-0.353689759844,"[[-0.3946408   0.3468513  -0.13954355  0.04748835]
 [-2.04823205  8.25843023  0.          0.        ]]","[ 0.95085892  1.33576443 -0.58830152  0.20546009 -1.20964651  0.3607585
 -0.24656241  0.90330277  1.95263072 -0.65973799  0.        ]",[-0.05389642 -0.06595416]
5,[ 0.03337499  0.55471045],[-0.11933563  0.69269991],-0.349510025801,-0.349510025801,"[[-0.41381507  0.50150319 -0.13954355  0.04748835]
 [ 0.12358937  7.21026155  0.          0.        ]]","[ 0.94035609  1.25817132 -0.61531713  0.48850936 -1.20962314  0.3607553
 -0.04481703  0.76013305  1.94561518 -0.5658416   0.        ]",[-0.05389642 -0.06595416]
6,[ 0.03246806  0.55198044],[ 0.31717225  1.48157024],-0.342743155759,-0.342743155759,"[[-0.41611241  0.67179735 -0.13954355  0.04748835]
 [-0.35171003  9.81048621  0.          0.        ]]","[ 0.93905403  1.1432924  -0.61853306  0.77325153 -1.20959978  0.36075211
 -0.08896823  1.11525686  1.92410467 -0.43726598  0.        ]",[-0.05389642 -0.06595416]
7,[ 0.02976413  0.54563332],[ 0.65873637  0.50613448],-0.329892656099,-0.329892656099,"[[ -0.41049542   0.90578197  -0.13954355   0.04748835]
 [  0.90933118  13.57543628   0.           0.        ]]","[ 0.94217787  0.94122828 -0.61064135  1.10394874 -1.20957641  0.36074891
  0.02817413  1.62943295  1.86183615 -0.25864772  0.        ]",[-0.05389642 -0.06595416]
8,[ 0.02486685  0.53699189],[-0.32993021  0.09421605],-0.307286966334,-0.307286966334,"[[ -0.36633431   1.19469406  -0.13954355   0.04748835]
 [  3.49833435  15.31001069   0.           0.        ]]","[ 0.96542332  0.63653341 -0.54798962  1.39177638 -1.20955305  0.36074571
  0.26867542  1.86627516  1.72477887 -0.02365437  0.        ]",[-0.05389642 -0.06595416]
9,[ 0.02188237  0.52718067],[ 1.25570276  0.20828961],-0.276564754553,-0.276564754553,"[[ -0.31014781   1.5015989   -0.13954355   0.04748835]
 [  2.12484845  15.38022774   0.           0.        ]]","[ 0.99133625  0.27282064 -0.46674823  1.52743487 -1.20952968  0.36074251
  0.1410844   1.87579873  1.51485964  0.16539037  0.        ]",[-0.05389642 -0.06595416]
