timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 2.1523993   3.49848533],[ 1.60143965  3.33255396],-0.254349406222,-0.254349406222,"[[-0.04775796  0.06418849 -0.03820712  0.0531653 ]
 [ 0.00479206 -0.00337692  0.          0.        ]]","[  1.03973362e+00   1.40349620e+00  -1.28840917e-03  -1.04716526e+00
  -3.34907599e-01   4.52063099e-01   2.89972653e-01  -3.18957374e-01
   1.99155783e+00  -8.63180066e-01   0.00000000e+00]",[-0.65115631 -0.54031807]
1,[ 1.60852933  2.77562666],[ 2.07606573  2.48026141],-0.251480085532,-0.251480085532,"[[-0.00798793  0.10383403 -0.03820712  0.0531653 ]
 [ 3.95905539  3.95474423  0.          0.        ]]","[ 1.04136832  1.39925422  0.05783723 -0.945651   -0.33490744  0.45206286
  0.68117335  0.34361735  1.98786058 -0.701206    0.        ]",[-0.65115631 -0.54031807]
2,[ 0.73304188  2.02550673],[ 1.30699243  1.40288415],-0.241681583409,-0.241681583409,"[[ 0.11008364  0.22185595 -0.03820712  0.0531653 ]
 [ 7.83523346  7.83451678  0.          0.        ]]","[ 1.03248122  1.37487684  0.23312202 -0.64654895 -0.33490728  0.45206263
  1.0646485   0.99307638  1.92838642 -0.22758902  0.        ]",[-0.65115631 -0.54031807]
3,[-0.43541467  1.27387941],[-0.33340758  1.2670459 ],-0.221777225076,-0.221777225076,"[[  0.30491315   0.41670234  -0.03820712   0.0531653 ]
 [ 11.63518468  11.63743103   0.           0.        ]]","[ 0.97333859  1.2970422   0.51624015 -0.17189714 -0.33490712  0.4520624
  1.44058146  1.62966789  1.68059674  0.48536187  0.        ]",[-0.65115631 -0.54031807]
4,[-0.98688823  0.69573784],[-0.53696084  0.7081775 ],-0.19171729926,-0.19171729926,"[[  0.52206983   0.68687022  -0.03820712   0.0531653 ]
 [ 10.08578215  15.36691058   0.           0.        ]]","[ 0.84481745  1.11706731  0.81142964  0.41753634 -0.33490696  0.45206216
  1.28729534  2.25396292  1.17029443  1.12436222  0.        ]",[-0.65115631 -0.54031807]
5,[-0.96336848  0.00557247],[-1.93006416 -0.21641831],-0.15520142965,-0.15520142965,"[[  0.70047796   1.0192952   -0.03820712   0.0531653 ]
 [  7.76286853  17.86724113   0.           0.        ]]","[ 0.69390754  0.79933606  1.02844718  0.97676357 -0.3349068   0.45206193
  1.05748522  2.67249879  0.53186912  1.38598239  0.        ]",[-0.65115631 -0.54031807]
6,[-0.45458156 -0.41529271],[ 0.05171141 -0.44189393],-0.118320699443,-0.118320699443,"[[  0.81451776   1.36450228  -0.03820712   0.0531653 ]
 [  3.65459692  16.65747518   0.           0.        ]]","[  5.78328445e-01   3.92552172e-01   1.15161718e+00   1.30327021e+00
  -3.34906636e-01   4.52061692e-01   6.51047685e-01   2.46998184e+00
   1.95875863e-03   1.25542346e+00   0.00000000e+00]",[-0.65115631 -0.54031807]
7,[-0.73826844 -1.09726965],[-0.89121912 -0.5526507 ],-0.0848508661256,-0.0848508661256,"[[  0.88895752   1.67678662  -0.03820712   0.0531653 ]
 [  3.78885828  14.57788984   0.           0.        ]]","[ 0.49568595 -0.00338874  1.22452716  1.34333512 -0.33490648  0.45206146
  0.66432994  2.1218643  -0.33923296  0.93029725  0.        ]",[-0.65115631 -0.54031807]
8,[-0.14152862 -0.90041161],[-0.85549158 -2.0227295 ],-0.0567544886752,-0.0567544886752,"[[  0.92860539   1.9434974   -0.03820712   0.0531653 ]
 [  0.18770147  12.10141677   0.           0.        ]]","[ 0.44953618 -0.33268372  1.26077322  1.18133348 -0.33490632  0.45206122
  0.30806207  1.70731245 -0.5039493   0.57062784  0.        ]",[-0.65115631 -0.54031807]
9,[ 0.46549052 -0.25981429],[-0.23893067 -1.64734593],-0.0371234555503,-0.0371234555503,"[[ 0.89835325  2.14339668 -0.03820712  0.0531653 ]
 [-3.2017897   7.90247616  0.          0.        ]]","[ 0.48487848 -0.55917333  1.2332806   0.94786421 -0.33490616  0.45206099
 -0.02726538  1.00443091 -0.5139617   0.31315846  0.        ]",[-0.65115631 -0.54031807]
