timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 3.9755578   1.93114972],[ 3.82813348  2.54293868],-0.198010270964,-0.198010270964,"[[ 0.00187886  0.05068345  0.1391831   0.19093884]
 [-0.00347549 -0.00206473  0.          0.        ]]","[ 1.05594315  1.365505    0.06987125 -1.13039723  1.20691641  1.64116737
  0.27233368 -0.31521506  0.28797096 -2.61858762  0.        ]",[-0.73977405 -0.64879251]
1,[ 2.46686029  0.26715785],[ 1.40178999 -0.0803598 ],-0.185926366484,-0.185926366484,"[[ 0.04148516  0.09035497  0.1391831   0.19093884]
 [ 3.95094801  3.95602988  0.          0.        ]]","[ 1.05468479  1.36190226  0.12864107 -1.02895713  1.20691528  1.64116507
  0.68170872  0.36422177  0.27907809 -2.44942198  0.        ]",[-0.73977405 -0.64879251]
2,[ 0.68251443 -0.38205746],[ 0.85356218  0.60050314],-0.153809155626,-0.153809155626,"[[ 0.15941248  0.16548199  0.1391831   0.19093884]
 [ 7.82887926  3.5579988   0.          0.        ]]","[ 1.0373744   1.3495556   0.302697   -0.83798547  1.20691416  1.64116276
  1.08316458  0.29589657  0.21917525 -2.01591006  0.        ]",[-0.73977405 -0.64879251]
3,[-1.76499116 -1.98077524],[-2.07512527 -0.98787571],-0.104229368085,-0.104229368085,"[[  0.3483069    0.25977877   0.1391831    0.19093884]
 [ 11.0498696    5.8639855    0.           0.        ]]","[ 0.9679989   1.32392471  0.57368315 -0.60178503  1.20691303  1.64116046
  1.41661092  0.69173656  0.03191645 -1.4002591   0.        ]",[-0.73977405 -0.64879251]
4,[-0.95598203 -0.90481186],[-0.36667939 -1.07655573],-0.0599225471428,-0.0599225471428,"[[ 0.52743683  0.33666224  0.1391831   0.19093884]
 [ 6.8769781   1.83778295  0.          0.        ]]","[  8.56908075e-01   1.29482539e+00   8.14158791e-01  -4.13438389e-01
   1.20691190e+00   1.64115815e+00   9.84618320e-01   6.07732323e-04
  -2.32927665e-01  -9.04620092e-01   0.00000000e+00]",[-0.73977405 -0.64879251]
5,[-0.60730034  0.04209805],[-1.04060245  0.16886967],-0.0390204644674,-0.0390204644674,"[[ 0.64907276  0.33333041  0.1391831   0.19093884]
 [ 5.29187575 -2.15764774  0.          0.        ]]","[ 0.75811465  1.29623539  0.964262   -0.42150463  1.20691077  1.64115584
  0.82052263 -0.68523875 -0.40434494 -0.66422704  0.        ]",[-0.73977405 -0.64879251]
6,[ 0.42758399  0.40587851],[ 0.0087961   0.14197535],-0.0326252925123,-0.0326252925123,"[[ 0.71416583  0.29733005  0.1391831   0.19093884]
 [ 1.23096086 -1.44476093  0.          0.        ]]","[ 0.69806004  1.31061817  1.03927666 -0.50923701  1.20690964  1.64115354
  0.40012273 -0.56286586 -0.47231987 -0.57330719  0.        ]",[-0.73977405 -0.64879251]
7,[ 0.26873502  0.2236906 ],[ 0.48375476  0.20767732],-0.0310640155161,-0.0310640155161,"[[ 0.73888761  0.27436214  0.1391831   0.19093884]
 [ 1.24118412 -0.8539996   0.          0.        ]]","[ 0.67400896  1.31896071  1.06670374 -0.56572516  1.20690852  1.64115123
  0.4011809  -0.4614568  -0.49037663 -0.54722989  0.        ]",[-0.73977405 -0.64879251]
8,[-0.68454689 -0.4493666 ],[-0.78430956 -0.22105993],-0.028444290345,-0.028444290345,"[[ 0.78266252  0.26569508  0.1391831   0.19093884]
 [ 3.13001838 -0.01549941  0.          0.        ]]","[ 0.62980847  1.32193815  1.11376058 -0.58713787  1.20690739  1.64114893
  0.59671926 -0.31752146 -0.55375407 -0.47821992  0.        ]",[-0.73977405 -0.64879251]
9,[ 0.3518343   0.21983431],[ 0.05022319  0.96618344],-0.028049129783,-0.028049129783,"[[ 0.81351495  0.256618    0.1391831   0.19093884]
 [-0.03423999 -0.88929852  0.          0.        ]]","[ 0.59745558  1.32495639  1.14572617 -0.60961777  1.20690626  1.64114662
  0.26914407 -0.46751585 -0.59683376 -0.4336498   0.        ]",[-0.73977405 -0.64879251]
