timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 2.33817315  3.21439409],[ 2.24988304  2.88066624],-0.277565338487,-0.277565338487,"[[ 0.05567613 -0.03861862 -0.04575838  0.11568876]
 [ 0.00068071  0.00062435  0.          0.        ]]","[ 1.07139424  1.32742025  0.14316285 -1.42213992 -0.40202682  0.99445415
  0.25170181 -0.31180409  2.24201371 -1.68051301  0.        ]",[-0.88217944 -0.79244798]
1,[ 1.60601926  2.12679124],[ 2.18183101  1.55867029],-0.272129375852,-0.272129375852,"[[  9.53646648e-02   1.10614296e-03  -4.57583817e-02   1.15688760e-01]
 [  3.95501150e+00   3.95866631e+00   0.00000000e+00   0.00000000e+00]]","[ 1.06704638  1.32839589  0.20176317 -1.32027773 -0.40202667  0.99445351
  0.68678823  0.39095173  2.23376841 -1.49969204  0.        ]",[-0.88217944 -0.79244798]
2,[ 1.02031744  1.62011456],[ 1.60418685  1.89117295],-0.254311086445,-0.254311086445,"[[ 0.21335556  0.11920578 -0.04575838  0.11568876]
 [ 7.83119468  7.83836816  0.          0.        ]]","[ 1.0407236   1.31909066  0.3743093  -1.01810006 -0.40202652  0.99445288
  1.11327583  1.07979773  2.15774778 -0.97214817  0.        ]",[-0.88217944 -0.79244798]
3,[ 0.05962092  1.01904035],[-0.25262926  0.29395242],-0.220109936683,-0.220109936683,"[[  0.40810343   0.3141286   -0.04575838   0.11568876]
 [ 11.63103731  11.64122557   0.           0.        ]]","[ 0.95441086  1.26423357  0.64845222 -0.53062546 -0.40202637  0.99445224
  1.53136296  1.7549983   1.87370112 -0.18273045  0.        ]",[-0.88217944 -0.79244798]
4,[-0.28199667  0.90497822],[-0.22345703  1.45274523],-0.173996788996,-0.173996788996,"[[  0.62839193   0.55632131  -0.04575838   0.11568876]
 [ 10.4019706   12.57491651   0.           0.        ]]","[ 0.79630467  1.13067345  0.93125291  0.03126336 -0.40202622  0.99445161
  1.39613005  1.92077348  1.33416346  0.50635445  0.        ]",[-0.88217944 -0.79244798]
5,[-1.26622188 -0.38972235],[-1.39864612 -0.36665774],-0.122697599052,-0.122697599052,"[[  0.82549644   0.84505076  -0.04575838   0.11568876]
 [  9.31227273  16.28564675   0.           0.        ]]","[ 0.60643218  0.88743733  1.14899254  0.59536035 -0.40202607  0.99445097
  1.27623187  2.57961169  0.65514667  0.82392498  0.        ]",[-0.88217944 -0.79244798]
6,[-1.0505805  -0.87753528],[-0.92083905 -0.94081268],-0.0750918246286,-0.0750918246286,"[[  0.97021847   1.15297235  -0.04575838   0.11568876]
 [  5.17354542  14.51240913   0.           0.        ]]","[ 0.44226975  0.54925874  1.28245031  1.02103607 -0.40202592  0.99445034
  0.8208563   2.26476736  0.0526472   0.72686066  0.        ]",[-0.88217944 -0.79244798]
7,[-0.517039   -0.69197947],[-0.67906224 -0.88091859],-0.0433460840087,-0.0433460840087,"[[  1.03612417   1.40296977  -0.04575838   0.11568876]
 [  1.42925227  10.50068373   0.           0.        ]]","[ 0.36160562  0.23623896  1.33490963  1.20563866 -0.40202577  0.9944497
  0.40887971  1.5524813  -0.27715785  0.45537513  0.        ]",[-0.88217944 -0.79244798]
8,[ 0.03409749 -0.28498435],[-0.27421616 -0.98346622],-0.0259091975967,-0.0259091975967,"[[ 1.03747405  1.57590587 -0.04575838  0.11568876]
 [-1.28536152  6.80522398  0.          0.        ]]","[ 0.35991854  0.01052147  1.33592585  1.24163909 -0.40202562  0.99444906
  0.11019654  0.89634989 -0.39301273  0.23324008  0.        ]",[-0.88217944 -0.79244798]
9,[ 0.43967777  0.32869175],[-0.10370317 -1.23891287],-0.0182908346896,-0.0182908346896,"[[ 1.00114044  1.67158918 -0.04575838  0.11568876]
 [-2.34451973  2.77652716  0.          0.        ]]","[ 0.40484561 -0.11471223  1.30773548  1.2286545  -0.40202547  0.99444843
 -0.0063404   0.18105246 -0.39327746  0.1242655   0.        ]",[-0.88217944 -0.79244798]
