timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 1.07075655  3.01146317],[ 1.04188953  2.98077438],-0.174854707529,-0.174854707529,"[[ 0.08204282 -0.02813673  0.0360546   0.03624712]
 [-0.0008756  -0.00136187  0.          0.        ]]","[ 1.0179198   1.46345504  0.19552155 -1.22413442  0.31011289  0.30274675
  0.31220158 -0.32523401  1.19965071 -0.41714022  0.        ]",[-0.53193432 -0.39499283]
1,[ 0.22685316  2.28118563],[-0.50059583  1.98695523],-0.172493050562,-0.172493050562,"[[ 0.12170054  0.0115487   0.0360546   0.03624712]
 [ 3.95348614  3.95671899  0.          0.        ]]","[ 1.01190916  1.46386746  0.25439765 -1.12098238  0.31011272  0.30274658
  0.68166316  0.31772274  1.18818459 -0.26528102  0.        ]",[-0.53193432 -0.39499283]
2,[ 0.01642057  2.02206039],[ 0.59793604  1.5860079 ],-0.167783067544,-0.167783067544,"[[ 0.18010178  0.12963298  0.0360546   0.03624712]
 [ 1.89350938  7.83876727  0.          0.        ]]","[ 0.99882694  1.45337618  0.34055535 -0.8149676   0.31011255  0.30274642
  0.48919601  0.94832821  1.13981985  0.0316885   0.        ]",[-0.53193432 -0.39499283]
3,[-1.08451355  1.2854495 ],[-0.27875461  1.08769311],-0.160809870666,-0.160809870666,"[[  0.24131522   0.32457002   0.0360546    0.03624712]
 [  4.22015153  11.6422635    0.           0.        ]]","[ 0.97974996  1.39815445  0.42987833 -0.32202719  0.31011238  0.30274625
  0.70657737  1.56617176  1.01564189  0.4096946   0.        ]",[-0.53193432 -0.39499283]
4,[-1.29743135  0.62899691],[-1.18110018  0.8086664 ],-0.150574982263,-0.150574982263,"[[  0.31380717   0.59483468   0.0360546    0.03624712]
 [  3.03308608  15.37176741   0.           0.        ]]","[ 0.95015479  1.2475114   0.53390472  0.30566832  0.31011221  0.30274609
  0.59566751  2.17199192  0.75950626  0.82760478  0.        ]",[-0.53193432 -0.39499283]
5,[-0.87774426  0.02200985],[-0.45684487 -0.9412155 ],-0.136612511927,-0.136612511927,"[[  0.33417147   0.93135666   0.0360546    0.03624712]
 [ -0.98328168  18.27073343   0.           0.        ]]","[ 0.94049311  0.95580237  0.56271524  0.93489152  0.31011204  0.30274592
  0.22041154  2.64289297  0.42796891  1.06925438  0.        ]",[-0.53193432 -0.39499283]
6,[-0.70573157  0.04649612],[-0.48305406  0.27082454],-0.11998434444,-0.11998434444,"[[  0.29658485   1.25575451   0.0360546    0.03624712]
 [ -2.76960505  14.18265109   0.           0.        ]]","[ 0.95786462  0.59429108  0.50938872  1.32052963  0.31011187  0.30274575
  0.05351229  1.97881689  0.14682449  1.0872076   0.        ]",[-0.53193432 -0.39499283]
7,[-0.32983017 -0.36541766],[ 0.77140702 -0.55727694],-0.101727828454,-0.101727828454,"[[  0.22256633   1.54735315   0.0360546    0.03624712]
 [ -4.62611583  14.9745433    0.           0.        ]]","[ 0.98616857  0.23337784  0.40264489  1.44775018  0.3101117   0.30274559
 -0.11994468  2.10744651 -0.0592128   0.97527353  0.        ]",[-0.53193432 -0.39499283]
8,[-0.74303412 -0.84755075],[-0.94363289 -1.84403464],-0.0827183727182,-0.0827183727182,"[[  0.16160246   1.82172458   0.0360546    0.03624712]
 [ -1.48069153  12.47098948   0.           0.        ]]","[ 1.00350833 -0.10904847  0.31334647  1.36705321  0.31011153  0.30274542
  0.17393784  1.70076531 -0.25857366  0.81845105  0.        ]",[-0.53193432 -0.39499283]
9,[-0.16622107 -0.23892921],[-0.68448813  0.57346664],-0.0670711728477,-0.0670711728477,"[[ 0.09481489  2.02894276  0.0360546   0.03624712]
 [-5.18589991  8.26480394  0.          0.        ]]","[ 1.01623021 -0.35348765  0.21450577  1.18038782  0.31011136  0.30274526
 -0.17224647  1.01751113 -0.37926102  0.65264165  0.        ]",[-0.53193432 -0.39499283]
