timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-3.10677433 -0.60915136],[-3.54666546 -0.63009395],-0.402232257274,-0.402232257274,"[[ 0.07836548 -0.01835799 -0.13294942 -0.19657824]
 [-0.00239973  0.00036762  0.          0.        ]]","[ 1.02048983  1.45779272  0.18927708 -1.20318023 -1.15728709 -1.70343737
  0.30999694 -0.32413016  2.79973594  2.39851032  0.        ]",[-0.53737557 -0.40526229]
1,[-3.07149601 -0.5514189 ],[-4.73845293 -0.34650442],-0.396903462959,-0.396903462959,"[[ 0.03863718 -0.04336754 -0.13294942 -0.19657824]
 [-3.95726618 -2.49301738  0.          0.        ]]","[ 1.02394792  1.45681761  0.13013259 -1.26809724 -1.15728575 -1.70343407
 -0.06121457 -0.72998719  2.80377267  2.26463679  0.        ]",[-0.53737557 -0.40526229]
2,[-3.01418233 -0.44960165],[-3.44023445  0.02073333],-0.380045979742,-0.380045979742,"[[-0.07940831 -0.10648335 -0.13294942 -0.19657824]
 [-7.83438171 -3.81416148  0.          0.        ]]","[ 1.02036536  1.45086045 -0.04577844 -1.4315235  -1.1572844  -1.70343078
 -0.42512819 -0.94503392  2.78362068  1.88271738  0.        ]",[-0.53737557 -0.40526229]
3,[-2.81483769 -0.33941889],[-2.04915195 -0.44270699],-0.349651328835,-0.349651328835,"[[ -0.27423292  -0.18116998  -0.13294942  -0.19657824]
 [-11.63543362  -3.65502613   0.           0.        ]]","[ 0.96940757  1.43736646 -0.331352   -1.62343869 -1.15728306 -1.70342748
 -0.78190209 -0.91913001  2.66339164  1.31237719  0.        ]",[-0.53737557 -0.40526229]
4,[-1.85704303  0.38149473],[-1.14709243 -0.87359057],-0.300951221233,-0.300951221233,"[[ -0.54431806  -0.27111638  -0.13294942  -0.19657824]
 [-15.36070919  -5.33399706   0.           0.        ]]","[ 0.80982595  1.4119488  -0.69975998 -1.85100592 -1.15728172 -1.70342418
 -1.13156288 -1.19242105  2.34159529  0.63080801  0.        ]",[-0.53737557 -0.40526229]
5,[-0.51966524  1.38047314],[-0.85648266  1.74575959],-0.225880458077,-0.225880458077,"[[ -0.88816593  -0.41142505  -0.13294942  -0.19657824]
 [-19.01202254  -8.68565198   0.           0.        ]]","[ 0.47526553  1.35279742 -1.08465456 -2.19409265 -1.15728037 -1.70342088
 -1.47428033 -1.73797906  1.69593266  0.00601296  0.        ]",[-0.53737557 -0.40526229]
6,[ 0.65469611  1.55553794],[ 0.45480212  1.22894668],-0.130453462844,-0.130453462844,"[[ -1.2986508   -0.54366605  -0.13294942  -0.19657824]
 [-22.02639172  -4.55215616   0.           0.        ]]","[-0.06391258  1.27623313 -1.36395772 -2.49887587 -1.15727903 -1.70341759
 -1.75721149 -1.06515395  0.79758132 -0.2201927   0.        ]",[-0.53737557 -0.40526229]
7,[ 1.49281001  1.16964722],[ 2.03605321  0.40136774],-0.0471732839595,-0.0471732839595,"[[ -1.71677244  -0.59407449  -0.13294942  -0.19657824]
 [-19.79311974  -0.50220357   0.           0.        ]]","[-0.6808601   1.24200409 -1.40298191 -2.60914939 -1.15727769 -1.70341429
 -1.54758973 -0.4059284  -0.01512711  0.04718191  0.        ]",[-0.53737557 -0.40526229]
8,[ 1.83778167  0.71726537],[ 0.47654476  0.6326349 ],-0.0587803698474,-0.0587803698474,"[[ -2.06901873  -0.58808046  -0.13294942  -0.19657824]
 [-15.44596191   1.09622021   0.           0.        ]]","[-1.17590814  1.24621325 -1.23754088 -2.59621379 -1.15727635 -1.70341099
 -1.1395562  -0.14574705 -0.54751752  0.54367834  0.        ]",[-0.53737557 -0.40526229]
9,[ 1.99476135  0.24749543],[ 1.65312155 -0.08048326],-0.108749875193,-0.108749875193,"[[ -2.35596442  -0.54124323  -0.13294942  -0.19657824]
 [-13.25588536   3.57919767   0.           0.        ]]","[-1.51707085  1.27780504 -0.98227069 -2.49345862 -1.157275   -1.7034077
 -0.93399075  0.25841633 -0.85236438  1.04797312  0.        ]",[-0.53737557 -0.40526229]
