timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,10.5709,[-4.61725869 -2.56264151],[-3.9988935  -2.33963299],-0.144198218525,[-0.41767266 -0.99492329],"[[ 0.07845325 -0.06150973  0.16202378 -0.1263958 ]
 [ 0.00088965  0.00369148  0.          0.        ]]","[ 1.86330756  1.54028804  1.19098972  0.28047643  1.42554638 -1.08609133
  0.54848999  0.27242217  0.39026645  1.04723245  0.        ]"
1,10.7316,[-3.17625675 -2.15770025],[-3.87270617 -2.13266754],-0.132317348515,[-0.41767266 -0.99492329],"[[ 0.03879572 -0.10114904  0.16202378 -0.1263958 ]
 [-3.95348535 -3.95443575  0.          0.        ]]","[ 1.86749713  1.53610892  1.12182308  0.21079871  1.42554508 -1.08609062
  0.43120576 -0.42251121  0.39047464  0.95671063  0.        ]"
2,10.671,[-5.2101731  -2.51127178],[-3.95051098 -2.03391194],-0.0962080174043,[-0.41767266 -0.99492329],"[[-0.07916553 -0.21916486  0.16202378 -0.1263958 ]
 [-7.82977125 -7.83421448  0.          0.        ]]","[ 1.86320136  1.51170502  0.91588266  0.00543288  1.42554378 -1.0860899
  0.31623763 -1.10368842  0.36101777  0.69050494  0.        ]"
3,10.8218,[-3.35623693 -2.4619615 ],[-3.93742728 -1.82731414],-0.035227881199,[-0.41767266 -0.99492329],"[[ -0.27388683  -0.41400526   0.16202378  -0.1263958 ]
 [-11.62982513 -11.6371352    0.           0.        ]]","[ 1.80159911  1.43313311  0.58148222 -0.32062022  1.42554248 -1.08608919
  0.2035305  -1.77137005  0.2188071   0.28582627  0.        ]"
4,10.9917,[-2.95794706 -2.40176199],[-3.47291207 -1.56695533],-0.0489518736394,[-0.41767266 -0.99492329],"[[ -0.54386484  -0.68414715   0.16202378  -0.1263958 ]
 [-15.35583673 -15.36458602   0.           0.        ]]","[ 1.60851939  1.25077866  0.1499744  -0.72580859  1.42554118 -1.08608848
  0.09301942 -2.4257981  -0.13544499 -0.13178843  0.        ]"
5,11.4109,[-2.43027635 -1.2727813 ],[-1.63431907 -0.77643991],-0.146666363864,[-0.41767266 -0.99492329],"[[ -0.88764332  -1.02809425   0.16202378  -0.1263958 ]
 [-19.01029994 -19.01786859   0.           0.        ]]","[ 1.20350747  0.91540503 -0.30104536 -1.12142143  1.42553989 -1.08608777
 -0.01536959 -3.06719883 -0.71839128 -0.31564236  0.        ]"
6,12.7254,[ 2.11686164  1.65969687],[ 2.38877368  1.3609823 ],-0.237551447003,[-0.41767266 -0.99492329],"[[ -1.3038162   -1.44437618   0.16202378  -0.1263958 ]
 [-22.59563725 -22.59830113   0.           0.        ]]","[ 0.5405792   0.40896157 -0.63124035 -1.36076537  1.42553859 -1.08608706
 -0.12170836 -3.69580094 -1.32867355 -0.01237083  0.        ]"
7,14.3653,[ 5.42569608  1.60306764],[ 4.25914907  1.89628482],-0.285741223961,[-0.41767266 -0.99492329],"[[ -1.71160023  -1.85211353   0.16202378  -0.1263958 ]
 [-18.19680512 -18.19019687   0.           0.        ]]","[-0.18863249 -0.11478452 -0.67584862 -1.30550813  1.42553729 -1.08608635
  0.00875822 -2.92186239 -1.56498746  0.59260207  0.        ]"
8,15.0262,[ 5.15745588  2.13920638],[ 5.31636667  2.18687606],-0.292049663677,[-0.41767266 -0.99492329],"[[ -2.03224631  -2.17256886   0.16202378  -0.1263958 ]
 [-13.88169317 -13.86980514   0.           0.        ]]","[-0.73876831 -0.48904775 -0.51039642 -1.06500927  1.42553599 -1.08608564
  0.13674172 -2.1633299  -1.46609835  1.02503542  0.        ]"
9,15.3448,[ 5.70583985  2.70868576],[ 5.47422171  2.03623676],-0.280213457508,[-0.41767266 -0.99492329],"[[-2.26742197 -2.40747821  0.16202378 -0.1263958 ]
 [-9.64968157 -9.63528472  0.          0.        ]]","[-1.09310161 -0.71779578 -0.2860628  -0.79268162  1.42553469 -1.08608493
  0.2622605  -1.41987702 -1.28686191  1.21526397  0.        ]"
