timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,4.3036,[-4.46100784 -1.87404952],[-3.35093045 -2.23813725],-0.135724675469,[-0.27623019 -0.60003686],"[[ 0.07760689 -0.03130134  0.0826289  -0.03515872]
 [ 0.0013865   0.00275285  0.          0.        ]]","[ 1.71986223  1.54792004  1.11067262  0.33652798  0.73321512 -0.29297888
  0.51277764  0.26110232  0.86045423  0.45392362  0.        ]"
1,4.15882,[-2.98843697 -3.08584188],[-3.18421173 -2.04887724],-0.132053048988,[-0.27623019 -0.60003686],"[[ 0.03795925 -0.07095923  0.0826289  -0.03515872]
 [-3.95299165 -3.95535494  0.          0.        ]]","[ 1.72395337  1.54528055  1.04378721  0.26683747  0.73321435 -0.29297867
  0.36860189 -0.38940525  0.86221176  0.36277056  0.        ]"
2,4.24801,[-2.84643349 -1.71988211],[-3.10356069 -1.96921074],-0.123114155797,[-0.27623019 -0.60003686],"[[-0.07999202 -0.18899325  0.0826289  -0.03515872]
 [-7.82926285 -7.83511664  0.          0.        ]]","[ 1.71951704  1.52539157  0.84462113  0.06100408  0.73321358 -0.29297845
  0.22727394 -1.02703602  0.83683212  0.09385547  0.        ]"
3,4.19851,[-2.61831602 -1.46209406],[-2.77468038 -1.73847139],-0.116784814371,[-0.27623019 -0.60003686],"[[ -0.27470275  -0.38385156   0.0826289   -0.03515872]
 [-11.62926935 -11.63802427   0.           0.        ]]","[ 1.65815913  1.45390179  0.52125334 -0.26739948  0.73321281 -0.29297823
  0.08872659 -1.65203317  0.69912685 -0.31768959  0.        ]"
4,4.18133,[-1.11843342 -1.43533739],[-1.96562433 -1.36066294],-0.126613033954,[-0.27623019 -0.60003686],"[[ -0.54466883  -0.65401113   0.0826289   -0.03515872]
 [-15.35519392 -15.36546583   0.           0.        ]]","[ 1.46637149  1.2801676   0.10406316 -0.67895918  0.73321204 -0.29297802
 -0.04711976 -2.2646216   0.34548572 -0.74810043  0.        ]"
5,4.37822,[-1.35918534 -0.90391733],[-0.64896625 -0.52759671],-0.156518885507,[-0.27623019 -0.60003686],"[[ -0.88843332  -0.99797573   0.0826289   -0.03515872]
 [-19.00954071 -19.01873901   0.           0.        ]]","[ 1.06445349  0.95287889 -0.33184388 -1.0872109   0.73321127 -0.2929778
 -0.18035638 -2.86501037 -0.24638639 -0.94871153  0.        ]"
6,4.98375,[ 1.972626    1.38994693],[ 2.03262258  1.06717408],-0.18945610423,[-0.27623019 -0.60003686],"[[ -1.30459043  -1.41045775   0.0826289   -0.03515872]
 [-22.59479384 -22.2187036    0.           0.        ]]","[ 0.40692637  0.4555951  -0.65071124 -1.34552922  0.7332105  -0.29297758
 -0.31107385 -3.39088544 -0.87595073 -0.65968725  0.        ]"
7,5.87325,[ 0.32467563  1.2894523 ],[ 3.28545094  1.35714602],-0.200145193381,[-0.27623019 -0.60003686],"[[ -1.71235741  -1.81067891   0.0826289   -0.03515872]
 [-18.19596451 -17.81814637   0.           0.        ]]","[-0.31608538 -0.06105292 -0.69333132 -1.31771039  0.73320973 -0.29297736
 -0.1506931  -2.66765825 -1.13553226 -0.05594577  0.        ]"
8,7.26679,[ 5.21628334  0.91417598],[ 4.56251287  1.46999252],-0.189772107007,[-0.27623019 -0.60003686],"[[ -2.05980828  -2.12376352   0.0826289   -0.03515872]
 [-16.55421697 -13.50473794   0.           0.        ]]","[-0.90403956 -0.43513653 -0.51217505 -1.10584729  0.73320896 -0.29297715
 -0.09083514 -1.95876487 -1.05139105  0.40970765  0.        ]"
9,7.27349,[ 4.66415578  1.02097821],[ 4.66589212  1.2945956 ],-0.170623277378,[-0.27623019 -0.60003686],"[[ -2.34790708  -2.35485126   0.0826289   -0.03515872]
 [-12.26963561  -9.61705607   0.           0.        ]]","[-1.31811575 -0.67046743 -0.22513794 -0.85436009  0.73320819 -0.29297693
  0.06538021 -1.31984273 -0.85967985  0.63990002  0.        ]"
