timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,6.12774,[-6.8978555   0.50184561],[-5.83718967  0.6671223 ],-0.369100074682,[-0.29373014 -0.72599423],"[[-0.06928907  0.02537598 -0.10003865  0.18905942]
 [ 0.00216129 -0.00402483  0.          0.        ]]","[ 1.77973392  1.55470914  0.90116639  0.44083635 -0.85050863  1.64621423
  0.52419386  0.26317033  1.97875062 -1.34412722  0.        ]"
1,5.89678,[-5.15644535  0.39020333],[-5.49271727  0.37124652],-0.372074602127,[-0.29373014 -0.72599423],"[[-0.10894454  0.04524897 -0.10003865  0.18905942]
 [-3.95453131  1.98468967  0.          0.        ]]","[ 1.77335189  1.55379069  0.83343262  0.47566088 -0.85050788  1.64621111
  0.39282905  0.59828798  1.97588673 -1.3880594   0.        ]"
2,6.00082,[-5.59781107  0.30693664],[-5.16110086 -0.00773698],-0.380575318631,[-0.29373014 -0.72599423],"[[-0.22694683  0.1000655  -0.10003865  0.18905942]
 [-7.83278696  3.49193116  0.          0.        ]]","[ 1.73771903  1.54859482  0.63402643  0.57151528 -0.85050713  1.64620799
  0.26406842  0.85227241  1.95985974 -1.52119063  0.        ]"
3,5.98674,[-4.72289689 -0.96292484],[-4.77848387 -0.40395117],-0.39306259582,[-0.29373014 -0.72599423],"[[ -0.42174353   0.18141873  -0.10003865   0.18905942]
 [-11.63423493   4.6395469    0.           0.        ]]","[ 1.62569393  1.53370122  0.3178772   0.71271761 -0.85050638  1.64620486
  0.13785787  1.04565598  1.90827095 -1.7415605   0.        ]"
4,5.60084,[-2.72543604  0.174901  ],[-4.18024588 -0.0344073 ],-0.408497737744,[-0.29373014 -0.72599423],"[[ -0.69179581   0.23504602  -0.10003865   0.18905942]
 [-15.35859454   0.73616278   0.           0.        ]]","[ 1.36855113  1.51923035 -0.07410943  0.80470967 -0.85050563  1.64620174
  0.01420671  0.38789664  1.77228443 -2.06594768  0.        ]"
5,5.8572,[-2.59709345 -0.79092866],[-3.21143079 -0.27366668],-0.420408806947,[-0.29373014 -0.72599423],"[[ -1.03561364   0.25658265  -0.10003865   0.18905942]
 [-19.01103299   1.41520447   0.           0.        ]]","[ 0.89845215  1.51238756 -0.455266    0.84133736 -0.85050488  1.64619862
 -0.10705662  0.50232166  1.48949453 -2.43205774  0.        ]"
6,6.01149,[-1.49303363  0.7850922 ],[-1.82150328  0.32955724],-0.419308830791,[-0.29373014 -0.72599423],"[[ -1.45174058   0.25319286  -0.10003865   0.18905942]
 [-22.58972445  -1.74368665   0.           0.        ]]","[ 0.191374    1.51350055 -0.68291901  0.8355847  -0.85050413  1.6461955
 -0.2258715  -0.02998338  1.01845224 -2.70812013  0.        ]"
7,6.88562,[-1.53193514 -0.04771121],[-1.5503366  -0.01323529],-0.394921241573,[-0.29373014 -0.72599423],"[[ -1.93875475   0.24986297  -0.10003865   0.18905942]
 [-26.10002753   1.4001868    0.           0.        ]]","[-0.67341782  1.5145797  -0.58026532  0.82992879 -0.85050339  1.64619238
 -0.34241583  0.499791    0.40478197 -2.71373404  0.        ]"
8,7.91478,[-2.51951702  0.45922266],[-1.49049091  0.27892697],-0.340097971597,[-0.29373014 -0.72599423],"[[ -2.49526664   0.27569801  -0.10003865   0.18905942]
 [-29.53971089   1.1839817    0.           0.        ]]","[-1.46610308  1.50581812 -0.01294602  0.87367325 -0.85050264  1.64618925
 -0.45661549  0.46335794 -0.18783422 -2.32131736  0.        ]"
9,8.41247,[-2.83475532  0.31777421],[-2.11132288  0.29060853],-0.250299676864,[-0.29373014 -0.72599423],"[[ -3.11989788   0.31738766  -0.10003865   0.18905942]
 [-32.91221335   2.97892242   0.           0.        ]]","[-1.83021302  1.48991639  0.98269832  0.94357912 -0.85050189  1.64618613
 -0.56858464  0.76582335 -0.53734924 -1.53796924  0.        ]"
