timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,0.768592,[-1.14695131 -0.69252472],[-2.24708867 -0.48772347],-0.256412509119,[-0.12434366 -0.27904201],"[[ 0.08865862 -0.0137309  -0.04517582  0.04855514]
 [ 0.00438472 -0.00173494  0.          0.        ]]","[ 1.33310378  1.36107119  0.67695729  0.14454959 -0.39964766  0.41885325
  0.55381091  0.21224181  1.52816372 -0.09093897  0.        ]"
1,0.941089,[-2.79191512  0.19849695],[-2.05753851 -0.35917935],-0.258616117928,[-0.12434366 -0.27904201],"[[ 0.04906563 -0.04126232 -0.04517582  0.04855514]
 [-3.95052    -2.74227836  0.          0.        ]]","[ 1.33729996  1.36012512  0.61703997  0.09669239 -0.39964676  0.4188523
  0.33636965 -0.19866352  1.53172746 -0.16980067  0.        ]"
2,0.87963,[-2.26953906 -1.54152727],[-1.78732228 -0.5024792 ],-0.263776215984,[-0.12434366 -0.27904201],"[[-0.06885467 -0.0876621  -0.04517582  0.04855514]
 [-7.82859789 -1.90050762  0.          0.        ]]","[ 1.33549349  1.35641166  0.4382679   0.01617866 -0.39964586  0.41885135
  0.12315245 -0.07245153  1.5227003  -0.37732828  0.        ]"
3,0.395092,[-1.32708821 -0.40126755],[-1.43739223 -0.47265488],-0.270058019805,[-0.12434366 -0.27904201],"[[ -0.26354872  -0.16500739  -0.04517582   0.04855514]
 [-11.62818294  -5.8209494    0.           0.        ]]","[ 1.28586516  1.34432296  0.14744866 -0.11721843 -0.39964497  0.4188504
 -0.08574919 -0.66026672  1.44957591 -0.70984337  0.        ]"
4,0.103681,[ 0.15240311  0.05203252],[-0.86951596 -0.65364462],-0.273584715029,[-0.12434366 -0.27904201],"[[ -0.53349175  -0.29619572  -0.04517582   0.04855514]
 [-15.35376529  -7.29295254   0.           0.        ]]","[ 1.12471532  1.30716139 -0.22881715 -0.33915487 -0.39964407  0.41884944
 -0.29058211 -0.88097082  1.22538904 -1.12949713  0.        ]"
5,0.437665,[-1.50349867 -1.18357613],[-0.47388729 -0.9019981 ],-0.269865101274,[-0.12434366 -0.27904201],"[[ -0.8314761   -0.43853907  -0.04517582   0.04855514]
 [-14.44770085  -6.94253329   0.           0.        ]]","[ 0.8357815   1.24381476 -0.57830649 -0.56997624 -0.39964317  0.41884849
 -0.24076586 -0.82842743  0.851679   -1.4565743   0.        ]"
6,0.501563,[-0.61774317 -1.17410366],[ 0.67100137 -0.66764605],-0.255834213891,[-0.12434366 -0.27904201],"[[ -1.15724823  -0.61572004  -0.04517582   0.04855514]
 [-18.11746757 -10.76277477   0.           0.        ]]","[ 0.41619581  1.13343064 -0.84646911 -0.83591692 -0.39964227  0.41884754
 -0.44253033 -1.40121397  0.34517627 -1.59849733  0.        ]"
7,0.706906,[ 1.10423707  0.39576008],[ 1.91064501 -0.13592876],-0.224597445958,[-0.12434366 -0.27904201],"[[ -1.54052678  -0.8685485   -0.04517582   0.04855514]
 [-20.20372382 -14.50751742   0.           0.        ]]","[-0.15718359  0.92210295 -0.97365221 -1.15909685 -0.39964138  0.41884659
 -0.55723245 -1.96266902 -0.25409789 -1.41868263  0.        ]"
8,1.22198,[ 3.07319556 -0.3247935 ],[ 2.11281872 -0.05028069],-0.182002248882,[-0.12434366 -0.27904201],"[[ -1.90092395  -1.14009484  -0.04517582   0.04855514]
 [-15.85032911 -12.65331652   0.           0.        ]]","[-0.70407293  0.63885106 -0.89242768 -1.41173168 -0.39964048  0.41884563
 -0.31787939 -1.68464571 -0.64455019 -0.94584782  0.        ]"
9,1.77722,[ 2.55127978  0.63523773],[ 2.07677174  0.1598691 ],-0.139613700765,[-0.12434366 -0.27904201],"[[ -2.1751018   -1.40355306  -0.04517582   0.04855514]
 [-11.58159594 -13.68908132   0.           0.        ]]","[-1.08060775  0.32755513 -0.70567709 -1.54627493 -0.39963958  0.41884468
 -0.0831812  -1.83992761 -0.73498741 -0.45881953  0.        ]"
10,2.19815,[ 2.72432305 -0.37076252],[ 1.88254631  0.15785828],-0.102780369182,[-0.12434366 -0.27904201],"[[ -2.36475166  -1.6493823   -0.04517582   0.04855514]
 [ -7.39706812 -10.903145     0.           0.        ]]","[-1.30424823  0.02379085 -0.52080401 -1.56516085 -0.39963869  0.41884373
  0.14688732 -1.42221156 -0.64557609 -0.11133226  0.        ]"
11,2.0085,[-0.00358798  0.04050981],[ 1.65718293  0.31199855],-0.0724545925691,[-0.12434366 -0.27904201],"[[ -2.47152354  -1.88001311  -0.04517582   0.04855514]
 [ -3.29368706 -12.15575795   0.           0.        ]]","[-1.41324999 -0.25621204 -0.39945824 -1.48804245 -0.39963779  0.41884277
  0.37249422 -1.61000979 -0.49205073  0.07436131  0.        ]"
12,2.51552,[ 2.20720188  2.15418484],[ 1.70570993  0.36065161],-0.0435159345443,[-0.12434366 -0.27904201],"[[ -2.53689507  -2.11910391  -0.04517582   0.04855514]
 [ -3.2436037  -11.75465899   0.           0.        ]]","[-1.47325714 -0.52520763 -0.31977414 -1.31559083 -0.39963689  0.41884182
  0.37524703 -1.54986135 -0.3141764   0.15907178  0.        ]"
13,2.43495,[ 2.11801036 -0.17554694],[ 1.33348024  0.31072927],-0.0214474920108,[-0.12434366 -0.27904201],"[[-2.56141249 -2.312136   -0.04517582  0.04855514]
 [ 0.77863693 -7.56250431  0.          0.        ]]","[-1.49437142 -0.71620842 -0.28891962 -1.11413712 -0.399636    0.41884087
  0.59639274 -0.92131469 -0.17506262  0.16453343  0.        ]"
14,1.98063,[-1.0472817   0.05615205],[ 0.95453227  0.39213008],-0.00694587769844,[-0.12434366 -0.27904201],"[[-2.50627512 -2.46885849 -0.04517582  0.04855514]
 [ 4.72201869 -8.10790208  0.          0.        ]]","[-1.44578786 -0.84869399 -0.35757638 -0.91512924 -0.3996351   0.41883992
  0.81320193 -1.00308408 -0.08803713  0.11663822  0.        ]"
15,1.97801,[-0.32650836  0.16821033],[ 1.26958561  0.31464922],-0.0120800698611,[-0.12434366 -0.27904201],"[[-2.45249457 -2.62717508 -0.04517582  0.04855514]
 [ 0.66949236 -7.72505519  0.          0.        ]]","[ -1.39476268e+00  -9.58380387e-01  -4.21909145e-01  -6.87149409e-01
  -3.99634204e-01   4.18838964e-01   5.90387542e-01  -9.45679124e-01
   2.83318156e-05   6.22778992e-02   0.00000000e+00]"
16,1.77147,[-0.38832879  1.58179461],[ 1.3531481   0.24701095],-0.0274231360189,[-0.12434366 -0.27904201],"[[-2.45220847 -2.77345934 -0.04517582  0.04855514]
 [-0.63653082 -6.90610345  0.          0.        ]]","[-1.39447399 -1.0357796  -0.42224313 -0.45733635 -0.39963331  0.41883801
  0.51857943 -0.8228883   0.08995412  0.01448904  0.        ]"
17,1.92127,[ 1.35734932 -0.35084473],[ 1.44016111  0.00428851],-0.0384661494582,[-0.12434366 -0.27904201],"[[-2.48023788 -2.87048225 -0.04517582  0.04855514]
 [-2.16131817 -2.80983991  0.          0.        ]]","[-1.42150373 -1.07356257 -0.38905667 -0.29722253 -0.39963241  0.41883706
  0.43474354 -0.2087211   0.15045916 -0.02242175  0.        ]"
18,1.72385,[ 0.7139761  -0.18453408],[ 1.18309259  0.09384128],-0.0461403259105,[-0.12434366 -0.27904201],"[[-2.48331119 -2.94005763 -0.04517582  0.04855514]
 [ 1.84065929 -4.14325267  0.          0.        ]]","[-1.42440217 -1.09375322 -0.38537215 -0.17961828 -0.39963151  0.41883611
  0.65477627 -0.40864368  0.18788807 -0.05548279  0.        ]"
19,2.08098,[ 2.95147584 -0.81676092],[ 0.88316292  0.00949049],-0.0523229829233,[-0.12434366 -0.27904201],"[[-2.41850077 -3.01671308 -0.04517582  0.04855514]
 [ 4.63116246 -1.80824294  0.          0.        ]]","[-1.36069773 -1.10918935 -0.46114278 -0.04811897 -0.39963062  0.41883515
  0.80819977 -0.05854637  0.21301151 -0.08987376  0.        ]"
20,1.64001,[-1.23441416  0.52319644],[ 0.348618   -0.03980064],-0.053466123634,[-0.12434366 -0.27904201],"[[-2.2870713  -3.02640041 -0.04517582  0.04855514]
 [ 8.49886808  0.24362953  0.          0.        ]]","[-1.2169099  -1.11062301 -0.60154282 -0.031394   -0.39962972  0.4188342
  1.02084819  0.24909902  0.21238161 -0.1038246   0.        ]"
21,2.11758,[ 1.15306454 -2.69555924],[ 0.5254057  -0.19640209],-0.04950332458,[-0.12434366 -0.27904201],"[[-2.15850605 -3.00079231 -0.04517582  0.04855514]
 [ 4.37140916  2.31029005  0.          0.        ]]","[-1.05933039 -1.106565   -0.71980192 -0.0755607  -0.39962882  0.41883325
  0.79391161  0.5589613   0.18427302 -0.09866853  0.        ]"
22,2.07948,[ 0.09800189  0.75644397],[-0.02531571  0.19292682],-0.0482217763804,[-0.12434366 -0.27904201],"[[-2.03222313 -2.99477137 -0.04517582  0.04855514]
 [ 8.24398349 -1.69484291  0.          0.        ]]","[-0.89078579 -1.10549025 -0.81568365 -0.08592283 -0.39962793  0.4188323
  1.00682797 -0.041547    0.16830722 -0.105041    0.        ]"
23,2.2324,[ 0.06215963  0.01364561],[-0.35570642  0.034814  ],-0.0482813332403,[-0.12434366 -0.27904201],"[[-1.86508642 -2.99827916 -0.04517582  0.04855514]
 [ 8.46893214  1.33396943  0.          0.        ]]","[-0.65136466 -1.10611428 -0.90911439 -0.0798867  -0.39962703  0.41883134
  1.01919198  0.41257699  0.15608897 -0.11905872  0.        ]"
24,2.04819,[-2.1351897   1.00011932],[-0.70674056  0.06904832],-0.0469582807778,[-0.12434366 -0.27904201],"[[-1.69492079 -2.97132213 -0.04517582  0.04855514]
 [ 8.54736969  1.36164291  0.          0.        ]]","[-0.39483397 -1.10089009 -0.96265909 -0.12618839 -0.39962613  0.41883039
  1.02350055  0.41672527  0.12518564 -0.13574552  0.        ]"
25,2.53336,[ 0.55855179 -0.30483296],[-0.58210921 -0.29393727],-0.0460195830036,[-0.12434366 -0.27904201],"[[-1.56539452 -2.90463323 -0.04517582  0.04855514]
 [ 4.41900655  5.29413787  0.          0.        ]]","[-0.19546646 -1.0841668  -0.97430463 -0.23974359 -0.39962524  0.41882944
  0.79651412  1.00634181  0.07319443 -0.16267442  0.        ]"
26,2.24029,[-1.80610277 -0.20462773],[-1.08088136 -0.10846908],-0.0494833334357,[-0.12434366 -0.27904201],"[[-1.45570532 -2.81191134 -0.04517582  0.04855514]
 [ 6.54282963  3.98242782  0.          0.        ]]","[-0.02660778 -1.052033   -0.96428701 -0.39450321 -0.39962434  0.41882849
  0.9132821   0.80966737  0.01140207 -0.21023269  0.        ]"
27,2.52665,[ 0.38371824  0.09573145],[-0.82746691 -0.04833156],-0.0560859134814,[-0.12434366 -0.27904201],"[[-1.36587325 -2.74118417 -0.04517582  0.04855514]
 [ 2.45402031  3.0932483   0.          0.        ]]","[ 0.1101865  -1.0207265  -0.94257838 -0.50936907 -0.39962344  0.41882753
  0.68847073  0.67634583 -0.02819842 -0.26187807  0.        ]"
28,2.37986,[-0.3893011  -0.97308881],[-1.15351856 -0.09806754],-0.0633367649371,[-0.12434366 -0.27904201],"[[-1.30203807 -2.67612989 -0.04517582  0.04855514]
 [ 3.92458905  3.41112191  0.          0.        ]]","[ 0.2059182  -0.98688548 -0.91985716 -0.61204213 -0.39962255  0.41882658
  0.76932271  0.7240043  -0.05853298 -0.31270889  0.        ]"
29,2.13884,[-1.10629313 -0.59363584],[-1.04375911  0.14916724],-0.068588234787,[-0.12434366 -0.27904201],"[[-1.23979121 -2.64724385 -0.04517582  0.04855514]
 [ 2.30550887 -0.50945435  0.          0.        ]]","[ 0.29766371 -0.97034494 -0.89196317 -0.65659767 -0.39962165  0.41882563
  0.68030095  0.13616908 -0.0658392  -0.34900027  0.        ]"
30,2.0508,[-1.1834006   0.40282756],[-0.52946383  0.29867971],-0.0661096723105,[-0.12434366 -0.27904201],"[[-1.23386243 -2.68091639 -0.04517582  0.04855514]
 [-1.69929698 -2.85000162  0.          0.        ]]","[ 0.30630578 -0.98952932 -0.88901185 -0.60459148 -0.39962075  0.41882468
  0.46010849 -0.21476311 -0.04937062 -0.33222542  0.        ]"
31,2.46545,[ 1.24341755 -0.07285078],[ 0.03262685  0.23315963],-0.0598583256866,[-0.12434366 -0.27904201],"[[-1.30723412 -2.72134761 -0.04517582  0.04855514]
 [-5.62479405 -1.19861795  0.          0.        ]]","[ 0.19818093 -1.01089934 -0.92192105 -0.54099445 -0.39961986  0.41882372
  0.24427681  0.03283938 -0.0355894  -0.28851319  0.        ]"
32,2.1817,[-1.14296086  0.86649905],[-0.26540503  0.25778124],-0.0551508464184,[-0.12434366 -0.27904201],"[[-1.37888955 -2.74797463 -0.04517582  0.04855514]
 [-1.55430773 -1.46320947  0.          0.        ]]","[ 0.09049304 -1.02396311 -0.94645444 -0.49847076 -0.39961896  0.41882277
  0.46807907 -0.00683259 -0.02493278 -0.25513804  0.        ]"
33,2.17,[-2.0680041  1.2764971],[ 0.24672726  0.0396983 ],-0.0524485877913,[-0.12434366 -0.27904201],"[[-1.4493897  -2.74252504 -0.04517582  0.04855514]
 [-5.4826094   1.99664607  0.          0.        ]]","[-0.01693566 -1.02135034 -0.96313353 -0.50721183 -0.39961806  0.41882182
  0.25209245  0.51192651 -0.03033195 -0.23662455  0.        ]"
34,2.8796,[ 1.69567838  0.75762893],[ 0.84820318 -0.31292027],-0.0498438933773,[-0.12434366 -0.27904201],"[[-1.59767478 -2.66326109 -0.04517582  0.04855514]
 [-9.33304286  5.91670953  0.          0.        ]]","[-0.2452775  -0.97960846 -0.97374838 -0.63196679 -0.39961717  0.41882087
  0.04038724  1.09968519 -0.08036455 -0.21680278  0.        ]"
35,2.581,[-1.07466925 -0.115809  ],[ 0.53086323 -0.54890448],-0.0522418723067,[-0.12434366 -0.27904201],"[[-1.74275751 -2.51600118 -0.04517582  0.04855514]
 [-5.18908993  8.79964419  0.          0.        ]]","[-0.46784194 -0.88394206 -0.95191823 -0.84982669 -0.39961627  0.41881991
  0.26823059  1.53193427 -0.17094703 -0.20749663  0.        ]"
36,2.89637,[ 0.81720297  0.56928098],[ 1.11661327 -0.51176423],-0.0588984650848,[-0.12434366 -0.27904201],"[[-1.88522878 -2.34635577 -0.04517582  0.04855514]
 [-9.04511791  8.16705147  0.          0.        ]]","[-0.68102758 -0.74691706 -0.89991271 -1.07320553 -0.39961537  0.41881896
  0.05621696  1.43707685 -0.27295529 -0.19301712  0.        ]"
37,2.93703,[ 1.35412253  0.31041402],[ 0.87104475 -0.7454865 ],-0.0686256443059,[-0.12434366 -0.27904201],"[[ -2.03187492  -2.16201968  -0.04517582   0.04855514]
 [ -5.63095378  10.25954309   0.           0.        ]]","[-0.89031715 -0.56991817 -0.8158681  -1.27532667 -0.39961448  0.41881801
  0.24393562  1.75080385 -0.37938727 -0.16823726  0.        ]"
38,2.59157,[ 0.86202602 -1.81722517],[ 0.44730648 -0.97405404],-0.08754766774,[-0.12434366 -0.27904201],"[[ -2.10366099  -1.94653658  -0.04517582   0.04855514]
 [ -1.56134485  11.28530374   0.           0.        ]]","[-0.98766096 -0.33379918 -0.76395621 -1.44918062 -0.39961358  0.41881706
  0.46769206  1.90458509 -0.49960555 -0.20563911  0.        ]"
39,2.19569,[-0.74308194 -0.77089526],[ 0.09696984 -0.99648476],-0.107700752388,[-0.12434366 -0.27904201],"[[-2.10034349 -1.76280367 -0.04517582  0.04855514]
 [ 1.88161357  7.1019091   0.          0.        ]]","[-0.98324363 -0.11539316 -0.76650332 -1.53853379 -0.39961268  0.4188161
  0.65699322  1.27734094 -0.59036494 -0.30498148  0.        ]"
40,2.17122,[ 0.98798892 -1.58535247],[ 0.46276852 -0.89316714],-0.119857727117,[-0.12434366 -0.27904201],"[[-2.09259046 -1.65279799 -0.04517582  0.04855514]
 [-1.09630558  3.90930781  0.          0.        ]]","[-0.97289201  0.01966947 -0.77240282 -1.56463754 -0.39961179  0.41881515
  0.49325797  0.79865604 -0.6354896  -0.37881395  0.        ]"
