timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,9.13319,[-5.56932868  1.08687112],[-5.68012619  0.90358782],-0.335570654848,[-0.37002277 -0.93834984],"[[ 0.05957501  0.05992786 -0.11807486  0.0939332 ]
 [ 0.00083379 -0.00471874  0.          0.        ]]","[ 1.83626988  1.5452578   1.1463784   0.49316874 -1.00943659  0.82618816
  0.54151396  0.26713243  2.07952972 -0.45412507  0.        ]"
1,9.13419,[-4.32205526  0.4409923 ],[-5.37015629  0.63149166],-0.336631919193,[-0.37002277 -0.93834984],"[[ 0.01988555  0.09957769 -0.11807486  0.0939332 ]
 [-3.9565998   3.95649263  0.          0.        ]]","[ 1.83911827  1.54114514  1.07759514  0.56250583 -1.00943585  0.82618766
  0.42043154  0.95291851  2.08048183 -0.4825565   0.        ]"
2,9.33812,[-5.39300661 -0.21238426],[-5.17355299  0.16876252],-0.340050393142,[-0.37002277 -0.93834984],"[[-0.09815853  0.1954562  -0.11807486  0.0939332 ]
 [-7.83490268  5.62578066  0.          0.        ]]","[ 1.83076599  1.52280983  0.87312302  0.72882737 -1.00943511  0.82618715
  0.30177023  1.24191372  2.07928192 -0.58437835  0.        ]"
3,9.15327,[-3.63728375 -0.5654091 ],[-4.87317562  0.05342862],-0.346107241821,[-0.37002277 -0.93834984],"[[ -0.2929897    0.29843051  -0.11807486   0.0939332 ]
 [-11.63557923   4.67479098   0.           0.        ]]","[ 1.76238767  1.49006379  0.542155    0.9039306  -1.00943437  0.82618665
  0.185484    1.07727233  2.05955858 -0.79335973  0.        ]"
4,9.02157,[-3.51018388  0.19634757],[-4.4101944   0.21193899],-0.353363694722,[-0.37002277 -0.93834984],"[[ -0.56307587   0.36854703  -0.11807486   0.0939332 ]
 [-15.36064417   2.34458626   0.           0.        ]]","[ 1.56022068  1.46019754  0.1172483   1.02014357 -1.00943363  0.82618614
  0.07151121  0.67385418  1.97944173 -1.12551265  0.        ]"
5,9.1775,[-3.72935533 -0.4617375 ],[-3.67999363 -0.14811736],-0.356209625213,[-0.37002277 -0.93834984],"[[ -0.90693609   0.42278264  -0.11807486   0.0939332 ]
 [-19.01323538   3.07648267   0.           0.        ]]","[ 1.14518074  1.43299455 -0.323019    1.10793333 -1.00943289  0.82618564
 -0.04024417  0.80056364  1.77679508 -1.52188257  0.        ]"
6,9.30641,[-2.70428474  0.25190002],[ -2.49531913e+00   8.64788890e-04],-0.348068386326,[-0.37002277 -0.93834984],"[[ -1.32311428   0.46536299  -0.11807486   0.0939332 ]
 [-22.59265782   1.18778066   0.           0.        ]]","[ 0.47410777  1.40918708 -0.63846105  1.17538604 -1.00943215  0.82618513
 -0.14976086  0.47358089  1.39886359 -1.88146037  0.        ]"
7,9.88156,[-1.70520671 -0.3984401 ],[-2.23138261 -0.29357255],-0.321675286442,[-0.37002277 -0.93834984],"[[ -1.81018101   0.4988917   -0.11807486   0.0939332 ]
 [-26.10235194   2.16176787   0.           0.        ]]","[-0.39820831  1.38895427 -0.64193104  1.22750112 -1.00943141  0.82618463
 -0.25714412  0.64220266  0.84282659 -2.0485246   0.        ]"
8,10.7096,[-2.22188945  0.50930152],[-2.10126114  0.01441422],-0.270461223388,[-0.37002277 -0.93834984],"[[ -2.3667363    0.52586515  -0.11807486   0.0939332 ]
 [-29.54170479   0.5408908    0.           0.        ]]","[-1.26175879  1.37174344 -0.17037154  1.26874462 -1.00943067  0.82618412
 -0.36237519  0.36158717  0.20600629 -1.85156353  0.        ]"
9,11.2785,[-1.99465026 -0.25817939],[-2.92931867 -0.26863873],-0.191511832523,[-0.37002277 -0.93834984],"[[ -2.99140915   0.55680031  -0.11807486   0.0939332 ]
 [-32.91440021   2.54583995   0.           0.        ]]","[-1.75776926  1.35099767  0.78359242  1.31525526 -1.00942993  0.82618362
 -0.46556678  0.70869495 -0.28808818 -1.20986918  0.        ]"
