timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,8.03646,[-3.12406359 -1.77734885],[-3.32872868 -1.78231835],-0.245442429947,[-0.34061518 -0.91445214],"[[  6.26234034e-02   6.99228138e-02   6.09622985e-02  -1.75098249e-01]
 [  1.70973021e-04   3.73546703e-03   0.00000000e+00   0.00000000e+00]]","[ 1.79728748  1.55068565  1.13427497  0.49700522  0.5332266  -1.51506894
  0.53644967  0.26343954  0.99239844  1.50710084  0.        ]"
1,8.15146,[-3.7672124  -1.33829068],[-3.14488101 -1.60323596],-0.236091268304,[-0.34061518 -0.91445214],"[[ 0.0229517   0.03028436  0.0609623  -0.17509825]
 [-3.9541778  -3.95439462  0.          0.        ]]","[ 1.80036704  1.55327683  1.06622756  0.42823929  0.53322634 -1.51506699
  0.41380111 -0.41465596  0.99828592  1.41648002  0.        ]"
2,8.18195,[-2.62436507 -0.78544519],[-3.0563972  -1.53318572],-0.206745297588,[-0.34061518 -0.91445214],"[[-0.09502255 -0.08773072  0.0609623  -0.17509825]
 [-7.83035967 -7.83418496  0.          0.        ]]","[ 1.79264718  1.54884962  0.86392295  0.22343655  0.53322607 -1.51506504
  0.293577   -1.07933     0.98564926  1.14676633  0.        ]"
3,8.19229,[-3.16564744 -1.03017702],[-2.7755537  -1.58327007],-0.15506135916,[-0.34061518 -0.91445214],"[[ -0.28975661  -0.27404699   0.0609623   -0.17509825]
 [-11.63046965 -10.78758528   0.           0.        ]]","[ 1.72510989  1.50512238  0.53626585 -0.09447585  0.5332258  -1.51506308
  0.17571236 -1.58529617  0.87185574  0.73189549  0.        ]"
4,8.24718,[-1.41176384 -1.16584416],[-2.20249033 -1.36701941],-0.0788775137448,[-0.34061518 -0.91445214],"[[ -0.55974233  -0.52736711   0.0609623   -0.17509825]
 [-15.35591068 -14.53190612   0.           0.        ]]","[ 1.52360229  1.3763791   0.11519182 -0.49858215  0.53322553 -1.51506113
  0.06016366 -2.22675726  0.55344859  0.27943053  0.        ]"
5,8.41427,[-1.16303195 -0.96127151],[-0.88243002 -0.92391396],-0.0227206192482,[-0.34061518 -0.91445214],"[[ -0.90351392  -0.85482662   0.0609623   -0.17509825]
 [-19.00949139 -18.20173407   0.           0.        ]]","[ 1.10842713  1.10493107 -0.32183176 -0.93494108  0.53322526 -1.51505918
 -0.05315621 -2.85545043 -0.01534282  0.02033604  0.        ]"
6,8.86056,[ 2.35054502  0.60840627],[ 2.2401495   0.71647525],-0.130200787691,[-0.34061518 -0.91445214],"[[ -1.31966057  -1.25340965   0.0609623   -0.17509825]
 [-22.59381404 -21.64498611   0.           0.        ]]","[ 0.43563192  0.65519066 -0.63624261 -1.27471537  0.533225   -1.51505722
 -0.16432796 -3.44531855 -0.67263471  0.23919937  0.        ]"
7,10.3737,[ 4.46543311  1.54512155],[ 4.0669632   1.41525018],-0.210199400785,[-0.34061518 -0.91445214],"[[ -1.72740817  -1.65782943   0.0609623   -0.17509825]
 [-18.19517455 -18.80649898   0.           0.        ]]","[-0.2991606   0.13393454 -0.66908808 -1.35490063  0.53322473 -1.51505527
 -0.02789912 -2.95902998 -1.00064377  0.84024798  0.        ]"
8,10.9546,[ 3.56118668  1.96468466],[ 5.01501179  1.70067799],-0.245917981937,[-0.34061518 -0.91445214],"[[ -2.04803083  -1.99048942   0.0609623   -0.17509825]
 [-13.88096236 -14.47400008   0.           0.        ]]","[-0.85024475 -0.28483456 -0.49826588 -1.21071692  0.53322446 -1.51505331
  0.10591111 -2.21680224 -0.95384263  1.33747518  0.        ]"
9,11.4904,[ 5.09460365  0.71051628],[ 5.04781961  1.55377018],-0.254386419112,[-0.34061518 -0.91445214],"[[ -2.28319925  -2.23736334   0.0609623   -0.17509825]
 [ -9.64964525 -10.22758498   0.           0.        ]]","[-1.20327294 -0.56023404 -0.27253236 -0.98964151  0.53322419 -1.51505136
  0.23715025 -1.48932632 -0.78391153  1.58959255  0.        ]"
10,11.3391,[ 3.94090845  1.48379559],[ 4.58724785  1.32320976],-0.250978959987,[-0.34061518 -0.91445214],"[[-2.43456515 -2.41165503  0.0609623  -0.17509825]
 [-5.50060769 -7.21165457  0.          0.        ]]","[-1.39700245 -0.72604539 -0.08844891 -0.78270552  0.53322392 -1.51504941
  0.36583737 -0.9726521  -0.63355695  1.67384754  0.        ]"
11,11.5543,[ 5.23075598  0.92271684],[ 3.89726281  0.74382293],-0.245541033515,[-0.34061518 -0.91445214],"[[-2.50376633 -2.51472743  0.0609623  -0.17509825]
 [-1.43298086 -3.1092615   0.          0.        ]]","[-1.47529075 -0.81050812  0.00448182 -0.64336346  0.53322366 -1.51504745
  0.49199941 -0.26985138 -0.54833509  1.68303584  0.        ]"
12,11.058,[ 2.7919208  -0.29664075],[ 3.01816535 -0.08901934],-0.243392182707,[-0.34061518 -0.91445214],"[[-2.49241941 -2.53963723  0.0609623  -0.17509825]
 [ 2.5543982   0.60590372  0.          0.        ]]","[-1.46292102 -0.82926662 -0.0111036  -0.60800649  0.53322339 -1.5150455
  0.61567241  0.36661144 -0.53569691  1.67323486  0.        ]"
13,11.1825,[ 2.71513699  0.16742261],[ 1.97280145 -0.09457716],-0.24129279722,[-0.34061518 -0.91445214],"[[-2.40211695 -2.53942373  0.0609623  -0.17509825]
 [ 6.46282911 -0.58058567  0.          0.        ]]","[-1.35798646 -0.82910812 -0.1302115  -0.60831182  0.53322312 -1.51504354
  0.73689666  0.16334805 -0.55860663  1.64284459  0.        ]"
14,10.4013,[-1.74403996 -0.36121111],[ 0.43273002 -0.45323566],-0.236129012674,[-0.34061518 -0.91445214],"[[ -2.23442178  -2.54426699   0.0609623   -0.17509825]
 [ 10.29391853   0.09403776   0.           0.        ]]","[-1.13481918 -0.83267882 -0.32570726 -0.60136649  0.53322285 -1.51504159
  0.85572196  0.27892103 -0.59118597  1.58010385  0.        ]"
15,10.8815,[ 0.00693456  0.63774128],[ 0.58564216  0.06898731],-0.229686371134,[-0.34061518 -0.91445214],"[[-2.07030989 -2.55675344  0.0609623  -0.17509825]
 [ 6.13114634 -1.33793927  0.          0.        ]]","[-0.88597724 -0.84176826 -0.48031921 -0.58335589  0.53322258 -1.51503964
  0.72660809  0.03360182 -0.60903508  1.51440358  0.        ]"
16,10.9258,[ 0.45953893 -0.80219742],[-0.17551771 -0.44847468],-0.224757485699,[-0.34061518 -0.91445214],"[[-1.94862883 -2.5579095   0.0609623  -0.17509825]
 [ 6.03725953  1.21382842  0.          0.        ]]","[-0.6859787  -0.84260073 -0.56899975 -0.58168049  0.53322232 -1.51503768
  0.72369565  0.47075794 -0.62166135  1.46360969  0.        ]"
17,10.4632,[-1.87470508  0.10248729],[-1.0799911   0.07967106],-0.218395353729,[-0.34061518 -0.91445214],"[[-1.81082919 -2.5657424   0.0609623  -0.17509825]
 [ 7.73705803 -1.98644343  0.          0.        ]]","[-0.44768479 -0.84820595 -0.64087662 -0.57029699  0.53322205 -1.51503573
  0.77641649 -0.0774971  -0.62557738  1.40620185  0.        ]"
18,10.5698,[-1.22882596  0.37072888],[-0.8622663   0.33456632],-0.212306581325,[-0.34061518 -0.91445214],"[[-1.69734651 -2.60100462  0.0609623  -0.17509825]
 [ 3.62490033 -1.54128317  0.          0.        ]]","[ -2.45088606e-01  -8.72604127e-01  -6.76370465e-01  -5.18343153e-01
   5.33221781e-01  -1.51503378e+00   6.48872503e-01  -1.23437429e-03
  -6.06625678e-01   1.36879613e+00   0.00000000e+00]"
19,10.7205,[-0.31005811  0.02996444],[-0.28416541  0.32201442],-0.21054132779,[-0.34061518 -0.91445214],"[[-1.66529074 -2.61679635  0.0609623  -0.17509825]
 [-0.40589662 -0.04289024  0.          0.        ]]","[-0.18721222 -0.88308046 -0.68244032 -0.4947119   0.53322151 -1.51503182
  0.52385209  0.25546314 -0.59727127  1.3610078   0.        ]"
20,10.8473,[-0.06299107  1.05328548],[ 0.06893429  0.36961225],-0.211476855609,[-0.34061518 -0.91445214],"[[-1.68564437 -2.6164554   0.0609623  -0.17509825]
 [-1.62540295  0.07658839  0.          0.        ]]","[-0.22398455 -0.88285661 -0.67878885 -0.49522418  0.53322124 -1.51502987
  0.48602734  0.27593155 -0.5973612   1.36897169  0.        ]"
21,10.8119,[ 0.16501427 -0.88973548],[ 0.05839451 -0.54917216],-0.213896426029,[-0.34061518 -0.91445214],"[[-1.72033111 -2.57521098  0.0609623  -0.17509825]
 [-1.84255118  4.03466295  0.          0.        ]]","[-0.28644523 -0.85489015 -0.67093913 -0.55645833  0.53322098 -1.51502791
  0.47929199  0.95401002 -0.62201693  1.37017596  0.        ]"
22,10.7466,[ 0.02700212 -0.73220438],[ 0.23570815 -0.05788732],-0.21627457895,[-0.34061518 -0.91445214],"[[-1.75026179 -2.5306663   0.0609623  -0.17509825]
 [-1.15281154  0.43181078  0.          0.        ]]","[-0.34008266 -0.82258141 -0.66252365 -0.62080843  0.53322071 -1.51502596
  0.50068489  0.33678574 -0.64862035  1.3689369   0.        ]"
23,10.8927,[ 0.17933133  1.16974302],[ 0.51895195  0.59428561],-0.216918373897,[-0.34061518 -0.91445214],"[[-1.77201672 -2.55120472  0.0609623  -0.17509825]
 [-1.02312    -2.47596157  0.          0.        ]]","[-0.37888909 -0.83774508 -0.65545662 -0.59137574  0.53322044 -1.51502401
  0.50470719 -0.16136061 -0.63580256  1.38518689  0.        ]"
