timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,2.04343,[-2.38289837 -1.67534523],[-3.12837529 -1.75379848],-0.237199690168,[-0.18679805 -0.40560693],"[[-0.05498709  0.00993689 -0.00734407  0.08515038]
 [-0.00211773  0.0031997   0.          0.        ]]","[ 1.55151121  1.46732689  0.71609561  0.31906299 -0.04009155  0.75047582
  0.52647735  0.2428044   1.35964296 -0.56205868  0.        ]"
1,1.91321,[-2.03913181 -1.38082473],[-2.85687137 -1.6508038 ],-0.241649487287,[-0.18679805 -0.40560693],"[[-0.09470408 -0.02971215 -0.00734407  0.08515038]
 [-3.95642122 -3.95491706  0.          0.        ]]","[ 1.54649707  1.46682319  0.65267908  0.24974658 -0.0400915   0.75047442
  0.34978005 -0.37646067  1.35326137 -0.65193385  0.        ]"
2,1.73658,[-2.14078579 -1.34818948],[-2.51752567 -1.60637975],-0.253602763415,[-0.18679805 -0.40560693],"[[ -2.12723032e-01  -1.47737525e-01  -7.34406947e-03   8.51503811e-02]
 [ -7.83259471e+00  -7.83469031e+00   0.00000000e+00   0.00000000e+00]]","[ 1.51603708  1.45353492  0.46603464  0.04431684 -0.04009145  0.75047302
  0.17657403 -0.98346735  1.30382037 -0.91337882  0.        ]"
3,1.3337,[-0.38126927 -1.51764458],[-1.89556909 -1.3728044 ],-0.268655599616,[-0.18679805 -0.40560693],"[[ -4.07499067e-01  -3.42587461e-01  -7.34406947e-03   8.51503811e-02]
 [ -1.16324597e+01  -1.16376142e+01   0.00000000e+00   0.00000000e+00]]","[ 1.41595683  1.39352324  0.1694914  -0.28565752 -0.04009141  0.75047162
  0.00677786 -1.57844633  1.12893397 -1.30202663  0.        ]"
4,1.4701,[-2.80034148 -1.81047424],[-1.36240935 -0.85559535],-0.277972461477,[-0.18679805 -0.40560693],"[[ -6.52967948e-01  -6.12748530e-01  -7.34406947e-03   8.51503811e-02]
 [ -1.29103715e+01  -1.53660372e+01   0.00000000e+00   0.00000000e+00]]","[ 1.20713355  1.2361659  -0.16874889 -0.70387231 -0.04009136  0.75047022
 -0.05032537 -2.16176019  0.76035532 -1.66473904  0.        ]"
5,1.49939,[-1.06906287 -0.17948028],[-0.18039237 -0.09825255],-0.271918746502,[-0.18679805 -0.40560693],"[[ -9.48317157e-01  -9.56726569e-01  -7.34406947e-03   8.51503811e-02]
 [ -1.66126493e+01  -1.90195323e+01   0.00000000e+00   0.00000000e+00]]","[ 0.85092294  0.92878268 -0.49683206 -1.12732892 -0.04009131  0.75046882
 -0.21576101 -2.73333573  0.20431538 -1.80312742  0.        ]"
6,2.13606,[ 3.80233259  0.99212645],[ 1.62329507  0.67981637],-0.242012977795,[-0.18679805 -0.40560693],"[[ -1.31701151e+00  -1.34044735e+00  -7.34406947e-03   8.51503811e-02]
 [ -2.02450166e+01  -1.93513621e+01   0.00000000e+00   0.00000000e+00]]","[ 0.29109109  0.48667964 -0.74588324 -1.40056611 -0.04009126  0.75046741
 -0.37807264 -2.78522222 -0.37774958 -1.53914687  0.        ]"
7,2.83799,[ 1.49592585  0.07009826],[ 2.14087486  0.76339102],-0.19495610485,[-0.18679805 -0.40560693],"[[ -1.67823804e+00  -1.68420892e+00  -7.34406947e-03   8.51503811e-02]
 [ -1.58916572e+01  -1.50392178e+01   0.00000000e+00   0.00000000e+00]]","[-0.31312938  0.05270295 -0.78793863 -1.43551038 -0.04009121  0.75046601
 -0.18354257 -2.11056776 -0.65995181 -1.02287795  0.        ]"
8,3.72268,[ 2.08020439  1.00495906],[ 2.42050838  1.14849782],-0.146504574226,[-0.18679805 -0.40560693],"[[ -1.95323271e+00  -1.97921752e+00  -7.34406947e-03   8.51503811e-02]
 [ -1.16217943e+01  -1.44636075e+01   0.00000000e+00   0.00000000e+00]]","[-0.76160354 -0.30820567 -0.68149156 -1.30292751 -0.04009117  0.75046461
  0.00725644 -2.02050087 -0.63913584 -0.59129069  0.        ]"
9,4.43204,[ 3.42758887  2.44237446],[ 2.31264973  1.03056145],-0.106441469509,[-0.18679805 -0.40560693],"[[ -2.14366453e+00  -2.22588761e+00  -7.34406947e-03   8.51503811e-02]
 [ -7.43502187e+00  -1.02175783e+01   0.00000000e+00   0.00000000e+00]]","[-1.0463601  -0.57771424 -0.54152531 -1.08479483 -0.04009112  0.75046321
  0.19434254 -1.35620455 -0.49438125 -0.34880664  0.        ]"
