timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,5.13765,[-3.80543911 -1.67506232],[-3.87190604 -1.49632597],-0.239764797453,[-0.2947742 -0.6389327],"[[-0.01542876 -0.00324313 -0.02845719 -0.02889769]
 [ 0.00482908  0.00107739  0.          0.        ]]","[ 1.72025189  1.55408923  0.95555164  0.37355585 -0.23424879 -0.25419463
  0.51467548  0.25758046  1.53381041  0.30542527  0.        ]"
1,4.93439,[-2.37197837 -2.13299516],[-3.5253129  -1.66462278],-0.238115380513,[-0.2947742 -0.6389327],"[[-0.0550082  -0.04293419 -0.02845719 -0.02889769]
 [-3.94961307 -3.95699712  0.          0.        ]]","[ 1.71773479  1.55288966  0.8888482   0.30446939 -0.23424864 -0.25419447
  0.37712294 -0.39715188  1.52988007  0.21435537  0.        ]"
2,4.9087,[-3.26657419 -2.81040382],[-3.20571542 -1.83669376],-0.232173315456,[-0.2947742 -0.6389327],"[[-0.17289241 -0.16100074 -0.02845719 -0.02889769]
 [-7.82593037 -7.83672809  0.          0.        ]]","[ 1.69357317  1.53720327  0.69144694  0.10008084 -0.2342485  -0.25419431
  0.24228795 -1.03892418  1.48807156 -0.05195007  0.        ]"
3,4.85928,[-3.56835531 -0.77994792],[-2.85057616 -1.85508895],-0.219284361151,[-0.2947742 -0.6389327],"[[ -0.36753669  -0.35589101  -0.02845719  -0.02889769]
 [-11.62595112 -11.63960902   0.           0.        ]]","[ 1.60002007  1.47226527  0.37560156 -0.22746916 -0.23424835 -0.25419415
  0.11010689 -1.66798166  1.32621106 -0.45138793  0.        ]"
4,4.69944,[-1.9878208   0.02441218],[-1.94199204 -1.50964499],-0.196778549535,[-0.2947742 -0.6389327],"[[ -0.63743908  -0.61733986  -0.02845719  -0.02889769]
 [-15.35210286 -14.49571347   0.           0.        ]]","[ 1.36631908  1.31307483 -0.02209717 -0.62871065 -0.2342482  -0.25419398
 -0.01950468 -2.14042231  0.95454496 -0.84957621  0.        ]"
5,4.85952,[-0.47484898 -0.79344759],[-0.65444875 -1.35335922],-0.16656531341,[-0.2947742 -0.6389327],"[[ -0.98114958  -0.90338467  -0.02845719  -0.02889769]
 [-19.00697015 -14.10997564   0.           0.        ]]","[ 0.91989473  1.056542   -0.42009287 -0.98836505 -0.23424805 -0.25419382
 -0.14663667 -2.07660831  0.3906241  -1.02001125  0.        ]"
6,5.12904,[ 1.83098025  0.47549163],[ 1.31130314 -0.23403768],-0.134869863884,[-0.2947742 -0.6389327],"[[ -1.37638864  -1.21428505  -0.02845719  -0.02889769]
 [-20.51223601 -16.97046395   0.           0.        ]]","[ 0.26549854  0.70406231 -0.67310068 -1.25248955 -0.2342479  -0.25419366
 -0.19899623 -2.54976787 -0.19257572 -0.78936456  0.        ]"
7,5.54088,[ 2.507188   -0.49136356],[ 2.48324108  0.11837539],-0.112150392568,[-0.2947742 -0.6389327],"[[ -1.74289983  -1.53142764  -0.02845719  -0.02889769]
 [-16.15310842 -14.75123698   0.           0.        ]]","[-0.39170808  0.29974498 -0.67995453 -1.36062338 -0.23424776 -0.2541935
 -0.04736673 -2.18266553 -0.50676781 -0.27301354  0.        ]"
8,6.47332,[ 3.01188455  1.58489645],[ 3.39447117  1.30731416],-0.0983327056686,[-0.2947742 -0.6389327],"[[ -2.02307307  -1.84304038  -0.02845719  -0.02889769]
 [-11.87833576 -16.4045685    0.           0.        ]]","[-0.87095941 -0.10274892 -0.53530424 -1.29784261 -0.23424761 -0.25419334
  0.10132854 -2.45614144 -0.50623838  0.2086799   0.        ]"
9,7.16695,[ 3.28672875  2.27287542],[ 3.56464815  1.27290225],-0.0881123901643,[-0.2947742 -0.6389327],"[[ -2.21859294  -2.12814472  -0.02845719  -0.02889769]
 [ -7.68723679 -12.12016641   0.           0.        ]]","[-1.17106171 -0.44229638 -0.36322088 -1.0984599  -0.23424746 -0.25419317
  0.24711327 -1.74743389 -0.34596892  0.49678458  0.        ]"
10,7.27978,[ 3.02340328  1.62267351],[ 3.24438882  0.97268313],-0.0808340649728,[-0.2947742 -0.6389327],"[[-2.33110393 -2.32841303 -0.02845719 -0.02889769]
 [-3.57734164 -7.92066593  0.          0.        ]]","[-1.32562941 -0.64893338 -0.2404624  -0.88571331 -0.23424731 -0.25419301
  0.39007333 -1.05277409 -0.19451945  0.60040514  0.        ]"
11,6.99944,[ 1.47146481  0.57989761],[ 2.48951936  0.45072812],-0.0753440660013,[-0.2947742 -0.6389327],"[[-2.36222306 -2.4455256  -0.02845719 -0.02889769]
 [ 0.45209564 -3.80430446  0.          0.        ]]","[-1.36568332 -0.75362358 -0.20370969 -0.73724009 -0.23424716 -0.25419285
  0.53023465 -0.3718678  -0.10912945  0.61359602  0.        ]"
12,7.3373,[ 2.71574104 -0.44799032],[ 1.48610902  0.00217703],-0.0706190885018,[-0.2947742 -0.6389327],"[[-2.31354976 -2.49781791 -0.02845719 -0.02889769]
 [ 4.40209369 -1.43281616  0.          0.        ]]","[-1.30249602 -0.7960145  -0.26067433 -0.66587596 -0.23424702 -0.25419269
  0.66763261  0.02041103 -0.08545832  0.58900498  0.        ]"
13,6.69724,[-1.17974449  1.03270297],[ 0.38089371  0.41976678],-0.0634290590616,[-0.2947742 -0.6389327],"[[-2.18666007 -2.54398631 -0.02845719 -0.02889769]
 [ 8.27399184 -3.17818361  0.          0.        ]]","[-1.12458728 -0.8310713  -0.39502586 -0.60048786 -0.23424687 -0.25419253
  0.80231374 -0.26829827 -0.07937664  0.53540715  0.        ]"
14,7.40428,[ 1.8060875   0.58260744],[ 0.4967199  -0.15671191],-0.0575520233809,[-0.2947742 -0.6389327],"[[-2.06254475 -2.56719007 -0.02845719 -0.02889769]
 [ 4.15125628  0.84437847  0.          0.        ]]","[-0.93434237 -0.84782591 -0.50503892 -0.56682699 -0.23424672 -0.25419236
  0.65890598  0.39709281 -0.08264507  0.48586966  0.        ]"
15,6.93391,[-0.55912897 -1.12590444],[-0.7528193  -0.58566612],-0.0545342719388,[-0.2947742 -0.6389327],"[[-1.94062226 -2.52732338 -0.02845719 -0.02889769]
 [ 8.02804339  3.13467389  0.          0.        ]]","[-0.73468664 -0.81867823 -0.59084762 -0.62433455 -0.23424657 -0.2541922
  0.79375726  0.77594105 -0.12191691  0.42842707  0.        ]"
16,6.81715,[-0.97587977  0.21003681],[-0.90546858  0.00748353],-0.0500505630649,[-0.2947742 -0.6389327],"[[-1.80386634 -2.50497917 -0.02845719 -0.02889769]
 [ 5.65548864 -0.88686144  0.          0.        ]]","[-0.49937427 -0.8015968  -0.65926902 -0.6558741  -0.23424643 -0.25419204
  0.7112285   0.11071897 -0.1433299   0.35914503  0.        ]"
17,6.69075,[-1.49234949 -0.35410567],[-0.50541401 -0.03768216],-0.0466508903035,[-0.2947742 -0.6389327],"[[-1.7306432  -2.51419556 -0.02845719 -0.02889769]
 [ 1.68006699 -0.03762177  0.          0.        ]]","[-0.36989747 -0.80870532 -0.68336736 -0.64292582 -0.23424628 -0.25419188
  0.57294497  0.25119582 -0.13847537  0.32748532  0.        ]"
18,7.2534,[ 1.24770131  0.83838209],[ 0.32748944  0.38358152],-0.0462162662278,[-0.2947742 -0.6389327],"[[-1.73709736 -2.52900853 -0.02845719 -0.02889769]
 [-2.31218612 -1.43900494  0.          0.        ]]","[-0.38138175 -0.81994251 -0.68159963 -0.62193371 -0.23424613 -0.25419172
  0.43407605  0.01938583 -0.12960238  0.33566481  0.        ]"
