timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,8.34832,[-5.44023345 -2.04938426],[-4.5072937 -1.6073699],-0.220715962799,[-0.31435156 -0.84605205],"[[ 0.04395117 -0.0703669  -0.00877377  0.0316976 ]
 [-0.00339459  0.00379553  0.          0.        ]]","[ 1.81603754  1.54528238  1.1093088   0.26595541 -0.05857287  0.28698207
  0.53608787  0.26634852  1.42318175 -0.12814605  0.        ]"
1,8.1343,[-4.01925313 -1.24476893],[-4.3706522  -1.67448664],-0.22233383131,[-0.31435156 -0.84605205],"[[ 0.00420879 -0.11000415 -0.00877377  0.0316976 ]
 [-3.95768725 -3.95433419  0.          0.        ]]","[ 1.81776564  1.54063006  1.04075329  0.19679865 -0.05857285  0.28698194
  0.41191372 -0.41218763  1.42026894 -0.21906819  0.        ]"
2,8.0056,[-4.06355663 -1.15047766],[-4.32846308 -1.74824786],-0.22634454021,[-0.31435156 -0.84605205],"[[-0.11383573 -0.22801796 -0.00877377  0.0316976 ]
 [-7.83389768 -7.83411473  0.          0.        ]]","[ 1.80606728  1.51478325  0.83748038 -0.00689426 -0.05857282  0.28698181
  0.29019156 -1.07729196  1.3815281  -0.4847082   0.        ]"
3,7.92804,[-4.51785582 -1.21074698],[-4.04114008 -1.78362453],-0.230078329177,[-0.31435156 -0.84605205],"[[ -3.08638899e-01  -4.22856373e-01  -8.77376979e-03   3.16975959e-02]
 [ -1.16338873e+01  -1.16370361e+01   0.00000000e+00   0.00000000e+00]]","[ 1.73227601  1.43375869  0.50932122 -0.32981756 -0.0585728   0.28698169
  0.17086292 -1.7292185   1.22493445 -0.88360021  0.        ]"
4,7.53442,[-2.5864291  -1.56234291],[-3.15210915 -1.51733637],-0.228639896236,[-0.31435156 -0.84605205],"[[ -5.78697616e-01  -6.92996281e-01  -8.77376979e-03   3.16975959e-02]
 [ -1.53598477e+01  -1.53644864e+01   0.00000000e+00   0.00000000e+00]]","[ 1.52315368  1.24801122  0.08970621 -0.73010544 -0.05857277  0.28698156
  0.05385898 -2.36820298  0.85542563 -1.28490505  0.        ]"
5,7.60074,[-1.46615643 -1.11412901],[-1.56791461 -0.83347619],-0.214969043344,[-0.31435156 -0.84605205],"[[ -9.22555888e-01  -1.03694137e+00  -8.77376979e-03   3.16975959e-02]
 [ -1.90142697e+01  -1.90177684e+01   0.00000000e+00   0.00000000e+00]]","[ 1.10084753  0.908683   -0.34205936 -1.11905471 -0.05857275  0.28698143
 -0.06089849 -2.99446584  0.26520325 -1.44054364  0.        ]"
6,8.02143,[ 1.78082714  0.79834679],[ 1.78298366  1.25357592],-0.181413681694,[-0.31435156 -0.84605205],"[[ -1.33880775e+00  -1.45322132e+00  -8.77376979e-03   3.16975959e-02]
 [ -2.25995642e+01  -2.25982035e+01   0.00000000e+00   0.00000000e+00]]","[ 0.42435233  0.39860778 -0.64587289 -1.35074168 -0.05857272  0.2869813
 -0.17348519 -3.60823006 -0.33475589 -1.10697424  0.        ]"
7,9.48567,[ 3.18281019  2.35141379],[ 3.43045282  2.04884672],-0.133237310768,[-0.31435156 -0.84605205],"[[ -1.74666886e+00  -1.86896789e+00  -8.77376979e-03   3.16975959e-02]
 [ -1.82006317e+01  -1.89885552e+01   0.00000000e+00   0.00000000e+00]]","[-0.30825166 -0.1369038  -0.66548061 -1.28553038 -0.0585727   0.28698117
 -0.03534818 -2.9894277  -0.54684148 -0.48477838  0.        ]"
8,10.4069,[ 3.95592048  3.07239404],[ 4.32595205  2.45140481],-0.0880193134225,[-0.31435156 -0.84605205],"[[ -2.06739198e+00  -2.20523171e+00  -8.77376979e-03   3.16975959e-02]
 [ -1.38855457e+01  -1.46523487e+01   0.00000000e+00   0.00000000e+00]]","[-0.85373713 -0.52634671 -0.483664   -1.0219121  -0.05857267  0.28698104
  0.10015585 -2.24608301 -0.42027103 -0.05551419  0.        ]"
9,10.4417,[ 3.67012176  2.11865643],[ 4.25477457  2.22088838],-0.0531374883294,[-0.31435156 -0.84605205],"[[ -2.30264393e+00  -2.45563638e+00  -8.77376979e-03   3.16975959e-02]
 [ -9.65344542e+00  -1.04023244e+01   0.00000000e+00   0.00000000e+00]]","[-1.20080359 -0.76225397 -0.25024546 -0.72058392 -0.05857265  0.28698091
  0.23305392 -1.51751696 -0.22222345  0.11571591  0.        ]"
