timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,4.6884,[-5.88533605 -0.80177542],[-4.87401056 -0.71944988],-0.30846895208,[-0.29080725 -0.59792823],"[[-0.06109331 -0.00566048 -0.03904496  0.16916169]
 [-0.00147912  0.0017107   0.          0.        ]]","[ 1.70409113  1.56210453  0.86344129  0.36674301 -0.34310186  1.45942301
  0.5088181   0.2569061   1.61945613 -1.18755559  0.        ]"
1,4.2799,[-3.60295034 -1.0529722 ],[-4.53245497 -0.8969903 ],-0.314696981139,[-0.29080725 -0.59792823],"[[-0.10080072 -0.03746396 -0.03904496  0.16916169]
 [-3.95609993 -3.17148875  0.          0.        ]]","[ 1.69833342  1.56120412  0.79702796  0.31146744 -0.34310161  1.45942001
  0.3655551  -0.26252017  1.612544   -1.27242545  0.        ]"
2,4.21135,[-4.40520656 -1.06333814],[-4.08387232 -1.2672832 ],-0.3318149573,[-0.29080725 -0.59792823],"[[-0.2188132  -0.13997639 -0.03904496  0.16916169]
 [-7.83226589 -7.06677241  0.          0.        ]]","[ 1.66469566  1.549325    0.60162153  0.13402749 -0.34310136  1.45941701
  0.22513429 -0.90014514  1.56446373 -1.52546293  0.        ]"
3,4.10656,[-5.08311115 -0.97754988],[-3.53828931 -1.4723717 ],-0.353782021124,[-0.29080725 -0.59792823],"[[ -0.41358223  -0.31962053  -0.03904496   0.16916169]
 [-11.63207398 -10.88490302   0.           0.        ]]","[ 1.55632874  1.49586963  0.29146391 -0.16966638 -0.34310111  1.45941401
  0.08747968 -1.5251386   1.39680584 -1.91086948  0.        ]"
4,3.77924,[-3.30851065 -1.67594981],[-2.55046844 -1.15288854],-0.369037318907,[-0.29080725 -0.59792823],"[[ -0.68360137  -0.57397561  -0.03904496   0.16916169]
 [-15.35765841 -14.53838556   0.           0.        ]]","[ 1.30475072  1.35249936 -0.09400301 -0.56738195 -0.34310085  1.45941101
 -0.04748604 -2.12317566  1.01690137 -2.30006702  0.        ]"
5,3.80098,[-0.78587403 -0.45850998],[-1.17795837 -0.29901952],-0.361564104885,[-0.29080725 -0.59792823],"[[ -1.02740949  -0.90156321  -0.03904496   0.16916169]
 [-19.01140401 -18.20806402   0.           0.        ]]","[ 0.84192435  1.06556269 -0.47053542 -0.98692268 -0.3431006   1.45940801
 -0.17984928 -2.72385508  0.4134875  -2.45004608  0.        ]"
6,4.28434,[ 0.58805223  0.56689298],[ 1.31788015  0.735425  ],-0.317307162137,[-0.29080725 -0.59792823],"[[ -1.43509868  -1.28030069  -0.03904496   0.16916169]
 [-21.74876709 -19.66075391   0.           0.        ]]","[ 0.15779575  0.62873541 -0.69682507 -1.28908099 -0.34310035  1.45940501
 -0.27901493 -2.96162779 -0.19909664 -2.13249661  0.        ]"
7,5.20916,[ 2.85498841  1.29133727],[ 2.99506593  1.17001235],-0.245548793479,[-0.29080725 -0.59792823],"[[ -1.84246172  -1.64707612  -0.03904496   0.16916169]
 [-18.99640637 -17.0256027    0.           0.        ]]","[-0.56550942  0.15440011 -0.65070565 -1.35686306 -0.3431001   1.45940201
 -0.17930558 -2.53026815 -0.46685748 -1.5145919   0.        ]"
8,5.85152,[ 1.95286721  1.70797261],[ 3.75668097  1.15480983],-0.178313801431,[-0.29080725 -0.59792823],"[[ -2.17894672  -1.94447095  -0.03904496   0.16916169]
 [-14.66606287 -12.72827174   0.           0.        ]]","[-1.1085268  -0.22340263 -0.41136814 -1.24194587 -0.34309985  1.45939901
 -0.02243097 -1.82683625 -0.39316186 -1.02289542  0.        ]"
9,6.28857,[ 3.05613632  1.79568359],[ 3.81809402  0.95835197],-0.135143155385,[-0.29080725 -0.59792823],"[[ -2.42966053  -2.15677659  -0.03904496   0.16916169]
 [-10.41916871  -8.51637891   0.           0.        ]]","[-1.4413995  -0.46928289 -0.13043048 -1.07188033 -0.34309959  1.45939601
  0.13142054 -1.1373942  -0.21687268 -0.77495368  0.        ]"
10,6.28022,[ 3.39905447  1.01311835],[ 3.39452171  0.69086802],-0.11600951634,[-0.29080725 -0.59792823],"[[-2.59626497 -2.28568354 -0.03904496  0.16916169]
 [-6.25499187 -4.38810258  0.          0.        ]]","[-1.61675964 -0.60337653  0.09544873 -0.93627006 -0.34309934  1.45939301
  0.28227544 -0.46164072 -0.07814836 -0.68304032  0.        ]"
11,6.0416,[ 2.65749724 -0.47147287],[ 2.64093232  0.13756144],-0.110069852323,[-0.29080725 -0.59792823],"[[-2.68040563 -2.33284635 -0.03904496  0.16916169]
 [-2.17262118 -0.34167808  0.          0.        ]]","[-1.68945454 -0.64899189  0.21910683 -0.88108012 -0.34309909  1.45939001
  0.43016672  0.20071436 -0.01688224 -0.65417707  0.        ]"
12,5.8615,[ 2.01500874 -0.9502598 ],[ 2.06545925  0.45611301],-0.110319673329,[-0.29080725 -0.59792823],"[[-2.68370652 -2.35834343 -0.03904496  0.16916169]
 [ 1.82920422 -2.20182788  0.          0.        ]]","[ -1.69207391e+00  -6.72821992e-01   2.24071428e-01  -8.50070165e-01
  -3.43098839e-01   1.45938701e+00   5.75140007e-01  -1.03771841e-01
   6.92585788e-04  -6.59117535e-01   0.00000000e+00]"
13,5.74884,[ 1.62539828  1.1059657 ],[ 1.36283517  1.06181276],-0.116668481998,[-0.29080725 -0.59792823],"[[-2.60776463 -2.43969464 -0.03904496  0.16916169]
 [ 5.75193539 -5.92087636  0.          0.        ]]","[-1.62733514 -0.74475452  0.1120046  -0.74590252 -0.34309859  1.45938401
  0.7172478  -0.71253927  0.0263185  -0.70864419  0.        ]"
14,5.55188,[-0.89254269 -0.23217711],[ 0.27681631  0.63450718],-0.126686732394,[-0.29080725 -0.59792823],"[[-2.45414598 -2.51720691 -0.03904496  0.16916169]
 [ 9.59713498 -1.84390825  0.          0.        ]]","[-1.4696377  -0.80715254 -0.09899638 -0.63973264 -0.34309834  1.45938101
  0.85654665 -0.04518331  0.0312285  -0.78161565  0.        ]"
15,5.93267,[ 0.75269779  0.70823415],[ 0.56935471  0.93907392],-0.135454746902,[-0.29080725 -0.59792823],"[[-2.29956213 -2.56294117 -0.03904496  0.16916169]
 [ 5.87364639 -2.72660497  0.          0.        ]]","[-1.27803108 -0.84100165 -0.28599564 -0.57418414 -0.34309808  1.45937802
  0.7216553  -0.18967125  0.02490728 -0.84441378  0.        ]"
16,5.88027,[-0.38153134  0.35320507],[-0.44440261  0.41484866],-0.143279178872,[-0.29080725 -0.59792823],"[[-2.15335608 -2.58879362 -0.03904496  0.16916169]
 [ 8.73740917  0.13185078  0.          0.        ]]","[-1.07053553 -0.85912645 -0.43545299 -0.53624241 -0.34309783  1.45937502
  0.82539981  0.27822769  0.01510683 -0.90002642  0.        ]"
17,5.87954,[-0.95158498  0.30788618],[-0.71640742  0.15493399],-0.152497440858,[-0.29080725 -0.59792823],"[[-1.99549864 -2.5721494  -0.03904496  0.16916169]
 [ 7.0539365   1.52790911  0.          0.        ]]","[-0.82302862 -0.84754038 -0.56316815 -0.56074069 -0.34309758  1.45937202
  0.7644119   0.50674748 -0.01761079 -0.96282081  0.        ]"
18,5.85943,[-1.33261544  0.19756028],[-0.43840078 -0.12871057],-0.160373978797,[-0.29080725 -0.59792823],"[[-1.8936204  -2.52966265 -0.03904496  0.16916169]
 [ 3.14691148  2.71679171  0.          0.        ]]","[-0.65313574 -0.81659079 -0.62556488 -0.62208363 -0.34309733  1.45936902
  0.62287163  0.70135458 -0.05453663 -1.01423309  0.        ]"
19,6.05074,[-0.42843598 -0.81438122],[ 0.14722347 -0.36450571],-0.16513617884,[-0.29080725 -0.59792823],"[[-1.87102931 -2.46801788 -0.03904496  0.16916169]
 [-0.87438502  3.4452592   0.          0.        ]]","[-0.61460039 -0.76826578 -0.63718449 -0.70785361 -0.34309708  1.45936602
  0.47719177  0.82059631 -0.09511685 -1.04093457  0.        ]"
20,6.29787,[ 1.15432554 -0.31556747],[ 0.58486938  0.30095252],-0.164817067851,[-0.29080725 -0.59792823],"[[-1.90536113 -2.43215053 -0.03904496  0.16916169]
 [-2.55319465  0.15245409  0.          0.        ]]","[-0.673048   -0.73834842 -0.61920352 -0.75588202 -0.34309682  1.45936302
  0.4163732   0.28159767 -0.11611701 -1.03365611  0.        ]"
21,6.19808,[ 0.64371775  0.57640891],[-0.08424621  0.49531218],-0.163460760359,[-0.29080725 -0.59792823],"[[-1.91619702 -2.44166875 -0.03904496  0.16916169]
 [ 1.4562474  -1.10010241  0.          0.        ]]","[-0.69135417 -0.74641276 -0.61313901 -0.74327511 -0.34309657  1.45936002
  0.56162289  0.07656683 -0.10954026 -1.0252801   0.        ]"
22,5.85041,[-1.27428214 -0.63291459],[-0.78823853  0.06207353],-0.16745922856,[-0.29080725 -0.59792823],"[[-1.8617923  -2.44055276 -0.03904496  0.16916169]
 [ 3.97582338  1.20402822  0.          0.        ]]","[-0.5987634  -0.74547107 -0.64169873 -0.74475766 -0.34309632  1.45935702
  0.65289907  0.45372951 -0.11259501 -1.05396102  0.        ]"
