timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,0.921218,[-1.35418107 -1.47494057],[-2.15931654 -1.16297603],-0.196169818744,[-0.12516586 -0.28328335],"[[ 0.04529373 -0.09760072  0.01487399  0.02129582]
 [-0.00426392 -0.00466958  0.          0.        ]]","[ 1.34961307  1.363716    0.62860117  0.0064622   0.12065582  0.18539494
  0.55063585  0.21377445  1.16595925 -0.03198803  0.        ]"
1,1.06246,[-2.64745672 -0.24663437],[-2.00956726 -0.96968079],-0.19733487106,[-0.12516586 -0.28328335],"[[ 0.00553406 -0.13740561  0.01487399  0.02129582]
 [-3.95854816 -3.96263336  0.          0.        ]]","[ 1.35117435  1.35791475  0.56817832 -0.06228936  0.1206556   0.18539458
  0.33527833 -0.38079004  1.16160194 -0.12048007  0.        ]"
2,0.673832,[-0.87485296 -0.68882567],[-1.70292377 -1.04623616],-0.200516023624,[-0.12516586 -0.28328335],"[[-0.11253904 -0.22565416  0.01487399  0.02129582]
 [-7.8358696  -4.85923222  0.          0.        ]]","[ 1.34137036  1.3381313   0.38903668 -0.21321099  0.12065537  0.18539422
  0.12411243 -0.51547611  1.12503786 -0.35645282  0.        ]"
3,0.757836,[-2.40761631 -0.64026643],[-1.30277097 -1.07543123],-0.205219567717,[-0.12516586 -0.28328335],"[[ -0.30241674  -0.34922554   0.01487399   0.02129582]
 [-11.14095016  -7.48912888   0.           0.        ]]","[ 1.28073255  1.29465251  0.10698758 -0.4191924   0.12065514  0.18539386
 -0.05588822 -0.91053723  0.99991646 -0.6967684   0.        ]"
4,0.483318,[-0.62936601 -0.1441881 ],[-0.59089142 -1.00176764],-0.210259358203,[-0.12516586 -0.28328335],"[[ -5.62712474e-01  -5.22940294e-01   1.48739948e-02   2.12958214e-02]
 [ -1.48763011e+01  -9.87436187e+00   0.00000000e+00   0.00000000e+00]]","[ 1.11180562  1.20365006 -0.25126879 -0.69271704  0.12065491  0.1853935
 -0.25932216 -1.2688419   0.70873302 -1.07467883  0.        ]"
5,0.578816,[ 0.25973048 -0.72634173],[ 0.25020671 -0.95053208],-0.213192628447,[-0.12516586 -0.28328335],"[[ -8.82276379e-01  -7.24180694e-01   1.48739948e-02   2.12958214e-02]
 [ -1.70728733e+01  -1.02483833e+01   0.00000000e+00   0.00000000e+00]]","[ 0.78513745  1.05797847 -0.61416247 -0.97638569  0.12065468  0.18539314
 -0.37895113 -1.32502067  0.23669022 -1.32933498  0.        ]"
6,0.772886,[ 0.81612331 -0.54509131],[ 0.85308534 -0.61756319],-0.210033568937,[-0.12516586 -0.28328335],"[[ -1.21004179e+00  -9.55964485e-01   1.48739948e-02   2.12958214e-02]
 [ -1.57083355e+01  -1.29210721e+01   0.00000000e+00   0.00000000e+00]]","[ 0.34669471  0.84412697 -0.86263774 -1.24484349  0.12065445  0.18539278
 -0.30463489 -1.7264994  -0.29560889 -1.31187484  0.        ]"
7,1.17001,[ 1.77642416 -0.70363764],[ 1.13464189 -0.25070742],-0.197366330768,[-0.12516586 -0.28328335],"[[ -1.48870739  -1.23347665   0.01487399   0.02129582]
 [-12.17002311 -14.82381324   0.           0.        ]]","[-0.07400125  0.53883621 -0.95537359 -1.46533827  0.12065422  0.18539242
 -0.11193035 -2.01230928 -0.70345969 -1.03143013  0.        ]"
8,2.02896,[ 2.27295791 -0.15718425],[ 1.24573755  0.1429543 ],-0.174577393444,[-0.12516586 -0.28328335],"[[ -1.69000709e+00  -1.55496677e+00   1.48739948e-02   2.12958214e-02]
 [ -7.97387778e+00  -1.73168942e+01   0.00000000e+00   0.00000000e+00]]","[-0.38593332  0.14753524 -0.94969992 -1.56312997  0.12065399  0.18539206
  0.11660121 -2.3867867  -0.88320093 -0.63704449  0.        ]"
9,2.35134,[-0.25785788  0.18870212],[ 1.10970175  0.41035378],-0.14366147978,[-0.12516586 -0.28328335],"[[ -1.80821454e+00  -1.90411370e+00   1.48739948e-02   2.12958214e-02]
 [ -3.86035766e+00  -1.75968494e+01   0.00000000e+00   0.00000000e+00]]","[-0.56643214 -0.2783826  -0.91784044 -1.46761053  0.12065376  0.1853917
  0.34063274 -2.42880944 -0.85087704 -0.28694847  0.        ]"
